Production_Type,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Hydro_Water_Reservoir,418,418,418,418,418,418,418,0,0,0
Hydro_Pumped_Storage,916,916,916,916,916,916,916,0,0,0
