Week,2023,Dispa-SET_Date
1,0.8511456225653775,2023-01-01 00:00:00+00:00
2,0.895529331552413,2023-01-08 00:00:00+00:00
3,0.9410552589803988,2023-01-15 00:00:00+00:00
4,0.994449856757383,2023-01-22 00:00:00+00:00
5,0.9954793227604656,2023-01-29 00:00:00+00:00
6,0.9792401308555226,2023-02-05 00:00:00+00:00
7,0.9684994570543988,2023-02-12 00:00:00+00:00
8,0.9617201065221554,2023-02-19 00:00:00+00:00
9,0.95597316080545,2023-02-26 00:00:00+00:00
10,0.9536502254803856,2023-03-05 00:00:00+00:00
11,0.9743906984626582,2023-03-12 00:00:00+00:00
12,0.9921801139377588,2023-03-19 00:00:00+00:00
13,1.0,2023-03-26 00:00:00+00:00
14,0.9985660554426562,2023-04-02 00:00:00+00:00
15,0.9905565180166348,2023-04-09 00:00:00+00:00
16,0.9824596978606914,2023-04-16 00:00:00+00:00
17,0.9726511174099658,2023-04-23 00:00:00+00:00
18,0.9610860087547224,2023-04-30 00:00:00+00:00
19,0.946943659536618,2023-05-07 00:00:00+00:00
20,0.9346010390661238,2023-05-14 00:00:00+00:00
21,0.924005738521121,2023-05-21 00:00:00+00:00
22,0.9163975449160748,2023-05-28 00:00:00+00:00
23,0.9113432772950778,2023-06-04 00:00:00+00:00
24,0.9097607267879124,2023-06-11 00:00:00+00:00
25,0.905058430938642,2023-06-18 00:00:00+00:00
26,0.8970016765925057,2023-06-25 00:00:00+00:00
27,0.8810183572920018,2023-07-02 00:00:00+00:00
28,0.8624584831515433,2023-07-09 00:00:00+00:00
29,0.8387257113273098,2023-07-16 00:00:00+00:00
30,0.8140469357737232,2023-07-23 00:00:00+00:00
31,0.7925371796510748,2023-07-30 00:00:00+00:00
32,0.7729575375886358,2023-08-06 00:00:00+00:00
33,0.7510998260712829,2023-08-13 00:00:00+00:00
34,0.7299264660143483,2023-08-20 00:00:00+00:00
35,0.7121670264262914,2023-08-27 00:00:00+00:00
36,0.7053078381556797,2023-09-03 00:00:00+00:00
37,0.7034967459999089,2023-09-10 00:00:00+00:00
38,0.6990445430905825,2023-09-17 00:00:00+00:00
39,0.6908944324687837,2023-09-24 00:00:00+00:00
40,0.6758458514498876,2023-10-01 00:00:00+00:00
41,0.6599539292167428,2023-10-08 00:00:00+00:00
42,0.6549709767779938,2023-10-15 00:00:00+00:00
43,0.6965846591051023,2023-10-22 00:00:00+00:00
44,0.7786589317122844,2023-10-29 00:00:00+00:00
45,0.8705743076280306,2023-11-05 00:00:00+00:00
46,0.9067107292614128,2023-11-12 00:00:00+00:00
47,0.902888411821667,2023-11-19 00:00:00+00:00
48,0.8963976526725316,2023-11-26 00:00:00+00:00
49,0.9158540605326794,2023-12-03 00:00:00+00:00
50,0.9354200860974088,2023-12-10 00:00:00+00:00
51,0.9401708723521912,2023-12-17 00:00:00+00:00
52,0.9289994666055392,2023-12-24 00:00:00+00:00
53,0.9236868773697235,2023-12-31 00:00:00+00:00
54,0.9176041233497956,2024-01-07 00:00:00+00:00
