10:00 - 11:00,245,,2633,,192,,287,,232,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,53,,19,,n/e,n/e,3344,,109,,270,,40,,18,,n/e,n/e,238,
11:00 - 12:00,243,,2697,,188,,283,,231,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,53,,19,,n/e,n/e,3338,,106,,269,,65,,18,,n/e,n/e,242,
12:00 - 13:00,247,,2673,,187,,284,,234,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,53,,19,,n/e,n/e,3335,,110,,271,,103,,18,,n/e,n/e,256,
13:00 - 14:00,246,,2704,,197,,283,,229,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,52,,19,,n/e,n/e,3332,,107,,268,,82,,20,,n/e,n/e,251,
14:00 - 15:00,245,,2739,,195,,281,,232,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,52,,19,,n/e,n/e,3334,,106,,267,,40,,20,,n/e,n/e,253,
15:00 - 16:00,244,,2704,,191,,286,,237,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,53,,19,,n/e,n/e,3337,,113,,271,,12,,20,,n/e,n/e,262,
16:00 - 17:00,243,,2676,,187,,284,,233,,3,,n/e,n/e,n/e,n/e,n/e,n/e,18,0,52,,68,,n/e,n/e,3455,,115,,270,,3,,20,,n/e,n/e,266,
17:00 - 18:00,244,,2674,,187,,287,,234,,3,,n/e,n/e,n/e,n/e,n/e,n/e,1,0,50,,69,,n/e,n/e,3474,,115,,272,,0,,20,,n/e,n/e,258,
18:00 - 19:00,245,,2677,,187,,292,,238,,3,,n/e,n/e,n/e,n/e,n/e,n/e,104,0,51,,23,,n/e,n/e,3476,,115,,273,,0,,20,,n/e,n/e,263,
19:00 - 20:00,244,,2667,,186,,290,,237,,3,,n/e,n/e,n/e,n/e,n/e,n/e,278,0,51,,22,,n/e,n/e,3440,,115,,275,,0,,20,,n/e,n/e,263,
20:00 - 21:00,243,,2702,,188,,292,,242,,3,,n/e,n/e,n/e,n/e,n/e,n/e,354,0,50,,116,,n/e,n/e,3333,,113,,273,,0,,20,,n/e,n/e,242,
21:00 - 22:00,243,,2668,,189,,272,,241,,3,,n/e,n/e,n/e,n/e,n/e,n/e,6,0,50,,107,,n/e,n/e,3335,,110,,269,,0,,20,,n/e,n/e,234,
22:00 - 23:00,242,,2645,,187,,241,,247,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,50,,88,,n/e,n/e,3337,,93,,264,,0,,20,,n/e,n/e,267,
23:00 - 00:00,242,,2582,,183,,239,,249,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,195,51,,31,,n/e,n/e,3339,,93,,264,,0,,20,,n/e,n/e,276,
00:00 - 01:00,242,,2488,,176,,235,,244,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,51,51,,27,,n/e,n/e,3342,,93,,263,,0,,19,,n/e,n/e,280,
01:00 - 02:00,242,,2599,,184,,242,,248,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,476,51,,19,,n/e,n/e,3342,,93,,262,,0,,20,,n/e,n/e,284,
02:00 - 03:00,242,,2508,,177,,234,,243,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,766,51,,19,,n/e,n/e,3342,,93,,262,,0,,19,,n/e,n/e,282,
03:00 - 04:00,242,,2500,,184,,248,,252,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,658,51,,19,,n/e,n/e,3344,,92,,262,,0,,19,,n/e,n/e,276,
04:00 - 05:00,242,,2570,,181,,242,,249,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,229,51,,19,,n/e,n/e,3344,,93,,261,,0,,19,,n/e,n/e,270,
05:00 - 06:00,242,,2699,,193,,243,,246,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,29,51,,19,,n/e,n/e,3342,,94,,261,,0,,18,,n/e,n/e,261,
06:00 - 07:00,244,,3281,,209,,364,,251,,3,,n/e,n/e,n/e,n/e,n/e,n/e,35,0,52,,26,,n/e,n/e,3433,,113,,268,,0,,18,,n/e,n/e,249,
07:00 - 08:00,250,,4008,,200,,490,,252,,3,,n/e,n/e,n/e,n/e,n/e,n/e,41,0,60,,90,,n/e,n/e,3488,,119,,270,,2,,18,,n/e,n/e,253,
08:00 - 09:00,253,,4377,,206,,817,,260,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,53,,134,,n/e,n/e,3485,,118,,272,,18,,18,,n/e,n/e,249,
09:00 - 10:00,252,,4679,,210,,1020,,258,,7,,n/e,n/e,n/e,n/e,n/e,n/e,171,0,51,,82,,n/e,n/e,3483,,121,,273,,122,,18,,n/e,n/e,235,
10:00 - 11:00,253,,4903,,215,,1011,,269,,3,,n/e,n/e,n/e,n/e,n/e,n/e,201,0,52,,63,,n/e,n/e,3482,,125,,274,,198,,18,,n/e,n/e,230,
11:00 - 12:00,253,,5002,,213,,996,,307,,3,,n/e,n/e,n/e,n/e,n/e,n/e,251,0,52,,74,,n/e,n/e,3483,,126,,275,,262,,18,,n/e,n/e,241,
12:00 - 13:00,253,,5114,,218,,904,,371,,3,,n/e,n/e,n/e,n/e,n/e,n/e,2,0,53,,23,,n/e,n/e,3481,,124,,276,,207,,18,,n/e,n/e,233,
13:00 - 14:00,253,,5197,,214,,958,,376,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,52,,22,,n/e,n/e,3484,,121,,275,,166,,20,,n/e,n/e,243,
14:00 - 15:00,253,,5248,,215,,1026,,382,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,52,,42,,n/e,n/e,3483,,126,,278,,87,,20,,n/e,n/e,236,
15:00 - 16:00,254,,5332,,217,,1031,,382,,3,,n/e,n/e,n/e,n/e,n/e,n/e,22,0,53,,22,,n/e,n/e,3483,,126,,279,,26,,20,,n/e,n/e,242,
16:00 - 17:00,253,,5345,,216,,1027,,400,,3,,n/e,n/e,n/e,n/e,n/e,n/e,16,0,52,,121,,n/e,n/e,3484,,126,,278,,3,,20,,n/e,n/e,223,
17:00 - 18:00,252,,5384,,221,,1038,,403,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,50,,194,,n/e,n/e,3486,,127,,282,,0,,20,,n/e,n/e,219,
18:00 - 19:00,253,,5363,,216,,1035,,384,,3,,n/e,n/e,n/e,n/e,n/e,n/e,250,0,49,,208,,n/e,n/e,3487,,127,,283,,0,,20,,n/e,n/e,241,
19:00 - 20:00,253,,5339,,215,,1027,,379,,3,,n/e,n/e,n/e,n/e,n/e,n/e,333,0,51,,33,,n/e,n/e,3486,,126,,285,,0,,20,,n/e,n/e,254,
20:00 - 21:00,249,,5172,,213,,546,,377,,3,,n/e,n/e,n/e,n/e,n/e,n/e,4,0,51,,26,,n/e,n/e,3488,,123,,283,,0,,20,,n/e,n/e,238,
21:00 - 22:00,251,,5202,,221,,291,,380,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,51,,21,,n/e,n/e,3486,,118,,281,,0,,20,,n/e,n/e,221,
22:00 - 23:00,250,,5151,,217,,266,,374,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,51,,21,,n/e,n/e,3487,,99,,274,,0,,20,,n/e,n/e,222,
23:00 - 00:00,253,,5070,,211,,256,,373,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,51,,21,,n/e,n/e,3490,,96,,270,,0,,20,,n/e,n/e,216,
00:00 - 01:00,225,,5157,,210,,256,,366,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,55,,68,,n/e,n/e,3490,,95,,270,,0,,20,,n/e,n/e,223,
01:00 - 02:00,224,,5215,,220,,257,,370,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,55,,59,,n/e,n/e,3484,,95,,270,,0,,20,,n/e,n/e,223,
02:00 - 03:00,221,,5181,,230,,259,,370,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,302,56,,23,,n/e,n/e,3481,,95,,271,,0,,20,,n/e,n/e,218,
03:00 - 04:00,224,,5076,,233,,256,,362,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,738,56,,23,,n/e,n/e,3482,,94,,268,,0,,20,,n/e,n/e,212,
04:00 - 05:00,224,,4784,,228,,259,,361,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,638,56,,23,,n/e,n/e,3480,,95,,267,,0,,20,,n/e,n/e,199,
05:00 - 06:00,222,,5164,,226,,277,,363,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,56,,23,,n/e,n/e,3479,,97,,268,,0,,18,,n/e,n/e,179,
06:00 - 07:00,224,,5267,,236,,514,,389,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,57,,28,,n/e,n/e,3481,,122,,277,,0,,18,,n/e,n/e,160,
07:00 - 08:00,221,,5357,,236,,1034,,428,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,62,,162,,n/e,n/e,3483,,126,,278,,2,,18,,n/e,n/e,161,
08:00 - 09:00,223,,5479,,247,,1051,,443,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,59,,217,,n/e,n/e,3484,,128,,277,,23,,18,,n/e,n/e,169,
09:00 - 10:00,225,,5526,,250,,1059,,454,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,59,,275,,n/e,n/e,3483,,129,,277,,76,,18,,n/e,n/e,173,
10:00 - 11:00,223,,5533,,248,,1057,,459,,3,,n/e,n/e,n/e,n/e,n/e,n/e,34,0,60,,178,,n/e,n/e,3483,,128,,277,,101,,18,,n/e,n/e,180,
11:00 - 12:00,226,,5519,,247,,1048,,458,,3,,n/e,n/e,n/e,n/e,n/e,n/e,59,0,57,,244,,n/e,n/e,3482,,128,,281,,102,,18,,n/e,n/e,183,
12:00 - 13:00,227,,5536,,246,,1047,,457,,3,,n/e,n/e,n/e,n/e,n/e,n/e,58,0,57,,75,,n/e,n/e,3478,,129,,283,,87,,18,,n/e,n/e,191,
13:00 - 14:00,227,,5519,,243,,1040,,453,,3,,n/e,n/e,n/e,n/e,n/e,n/e,200,0,56,,70,,n/e,n/e,3477,,129,,281,,81,,20,,n/e,n/e,200,
14:00 - 15:00,228,,5459,,246,,1036,,456,,3,,n/e,n/e,n/e,n/e,n/e,n/e,184,0,56,,74,,n/e,n/e,3476,,127,,282,,61,,20,,n/e,n/e,185,
15:00 - 16:00,227,,5480,,248,,1041,,458,,3,,n/e,n/e,n/e,n/e,n/e,n/e,515,0,57,,150,,n/e,n/e,3477,,128,,282,,18,,20,,n/e,n/e,184,
16:00 - 17:00,226,,5473,,255,,1041,,459,,3,,n/e,n/e,n/e,n/e,n/e,n/e,727,0,57,,181,,n/e,n/e,3476,,129,,283,,3,,20,,n/e,n/e,181,
17:00 - 18:00,226,,5459,,256,,1048,,460,,3,,n/e,n/e,n/e,n/e,n/e,n/e,860,0,58,,197,,n/e,n/e,3478,,129,,284,,0,,20,,n/e,n/e,162,
18:00 - 19:00,225,,5522,,255,,1053,,460,,3,,n/e,n/e,n/e,n/e,n/e,n/e,815,0,58,,180,,n/e,n/e,3475,,130,,285,,0,,20,,n/e,n/e,155,
19:00 - 20:00,225,,5530,,251,,1052,,457,,3,,n/e,n/e,n/e,n/e,n/e,n/e,825,0,58,,162,,n/e,n/e,3479,,131,,287,,0,,20,,n/e,n/e,160,
20:00 - 21:00,224,,5520,,256,,1053,,454,,3,,n/e,n/e,n/e,n/e,n/e,n/e,500,0,58,,137,,n/e,n/e,3478,,128,,286,,0,,20,,n/e,n/e,144,
21:00 - 22:00,226,,5495,,254,,1012,,448,,3,,n/e,n/e,n/e,n/e,n/e,n/e,171,0,56,,25,,n/e,n/e,3480,,124,,286,,0,,20,,n/e,n/e,157,
22:00 - 23:00,227,,5419,,261,,966,,435,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,56,,23,,n/e,n/e,3479,,98,,274,,0,,20,,n/e,n/e,149,
23:00 - 00:00,225,,5365,,259,,519,,399,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,56,,22,,n/e,n/e,3482,,95,,272,,0,,20,,n/e,n/e,123,
00:00 - 01:00,225,,5423,,239,,271,,400,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,56,,23,,n/e,n/e,3483,,95,,271,,0,,20,,n/e,n/e,111,
01:00 - 02:00,225,,5433,,232,,273,,383,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,157,56,,23,,n/e,n/e,3481,,95,,272,,0,,20,,n/e,n/e,93,
02:00 - 03:00,225,,5400,,228,,271,,381,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,470,56,,23,,n/e,n/e,3483,,95,,272,,0,,20,,n/e,n/e,90,
03:00 - 04:00,225,,5371,,224,,273,,399,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,969,56,,23,,n/e,n/e,3483,,94,,269,,0,,20,,n/e,n/e,74,
04:00 - 05:00,222,,5394,,225,,275,,399,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,1096,56,,23,,n/e,n/e,3482,,95,,268,,0,,20,,n/e,n/e,82,
05:00 - 06:00,221,,5459,,229,,288,,400,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,160,56,,22,,n/e,n/e,3484,,96,,267,,0,,18,,n/e,n/e,84,
06:00 - 07:00,223,,5470,,230,,320,,419,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,1,57,,26,,n/e,n/e,3483,,122,,277,,0,,18,,n/e,n/e,79,
07:00 - 08:00,221,,5504,,227,,329,,420,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,63,,75,,n/e,n/e,3484,,127,,276,,2,,18,,n/e,n/e,76,
08:00 - 09:00,220,,5562,,227,,326,,500,,3,,n/e,n/e,n/e,n/e,n/e,n/e,23,0,59,,160,,n/e,n/e,3486,,126,,275,,13,,18,,n/e,n/e,88,
09:00 - 10:00,223,,5527,,226,,324,,541,,3,,n/e,n/e,n/e,n/e,n/e,n/e,89,0,59,,166,,n/e,n/e,3485,,126,,275,,47,,18,,n/e,n/e,101,
10:00 - 11:00,223,,5121,,226,,417,,586,,3,,n/e,n/e,n/e,n/e,n/e,n/e,380,0,60,,120,,n/e,n/e,3483,,126,,278,,69,,18,,n/e,n/e,129,
11:00 - 12:00,219,,5017,,229,,648,,474,,3,,n/e,n/e,n/e,n/e,n/e,n/e,301,0,57,,119,,n/e,n/e,3484,,125,,279,,72,,18,,n/e,n/e,144,
12:00 - 13:00,218,,5014,,214,,665,,441,,3,,n/e,n/e,n/e,n/e,n/e,n/e,5,0,57,,185,,n/e,n/e,3485,,124,,279,,57,,18,,n/e,n/e,159,
13:00 - 14:00,221,,5042,,225,,674,,446,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,56,,144,,n/e,n/e,3483,,124,,278,,56,,20,,n/e,n/e,154,
14:00 - 15:00,221,,5033,,224,,664,,447,,3,,n/e,n/e,n/e,n/e,n/e,n/e,87,0,56,,77,,n/e,n/e,3479,,126,,279,,29,,20,,n/e,n/e,118,
15:00 - 16:00,222,,4930,,228,,660,,449,,3,,n/e,n/e,n/e,n/e,n/e,n/e,226,0,57,,122,,n/e,n/e,3479,,129,,280,,7,,20,,n/e,n/e,101,
16:00 - 17:00,222,,4939,,243,,694,,456,,3,,n/e,n/e,n/e,n/e,n/e,n/e,306,0,57,,81,,n/e,n/e,3478,,130,,281,,3,,20,,n/e,n/e,101,
17:00 - 18:00,223,,4926,,238,,926,,454,,3,,n/e,n/e,n/e,n/e,n/e,n/e,201,0,59,,26,,n/e,n/e,3477,,129,,283,,0,,20,,n/e,n/e,104,
18:00 - 19:00,222,,4701,,229,,1064,,444,,3,,n/e,n/e,n/e,n/e,n/e,n/e,34,0,59,,21,,n/e,n/e,3476,,129,,282,,0,,20,,n/e,n/e,86,
19:00 - 20:00,222,,4711,,232,,1100,,433,,3,,n/e,n/e,n/e,n/e,n/e,n/e,1,0,59,,21,,n/e,n/e,3476,,129,,282,,0,,20,,n/e,n/e,94,
20:00 - 21:00,223,,4555,,225,,859,,390,,3,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,59,,21,,n/e,n/e,3474,,125,,280,,0,,20,,n/e,n/e,101,
21:00 - 22:00,222,,4516,,240,,283,,425,,3,,n/e,n/e,n/e,n/e,n/e,n/e,458,0,56,,21,,n/e,n/e,3473,,118,,277,,0,,20,,n/e,n/e,108,
22:00 - 23:00,222,,4461,,199,,264,,424,,3,,n/e,n/e,n/e,n/e,n/e,n/e,160,0,55,,67,,n/e,n/e,3473,,97,,271,,0,,20,,n/e,n/e,103,
23:00 - 00:00,222,,4279,,201,,257,,426,,3,,n/e,n/e,n/e,n/e,n/e,n/e,122,0,56,,18,,n/e,n/e,3472,,95,,268,,0,,20,,n/e,n/e,91,
00:00 - 01:00,222,,4078,,199,,255,,404,,4,,n/e,n/e,n/e,n/e,n/e,n/e,1,0,57,,17,,n/e,n/e,3469,,94,,267,,0,,18,,n/e,n/e,101,
01:00 - 02:00,222,,3996,,198,,254,,377,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,1004,57,,17,,n/e,n/e,3468,,93,,266,,0,,18,,n/e,n/e,99,
02:00 - 03:00,222,,4076,,196,,254,,373,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,1071,57,,17,,n/e,n/e,3467,,94,,268,,0,,18,,n/e,n/e,110,
03:00 - 04:00,221,,4054,,194,,255,,366,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,1115,57,,17,,n/e,n/e,3466,,94,,267,,0,,18,,n/e,n/e,126,
04:00 - 05:00,221,,3906,,202,,255,,372,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,1110,57,,17,,n/e,n/e,3466,,95,,266,,0,,18,,n/e,n/e,142,
05:00 - 06:00,221,,3693,,197,,260,,372,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,1101,57,,17,,n/e,n/e,3466,,95,,265,,0,,16,,n/e,n/e,152,
06:00 - 07:00,221,,3814,,193,,284,,374,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,1092,58,,21,,n/e,n/e,3466,,116,,272,,0,,16,,n/e,n/e,159,
07:00 - 08:00,220,,3839,,188,,290,,368,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,104,67,,25,,n/e,n/e,3426,,120,,274,,3,,16,,n/e,n/e,164,
08:00 - 09:00,220,,3969,,181,,280,,380,,4,,n/e,n/e,n/e,n/e,n/e,n/e,73,1,62,,25,,n/e,n/e,3345,,120,,276,,5,,16,,n/e,n/e,151,
09:00 - 10:00,219,,4184,,210,,285,,414,,4,,n/e,n/e,n/e,n/e,n/e,n/e,256,0,61,,56,,n/e,n/e,3347,,119,,277,,24,,16,,n/e,n/e,154,
10:00 - 11:00,222,,4276,,227,,290,,422,,4,,n/e,n/e,n/e,n/e,n/e,n/e,166,0,61,,75,,n/e,n/e,3350,,121,,278,,65,,16,,n/e,n/e,171,
11:00 - 12:00,223,,4336,,228,,289,,432,,4,,n/e,n/e,n/e,n/e,n/e,n/e,243,0,58,,100,,n/e,n/e,3350,,123,,280,,107,,16,,n/e,n/e,179,
12:00 - 13:00,223,,4238,,227,,287,,430,,4,,n/e,n/e,n/e,n/e,n/e,n/e,117,0,59,,64,,n/e,n/e,3349,,124,,280,,173,,16,,n/e,n/e,181,
13:00 - 14:00,224,,4171,,211,,277,,423,,4,,n/e,n/e,n/e,n/e,n/e,n/e,145,0,58,,56,,n/e,n/e,3372,,116,,277,,165,,18,,n/e,n/e,191,
14:00 - 15:00,225,,4192,,203,,272,,427,,4,,n/e,n/e,n/e,n/e,n/e,n/e,25,35,58,,59,,n/e,n/e,3419,,113,,276,,98,,18,,n/e,n/e,198,
15:00 - 16:00,225,,4215,,214,,278,,417,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,50,59,,58,,n/e,n/e,3467,,116,,278,,35,,18,,n/e,n/e,198,
16:00 - 17:00,226,,4309,,226,,282,,418,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,1,58,,126,,n/e,n/e,3467,,124,,280,,4,,18,,n/e,n/e,186,
17:00 - 18:00,225,,4277,,223,,293,,413,,4,,n/e,n/e,n/e,n/e,n/e,n/e,122,0,59,,157,,n/e,n/e,3465,,126,,281,,0,,18,,n/e,n/e,179,
18:00 - 19:00,227,,4265,,222,,292,,413,,4,,n/e,n/e,n/e,n/e,n/e,n/e,536,0,59,,171,,n/e,n/e,3466,,126,,281,,0,,18,,n/e,n/e,164,
19:00 - 20:00,225,,4396,,224,,292,,419,,4,,n/e,n/e,n/e,n/e,n/e,n/e,197,0,59,,73,,n/e,n/e,3463,,124,,281,,0,,18,,n/e,n/e,153,
20:00 - 21:00,226,,4341,,222,,286,,414,,4,,n/e,n/e,n/e,n/e,n/e,n/e,3,0,59,,79,,n/e,n/e,3464,,120,,281,,0,,18,,n/e,n/e,131,
21:00 - 22:00,224,,4356,,199,,275,,411,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,56,,69,,n/e,n/e,3463,,117,,281,,0,,18,,n/e,n/e,135,
22:00 - 23:00,227,,4391,,207,,253,,410,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,35,57,,32,,n/e,n/e,3462,,95,,274,,0,,18,,n/e,n/e,152,
23:00 - 00:00,226,,4449,,198,,246,,404,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,105,57,,27,,n/e,n/e,3459,,94,,271,,0,,18,,n/e,n/e,147,
00:00 - 01:00,226,,4526,,191,,250,,403,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,152,57,,27,,n/e,n/e,3463,,94,,271,,0,,18,,n/e,n/e,160,
01:00 - 02:00,227,,4651,,191,,251,,377,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,271,57,,20,,n/e,n/e,3463,,94,,272,,0,,18,,n/e,n/e,159,
02:00 - 03:00,227,,4819,,192,,250,,358,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,207,57,,20,,n/e,n/e,3462,,94,,270,,0,,18,,n/e,n/e,154,
03:00 - 04:00,227,,4871,,193,,249,,361,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,105,57,,20,,n/e,n/e,3463,,94,,269,,0,,18,,n/e,n/e,172,
04:00 - 05:00,227,,4664,,192,,251,,356,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,105,57,,20,,n/e,n/e,3465,,94,,267,,0,,18,,n/e,n/e,164,
05:00 - 06:00,224,,4580,,190,,256,,355,,4,,n/e,n/e,n/e,n/e,n/e,n/e,21,12,57,,20,,n/e,n/e,3470,,95,,267,,0,,16,,n/e,n/e,141,
06:00 - 07:00,223,,4573,,192,,279,,364,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,35,58,,24,,n/e,n/e,3470,,113,,273,,0,,16,,n/e,n/e,159,
07:00 - 08:00,226,,4571,,188,,282,,388,,4,,n/e,n/e,n/e,n/e,n/e,n/e,250,14,67,,28,,n/e,n/e,3414,,114,,273,,3,,16,,n/e,n/e,161,
08:00 - 09:00,226,,4504,,196,,275,,406,,4,,n/e,n/e,n/e,n/e,n/e,n/e,200,0,62,,28,,n/e,n/e,3353,,111,,273,,14,,16,,n/e,n/e,157,
09:00 - 10:00,225,,4639,,226,,382,,418,,4,,n/e,n/e,n/e,n/e,n/e,n/e,238,0,61,,28,,n/e,n/e,3354,,113,,273,,83,,16,,n/e,n/e,146,
10:00 - 11:00,224,,4660,,225,,637,,417,,4,,n/e,n/e,n/e,n/e,n/e,n/e,632,0,61,,105,,n/e,n/e,3355,,116,,278,,176,,16,,n/e,n/e,137,
11:00 - 12:00,224,,4829,,225,,1002,,423,,4,,n/e,n/e,n/e,n/e,n/e,n/e,351,0,58,,125,,n/e,n/e,3353,,119,,279,,224,,17,,n/e,n/e,145,
12:00 - 13:00,224,,5068,,227,,1025,,425,,4,,n/e,n/e,n/e,n/e,n/e,n/e,38,0,59,,26,,n/e,n/e,3353,,119,,278,,178,,17,,n/e,n/e,144,
13:00 - 14:00,223,,4955,,226,,978,,420,,4,,n/e,n/e,n/e,n/e,n/e,n/e,1,0,58,,24,,n/e,n/e,3434,,116,,276,,142,,18,,n/e,n/e,122,
14:00 - 15:00,222,,4921,,226,,989,,425,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,58,,24,,n/e,n/e,3479,,116,,275,,66,,18,,n/e,n/e,87,
15:00 - 16:00,222,,5021,,225,,933,,424,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,59,,24,,n/e,n/e,3475,,120,,276,,15,,18,,n/e,n/e,70,
16:00 - 17:00,232,,5078,,229,,1030,,428,,4,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,58,,138,,n/e,n/e,3475,,122,,276,,4,,18,,n/e,n/e,64,
17:00 - 18:00,242,,5053,,224,,1023,,426,,4,,n/e,n/e,n/e,n/e,n/e,n/e,402,0,59,,318,,n/e,n/e,3477,,121,,277,,0,,18,,n/e,n/e,55,
18:00 - 19:00,242,,5119,,226,,1051,,432,,4,,n/e,n/e,n/e,n/e,n/e,n/e,430,0,59,,297,,n/e,n/e,3478,,122,,277,,0,,18,,n/e,n/e,53,
19:00 - 20:00,245,,5114,,224,,1048,,429,,4,,n/e,n/e,n/e,n/e,n/e,n/e,436,0,59,,208,,n/e,n/e,3479,,122,,278,,0,,18,,n/e,n/e,53,
20:00 - 21:00,244,,5125,,228,,1048,,432,,4,,n/e,n/e,n/e,n/e,n/e,n/e,378,0,59,,133,,n/e,n/e,3480,,122,,279,,0,,18,,n/e,n/e,53,
21:00 - 22:00,247,,5045,,223,,1030,,426,,4,,n/e,n/e,n/e,n/e,n/e,n/e,24,0,56,,96,,n/e,n/e,3479,,117,,280,,0,,18,,n/e,n/e,46,
