snapshot,BE1 0 PHS,BE1 0 hydro,DE1 0 PHS,DE1 0 hydro,FR1 0 PHS,FR1 0 hydro,GB0 0 PHS,GB0 0 hydro
2013-01-01 00:00:00,0.00882176672073286,0.012963367307397,0.012569140997754,144.704903465523,0.010556863865646,0.00589121387445732,34.6058730050259,0.00212919273449924
2013-01-01 01:00:00,0.00883088543605447,0.0129628302549239,0.0124877239852185,145.327517801652,0.0105096692167063,0.00588752875199275,33.8656346692165,0.0021288245354546
2013-01-01 02:00:00,0.00884087194592704,0.0129638326601294,0.0123829846199344,145.915717423435,0.0104717660629927,0.00588488277134736,31.3361010220733,0.00212926187129566
2013-01-01 03:00:00,0.00884607833699312,0.0129648765954826,0.0122895770410633,146.409930380839,0.0104221984070739,0.0058843712738192,0.0902487956717047,0.00209208962265918
2013-01-01 04:00:00,0.010089762418299,0.0160902658555982,0.0121885411379188,148.180574834218,0.0123320969890616,0.00635485945375168,0.089537235084794,0.00209529873923183
2013-01-01 05:00:00,0.0101726035720254,0.0163318340907814,0.0120840961331488,150.877846301349,0.0122161001669078,0.00634391512472924,0.0892866248020646,0.00210477031279291
2013-01-01 06:00:00,0.0102088744474236,0.0163929785441247,0.0123037882692998,289.106494334006,0.0121073306016215,0.00634062200650897,0.08912436753887,0.00210705426492583
2013-01-01 07:00:00,0.00963419177732829,0.0148644158987166,0.0125933959103407,289.327100734067,0.0119783714024099,0.0063319874381922,0.0915970618373517,0.00211189627027789
2013-01-01 08:00:00,0.010194024794451,0.0164133681390433,0.0119402313464171,153.709141785548,0.011972311979912,0.00634192630724179,0.028676143974639,0.00204143421268465
2013-01-01 09:00:00,0.00890982077266597,0.0130390134848127,0.0119907540227666,153.277964976797,0.0103034102181108,0.0059760524553162,0.0202539639178764,0.00201530401551309
2013-01-01 10:00:00,0.0089588435363403,0.0131215210436386,0.0119287664946706,154.392959554522,0.0103698690741429,0.0060325355804081,0.00346412595091436,0.00149029889653845
2013-01-01 11:00:00,0.00897720899035679,0.0131768469856206,0.0118991975049834,155.036688785775,0.0101253371392319,0.00588723463573113,0.00296177583912153,0.00141680037685089
