00:00 - 00:30,2366,,n/e,n/e,n/e,n/e,9223,0,716,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,635,,n/e,n/e,n/e,n/e,6957,,125,0,n/e,n/e,0,,n/e,n/e,2268,,3501,274
00:30 - 01:00,2366,,n/e,n/e,n/e,n/e,8329,0,717,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,686,,n/e,n/e,n/e,n/e,6957,,122,0,n/e,n/e,0,,n/e,n/e,2220,,3445,267
01:00 - 01:30,2347,,n/e,n/e,n/e,n/e,8101,0,671,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,41,,672,,n/e,n/e,n/e,n/e,6955,,124,0,n/e,n/e,0,,n/e,n/e,2335,,3285,267
01:30 - 02:00,2353,,n/e,n/e,n/e,n/e,8445,0,668,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,62,,672,,n/e,n/e,n/e,n/e,6948,,124,0,n/e,n/e,0,,n/e,n/e,2542,,3266,250
02:00 - 02:30,2359,,n/e,n/e,n/e,n/e,8558,0,671,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,662,,n/e,n/e,n/e,n/e,6954,,123,0,n/e,n/e,0,,n/e,n/e,2586,,3227,260
02:30 - 03:00,2362,,n/e,n/e,n/e,n/e,7910,0,666,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,594,,n/e,n/e,n/e,n/e,6945,,121,0,n/e,n/e,0,,n/e,n/e,2508,,3173,291
03:00 - 03:30,2358,,n/e,n/e,n/e,n/e,7378,0,670,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,548,,n/e,n/e,n/e,n/e,6953,,121,0,n/e,n/e,0,,n/e,n/e,2437,,3101,319
03:30 - 04:00,2352,,n/e,n/e,n/e,n/e,7108,0,671,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,547,,n/e,n/e,n/e,n/e,6953,,121,0,n/e,n/e,0,,n/e,n/e,2519,,2981,340
04:00 - 04:30,2359,,n/e,n/e,n/e,n/e,7544,0,670,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,529,,n/e,n/e,n/e,n/e,6955,,121,0,n/e,n/e,0,,n/e,n/e,2276,,3006,282
04:30 - 05:00,2355,,n/e,n/e,n/e,n/e,7388,0,670,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,433,,n/e,n/e,n/e,n/e,6945,,122,0,n/e,n/e,0,,n/e,n/e,2148,,2974,256
05:00 - 05:30,2354,,n/e,n/e,n/e,n/e,7044,0,669,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,440,,n/e,n/e,n/e,n/e,6960,,123,0,n/e,n/e,0,,n/e,n/e,2108,,3165,245
05:30 - 06:00,2342,,n/e,n/e,n/e,n/e,7035,0,670,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,438,,n/e,n/e,n/e,n/e,6967,,122,0,n/e,n/e,0,,n/e,n/e,2184,,3220,244
06:00 - 06:30,2350,,n/e,n/e,n/e,n/e,6380,0,669,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,473,,n/e,n/e,n/e,n/e,6958,,123,0,n/e,n/e,0,,n/e,n/e,2015,,3549,248
06:30 - 07:00,2367,,n/e,n/e,n/e,n/e,6395,0,670,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,479,,n/e,n/e,n/e,n/e,6956,,124,0,n/e,n/e,0,,n/e,n/e,1820,,3614,273
07:00 - 07:30,2292,,n/e,n/e,n/e,n/e,6380,0,670,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,484,,n/e,n/e,n/e,n/e,6966,,123,0,n/e,n/e,0,,n/e,n/e,1848,,3651,281
07:30 - 08:00,2271,,n/e,n/e,n/e,n/e,6586,0,672,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,488,,n/e,n/e,n/e,n/e,6961,,127,0,n/e,n/e,0,,n/e,n/e,1817,,3667,283
