Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Lietuvos elektrine,1045,1.0,LT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KruonioHAE,900,1.0,LT,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VEJO,433,1.0,LT,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VilniausE3,360,1.0,LT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mazeikiu elektrine,160,1.0,LT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KaunoTE,110,1.0,LT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KaunoHE,101,1.0,LT,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_Solar,578,,,,,,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN,381,,,,,,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
