00:00 - 00:30,n/e,n/e,n/e,n/e,n/e,n/e,776,5,0,4,289,1,n/e,n/e,198,8,n/e,n/e,14,0,167,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,396,
00:30 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,775,5,0,4,285,1,n/e,n/e,198,3,n/e,n/e,9,0,167,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,402,
01:00 - 01:30,n/e,n/e,n/e,n/e,n/e,n/e,780,5,0,4,289,1,n/e,n/e,199,8,n/e,n/e,13,0,167,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,381,
01:30 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,813,5,0,4,366,1,n/e,n/e,198,8,n/e,n/e,14,0,153,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,374,
02:00 - 02:30,n/e,n/e,n/e,n/e,n/e,n/e,811,5,0,4,444,1,n/e,n/e,198,8,n/e,n/e,14,0,153,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,319,
02:30 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,816,5,0,4,476,1,n/e,n/e,198,8,n/e,n/e,0,74,154,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,314,
03:00 - 03:30,n/e,n/e,n/e,n/e,n/e,n/e,723,6,0,4,479,1,n/e,n/e,198,7,n/e,n/e,0,74,150,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,320,
03:30 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,585,8,0,4,472,1,n/e,n/e,197,8,n/e,n/e,0,74,149,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,332,
04:00 - 04:30,n/e,n/e,n/e,n/e,n/e,n/e,588,7,0,4,476,1,n/e,n/e,217,0,n/e,n/e,0,149,150,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,358,
04:30 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,582,5,0,4,457,1,n/e,n/e,233,0,n/e,n/e,0,226,148,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,400,
05:00 - 05:30,n/e,n/e,n/e,n/e,n/e,n/e,571,5,0,6,346,1,n/e,n/e,242,0,n/e,n/e,0,224,149,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,459,
