snapshot, BE1 0 Electricity demand Residential and tertiary,BE1 0 H2 for industry,BE1 0 H2 for shipping,BE1 0 agriculture electricity,BE1 0 agriculture heat,BE1 0 agriculture machinery oil,BE1 0 gas for industry,BE1 0 industry electricity,BE1 0 kerosene for aviation,BE1 0 land transport EV,BE1 0 land transport fuel cell,BE1 0 land transport oil,BE1 0 low-temperature heat for industry,BE1 0 naphtha for industry,BE1 0 process emissions,BE1 0 residential rural heat,BE1 0 residential urban decentral heat,BE1 0 services rural heat,BE1 0 services urban decentral heat,BE1 0 shipping methanol,BE1 0 shipping oil,BE1 0 solid biomass for industry,BE1 0 urban central heat, DE1 0 Electricity demand Residential and tertiary,DE1 0 H2 for industry,DE1 0 H2 for shipping,DE1 0 agriculture electricity,DE1 0 agriculture heat,DE1 0 agriculture machinery oil,DE1 0 gas for industry,DE1 0 industry electricity,DE1 0 kerosene for aviation,DE1 0 land transport EV,DE1 0 land transport fuel cell,DE1 0 land transport oil,DE1 0 low-temperature heat for industry,DE1 0 naphtha for industry,DE1 0 process emissions,DE1 0 residential rural heat,DE1 0 residential urban decentral heat,DE1 0 services rural heat,DE1 0 services urban decentral heat,DE1 0 shipping methanol,DE1 0 shipping oil,DE1 0 solid biomass for industry,DE1 0 urban central heat,EU NH3, FR1 0 Electricity demand Residential and tertiary,FR1 0 H2 for industry,FR1 0 H2 for shipping,FR1 0 agriculture electricity,FR1 0 agriculture heat,FR1 0 agriculture machinery oil,FR1 0 gas for industry,FR1 0 industry electricity,FR1 0 kerosene for aviation,FR1 0 land transport EV,FR1 0 land transport fuel cell,FR1 0 land transport oil,FR1 0 low-temperature heat for industry,FR1 0 naphtha for industry,FR1 0 process emissions,FR1 0 residential rural heat,FR1 0 residential urban decentral heat,FR1 0 services rural heat,FR1 0 services urban decentral heat,FR1 0 shipping methanol,FR1 0 shipping oil,FR1 0 solid biomass for industry,FR1 0 urban central heat, GB0 0 Electricity demand Residential and tertiary,GB0 0 H2 for industry,GB0 0 H2 for shipping,GB0 0 agriculture electricity,GB0 0 agriculture heat,GB0 0 agriculture machinery oil,GB0 0 gas for industry,GB0 0 industry electricity,GB0 0 kerosene for aviation,GB0 0 land transport EV,GB0 0 land transport fuel cell,GB0 0 land transport oil,GB0 0 low-temperature heat for industry,GB0 0 naphtha for industry,GB0 0 process emissions,GB0 0 residential rural heat,GB0 0 residential urban decentral heat,GB0 0 services rural heat,GB0 0 services urban decentral heat,GB0 0 shipping methanol,GB0 0 shipping oil,GB0 0 solid biomass for industry,GB0 0 urban central heat, GB2 0 Electricity demand Residential and tertiary,GB2 0 H2 for industry,GB2 0 H2 for shipping,GB2 0 agriculture electricity,GB2 0 agriculture heat,GB2 0 agriculture machinery oil,GB2 0 gas for industry,GB2 0 industry electricity,GB2 0 kerosene for aviation,GB2 0 land transport EV,GB2 0 land transport fuel cell,GB2 0 land transport oil,GB2 0 low-temperature heat for industry,GB2 0 naphtha for industry,GB2 0 process emissions,GB2 0 residential rural heat,GB2 0 residential urban decentral heat,GB2 0 services rural heat,GB2 0 services urban decentral heat,GB2 0 shipping methanol,GB2 0 shipping oil,GB2 0 solid biomass for industry,GB2 0 urban central heat, NL1 0 Electricity demand Residential and tertiary,NL1 0 H2 for industry,NL1 0 H2 for shipping,NL1 0 agriculture electricity,NL1 0 agriculture heat,NL1 0 agriculture machinery oil,NL1 0 gas for industry,NL1 0 industry electricity,NL1 0 kerosene for aviation,NL1 0 land transport EV,NL1 0 land transport fuel cell,NL1 0 land transport oil,NL1 0 low-temperature heat for industry,NL1 0 naphtha for industry,NL1 0 process emissions,NL1 0 residential rural heat,NL1 0 residential urban decentral heat,NL1 0 services rural heat,NL1 0 services urban decentral heat,NL1 0 shipping methanol,NL1 0 shipping oil,NL1 0 solid biomass for industry,NL1 0 urban central heat
2013-01-01 00:00:00,3047.06763546001,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,165.65821788434,31.5207535488663,378.249042586395,325.342465753425,4340.18264840183,-429.223744292237,203.322856407049,3448.51942561091,65.236940504353,1106.47106071684,58.9951161405598,67.8443835616437,721.461187214612,1213.0347127773,21693.2465491873,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,1069.92346529226,203.580566640966,2442.96679969159,1000,7413.24200913242,-1768.26484018265,7886.53953041111,19635.078393365,3629.37686194022,9036.04159067045,321.584435614434,369.822100956599,7407.53424657534,7426.3183543822,238.584474885845,23419.0655373137,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,781.332799628662,148.668740562789,1784.02488675346,386.986301369863,3825.34246575342,-878.995433789954,4229.80942760777,14131.6509741673,2084.53562089165,6964.36336951484,46.0201285657319,52.9231478505917,2454.33789954338,4450.79554075639,23930.371880551,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,941.900324131516,153.654426516907,1843.85311820289,160.958904109589,2071.91780821918,-639.269406392694,3873.17565678817,18959.8663851829,1438.40090472537,7041.2218237823,146.779344710599,168.796246417189,1670.09132420091,4805.29192995169,658.50587452554,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,26.7031299761491,4.35614471889568,52.2737366267482,12.5570776255708,65.0684931506849,-22.8310502283105,443.573513865402,271.595497895721,165.057744982906,101.063158707398,2.21523108977508,2.54751575324134,124.429223744292,68.8648318950523,8119.73952952585,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,173.307589651696,32.9762440482923,395.714928579507,366.438356164383,4118.72146118722,-165.525114155251,457.358312870412,4598.71604956845,275.226966412753,2767.39403679536,268.598408770102,308.888170085617,264.840182648402,1488.21560298922
2013-01-01 01:00:00,2803.99279910266,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,125.751800993257,30.0660669923326,360.792803907991,325.342465753425,4340.18264840183,-429.223744292237,201.290157847794,3414.0432206634,70.5500827826112,1196.58623360683,58.9951161405598,67.8443835616437,721.461187214612,1227.85186765389,20642.1861439138,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,812.183086379611,194.185299075265,2330.22358890318,1000,7413.24200913242,-1768.26484018265,7810.409160133,19445.5369876874,3889.41257529442,9683.45121780741,321.584435614434,369.822100956599,7407.53424657534,7544.91418108184,238.584474885845,21794.2443105093,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,593.11278355661,141.807660356118,1701.69192427341,386.986301369863,3825.34246575342,-878.995433789954,4187.18196307177,13989.2340494698,2232.82906497951,7459.80677647515,46.0201285657319,52.9231478505917,2454.33789954338,4525.27637241618,23178.0483029759,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,636.389001022891,122.764077442367,1473.1689293084,160.958904109589,2071.91780821918,-639.269406392694,4019.66218668175,19676.9433473764,1479.40310038304,7241.93468063558,146.779344710599,168.796246417189,1670.09132420091,4974.90975422939,630.582103738959,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,18.0418009998828,3.48039493389943,41.7647392067932,12.5570776255708,65.0684931506849,-22.8310502283105,460.443441952965,281.924781261808,169.77965562939,103.954336004878,2.21523108977508,2.54751575324134,124.429223744292,71.307884766735,7630.51069772704,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,131.558469014301,31.4543864306545,377.452637167854,366.438356164383,4118.72146118722,-165.525114155251,452.883178886265,4553.71879053164,295.27777879398,2969.00400016462,268.598408770102,308.888170085617,264.840182648402,1519.85692622241
2013-01-01 02:00:00,2578.85383472064,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,118.373634206996,35.2643347190709,423.172016628851,325.342465753425,4340.18264840183,-429.223744292237,216.467543215078,3671.4639022039,79.7188780124471,1352.09638636721,58.9951161405598,67.8443835616437,721.461187214612,1337.81904266481,19479.4259657843,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,764.530311429611,227.75893454436,2733.10721453232,1000,7413.24200913242,-1768.26484018265,8378.84561747396,20860.7704190926,4338.15158571869,10800.67450869,321.584435614434,369.822100956599,7407.53424657534,8200.86448399559,238.584474885845,19524.6646779302,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,558.313400918912,166.325472560203,1995.90567072244,386.986301369863,3825.34246575342,-878.995433789954,4505.46499306038,15052.6069431615,2488.73642668006,8314.7846612158,46.0201285657319,52.9231478505917,2454.33789954338,4930.0062399236,21096.9807503429,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,480.965227727966,117.098500545425,1405.1820065451,160.958904109589,2071.91780821918,-639.269406392694,3981.12156296356,19488.2803119631,1585.85834284699,7763.05155009162,146.779344710599,168.796246417189,1670.09132420091,5036.35094134311,560.472768011855,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,13.635494819338,3.31977429029958,39.8372914835949,12.5570776255708,65.0684931506849,-22.8310502283105,456.004961834363,279.207145559876,182.039295258483,111.460787190545,2.21523108977508,2.54751575324134,124.429223744292,72.1928258983055,7129.68023668462,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,123.839610764432,36.8926874192249,442.712249030699,366.438356164383,4118.72146118722,-165.525114155251,486.297298622999,4889.69617279704,329.879109473117,3316.91873190289,268.598408770102,308.888170085617,264.840182648402,1658.02739922494
2013-01-01 03:00:00,2383.912023983,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,149.411803732481,56.9156195242625,682.987434291149,325.342465753425,4340.18264840183,-429.223744292237,280.370259611251,4755.30544729969,96.361944802904,1634.37620548272,58.9951161405598,67.8443835616437,721.461187214612,1701.62938247322,18499.2442575895,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,964.994051285973,367.596353796171,4411.15624555405,1000,7413.24200913242,-1768.26484018265,10772.184973606,26819.4555557573,5152.69625977489,12828.6423478568,321.584435614434,369.822100956599,7407.53424657534,10269.5464056479,238.584474885845,17506.5558647549,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,704.706016995631,268.444517352831,3221.33420823398,386.986301369863,3825.34246575342,-878.995433789954,5845.56078076564,19529.8218787084,2953.25583257676,9866.72836629482,46.0201285657319,52.9231478505917,2454.33789954338,6202.02625067255,18773.2512405976,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,461.030538955653,137.344226612288,1648.13071934745,160.958904109589,2071.91780821918,-639.269406392694,4268.88971028829,20896.9552873999,1769.56626335359,8662.33367291514,146.779344710599,168.796246417189,1670.09132420091,5462.88722820209,475.349418276998,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,13.0703409790821,3.89374612232272,46.7249534678726,12.5570776255708,65.0684931506849,-22.8310502283105,489.145401127902,299.498695503822,203.195537546725,124.414536632901,2.21523108977508,2.54751575324134,124.429223744292,78.3363352814153,6741.09622582211,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,156.310987170389,59.5437338349841,714.52480601981,366.438356164383,4118.72146118722,-165.525114155251,626.983784832072,6304.29209000379,392.686953153348,3948.44860824494,268.598408770102,308.888170085617,264.840182648402,2071.41741049766
2013-01-01 04:00:00,2238.75487850998,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,285.64673444611,141.531010303484,1698.37212364181,325.342465753425,4340.18264840183,-429.223744292237,405.04162011972,6869.8321469939,113.63518633637,1927.34429585902,58.9951161405598,67.8443835616437,721.461187214612,2342.76678110266,17074.848554786,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,1844.88368806057,914.09500189084,10969.1400226901,1000,7413.24200913242,-1768.26484018265,15441.4837219973,38444.5855146156,5998.08293471384,14933.3973638083,321.584435614434,369.822100956599,7407.53424657534,13825.8252272901,238.584474885845,15633.6668297569,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,1347.26284985988,667.535978154139,8010.43173784967,386.986301369863,3825.34246575342,-878.995433789954,8460.02812248398,28264.6692965077,3435.36384764744,11477.4350228074,46.0201285657319,52.9231478505917,2454.33789954338,8384.71086542733,15869.0343862278,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,581.915093361647,221.669621956362,2660.03546347634,160.958904109589,2071.91780821918,-639.269406392694,5480.50593148423,26828.0267645569,2103.03026972359,10294.6978012919,146.779344710599,168.796246417189,1670.09132420091,6860.69472709936,352.958461416526,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,16.497450924488,6.2843939801406,75.4127277616872,12.5570776255708,65.0684931506849,-22.8310502283105,628.679585848843,384.93404091594,241.598047867005,147.927998516576,2.21523108977508,2.54751575324134,124.429223744292,98.4693475344532,6545.1639177994,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,298.836650973131,148.066293178353,1776.79551814024,366.438356164383,4118.72146118722,-165.525114155251,901.456868763314,9064.10587435888,457.872959298975,4603.89079489238,268.598408770102,308.888170085617,264.840182648402,2761.4202973208
2013-01-01 05:00:00,2217.09879737358,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,588.887453987838,283.370377980485,3400.44453576582,325.342465753425,4340.18264840183,-429.223744292237,435.39039002951,7384.57173125284,119.311765988893,2023.62365937319,58.9951161405598,67.8443835616437,721.461187214612,2505.48659271109,15676.1415190673,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,3803.40023866313,1830.18156685555,21962.1788022666,1000,7413.24200913242,-1768.26484018265,16578.1318886415,41274.4928233502,6275.90599347065,15625.092056663,321.584435614434,369.822100956599,7407.53424657534,14737.9813480064,238.584474885845,15230.0025531905,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,2777.50834801181,1336.52633468451,16038.3160162141,386.986301369863,3825.34246575342,-878.995433789954,9096.46833992333,30390.9946482062,3593.80107805184,12006.7684785359,46.0201285657319,52.9231478505917,2454.33789954338,8944.99652817418,13136.8152585397,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,1112.51013635627,551.221717541022,6614.66061049226,160.958904109589,2071.91780821918,-639.269406392694,7844.31534725541,38399.2837005833,2449.12059053208,11988.8699280411,146.779344710599,168.796246417189,1670.09132420091,9312.29439517491,217.80578514804,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,31.5399644843489,15.6272853847313,187.527424616775,12.5570776255708,65.0684931506849,-22.8310502283105,900.904580773184,551.614603945615,281.454634673109,172.33177646918,2.21523108977508,2.54751575324134,124.429223744292,133.780458081218,6647.04448915767,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,616.079700302053,296.455182324706,3557.46218789648,366.438356164383,4118.72146118722,-165.525114155251,968.271896983799,9735.92780037026,479.295316845391,4819.29157956383,268.598408770102,308.888170085617,264.840182648402,2940.67076546257
2013-01-01 06:00:00,2150.24946482364,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,978.445132971989,375.644629602204,4507.73555522645,325.342465753425,4340.18264840183,-429.223744292237,412.563361302373,6997.40693637649,115.499130276674,1958.95828653363,58.9951161405598,67.8443835616437,721.461187214612,2385.16017724117,15820.0309950547,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,6319.40522261712,2426.14588612216,29113.7506334659,1000,7413.24200913242,-1768.26484018265,15723.1944256155,39145.9592576197,6089.30804535178,15160.5200697698,321.584435614434,369.822100956599,7407.53424657534,14066.3219440131,238.584474885845,15579.6277425468,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,4614.87081529394,1771.74108149275,21260.892977913,386.986301369863,3825.34246575342,-878.995433789954,8617.76560601428,28791.6649214747,3487.3878010856,11651.2453007565,46.0201285657319,52.9231478505917,2454.33789954338,8532.56551402683,13063.6874166194,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,2293.54367731483,1103.64439648748,13243.7327578497,160.958904109589,2071.91780821918,-639.269406392694,8419.73786432147,41216.076690459,2562.85774109704,12545.6330002151,146.779344710599,168.796246417189,1670.09132420091,9935.76528954378,203.495954979803,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,65.0225860977212,31.2886183514455,375.463420217346,12.5570776255708,65.0684931506849,-22.8310502283105,967.172356314875,592.189680973656,294.55287620723,180.351694971567,2.21523108977508,2.54751575324134,124.429223744292,142.760488838179,6939.71508111108,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,1023.62544863426,392.990255197695,4715.88306237235,366.438356164383,4118.72146118722,-165.525114155251,918.016530024051,9230.61247951321,464.907137621114,4674.61912284716,268.598408770102,308.888170085617,264.840182648402,2809.35017141821
2013-01-01 07:00:00,2228.16571270032,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,1226.87705388292,344.79349104879,4137.52189258548,325.342465753425,4340.18264840183,-429.223744292237,397.688563346075,6745.11838106701,107.833270448876,1828.93912883871,58.9951161405598,67.8443835616437,721.461187214612,2283.34821336796,16555.5295742088,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,7923.93257480568,2226.89010822694,26722.6812987232,1000,7413.24200913242,-1768.26484018265,15166.0907315783,37758.9409508613,5714.1256722104,14226.4303742788,321.584435614434,369.822100956599,7407.53424657534,13465.1146326417,238.584474885845,15736.0232858335,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,5786.60869079123,1626.23060356101,19514.7672427321,386.986301369863,3825.34246575342,-878.995433789954,8305.82809837188,27749.4922044293,3273.4283969848,10936.4141309032,46.0201285657319,52.9231478505917,2454.33789954338,8161.87629579342,13705.222895408,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,3810.75642405131,1463.02550564984,17556.3060677981,160.958904109589,2071.91780821918,-639.269406392694,7986.92999875222,39097.4071467043,2486.46696556071,12171.6869090558,146.779344710599,168.796246417189,1670.09132420091,9475.10203965742,233.190285229719,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,108.035979489353,41.4771703914757,497.726044697709,12.5570776255708,65.0684931506849,-22.8310502283105,917.328609089862,561.670867470573,285.755532296436,174.965171825064,2.21523108977508,2.54751575324134,124.429223744292,136.125422327051,7287.47251218649,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,1283.52886879343,360.714546035861,4328.57455243033,366.438356164383,4118.72146118722,-165.525114155251,885.268578519648,8901.33338709087,435.977606074983,4383.73406121413,268.598408770102,308.888170085617,264.840182648402,2684.05500753132
2013-01-01 08:00:00,2359.83609931412,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,1247.25710790283,300.04496763314,3600.53961159768,325.342465753425,4340.18264840183,-429.223744292237,381.322824332074,6467.5422644337,101.029549337251,1713.5425382414,58.9951161405598,67.8443835616437,721.461187214612,2178.69606612953,18282.8081059407,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,8055.55959758974,1937.87640367887,23254.5168441464,1000,7413.24200913242,-1768.26484018265,14553.1470339808,36232.8980639098,5381.13807653388,13397.3928071792,321.584435614434,369.822100956599,7407.53424657534,12855.1078658427,238.584474885845,17056.9724133033,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,5882.73193096201,1415.17262209697,16982.0714651637,386.986301369863,3825.34246575342,-878.995433789954,7962.62425427582,26602.8597093334,3083.53187560142,10301.9762425476,46.0201285657319,52.9231478505917,2454.33789954338,7786.1095755355,14703.3812647175,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,4778.32579166125,1342.86938194916,16114.4325833898,160.958904109589,2071.91780821918,-639.269406392694,7704.89900684368,37716.8165417585,2332.87217665353,11419.8137865351,146.779344710599,168.796246417189,1670.09132420091,9080.99889066013,274.14311995561,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,135.466833818925,38.0707116543814,456.848539852577,12.5570776255708,65.0684931506849,-22.8310502283105,884.848881735971,541.78386464814,268.067190066167,164.134781901382,2.21523108977508,2.54751575324134,124.429223744292,130.449053214906,7673.96223924957,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,1304.84998454773,313.899731578221,3766.79677893865,366.438356164383,4118.72146118722,-165.525114155251,849.238211644157,8539.04976447066,410.301625956471,4125.56330420231,268.598408770102,308.888170085617,264.840182648402,2558.70120778011
2013-01-01 09:00:00,2580.4455558177,3666.66666666667,27.1377534246575,194.455978176129,394.158516029322,172.173135464232,1340.18264840183,6760.27397260274,1068.51186822306,1126.86408290588,277.141245513788,3325.69494616546,325.342465753425,4340.18264840183,-429.223744292237,365.161325291279,6193.43022226567,94.3861318425664,1600.86482611543,58.9951161405598,67.8443835616437,721.461187214612,2075.69049456718,20313.9913508641,11918.9497716895,147.92884038264,774.00095530664,1387.0665336936,988.643150684931,10938.3561643836,35739.7260273973,6246.83226792057,7277.98680858574,1789.94996784616,21479.3996141539,1000,7413.24200913242,-1768.26484018265,13947.8527070757,34725.8997772708,5055.99605758036,12587.8883335744,321.584435614434,369.822100956599,7407.53424657534,12255.0933921858,238.584474885845,18364.9875568155,4676.94063926941,21.1692591402367,1387.22247289075,1381.39657483477,1422.48671993912,5172.37442922374,17132.4200913242,5026.41082883702,5314.8940024971,1307.14641274873,15685.7569529848,386.986301369863,3825.34246575342,-878.995433789954,7623.70350084022,25470.5368760179,2898.10953808342,9682.48645193997,46.0201285657319,52.9231478505917,2454.33789954338,7416.51559973633,17432.1019513165,3392.69406392694,67.5184985668755,534.890839897924,467.968188119434,375.388864243343,4140.41095890411,13910.9589041096,8471.22873582743,4857.70011645654,1168.58702586544,14023.0443103853,160.958904109589,2071.91780821918,-639.269406392694,7394.59928909318,36197.8456224824,2196.55138141358,10752.499858043,146.779344710599,168.796246417189,1670.09132420091,8676.94899662785,371.643810176867,0,1.01900630129654,15.1643005686571,13.267025216897,10.6423762437196,42.2374429223744,308.219178082192,240.161635148672,137.717117482149,33.1297595304462,397.557114365355,12.5570776255708,65.0684931506849,-22.8310502283105,849.113623839937,519.903533976165,252.368162146907,154.522428659065,2.21523108977508,2.54751575324134,124.429223744292,124.629415470676,8348.09348791302,5081.0502283105,123.555268034247,906.027371976225,2029.9509660177,257.845471841704,3165.52511415525,9259.13242009132,2695.76395000607,1178.89773636125,289.938415772394,3479.26098926873,366.438356164383,4118.72146118722,-165.525114155251,813.657493950958,8181.28734295927,385.23060192213,3873.47535179965,268.598408770102,308.888170085617,264.840182648402,2435.48979343704
