00:00 - 01:00,378,,n/e,n/e,n/e,n/e,2609,,28,,211,,n/e,n/e,n/e,n/e,n/e,n/e,914,,5768,,1903,,n/e,n/e,38466,,n/e,n/e,n/e,n/e,0,,269,,n/e,n/e,3177,
01:00 - 02:00,374,,n/e,n/e,n/e,n/e,2502,,29,,212,,n/e,n/e,n/e,n/e,n/e,n/e,,183,5580,,1350,,n/e,n/e,37836,,n/e,n/e,n/e,n/e,0,,270,,n/e,n/e,3050,
02:00 - 03:00,372,,n/e,n/e,n/e,n/e,2506,,28,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,1845,5466,,573,,n/e,n/e,36816,,n/e,n/e,n/e,n/e,0,,270,,n/e,n/e,3133,
03:00 - 04:00,367,,n/e,n/e,n/e,n/e,2509,,29,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,2844,5474,,517,,n/e,n/e,36359,,n/e,n/e,n/e,n/e,0,,269,,n/e,n/e,3403,
04:00 - 05:00,364,,n/e,n/e,n/e,n/e,2512,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,3395,5435,,530,,n/e,n/e,36759,,n/e,n/e,n/e,n/e,0,,263,,n/e,n/e,3610,
05:00 - 06:00,359,,n/e,n/e,n/e,n/e,2510,,29,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,3695,5487,,609,,n/e,n/e,37298,,n/e,n/e,n/e,n/e,0,,264,,n/e,n/e,3747,
06:00 - 07:00,357,,n/e,n/e,n/e,n/e,2652,,28,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,3287,5490,,625,,n/e,n/e,37624,,n/e,n/e,n/e,n/e,0,,260,,n/e,n/e,4056,
07:00 - 08:00,358,,n/e,n/e,n/e,n/e,2656,,28,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,3003,5469,,604,,n/e,n/e,39311,,n/e,n/e,n/e,n/e,244,,263,,n/e,n/e,4531,
08:00 - 09:00,359,,n/e,n/e,n/e,n/e,2645,,28,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,2980,5674,,599,,n/e,n/e,39731,,n/e,n/e,n/e,n/e,962,,260,,n/e,n/e,4837,
09:00 - 10:00,360,,n/e,n/e,n/e,n/e,2653,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,2811,5713,,585,,n/e,n/e,40138,,n/e,n/e,n/e,n/e,2410,,259,,n/e,n/e,4843,
10:00 - 11:00,356,,n/e,n/e,n/e,n/e,2656,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,2639,5682,,882,,n/e,n/e,40756,,n/e,n/e,n/e,n/e,3698,,245,,n/e,n/e,4583,
11:00 - 12:00,359,,n/e,n/e,n/e,n/e,2686,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,1901,5763,,1288,,n/e,n/e,40987,,n/e,n/e,n/e,n/e,4270,,237,,n/e,n/e,3890,
12:00 - 13:00,359,,n/e,n/e,n/e,n/e,2647,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,1386,5773,,1256,,n/e,n/e,40832,,n/e,n/e,n/e,n/e,4332,,236,,n/e,n/e,3230,
13:00 - 14:00,358,,n/e,n/e,n/e,n/e,2593,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,217,5666,,1419,,n/e,n/e,41010,,n/e,n/e,n/e,n/e,3567,,236,,n/e,n/e,2835,
14:00 - 15:00,361,,n/e,n/e,n/e,n/e,2589,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,480,,5690,,1562,,n/e,n/e,41079,,n/e,n/e,n/e,n/e,2174,,248,,n/e,n/e,2577,
15:00 - 16:00,361,,n/e,n/e,n/e,n/e,2605,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,1005,,5763,,1761,,n/e,n/e,41186,,n/e,n/e,n/e,n/e,801,,231,,n/e,n/e,3050,
16:00 - 17:00,362,,n/e,n/e,n/e,n/e,2611,,29,,215,,n/e,n/e,n/e,n/e,n/e,n/e,1805,,6023,,2258,,n/e,n/e,41689,,n/e,n/e,n/e,n/e,244,,234,,n/e,n/e,3901,
17:00 - 18:00,362,,n/e,n/e,n/e,n/e,2596,,29,,215,,n/e,n/e,n/e,n/e,n/e,n/e,2225,,6250,,2804,,n/e,n/e,42120,,n/e,n/e,n/e,n/e,0,,239,,n/e,n/e,4718,
18:00 - 19:00,361,,n/e,n/e,n/e,n/e,2587,,29,,215,,n/e,n/e,n/e,n/e,n/e,n/e,1828,,6361,,2520,,n/e,n/e,41944,,n/e,n/e,n/e,n/e,0,,241,,n/e,n/e,4918,
19:00 - 20:00,359,,n/e,n/e,n/e,n/e,2625,,29,,214,,n/e,n/e,n/e,n/e,n/e,n/e,1437,,6177,,2360,,n/e,n/e,41423,,n/e,n/e,n/e,n/e,0,,241,,n/e,n/e,4905,
20:00 - 21:00,360,,n/e,n/e,n/e,n/e,2734,,28,,214,,n/e,n/e,n/e,n/e,n/e,n/e,586,,6067,,1937,,n/e,n/e,41202,,n/e,n/e,n/e,n/e,0,,240,,n/e,n/e,5112,
21:00 - 22:00,357,,n/e,n/e,n/e,n/e,2839,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,701,,6060,,1558,,n/e,n/e,41137,,n/e,n/e,n/e,n/e,0,,242,,n/e,n/e,4990,
22:00 - 23:00,358,,n/e,n/e,n/e,n/e,2878,,28,,214,,n/e,n/e,n/e,n/e,n/e,n/e,446,,5966,,1498,,n/e,n/e,40962,,n/e,n/e,n/e,n/e,0,,244,,n/e,n/e,5052,
23:00 - 00:00,357,,n/e,n/e,n/e,n/e,2880,,28,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,179,5863,,933,,n/e,n/e,39542,,n/e,n/e,n/e,n/e,0,,238,,n/e,n/e,5006,
00:00 - 01:00,356,,n/e,n/e,n/e,n/e,2890,,27,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,2011,5864,,647,,n/e,n/e,38995,,n/e,n/e,n/e,n/e,0,,238,,n/e,n/e,5152,
