end,production_resource_name,start,avail_qty,nominal_power,Total_Capacity
2022-01-14 15:00:00+00:00,Amercoeur 1 R TGV,2022-01-13 12:00:00+00:00,0.0,451.0,451.0
2022-01-14 16:00:00+00:00,Amercoeur 1 R TGV,2022-01-14 15:00:00+00:00,80.0,451.0,451.0
2022-01-14 16:30:00+00:00,Amercoeur 1 R TGV,2022-01-14 16:00:00+00:00,80.0,451.0,451.0
2022-01-14 16:30:00+00:00,Amercoeur 1 R TGV,2022-01-14 16:30:00+00:00,80.0,451.0,451.0
2022-01-20 09:00:00+00:00,Amercoeur 1 R TGV,2022-01-20 05:00:00+00:00,0.0,451.0,451.0
2022-01-20 05:00:00+00:00,Amercoeur 1 R TGV,2022-01-20 05:00:00+00:00,0.0,451.0,451.0
2022-02-27 21:00:00+00:00,Amercoeur 1 R TGV,2022-02-27 21:00:00+00:00,0.0,451.0,451.0
2022-02-28 00:00:00+00:00,Amercoeur 1 R TGV,2022-02-27 21:00:00+00:00,0.0,451.0,451.0
2022-02-28 00:15:00+00:00,Amercoeur 1 R TGV,2022-02-28 00:00:00+00:00,0.0,451.0,451.0
2022-02-28 05:00:00+00:00,Amercoeur 1 R TGV,2022-02-28 04:45:00+00:00,0.0,451.0,451.0
2022-02-28 15:00:00+00:00,Amercoeur 1 R TGV,2022-02-28 05:00:00+00:00,0.0,451.0,451.0
2022-02-28 15:15:00+00:00,Amercoeur 1 R TGV,2022-02-28 15:00:00+00:00,0.0,451.0,451.0
2022-02-28 15:15:00+00:00,Amercoeur 1 R TGV,2022-02-28 15:15:00+00:00,0.0,451.0,451.0
2022-03-11 18:00:00+00:00,Amercoeur 1 R TGV,2022-03-11 17:45:00+00:00,420.0,451.0,451.0
2022-03-11 22:00:00+00:00,Amercoeur 1 R TGV,2022-03-11 18:00:00+00:00,420.0,451.0,451.0
2022-03-11 22:00:00+00:00,Amercoeur 1 R TGV,2022-03-11 22:00:00+00:00,420.0,451.0,451.0
2022-03-11 22:15:00+00:00,Amercoeur 1 R TGV,2022-03-11 22:00:00+00:00,0.0,451.0,451.0
2022-03-11 23:00:00+00:00,Amercoeur 1 R TGV,2022-03-11 22:15:00+00:00,0.0,451.0,451.0
2022-05-28 10:00:00+00:00,Amercoeur 1 R TGV,2022-03-11 23:00:00+00:00,0.0,451.0,451.0
2022-05-28 16:00:00+00:00,Amercoeur 1 R TGV,2022-05-28 11:00:00+00:00,0.0,451.0,451.0
2022-05-28 16:30:00+00:00,Amercoeur 1 R TGV,2022-05-28 16:00:00+00:00,0.0,451.0,451.0
2022-05-28 16:45:00+00:00,Amercoeur 1 R TGV,2022-05-28 16:30:00+00:00,0.0,451.0,451.0
2022-05-30 01:00:00+00:00,Amercoeur 1 R TGV,2022-05-30 01:00:00+00:00,0.0,451.0,451.0
2022-05-30 08:00:00+00:00,Amercoeur 1 R TGV,2022-05-30 01:00:00+00:00,0.0,451.0,451.0
2022-05-30 08:00:00+00:00,Amercoeur 1 R TGV,2022-05-30 08:00:00+00:00,0.0,451.0,451.0
2022-05-30 13:30:00+00:00,Amercoeur 1 R TGV,2022-05-30 13:15:00+00:00,0.0,451.0,451.0
2022-05-30 14:00:00+00:00,Amercoeur 1 R TGV,2022-05-30 13:30:00+00:00,0.0,451.0,451.0
2022-05-31 09:00:00+00:00,Amercoeur 1 R TGV,2022-05-30 14:00:00+00:00,0.0,451.0,451.0
2022-05-31 09:30:00+00:00,Amercoeur 1 R TGV,2022-05-31 09:00:00+00:00,0.0,451.0,451.0
2022-05-31 09:45:00+00:00,Amercoeur 1 R TGV,2022-05-31 09:30:00+00:00,0.0,451.0,451.0
2022-05-31 13:00:00+00:00,Amercoeur 1 R TGV,2022-05-31 12:45:00+00:00,0.0,451.0,451.0
2022-05-31 15:00:00+00:00,Amercoeur 1 R TGV,2022-05-31 13:00:00+00:00,0.0,451.0,451.0
2022-05-31 18:45:00+00:00,Amercoeur 1 R TGV,2022-05-31 18:45:00+00:00,335.0,451.0,451.0
2022-05-31 19:00:00+00:00,Amercoeur 1 R TGV,2022-05-31 18:45:00+00:00,335.0,451.0,451.0
2022-06-01 10:00:00+00:00,Amercoeur 1 R TGV,2022-05-31 19:00:00+00:00,335.0,451.0,451.0
2022-06-01 11:00:00+00:00,Amercoeur 1 R TGV,2022-06-01 10:00:00+00:00,217.75,289.0,451.0
2022-06-02 06:00:00+00:00,Amercoeur 1 R TGV,2022-06-01 11:00:00+00:00,0.0,451.0,451.0
2022-06-02 06:15:00+00:00,Amercoeur 1 R TGV,2022-06-02 06:00:00+00:00,0.0,451.0,451.0
2022-06-03 18:00:00+00:00,Amercoeur 1 R TGV,2022-06-02 20:00:00+00:00,0.0,451.0,451.0
2022-06-04 00:00:00+00:00,Amercoeur 1 R TGV,2022-06-03 23:30:00+00:00,0.0,451.0,451.0
2022-06-06 17:00:00+00:00,Amercoeur 1 R TGV,2022-06-04 00:00:00+00:00,0.0,451.0,451.0
2022-06-06 17:45:00+00:00,Amercoeur 1 R TGV,2022-06-06 17:00:00+00:00,0.0,451.0,451.0
2022-06-06 18:00:00+00:00,Amercoeur 1 R TGV,2022-06-06 17:45:00+00:00,0.0,451.0,451.0
2022-06-07 08:30:00+00:00,Amercoeur 1 R TGV,2022-06-07 07:45:00+00:00,0.0,451.0,451.0
2022-06-07 07:45:00+00:00,Amercoeur 1 R TGV,2022-06-07 07:45:00+00:00,0.0,451.0,451.0
2022-06-07 10:00:00+00:00,Amercoeur 1 R TGV,2022-06-07 09:45:00+00:00,300.0,451.0,451.0
2022-06-07 10:15:00+00:00,Amercoeur 1 R TGV,2022-06-07 10:00:00+00:00,250.0,451.0,451.0
2022-06-07 11:00:00+00:00,Amercoeur 1 R TGV,2022-06-07 10:15:00+00:00,250.0,451.0,451.0
2022-06-08 14:00:00+00:00,Amercoeur 1 R TGV,2022-06-07 11:00:00+00:00,250.0,451.0,451.0
2022-06-08 14:45:00+00:00,Amercoeur 1 R TGV,2022-06-08 14:00:00+00:00,250.0,451.0,451.0
2022-06-08 15:00:00+00:00,Amercoeur 1 R TGV,2022-06-08 14:45:00+00:00,250.0,451.0,451.0
2022-06-16 12:30:00+00:00,Amercoeur 1 R TGV,2022-06-16 12:15:00+00:00,0.0,451.0,451.0
2022-06-16 12:45:00+00:00,Amercoeur 1 R TGV,2022-06-16 12:30:00+00:00,0.0,451.0,451.0
2022-06-16 13:00:00+00:00,Amercoeur 1 R TGV,2022-06-16 12:45:00+00:00,0.0,451.0,451.0
2022-06-17 15:45:00+00:00,Amercoeur 1 R TGV,2022-06-17 15:30:00+00:00,0.0,451.0,451.0
2022-06-17 16:00:00+00:00,Amercoeur 1 R TGV,2022-06-17 15:45:00+00:00,0.0,451.0,451.0
2022-06-17 21:00:00+00:00,Amercoeur 1 R TGV,2022-06-17 16:00:00+00:00,0.0,451.0,451.0
2022-06-17 21:45:00+00:00,Amercoeur 1 R TGV,2022-06-17 21:00:00+00:00,0.0,451.0,451.0
2022-06-17 22:00:00+00:00,Amercoeur 1 R TGV,2022-06-17 21:45:00+00:00,0.0,451.0,451.0
2022-06-20 14:15:00+00:00,Amercoeur 1 R TGV,2022-06-20 14:00:00+00:00,0.0,451.0,451.0
2022-06-20 15:00:00+00:00,Amercoeur 1 R TGV,2022-06-20 14:15:00+00:00,0.0,451.0,451.0
2022-06-20 18:00:00+00:00,Amercoeur 1 R TGV,2022-06-20 15:00:00+00:00,0.0,451.0,451.0
2022-06-30 05:00:00+00:00,Amercoeur 1 R TGV,2022-06-30 04:00:00+00:00,130.0,451.0,451.0
2022-07-13 13:00:00+00:00,Amercoeur 1 R TGV,2022-07-13 12:45:00+00:00,0.0,451.0,451.0
2022-07-13 12:45:00+00:00,Amercoeur 1 R TGV,2022-07-13 12:45:00+00:00,0.0,451.0,451.0
2022-07-15 14:00:00+00:00,Amercoeur 1 R TGV,2022-07-13 13:00:00+00:00,0.0,451.0,451.0
2022-08-31 13:15:00+00:00,Amercoeur 1 R TGV,2022-08-31 13:00:00+00:00,0.0,451.0,451.0
2022-08-31 14:00:00+00:00,Amercoeur 1 R TGV,2022-08-31 13:15:00+00:00,0.0,451.0,451.0
2022-08-31 22:00:00+00:00,Amercoeur 1 R TGV,2022-08-31 14:00:00+00:00,0.0,451.0,451.0
2022-08-31 22:45:00+00:00,Amercoeur 1 R TGV,2022-08-31 22:00:00+00:00,0.0,451.0,451.0
2022-08-31 23:00:00+00:00,Amercoeur 1 R TGV,2022-08-31 22:45:00+00:00,0.0,451.0,451.0
2022-09-05 21:00:00+00:00,Amercoeur 1 R TGV,2022-09-02 20:00:00+00:00,0.0,451.0,451.0
2022-09-05 21:45:00+00:00,Amercoeur 1 R TGV,2022-09-05 21:00:00+00:00,0.0,451.0,451.0
2022-09-05 22:00:00+00:00,Amercoeur 1 R TGV,2022-09-05 21:45:00+00:00,0.0,451.0,451.0
2022-09-06 00:00:00+00:00,Amercoeur 1 R TGV,2022-09-05 23:15:00+00:00,410.55,451.0,451.0
2022-09-06 01:00:00+00:00,Amercoeur 1 R TGV,2022-09-06 00:00:00+00:00,410.55,451.0,451.0
2022-09-06 01:45:00+00:00,Amercoeur 1 R TGV,2022-09-06 01:00:00+00:00,410.55,451.0,451.0
2022-09-20 07:15:00+00:00,Amercoeur 1 R TGV,2022-09-20 06:30:00+00:00,140.0,451.0,451.0
2022-09-20 06:30:00+00:00,Amercoeur 1 R TGV,2022-09-20 06:30:00+00:00,140.0,451.0,451.0
2022-09-20 07:15:00+00:00,Amercoeur 1 R TGV,2022-09-20 07:15:00+00:00,140.0,451.0,451.0
2022-09-20 07:30:00+00:00,Amercoeur 1 R TGV,2022-09-20 07:15:00+00:00,312.0,451.0,451.0
2022-09-20 08:00:00+00:00,Amercoeur 1 R TGV,2022-09-20 07:30:00+00:00,312.0,451.0,451.0
2022-09-20 09:00:00+00:00,Amercoeur 1 R TGV,2022-09-20 08:00:00+00:00,312.0,451.0,451.0
2022-09-20 09:30:00+00:00,Amercoeur 1 R TGV,2022-09-20 09:00:00+00:00,312.0,451.0,451.0
2022-09-20 09:45:00+00:00,Amercoeur 1 R TGV,2022-09-20 09:30:00+00:00,312.0,451.0,451.0
2022-09-20 09:45:00+00:00,Amercoeur 1 R TGV,2022-09-20 09:45:00+00:00,0.0,451.0,451.0
2022-09-20 10:00:00+00:00,Amercoeur 1 R TGV,2022-09-20 09:45:00+00:00,0.0,451.0,451.0
2022-09-20 14:00:00+00:00,Amercoeur 1 R TGV,2022-09-20 10:00:00+00:00,0.0,451.0,451.0
2022-09-20 14:30:00+00:00,Amercoeur 1 R TGV,2022-09-20 14:00:00+00:00,0.0,451.0,451.0
2022-10-21 15:00:00+00:00,Amercoeur 1 R TGV,2022-10-21 14:45:00+00:00,420.0,451.0,451.0
2022-10-21 20:00:00+00:00,Amercoeur 1 R TGV,2022-10-21 15:00:00+00:00,420.0,451.0,451.0
2022-10-29 11:00:00+00:00,Amercoeur 1 R TGV,2022-10-21 20:00:00+00:00,0.0,451.0,451.0
2022-10-29 11:15:00+00:00,Amercoeur 1 R TGV,2022-10-29 11:00:00+00:00,0.0,451.0,451.0
2022-10-30 17:45:00+00:00,Amercoeur 1 R TGV,2022-10-30 17:45:00+00:00,200.0,451.0,451.0
2022-10-30 18:00:00+00:00,Amercoeur 1 R TGV,2022-10-30 17:45:00+00:00,200.0,451.0,451.0
2022-10-30 18:30:00+00:00,Amercoeur 1 R TGV,2022-10-30 18:15:00+00:00,200.0,451.0,451.0
2022-11-03 11:00:00+00:00,Amercoeur 1 R TGV,2022-11-03 10:15:00+00:00,0.0,451.0,451.0
2022-11-03 16:00:00+00:00,Amercoeur 1 R TGV,2022-11-03 11:00:00+00:00,0.0,451.0,451.0
2022-11-07 18:00:00+00:00,Amercoeur 1 R TGV,2022-11-07 17:45:00+00:00,0.0,451.0,451.0
2022-11-07 17:45:00+00:00,Amercoeur 1 R TGV,2022-11-07 17:45:00+00:00,0.0,451.0,451.0
2022-11-15 14:00:00+00:00,Amercoeur 1 R TGV,2022-11-07 18:00:00+00:00,0.0,451.0,451.0
2022-11-15 14:15:00+00:00,Amercoeur 1 R TGV,2022-11-15 14:00:00+00:00,0.0,451.0,451.0
2022-11-21 12:00:00+00:00,Amercoeur 1 R TGV,2022-11-20 17:00:00+00:00,0.0,451.0,451.0
2022-11-20 17:00:00+00:00,Amercoeur 1 R TGV,2022-11-20 17:00:00+00:00,0.0,451.0,451.0
2022-11-21 12:00:00+00:00,Amercoeur 1 R TGV,2022-11-21 12:00:00+00:00,0.0,451.0,451.0
2022-11-29 07:00:00+00:00,Amercoeur 1 R TGV,2022-11-29 06:30:00+00:00,480.55,451.0,451.0
2022-11-29 12:00:00+00:00,Amercoeur 1 R TGV,2022-11-29 07:00:00+00:00,480.55,451.0,451.0
2022-11-29 12:00:00+00:00,Amercoeur 1 R TGV,2022-11-29 12:00:00+00:00,480.55,451.0,451.0
2022-12-03 08:00:00+00:00,Amercoeur 1 R TGV,2022-12-03 06:00:00+00:00,0.0,451.0,451.0
2022-12-03 06:00:00+00:00,Amercoeur 1 R TGV,2022-12-03 06:00:00+00:00,0.0,451.0,451.0
2022-12-03 09:15:00+00:00,Amercoeur 1 R TGV,2022-12-03 08:45:00+00:00,0.0,451.0,451.0
2022-12-03 08:45:00+00:00,Amercoeur 1 R TGV,2022-12-03 08:45:00+00:00,0.0,451.0,451.0
2022-12-19 04:15:00+00:00,Amercoeur 1 R TGV,2022-12-19 04:00:00+00:00,0.0,451.0,451.0
2022-12-19 05:00:00+00:00,Amercoeur 1 R TGV,2022-12-19 04:15:00+00:00,0.0,451.0,451.0
2022-12-19 09:00:00+00:00,Amercoeur 1 R TGV,2022-12-19 05:00:00+00:00,0.0,451.0,451.0
2022-12-19 09:30:00+00:00,Amercoeur 1 R TGV,2022-12-19 09:00:00+00:00,0.0,451.0,451.0
2022-12-21 12:00:00+00:00,Amercoeur 1 R TGV,2022-12-19 23:00:00+00:00,0.0,451.0,451.0
2022-12-21 12:15:00+00:00,Amercoeur 1 R TGV,2022-12-21 12:00:00+00:00,0.0,451.0,451.0
2022-12-21 12:30:00+00:00,Amercoeur 1 R TGV,2022-12-21 12:15:00+00:00,0.0,451.0,451.0
2022-09-17 15:45:00+00:00,Belwind Phase 1,2022-09-17 15:45:00+00:00,0.0,171.0,171.0
2022-09-17 16:00:00+00:00,Belwind Phase 1,2022-09-17 15:45:00+00:00,0.0,171.0,171.0
2022-09-18 08:00:00+00:00,Belwind Phase 1,2022-09-17 16:00:00+00:00,0.0,171.0,171.0
2022-09-18 08:45:00+00:00,Belwind Phase 1,2022-09-18 08:00:00+00:00,0.0,171.0,171.0
2022-09-18 08:45:00+00:00,Belwind Phase 1,2022-09-18 08:45:00+00:00,0.0,171.0,171.0
2022-01-12 16:00:00+00:00,COO I T,2022-01-12 06:00:00+00:00,0.0,158.0,474.0
2022-01-18 15:00:00+00:00,COO I T,2022-01-18 12:00:00+00:00,0.0,158.0,474.0
2022-02-01 12:00:00+00:00,COO I T,2022-02-01 11:30:00+00:00,0.0,158.0,474.0
2022-02-01 15:00:00+00:00,COO I T,2022-02-01 12:00:00+00:00,0.0,158.0,474.0
2022-02-03 12:45:00+00:00,COO I T,2022-02-03 12:00:00+00:00,0.0,158.0,474.0
2022-02-03 12:45:00+00:00,COO I T,2022-02-03 12:45:00+00:00,0.0,158.0,474.0
2022-02-07 14:00:00+00:00,COO I T,2022-02-07 12:00:00+00:00,0.0,158.0,474.0
2022-02-15 14:00:00+00:00,COO I T,2022-02-15 12:00:00+00:00,0.0,158.0,474.0
2022-02-15 14:15:00+00:00,COO I T,2022-02-15 14:00:00+00:00,0.0,158.0,474.0
2022-02-19 15:00:00+00:00,COO I T,2022-02-19 14:00:00+00:00,0.0,158.0,474.0
2022-02-19 15:15:00+00:00,COO I T,2022-02-19 15:00:00+00:00,0.0,158.0,474.0
2022-03-20 01:30:00+00:00,COO I T,2022-03-20 01:15:00+00:00,0.0,158.0,474.0
2022-03-20 02:30:00+00:00,COO I T,2022-03-20 01:30:00+00:00,0.0,158.0,474.0
2022-03-20 04:00:00+00:00,COO I T,2022-03-20 03:45:00+00:00,0.0,158.0,474.0
2022-03-20 05:00:00+00:00,COO I T,2022-03-20 04:00:00+00:00,0.0,158.0,474.0
2022-03-20 05:15:00+00:00,COO I T,2022-03-20 05:00:00+00:00,0.0,158.0,474.0
2022-03-28 09:15:00+00:00,COO I T,2022-03-25 06:00:00+00:00,0.0,1264.0,474.0
2022-03-25 06:00:00+00:00,COO I T,2022-03-21 07:00:00+00:00,0.0,158.0,474.0
2022-04-01 09:00:00+00:00,COO I T,2022-03-28 09:15:00+00:00,0.0,158.0,474.0
2022-04-01 09:45:00+00:00,COO I T,2022-04-01 09:00:00+00:00,0.0,158.0,474.0
2022-04-01 10:00:00+00:00,COO I T,2022-04-01 09:45:00+00:00,0.0,158.0,474.0
2022-04-08 06:00:00+00:00,COO I T,2022-04-08 05:00:00+00:00,0.0,474.0,474.0
2022-04-08 06:45:00+00:00,COO I T,2022-04-08 06:00:00+00:00,0.0,474.0,474.0
2022-04-08 06:45:00+00:00,COO I T,2022-04-08 06:45:00+00:00,0.0,474.0,474.0
2022-04-29 11:00:00+00:00,COO I T,2022-04-19 06:00:00+00:00,0.0,158.0,474.0
2022-04-29 11:45:00+00:00,COO I T,2022-04-29 11:00:00+00:00,0.0,158.0,474.0
2022-04-29 11:45:00+00:00,COO I T,2022-04-29 11:45:00+00:00,0.0,158.0,474.0
2022-05-03 11:00:00+00:00,COO I T,2022-05-03 06:00:00+00:00,0.0,158.0,474.0
2022-05-03 11:30:00+00:00,COO I T,2022-05-03 11:00:00+00:00,0.0,158.0,474.0
2022-05-03 11:30:00+00:00,COO I T,2022-05-03 11:30:00+00:00,0.0,158.0,474.0
2022-05-07 12:00:00+00:00,COO I T,2022-05-07 06:00:00+00:00,0.0,474.0,474.0
2022-05-11 04:00:00+00:00,COO I T,2022-05-11 03:30:00+00:00,0.0,474.0,474.0
2022-05-11 11:00:00+00:00,COO I T,2022-05-11 04:00:00+00:00,0.0,474.0,474.0
2022-05-11 12:00:00+00:00,COO I T,2022-05-11 11:15:00+00:00,0.0,474.0,474.0
2022-05-11 11:15:00+00:00,COO I T,2022-05-11 11:15:00+00:00,0.0,474.0,474.0
2022-05-18 00:15:00+00:00,COO I T,2022-05-18 00:00:00+00:00,0.0,158.0,474.0
2022-05-18 01:00:00+00:00,COO I T,2022-05-18 00:15:00+00:00,0.0,158.0,474.0
2022-05-18 02:00:00+00:00,COO I T,2022-05-18 01:00:00+00:00,0.0,158.0,474.0
2022-05-20 10:00:00+00:00,COO I T,2022-05-20 04:00:00+00:00,0.0,474.0,474.0
2022-05-20 04:00:00+00:00,COO I T,2022-05-20 04:00:00+00:00,0.0,474.0,474.0
2022-05-20 10:30:00+00:00,COO I T,2022-05-20 10:00:00+00:00,0.0,474.0,474.0
2022-06-08 08:00:00+00:00,COO I T,2022-06-08 07:30:00+00:00,0.0,158.0,474.0
2022-06-08 10:00:00+00:00,COO I T,2022-06-08 08:00:00+00:00,0.0,158.0,474.0
2022-06-08 10:30:00+00:00,COO I T,2022-06-08 10:00:00+00:00,0.0,158.0,474.0
2022-06-24 09:00:00+00:00,COO I T,2022-06-24 09:00:00+00:00,0.0,158.0,474.0
2022-06-24 13:00:00+00:00,COO I T,2022-06-24 09:00:00+00:00,0.0,158.0,474.0
2022-06-24 13:30:00+00:00,COO I T,2022-06-24 13:00:00+00:00,0.0,158.0,474.0
2022-06-24 13:45:00+00:00,COO I T,2022-06-24 13:30:00+00:00,0.0,158.0,474.0
2022-06-28 15:00:00+00:00,COO I T,2022-06-28 12:00:00+00:00,0.0,158.0,474.0
2022-06-29 15:00:00+00:00,COO I T,2022-06-29 04:00:00+00:00,0.0,158.0,474.0
2022-06-29 15:45:00+00:00,COO I T,2022-06-29 15:00:00+00:00,0.0,158.0,474.0
2022-06-29 16:00:00+00:00,COO I T,2022-06-29 15:45:00+00:00,0.0,158.0,474.0
2022-07-03 07:30:00+00:00,COO I T,2022-07-03 07:30:00+00:00,0.0,158.0,474.0
2022-07-03 08:30:00+00:00,COO I T,2022-07-03 07:30:00+00:00,0.0,158.0,474.0
2022-07-04 10:00:00+00:00,COO I T,2022-07-04 06:00:00+00:00,0.0,158.0,474.0
2022-07-04 10:30:00+00:00,COO I T,2022-07-04 10:00:00+00:00,0.0,158.0,474.0
2022-07-04 10:45:00+00:00,COO I T,2022-07-04 10:30:00+00:00,0.0,158.0,474.0
2022-07-14 12:00:00+00:00,COO I T,2022-07-14 08:00:00+00:00,0.0,158.0,474.0
