end,production_resource_name,start,avail_qty,nominal_power,Total_Capacity
2022-03-27 03:00:00+00:00,AES_MI1,2022-03-25 09:00:00+00:00,0.0,343.0,686
2022-04-02 18:00:00+00:00,AES_MI1,2022-03-31 11:00:00+00:00,0.0,343.0,686
2022-04-03 17:00:00+00:00,AES_MI1,2022-04-02 18:00:00+00:00,0.0,343.0,686
2022-04-04 16:00:00+00:00,AES_MI1,2022-04-03 17:00:00+00:00,0.0,343.0,686
2022-04-12 21:00:00+00:00,AES_MI1,2022-04-08 22:00:00+00:00,0.0,343.0,686
2022-04-23 16:00:00+00:00,AES_MI1,2022-04-23 15:30:00+00:00,0.0,686.0,686
2022-04-23 15:30:00+00:00,AES_MI1,2022-04-23 15:30:00+00:00,0.0,686.0,686
2022-04-23 20:00:00+00:00,AES_MI1,2022-04-23 16:00:00+00:00,0.0,686.0,686
2022-05-30 03:00:00+00:00,AES_MI1,2022-05-30 02:00:00+00:00,0.0,343.0,686
2022-05-30 02:00:00+00:00,AES_MI1,2022-05-30 02:00:00+00:00,0.0,343.0,686
2022-05-30 03:30:00+00:00,AES_MI1,2022-05-30 03:00:00+00:00,0.0,343.0,686
2022-06-10 23:00:00+00:00,AES_MI1,2022-06-10 19:00:00+00:00,245.0,343.0,686
2022-06-14 11:45:00+00:00,AES_MI1,2022-06-14 11:30:00+00:00,300.0,343.0,686
2022-06-14 12:00:00+00:00,AES_MI1,2022-06-14 11:45:00+00:00,300.0,343.0,686
2022-06-14 15:00:00+00:00,AES_MI1,2022-06-14 12:00:00+00:00,300.0,343.0,686
2022-06-19 15:15:00+00:00,AES_MI1,2022-06-19 15:15:00+00:00,0.0,343.0,686
2022-06-19 15:30:00+00:00,AES_MI1,2022-06-19 15:15:00+00:00,0.0,343.0,686
2022-06-19 16:00:00+00:00,AES_MI1,2022-06-19 15:30:00+00:00,0.0,343.0,686
2022-06-20 15:00:00+00:00,AES_MI1,2022-06-19 16:00:00+00:00,0.0,343.0,686
2022-06-29 21:00:00+00:00,AES_MI1,2022-06-29 10:00:00+00:00,180.0,686.0,686
2022-06-29 10:00:00+00:00,AES_MI1,2022-06-29 08:00:00+00:00,180.0,343.0,686
2022-06-30 21:00:00+00:00,AES_MI1,2022-06-29 21:00:00+00:00,180.0,343.0,686
2022-07-01 08:45:00+00:00,AES_MI1,2022-07-01 08:30:00+00:00,188.65,343.0,686
2022-07-01 09:00:00+00:00,AES_MI1,2022-07-01 08:45:00+00:00,188.65,343.0,686
2022-07-04 21:00:00+00:00,AES_MI1,2022-07-01 09:00:00+00:00,188.65,343.0,686
2022-07-05 21:00:00+00:00,AES_MI1,2022-07-04 21:00:00+00:00,363.58,686.0,686
2022-07-06 05:00:00+00:00,AES_MI1,2022-07-05 21:00:00+00:00,181.79,343.0,686
2022-07-08 08:00:00+00:00,AES_MI1,2022-07-08 06:00:00+00:00,181.79,343.0,686
2022-07-13 14:15:00+00:00,AES_MI1,2022-07-13 14:15:00+00:00,229.81,343.0,686
2022-07-13 14:30:00+00:00,AES_MI1,2022-07-13 14:15:00+00:00,229.81,343.0,686
2022-07-13 15:00:00+00:00,AES_MI1,2022-07-13 14:30:00+00:00,229.81,343.0,686
2022-07-13 17:00:00+00:00,AES_MI1,2022-07-13 15:00:00+00:00,229.81,343.0,686
2022-07-25 12:45:00+00:00,AES_MI1,2022-07-25 12:30:00+00:00,240.1,343.0,686
2022-07-25 13:00:00+00:00,AES_MI1,2022-07-25 12:45:00+00:00,240.1,343.0,686
2022-07-25 14:00:00+00:00,AES_MI1,2022-07-25 13:00:00+00:00,240.1,343.0,686
2022-07-25 14:15:00+00:00,AES_MI1,2022-07-25 14:00:00+00:00,240.1,343.0,686
2022-07-26 22:00:00+00:00,AES_MI1,2022-07-26 21:45:00+00:00,281.26,343.0,686
2022-07-26 23:00:00+00:00,AES_MI1,2022-07-26 22:00:00+00:00,281.26,343.0,686
2022-08-07 20:00:00+00:00,AES_MI1,2022-08-07 17:00:00+00:00,240.1,343.0,686
2022-08-10 01:00:00+00:00,AES_MI1,2022-08-08 08:00:00+00:00,0.0,343.0,686
2022-10-01 21:00:00+00:00,AES_MI1,2022-08-17 21:00:00+00:00,164.64,1372.0,686
2022-10-11 00:00:00+00:00,AES_MI1,2022-10-06 21:00:00+00:00,0.0,686.0,686
2022-10-06 21:00:00+00:00,AES_MI1,2022-10-02 22:00:00+00:00,0.0,343.0,686
2022-10-22 21:00:00+00:00,AES_MI1,2022-10-11 00:00:00+00:00,0.0,343.0,686
2022-10-02 22:00:00+00:00,AES_MI1,2022-10-02 22:00:00+00:00,0.0,343.0,686
2022-10-27 10:00:00+00:00,AES_MI1,2022-10-25 21:00:00+00:00,0.0,343.0,686
2022-10-27 10:15:00+00:00,AES_MI1,2022-10-27 10:00:00+00:00,0.0,343.0,686
2022-11-12 06:00:00+00:00,AES_MI1,2022-11-09 22:00:00+00:00,0.0,686.0,686
2022-11-09 22:00:00+00:00,AES_MI1,2022-11-07 22:00:00+00:00,0.0,343.0,686
2022-11-12 16:00:00+00:00,AES_MI1,2022-11-12 06:00:00+00:00,0.0,343.0,686
2022-11-18 12:45:00+00:00,AES_MI1,2022-11-18 12:45:00+00:00,0.0,343.0,686
2022-11-18 13:00:00+00:00,AES_MI1,2022-11-18 12:45:00+00:00,0.0,343.0,686
2022-11-18 22:00:00+00:00,AES_MI1,2022-11-18 13:00:00+00:00,0.0,343.0,686
2022-11-23 02:00:00+00:00,AES_MI1,2022-11-23 01:30:00+00:00,0.0,343.0,686
2022-11-23 10:00:00+00:00,AES_MI1,2022-11-23 02:00:00+00:00,0.0,343.0,686
2022-11-24 10:00:00+00:00,AES_MI1,2022-11-23 10:00:00+00:00,0.0,343.0,686
2022-12-03 22:30:00+00:00,AES_MI1,2022-12-03 22:15:00+00:00,0.0,343.0,686
2022-12-03 23:30:00+00:00,AES_MI1,2022-12-03 22:30:00+00:00,0.0,343.0,686
2022-12-03 23:45:00+00:00,AES_MI1,2022-12-03 23:30:00+00:00,0.0,343.0,686
2022-12-10 19:00:00+00:00,AES_MI1,2022-12-09 00:00:00+00:00,0.0,343.0,686
2022-12-14 08:00:00+00:00,AES_MI1,2022-12-12 23:00:00+00:00,0.0,343.0,686
2022-12-14 08:30:00+00:00,AES_MI1,2022-12-14 08:00:00+00:00,0.0,343.0,686
2022-12-14 08:45:00+00:00,AES_MI1,2022-12-14 08:30:00+00:00,0.0,343.0,686
2022-12-14 09:00:00+00:00,AES_MI1,2022-12-14 08:45:00+00:00,0.0,343.0,686
2022-12-27 22:00:00+00:00,AES_MI1,2022-12-27 20:00:00+00:00,164.64,343.0,686
2022-12-27 22:30:00+00:00,AES_MI1,2022-12-27 22:00:00+00:00,164.64,343.0,686
2022-07-05 13:00:00+00:00,HPP_SESTRIMO,2022-07-05 06:00:00+00:00,0.0,120.0,240
2022-08-11 12:00:00+00:00,HPP_SESTRIMO,2022-08-11 06:00:00+00:00,0.0,240.0,240
2022-08-11 06:00:00+00:00,HPP_SESTRIMO,2022-08-02 05:00:00+00:00,0.0,120.0,240
2022-09-30 15:00:00+00:00,HPP_SESTRIMO,2022-08-11 12:00:00+00:00,0.0,120.0,240
2022-05-28 06:00:00+00:00,NPP_KOZLODUY,2022-04-23 19:00:00+00:00,0.0,1040.0,
2022-05-28 06:30:00+00:00,NPP_KOZLODUY,2022-05-28 06:00:00+00:00,0.0,1040.0,
2022-05-28 06:30:00+00:00,NPP_KOZLODUY,2022-05-28 06:30:00+00:00,0.0,1040.0,
2022-06-22 03:15:00+00:00,NPP_KOZLODUY,2022-06-22 03:00:00+00:00,0.0,1040.0,
2022-06-22 03:30:00+00:00,NPP_KOZLODUY,2022-06-22 03:15:00+00:00,0.0,1040.0,
2022-06-22 04:00:00+00:00,NPP_KOZLODUY,2022-06-22 03:30:00+00:00,0.0,1040.0,
2022-06-22 18:00:00+00:00,NPP_KOZLODUY,2022-06-22 04:00:00+00:00,0.0,1040.0,
2022-06-22 18:15:00+00:00,NPP_KOZLODUY,2022-06-22 18:00:00+00:00,0.0,1040.0,
