end,production_resource_name,start,avail_qty,nominal_power
2022-01-09 21:00:00+00:00,Alholmens Kraft,2022-01-09 20:45:00+00:00,130,240.0
2022-01-10 04:00:00+00:00,Alholmens Kraft,2022-01-09 21:00:00+00:00,130,240.0
2022-01-18 11:45:00+00:00,Alholmens Kraft,2022-01-18 11:45:00+00:00,0,240.0
2022-01-18 12:00:00+00:00,Alholmens Kraft,2022-01-18 11:45:00+00:00,0,240.0
2022-01-18 14:00:00+00:00,Alholmens Kraft,2022-01-18 12:00:00+00:00,0,240.0
2022-01-18 14:30:00+00:00,Alholmens Kraft,2022-01-18 14:00:00+00:00,0,240.0
2022-01-18 14:30:00+00:00,Alholmens Kraft,2022-01-18 14:30:00+00:00,0,240.0
2022-01-23 14:00:00+00:00,Alholmens Kraft,2022-01-19 01:00:00+00:00,0,240.0
2022-01-24 17:30:00+00:00,Alholmens Kraft,2022-01-24 17:00:00+00:00,0,240.0
2022-01-24 17:45:00+00:00,Alholmens Kraft,2022-01-24 17:30:00+00:00,0,240.0
2022-01-24 18:00:00+00:00,Alholmens Kraft,2022-01-24 17:45:00+00:00,0,240.0
2022-01-31 11:15:00+00:00,Alholmens Kraft,2022-01-31 11:15:00+00:00,0,240.0
2022-01-31 11:30:00+00:00,Alholmens Kraft,2022-01-31 11:15:00+00:00,0,240.0
2022-01-31 12:30:00+00:00,Alholmens Kraft,2022-01-31 11:30:00+00:00,0,240.0
2022-01-31 12:30:00+00:00,Alholmens Kraft,2022-01-31 12:30:00+00:00,0,240.0
2022-03-25 20:00:00+00:00,Alholmens Kraft,2022-03-20 11:00:00+00:00,0,240.0
2022-04-10 22:00:00+00:00,Alholmens Kraft,2022-04-07 22:00:00+00:00,0,240.0
2022-04-13 19:00:00+00:00,Alholmens Kraft,2022-04-10 22:00:00+00:00,0,240.0
2022-04-14 04:45:00+00:00,Alholmens Kraft,2022-04-14 04:30:00+00:00,0,240.0
2022-04-14 05:00:00+00:00,Alholmens Kraft,2022-04-14 04:45:00+00:00,0,240.0
2022-04-21 22:00:00+00:00,Alholmens Kraft,2022-04-14 05:00:00+00:00,0,240.0
2022-06-17 03:45:00+00:00,Alholmens Kraft,2022-06-17 03:45:00+00:00,0,240.0
2022-06-17 04:00:00+00:00,Alholmens Kraft,2022-06-17 03:45:00+00:00,0,240.0
2022-06-17 06:00:00+00:00,Alholmens Kraft,2022-06-17 04:00:00+00:00,0,240.0
2022-06-17 06:15:00+00:00,Alholmens Kraft,2022-06-17 06:00:00+00:00,0,240.0
2022-06-21 03:15:00+00:00,Alholmens Kraft,2022-06-21 03:15:00+00:00,100,240.0
2022-06-21 03:30:00+00:00,Alholmens Kraft,2022-06-21 03:15:00+00:00,100,240.0
2022-06-21 04:30:00+00:00,Alholmens Kraft,2022-06-21 03:30:00+00:00,100,240.0
2022-06-21 04:45:00+00:00,Alholmens Kraft,2022-06-21 04:30:00+00:00,100,240.0
2022-06-26 22:00:00+00:00,Alholmens Kraft,2022-06-22 21:00:00+00:00,0,240.0
2022-06-27 11:45:00+00:00,Alholmens Kraft,2022-06-27 11:30:00+00:00,100,240.0
2022-06-27 12:00:00+00:00,Alholmens Kraft,2022-06-27 11:45:00+00:00,100,240.0
2022-06-27 19:00:00+00:00,Alholmens Kraft,2022-06-27 12:00:00+00:00,100,240.0
2022-07-10 05:00:00+00:00,Alholmens Kraft,2022-07-10 04:45:00+00:00,0,240.0
2022-07-10 04:45:00+00:00,Alholmens Kraft,2022-07-10 04:45:00+00:00,0,240.0
2022-07-10 11:00:00+00:00,Alholmens Kraft,2022-07-10 05:00:00+00:00,0,240.0
2022-07-10 11:30:00+00:00,Alholmens Kraft,2022-07-10 11:00:00+00:00,0,240.0
2022-07-26 22:00:00+00:00,Alholmens Kraft,2022-07-18 07:00:00+00:00,0,240.0
2022-07-29 06:30:00+00:00,Alholmens Kraft,2022-07-29 06:15:00+00:00,0,240.0
2022-07-29 07:00:00+00:00,Alholmens Kraft,2022-07-29 06:30:00+00:00,0,240.0
2022-07-29 08:00:00+00:00,Alholmens Kraft,2022-07-29 07:00:00+00:00,0,240.0
2022-07-29 08:30:00+00:00,Alholmens Kraft,2022-07-29 08:00:00+00:00,0,240.0
2022-07-29 08:45:00+00:00,Alholmens Kraft,2022-07-29 08:30:00+00:00,0,240.0
2022-09-30 22:00:00+00:00,Alholmens Kraft,2022-08-24 22:00:00+00:00,0,240.0
2022-10-03 06:00:00+00:00,Alholmens Kraft,2022-09-30 22:00:00+00:00,0,240.0
2022-10-03 06:30:00+00:00,Alholmens Kraft,2022-10-03 06:00:00+00:00,0,240.0
2022-10-03 07:00:00+00:00,Alholmens Kraft,2022-10-03 06:30:00+00:00,0,240.0
2022-10-03 22:00:00+00:00,Alholmens Kraft,2022-10-03 07:00:00+00:00,0,240.0
2022-10-04 01:00:00+00:00,Alholmens Kraft,2022-10-03 22:00:00+00:00,0,240.0
2022-10-04 01:30:00+00:00,Alholmens Kraft,2022-10-04 01:00:00+00:00,0,240.0
2022-10-04 01:45:00+00:00,Alholmens Kraft,2022-10-04 01:30:00+00:00,0,240.0
2022-10-04 02:00:00+00:00,Alholmens Kraft,2022-10-04 01:45:00+00:00,0,240.0
2022-10-24 03:15:00+00:00,Alholmens Kraft,2022-10-24 03:15:00+00:00,0,240.0
2022-10-24 03:30:00+00:00,Alholmens Kraft,2022-10-24 03:15:00+00:00,0,240.0
2022-10-24 04:00:00+00:00,Alholmens Kraft,2022-10-24 03:30:00+00:00,0,240.0
2022-10-24 05:00:00+00:00,Alholmens Kraft,2022-10-24 04:00:00+00:00,0,240.0
2022-11-04 13:00:00+00:00,Alholmens Kraft,2022-11-04 08:00:00+00:00,0,240.0
2022-11-04 13:30:00+00:00,Alholmens Kraft,2022-11-04 13:00:00+00:00,0,240.0
2022-11-04 13:45:00+00:00,Alholmens Kraft,2022-11-04 13:30:00+00:00,0,240.0
2022-11-04 14:00:00+00:00,Alholmens Kraft,2022-11-04 13:45:00+00:00,0,240.0
2022-11-06 08:15:00+00:00,Alholmens Kraft,2022-11-06 08:15:00+00:00,0,240.0
2022-11-06 08:30:00+00:00,Alholmens Kraft,2022-11-06 08:15:00+00:00,0,240.0
2022-11-06 09:00:00+00:00,Alholmens Kraft,2022-11-06 08:30:00+00:00,0,240.0
2022-11-21 23:00:00+00:00,Alholmens Kraft,2022-11-06 09:00:00+00:00,0,240.0
2022-10-14 13:00:00+00:00,Forssa,2022-10-03 05:00:00+00:00,0,163.0
2022-11-04 14:00:00+00:00,Forssa,2022-10-24 05:00:00+00:00,0,163.0
2022-01-08 01:30:00+00:00,Hanasaari,2022-01-08 01:15:00+00:00,0,105.0
2022-01-08 02:00:00+00:00,Hanasaari,2022-01-08 01:30:00+00:00,0,105.0
2022-01-08 05:00:00+00:00,Hanasaari,2022-01-08 02:00:00+00:00,0,105.0
2022-01-08 21:45:00+00:00,Hanasaari,2022-01-08 21:30:00+00:00,0,105.0
