end,production_resource_name,start,avail_qty,nominal_power,Total_Capacity
2022-01-24 10:00:00+00:00,Altenwörth,2022-01-24 09:45:00+00:00,222.0,328.0,328
2022-02-18 15:30:00+00:00,Altenwörth,2022-02-14 06:15:00+00:00,222.0,328.0,328
2022-02-21 14:45:00+00:00,Altenwörth,2022-02-21 06:45:00+00:00,222.0,328.0,328
2022-02-23 08:45:00+00:00,Altenwörth,2022-02-23 07:15:00+00:00,222.0,328.0,328
2022-05-15 01:15:00+00:00,Altenwörth,2022-05-15 00:00:00+00:00,222.0,328.0,328
2022-07-11 14:15:00+00:00,Altenwörth,2022-07-11 05:30:00+00:00,222.0,328.0,328
2022-07-18 12:30:00+00:00,Altenwörth,2022-07-18 05:15:00+00:00,185.0,328.0,328
2022-07-19 10:00:00+00:00,Altenwörth,2022-07-19 05:00:00+00:00,222.0,328.0,328
2022-07-20 10:00:00+00:00,Altenwörth,2022-07-20 04:45:00+00:00,222.0,328.0,328
2022-10-11 12:15:00+00:00,Altenwörth,2022-10-10 05:00:00+00:00,222.0,328.0,328
2022-10-12 11:30:00+00:00,Altenwörth,2022-10-12 05:15:00+00:00,222.0,328.0,328
2022-10-13 09:00:00+00:00,Altenwörth,2022-10-13 05:00:00+00:00,222.0,328.0,328
2022-10-19 14:30:00+00:00,Altenwörth,2022-10-19 05:15:00+00:00,222.0,328.0,328
2022-11-16 14:00:00+00:00,Altenwörth,2022-11-14 07:00:00+00:00,222.0,328.0,328
2022-11-17 07:45:00+00:00,Altenwörth,2022-11-16 14:00:00+00:00,222.0,328.0,328
2022-11-21 06:00:00+00:00,Altenwörth,2022-11-21 05:45:00+00:00,222.0,328.0,328
2022-11-21 14:45:00+00:00,Altenwörth,2022-11-21 06:00:00+00:00,222.0,328.0,328
2022-12-31 23:00:00+00:00,FHKW Mellach,2022-01-01 00:00:00+00:00,0.0,165.0,165
2022-07-18 09:30:00+00:00,Freudenau,2022-07-18 08:45:00+00:00,58.0,172.0,172
2022-07-19 08:45:00+00:00,Freudenau,2022-07-19 08:30:00+00:00,58.0,172.0,172
2022-03-29 22:00:00+00:00,GDK-Mellach,2022-03-29 04:00:00+00:00,0.0,838.0,838
2022-03-29 04:00:00+00:00,GDK-Mellach,2022-02-08 23:00:00+00:00,0.0,421.0,838
2022-04-27 08:30:00+00:00,GDK-Mellach,2022-04-25 08:45:00+00:00,0.0,838.0,838
2022-04-25 08:45:00+00:00,GDK-Mellach,2022-03-30 22:00:00+00:00,0.0,417.0,838
2022-04-28 11:30:00+00:00,GDK-Mellach,2022-04-27 08:30:00+00:00,0.0,417.0,838
2022-10-17 10:00:00+00:00,GDK-Mellach,2022-10-16 22:00:00+00:00,0.0,417.0,838
2022-01-11 14:30:00+00:00,Gerlos,2022-01-11 07:00:00+00:00,0.0,200.2,200
2022-01-13 14:45:00+00:00,Gerlos,2022-01-13 06:45:00+00:00,0.0,200.2,200
2022-04-11 18:00:00+00:00,Gerlos,2022-01-26 06:45:00+00:00,0.0,200.2,200
2022-05-18 12:30:00+00:00,Gerlos,2022-05-18 10:15:00+00:00,0.0,200.2,200
2022-05-30 12:30:00+00:00,Gerlos,2022-05-30 11:30:00+00:00,0.0,200.2,200
2022-07-07 13:30:00+00:00,Gerlos,2022-07-07 10:45:00+00:00,0.0,200.2,200
2022-07-19 12:45:00+00:00,Gerlos,2022-07-19 11:00:00+00:00,0.0,200.2,200
2022-08-11 12:45:00+00:00,Gerlos,2022-08-09 07:00:00+00:00,0.0,200.2,200
2022-08-12 09:15:00+00:00,Gerlos,2022-08-12 07:45:00+00:00,0.0,200.2,200
