name,bus,bus0,bus1,bus2,bus3,bus4,efficiency,efficiency2,efficiency3,efficiency4,carrier,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,urban central heat_fraction,services urban decentral heat_fraction,services rural heat_fraction,residential rural heat_fraction,residential urban decentral heat_fraction
NL1 0 urban central solar thermal collector-2030,NL1 0 urban central heat,,,,,,1.0,,,,urban central solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1762320687808147,0.0,0.0,0.0,0.0,0.0
NL1 0 solar rooftop-2030,NL1 0 low voltage,,,,,,1.0,,,,solar rooftop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,15310.617197951557,0.0,0.0,0.0,0.0,0.0
NL1 0  solar-2000,NL1 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,13.0,0.0,0.0,0.0,0.0,0.0
NL1 0  onwind-2005,NL1 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,777.0,0.0,0.0,0.0,0.0,0.0
NL1 0  solar-2005,NL1 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,38.0,0.0,0.0,0.0,0.0,0.0
NL1 0  offwind-ac-2010,NL1 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,228.0,0.0,0.0,0.0,0.0,0.0
NL1 0  onwind-2010,NL1 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,785.0,0.0,0.0,0.0,0.0,0.0
NL1 0  solar-2010,NL1 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,39.0,0.0,0.0,0.0,0.0,0.0
NL1 0  offwind-ac-2015,NL1 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,129.0,0.0,0.0,0.0,0.0,0.0
NL1 0  onwind-2015,NL1 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1024.84,0.0,0.0,0.0,0.0,0.0
NL1 0  solar-2015,NL1 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1436.26,0.0,0.0,0.0,0.0,0.0
NL1 0  offwind-ac-2020,NL1 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2102.5,0.0,0.0,0.0,0.0,0.0
NL1 0  onwind-2020,NL1 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1209.66,0.0,0.0,0.0,0.0,0.0
NL1 0  solar-2020,NL1 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,9582.17,0.0,0.0,0.0,0.0,0.0
NL1 0  offwind-ac-2025,NL1 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,111.5,0.0,0.0,0.0,0.0,0.0
NL1 0  onwind-2025,NL1 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1987.62,0.0,0.0,0.0,0.0,0.0
NL1 0  solar-2025,NL1 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,7740.259999999998,0.0,0.0,0.0,0.0,0.0
NL1 0 load,NL1 0,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 oil load,NL1 0 oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 co2 stored load,NL1 0 co2 stored,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 co2 sequestered load,NL1 0 co2 sequestered,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 gas load,NL1 0 gas,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 H2 load,NL1 0 H2,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 battery load,NL1 0 battery,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 EV battery load,NL1 0 EV battery,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 land transport oil load,NL1 0 land transport oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 residential rural heat load,NL1 0 residential rural heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 residential rural water tanks load,NL1 0 residential rural water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 services rural heat load,NL1 0 services rural heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 services rural water tanks load,NL1 0 services rural water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 residential urban decentral heat load,NL1 0 residential urban decentral heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 residential urban decentral water tanks load,NL1 0 residential urban decentral water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 services urban decentral heat load,NL1 0 services urban decentral heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 services urban decentral water tanks load,NL1 0 services urban decentral water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 urban central heat load,NL1 0 urban central heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 urban central water tanks load,NL1 0 urban central water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 biogas load,NL1 0 biogas,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 solid biomass load,NL1 0 solid biomass,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 solid biomass for industry load,NL1 0 solid biomass for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 gas for industry load,NL1 0 gas for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 shipping methanol load,NL1 0 shipping methanol,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 shipping oil load,NL1 0 shipping oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 naphtha for industry load,NL1 0 naphtha for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 kerosene for aviation load,NL1 0 kerosene for aviation,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 process emissions load,NL1 0 process emissions,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 coal for industry load,NL1 0 coal for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 agriculture machinery oil load,NL1 0 agriculture machinery oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 low voltage load,NL1 0 low voltage,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
NL1 0 co2 sequestered,,NL1 0 co2 stored,NL1 0 co2 sequestered,,,,1.0,1.0,1.0,1.0,co2 sequestered,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,6341.871011421179,0.0,0.0,0.0,0.0,0.0
NL1 0 OCGT-2030,,NL1 0 gas,NL1 0,co2 atmosphere,,,0.41,0.198,1.0,1.0,OCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,33.272038943840464,0.0,0.0,0.0,0.0,0.0
NL1 0 CCGT-2030,,NL1 0 gas,NL1 0,co2 atmosphere,,,0.58,0.198,1.0,1.0,CCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.2713340140350274,0.0,0.0,0.0,0.0,0.0
NL1 0 nuclear-2030,,EU uranium,NL1 0,co2 atmosphere,,,0.326,0.0,1.0,1.0,nuclear,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0603814382866093,0.0,0.0,0.0,0.0,0.0
NL1 0 H2 Electrolysis-2030,,NL1 0,NL1 0 H2,,,,0.6217,1.0,1.0,1.0,H2 Electrolysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.4896767392328563,0.0,0.0,0.0,0.0,0.0
NL1 0 H2 Fuel Cell-2030,,NL1 0 H2,NL1 0,NL1 0 urban central heat,,,0.5,0.4499999999999999,1.0,1.0,H2 Fuel Cell,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.3677935024736082,2.8133900673963796e-05,0.0,0.0,0.0,0.0
NL1 0 H2 turbine-2030,,NL1 0 H2,NL1 0,,,,0.397,1.0,1.0,1.0,H2 turbine,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.5100082296059795,0.0,0.0,0.0,0.0,0.0
NL1 0 battery charger-2030,,NL1 0,NL1 0 battery,,,,0.9797958971132712,1.0,1.0,1.0,battery charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,4949.983698797086,0.0,0.0,0.0,0.0,0.0
NL1 0 battery discharger-2030,,NL1 0 battery,NL1 0,,,,0.9797958971132712,1.0,1.0,1.0,battery discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,5052.055957146148,0.0,0.0,0.0,0.0,0.0
NL1 0 Sabatier-2030,,NL1 0 H2,NL1 0 gas,NL1 0 co2 stored,,,0.8,-0.1584,1.0,1.0,Sabatier,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0746987886878004,0.0,0.0,0.0,0.0,0.0
NL1 0 SMR CC-2030,,NL1 0 gas,NL1 0 H2,co2 atmosphere,NL1 0 co2 stored,,0.69,0.0197999999999999,0.1782,1.0,SMR CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1277823713168705,0.0,0.0,0.0,0.0,0.0
NL1 0 SMR-2030,,NL1 0 gas,NL1 0 H2,co2 atmosphere,,,0.76,0.198,1.0,1.0,SMR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0863554108409753,0.0,0.0,0.0,0.0,0.0
NL1 0 EV charger,,NL1 0 low voltage,NL1 0 EV battery,,,,0.9,1.0,1.0,1.0,EV charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,26330.9739,0.0,0.0,0.0,0.0,0.0
NL1 0 V2G,,NL1 0 EV battery,NL1 0 low voltage,,,,0.9,1.0,1.0,1.0,V2G,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,26330.9739,0.0,0.0,0.0,0.0,0.0
NL1 0 land transport oil,,NL1 0 oil,NL1 0 land transport oil,co2 atmosphere,,,1.0,0.2571,1.0,1.0,land transport oil,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,22834.477309611924,0.0,0.0,0.0,0.0,0.0
NL1 0 residential rural ground heat pump-2030,,NL1 0 low voltage,NL1 0 residential rural heat,,,,1.0,1.0,1.0,1.0,residential rural ground heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,101.25309467088962,0.0,0.0,0.0,0.6066563095943779,0.0
NL1 0 residential rural air heat pump-2030,,NL1 0 low voltage,NL1 0 residential rural heat,,,,1.0,1.0,1.0,1.0,residential rural air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0781228773032699,0.0,0.0,0.0,0.0004680719793675783,0.0
NL1 0 residential rural water tanks charger,,NL1 0 residential rural heat,NL1 0 residential rural water tanks,,,,0.8367,1.0,1.0,1.0,residential rural water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,49.89132586500238,0.0,0.0,0.0,0.0,0.0
NL1 0 residential rural water tanks discharger,,NL1 0 residential rural water tanks,NL1 0 residential rural heat,,,,0.8367,1.0,1.0,1.0,residential rural water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,41.67896341396079,0.0,0.0,0.0,0.0,0.0
NL1 0 residential rural resistive heater-2030,,NL1 0 low voltage,NL1 0 residential rural heat,,,,0.9,1.0,1.0,1.0,residential rural resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.2247018616581659,0.0,0.0,0.0,0.0013462976375745344,0.0
NL1 0 residential rural gas boiler-2030,,NL1 0 gas,NL1 0 residential rural heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,residential rural gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0826241567459932,0.0,0.0,0.0,0.0,0.0
NL1 0 services rural ground heat pump-2030,,NL1 0 low voltage,NL1 0 services rural heat,,,,1.0,1.0,1.0,1.0,services rural ground heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1170.1573193451186,0.0,0.0,0.861284751531927,0.0,0.0
NL1 0 services rural air heat pump-2030,,NL1 0 low voltage,NL1 0 services rural heat,,,,1.0,1.0,1.0,1.0,services rural air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0958358625770491,0.0,0.0,7.053920504784472e-05,0.0,0.0
NL1 0 services rural water tanks charger,,NL1 0 services rural heat,NL1 0 services rural water tanks,,,,0.8367,1.0,1.0,1.0,services rural water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,47.66024855367649,0.0,0.0,0.0,0.0,0.0
NL1 0 services rural water tanks discharger,,NL1 0 services rural water tanks,NL1 0 services rural heat,,,,0.8367,1.0,1.0,1.0,services rural water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,39.18938907163231,0.0,0.0,0.0,0.0,0.0
NL1 0 services rural resistive heater-2030,,NL1 0 low voltage,NL1 0 services rural heat,,,,0.9,1.0,1.0,1.0,services rural resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,155.75135142315014,0.0,0.0,0.11463951196436134,0.0,0.0
NL1 0 services rural gas boiler-2030,,NL1 0 gas,NL1 0 services rural heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services rural gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.2496809631066701,0.0,0.0,0.0,0.0,0.0
NL1 0 residential urban decentral air heat pump-2030,,NL1 0 low voltage,NL1 0 residential urban decentral heat,,,,1.0,1.0,1.0,1.0,residential urban decentral air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1807.764621792448,0.0,0.0,0.0,0.0,0.9080165605659235
NL1 0 residential urban decentral water tanks charger,,NL1 0 residential urban decentral heat,NL1 0 residential urban decentral water tanks,,,,0.8367,1.0,1.0,1.0,residential urban decentral water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,47.51803545474424,0.0,0.0,0.0,0.0,0.0
NL1 0 residential urban decentral water tanks discharger,,NL1 0 residential urban decentral water tanks,NL1 0 residential urban decentral heat,,,,0.8367,1.0,1.0,1.0,residential urban decentral water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,39.75142212109797,0.0,0.0,0.0,0.0,0.0
NL1 0 residential urban decentral resistive heater-2030,,NL1 0 low voltage,NL1 0 residential urban decentral heat,,,,0.9,1.0,1.0,1.0,residential urban decentral resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.5648483642491113,0.0,0.0,0.0,0.0,0.00028371595658190275
NL1 0 residential urban decentral gas boiler-2030,,NL1 0 gas,NL1 0 residential urban decentral heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,residential urban decentral gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0892745850383585,0.0,0.0,0.0,0.0,0.0
NL1 0 services urban decentral air heat pump-2030,,NL1 0 low voltage,NL1 0 services urban decentral heat,,,,1.0,1.0,1.0,1.0,services urban decentral air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,954.3519899856888,0.0,0.8017777105661956,0.0,0.0,0.0
NL1 0 services urban decentral water tanks charger,,NL1 0 services urban decentral heat,NL1 0 services urban decentral water tanks,,,,0.8367,1.0,1.0,1.0,services urban decentral water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,47.08630615237831,0.0,0.0,0.0,0.0,0.0
NL1 0 services urban decentral water tanks discharger,,NL1 0 services urban decentral water tanks,NL1 0 services urban decentral heat,,,,0.8367,1.0,1.0,1.0,services urban decentral water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,39.38893744175606,0.0,0.0,0.0,0.0,0.0
NL1 0 services urban decentral resistive heater-2030,,NL1 0 low voltage,NL1 0 services urban decentral heat,,,,0.9,1.0,1.0,1.0,services urban decentral resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,160.202425832307,0.0,0.13459052378871658,0.0,0.0,0.0
NL1 0 services urban decentral gas boiler-2030,,NL1 0 gas,NL1 0 services urban decentral heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services urban decentral gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1101145144849474,0.0,0.0,0.0,0.0,0.0
NL1 0 urban central air heat pump-2030,,NL1 0 low voltage,NL1 0 urban central heat,,,,1.0,1.0,1.0,1.0,urban central air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0616545654313806,4.716188318382086e-06,0.0,0.0,0.0,0.0
NL1 0 urban central water tanks charger,,NL1 0 urban central heat,NL1 0 urban central water tanks,,,,0.8367,1.0,1.0,1.0,urban central water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,6058.016223478148,0.0,0.0,0.0,0.0,0.0
NL1 0 urban central water tanks discharger,,NL1 0 urban central water tanks,NL1 0 urban central heat,,,,0.8367,1.0,1.0,1.0,urban central water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,6661.2822840903145,0.0,0.0,0.0,0.0,0.0
NL1 0 urban central resistive heater-2030,,NL1 0 low voltage,NL1 0 urban central heat,,,,0.99,1.0,1.0,1.0,urban central resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,6393.750484770163,0.48908188932875285,0.0,0.0,0.0,0.0
NL1 0 urban central gas boiler-2030,,NL1 0 gas,NL1 0 urban central heat,co2 atmosphere,,,1.04,0.198,1.0,1.0,urban central gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.8892946726257012,0.0,0.0,0.0,0.0,0.0
NL1 0 urban central gas CHP-2030,,NL1 0 gas,NL1 0,NL1 0 urban central heat,co2 atmosphere,,0.41,0.41,0.198,1.0,urban central gas CHP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,190.03109280275967,0.014536189067835078,0.0,0.0,0.0,0.0
NL1 0 urban central gas CHP CC-2030,,NL1 0 gas,NL1 0,NL1 0 urban central heat,co2 atmosphere,NL1 0 co2 stored,0.3882199999999999,0.43772,0.0197999999999999,0.1782,urban central gas CHP CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.8458688789867029,6.470367438401565e-05,0.0,0.0,0.0,0.0
NL1 0 biogas to gas,,NL1 0 biogas,NL1 0 gas,co2 atmosphere,,,1.0,-0.198,1.0,1.0,biogas to gas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0585167911412826,0.0,0.0,0.0,0.0,0.0
NL1 0 biogas to gas CC,,NL1 0 biogas,NL1 0 gas,NL1 0 co2 stored,co2 atmosphere,,1.0,0.07812,-0.27612,1.0,biogas to gas CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1308425686920423,0.0,0.0,0.0,0.0,0.0
NL1 0 urban central solid biomass CHP-2030,,NL1 0 solid biomass,NL1 0,NL1 0 urban central heat,,,0.2699,0.8245,1.0,1.0,urban central solid biomass CHP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0754971420329821,5.775058778468958e-06,0.0,0.0,0.0,0.0
NL1 0 urban central solid biomass CHP CC-2030,,NL1 0 solid biomass,NL1 0,NL1 0 urban central heat,co2 atmosphere,NL1 0 co2 stored,0.2295629999999999,0.875838,-0.33003,0.33003,urban central solid biomass CHP CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,6487.8327380536575,0.49627859278125735,0.0,0.0,0.0,0.0
NL1 0 residential rural biomass boiler-2030,,NL1 0 solid biomass,NL1 0 residential rural heat,,,,0.86,1.0,1.0,1.0,residential rural biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0592910613417629,0.0,0.0,0.0,0.0,0.0
NL1 0 services rural biomass boiler-2030,,NL1 0 solid biomass,NL1 0 services rural heat,,,,0.86,1.0,1.0,1.0,services rural biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1104222061573883,0.0,0.0,0.0,0.0,0.0
NL1 0 residential urban decentral biomass boiler-2030,,NL1 0 solid biomass,NL1 0 residential urban decentral heat,,,,0.86,1.0,1.0,1.0,residential urban decentral biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.061804899460906,0.0,0.0,0.0,0.0,0.0
NL1 0 services urban decentral biomass boiler-2030,,NL1 0 solid biomass,NL1 0 services urban decentral heat,,,,0.86,1.0,1.0,1.0,services urban decentral biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0711349261729388,0.0,0.0,0.0,0.0,0.0
NL1 0 solid biomass biomass to liquid-2030,,NL1 0 solid biomass,NL1 0 oil,co2 atmosphere,,,0.3833,-0.0986,1.0,1.0,biomass to liquid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0212326889354211,0.0,0.0,0.0,0.0,0.0
NL1 0 solid biomass biomass to liquid CC-2030,,NL1 0 solid biomass,NL1 0 oil,co2 atmosphere,NL1 0 co2 stored,,0.3833,-0.33989,0.24129,1.0,biomass to liquid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0245181080547945,0.0,0.0,0.0,0.0,0.0
NL1 0 solid biomass solid biomass to gas-2030,,NL1 0 solid biomass,NL1 0 gas,,co2 atmosphere,,0.63,1.0,-0.1248,1.0,BioSNG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0394739254985046,0.0,0.0,0.0,0.0,0.0
NL1 0 solid biomass solid biomass to gas CC-2030,,NL1 0 solid biomass,NL1 0 gas,NL1 0 co2 stored,co2 atmosphere,,0.63,0.21771,-0.34251,1.0,BioSNG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0503170495321066,0.0,0.0,0.0,0.0,0.0
