,CCGT,CHP,H2 turbine,Imports_Exports,battery storage,distribution network,hydroelectricity,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 13:00:00,9.20626915626609E-07,1.34284329143421E-06,8.27865322581609E-07,10.6387371648386,-8.47025819838824,-78.4827942604775,2.57593620180171,25.0979323320288,66.8245541713959,-31.7487834279944,13.5646780716811,-9.1387577007525E-06,-5.33905812754951E-06,-4.58355372506781E-06,4.859340393331E-06
2013-01-01 14:00:00,9.22793712196514E-07,1.35491381208709E-06,8.36133612823016E-07,8.22871024699753,13.0225091930505,-89.7761601629249,2.60172138692691,25.3421199691574,64.3998206652699,-29.0867212669061,5.26799982735845,-7.49060731725244E-06,-5.11946867063895E-06,-4.41995033731393E-06,4.65391918214228E-06
2013-01-01 15:00:00,9.20049381502797E-07,1.34851045357815E-06,8.33529545199293E-07,9.82881903244492,13.3032437390831,-100.361219822129,2.61326748236503,25.2626140084828,59.1962457458369,-9.84297696620062,0,0,-5.11859984561602E-06,-4.40590948155558E-06,4.6488276076888E-06
2013-01-01 16:00:00,9.19674547484748E-07,1.34765177312723E-06,8.33778755906742E-07,4.9263900745553,16.3261761806225,-103.665155241665,2.61812149402699,25.3411668604213,55.9793348406153,-1.52604100369529,0,0,-5.11042039406976E-06,-4.40837051169166E-06,4.65046410647604E-06
2013-01-01 17:00:00,9.19905815310283E-07,1.34792981512738E-06,8.34581781586256E-07,5.31203279475067,19.1648714890126,-106.068464049071,2.61939093967538,25.4734165799956,54.7327917075996,-1.23404714718858,0,0,-5.10937047229461E-06,-4.43393033516676E-06,4.65925755408141E-06
2013-01-01 18:00:00,9.20001729704728E-07,1.34833733311014E-06,8.35298305061735E-07,5.14746207790054,16.7824637784723,-104.196031475816,2.61954102922961,25.5683250837343,55.5427551337981,-1.46452328514388,0,0,-5.1177350557771E-06,-4.46308083907707E-06,4.66890186172894E-06
2013-01-01 19:00:00,9.20086124141521E-07,1.34893697470126E-06,8.35976432368301E-07,4.70588716667343,13.6464150583257,-99.0868146647317,2.62350465493425,25.8854100055079,56.5494573321156,-4.32386714607369,0,0,-5.12399846433441E-06,-4.52348833963957E-06,4.67178101522052E-06
2013-01-01 20:00:00,9.20387409951502E-07,1.34973534451927E-06,8.36601577046559E-07,8.15481918691798,13.1977728990137,-92.5387860172579,2.6281897236481,26.5019155990339,57.6359641518812,-15.579883038621,0,0,-5.12795818285224E-06,-4.60090777095988E-06,4.67054419234476E-06
2013-01-01 21:00:00,9.20425570201237E-07,1.35063450052016E-06,8.37133309528437E-07,9.68298252126826,13.1185756294245,-87.8793923026465,2.63384744689989,26.7970527206313,59.0184030493383,-23.3714765189216,0,0,-5.1363328578385E-06,-4.63102783593503E-06,4.66814665954311E-06
2013-01-01 22:00:00,9.20393532023485E-07,1.35141886050521E-06,8.37486899423572E-07,7.52767527150685,12.4139436069913,-81.8144500964478,2.63512905058768,26.8660206656194,63.2209465462581,-30.8492724716652,0,0,-5.14865788371582E-06,-4.63678771420632E-06,4.66494165976518E-06
2013-01-01 23:00:00,9.20414392487613E-07,1.35229575888622E-06,8.37955510245626E-07,7.13424159030956,10.4850625934476,-77.5930298689282,2.6325771377557,27.0547814184856,62.0332052094271,-31.7468454907074,0,0,-5.15276853673316E-06,-4.64940845200225E-06,4.65967768361711E-06
2013-01-02 00:00:00,9.20405113586574E-07,1.35258132133048E-06,8.38270043683027E-07,4.160082225019,11.8297984640752,-76.9510666240532,2.62831356769395,27.2440420348317,62.6042892837859,-31.515466341651,0,0,-5.14542708864727E-06,-4.65969000819342E-06,4.64760202633662E-06
2013-01-02 01:00:00,9.20416086848059E-07,1.35304333607484E-06,8.3849076619477E-07,3.17093756165193,10.0516835117426,-76.3196056849612,2.62359867080315,27.4519026947385,64.7682193140723,-31.7467434281888,0,0,-5.15248024189528E-06,-4.67176741181373E-06,4.6383327074816E-06
2013-01-02 02:00:00,9.20469698246957E-07,1.35342924031195E-06,8.38689260867823E-07,5.75158304522231,9.11979313628808,-78.09323403426,2.61836040991785,27.4438531365552,64.9063633983555,-31.7467264532205,0,0,-5.15306745145999E-06,-4.67018124939385E-06,4.63542334868966E-06
2013-01-02 03:00:00,9.20567851109234E-07,1.35358520733015E-06,8.38819467514273E-07,5.87199734568058,12.4407611647419,-84.8914533185474,2.61297091012765,27.4482401723514,67.4653348928029,-30.9478578579982,0,0,-5.15871259177352E-06,-4.66904193387017E-06,4.64259860295042E-06
2013-01-02 04:00:00,9.20481367147523E-07,1.35330606726163E-06,8.38548294798053E-07,8.56740027046511,13.515622302342,-92.8955743167834,2.60747821321574,27.4679948998588,66.4456012151976,-25.7085285713309,0,0,-5.15469679868617E-06,-4.67098544314941E-06,4.6575085581618E-06
2013-01-02 05:00:00,9.20316952416579E-07,1.35329712772457E-06,8.38031148908655E-07,9.28234491908511,13.7961360592083,-99.4961895051748,2.6019333861925,27.4767177755518,68.3307805121675,-21.9917287730717,0,0,-5.16173369365457E-06,-4.67276605113942E-06,4.65650949496621E-06
2013-01-02 06:00:00,9.20956132169437E-07,1.35418601337468E-06,8.37979966454293E-07,10.2765174029414,14.1676752525881,-108.092026158957,2.59634296387217,27.4507696706479,68.8004077926939,-15.1996915828173,0,0,-5.15853632844372E-06,-4.66877279161475E-06,4.6548955858305E-06
2013-01-02 07:00:00,9.20849284371516E-07,1.35523344352232E-06,8.37433128866521E-07,9.27417032232912,14.9599600041134,-113.355009871283,2.59069338671099,27.1860993926479,66.2157539252224,-6.87167188408996,0,0,-5.14627037868986E-06,-4.65784906450801E-06,4.66650039785962E-06
2013-01-02 08:00:00,9.2461477610564E-07,1.37297818439998E-06,8.44113317398764E-07,9.27573213635299,1.82014781881417,-90.1161974205255,2.58526419727648,27.0261317694646,62.2649463066641,-31.7459737232271,18.8899522742354,-9.18353360900333E-06,-5.11489327749103E-06,-4.62707526445756E-06,4.66896727731536E-06
2013-01-02 09:00:00,9.19959419126815E-07,1.35951305026441E-06,8.33646178372147E-07,7.13087962629313,-37.6899352890047,-65.7349533797585,2.58034211438589,26.9059099811325,60.4866053799397,-31.7487822277077,38.0699388465841,-1.0303534430958E-05,-5.33848730310486E-06,-4.79116091812772E-06,4.88137933016373E-06
2013-01-02 10:00:00,9.19869661520792E-07,1.36173728882266E-06,8.33501230179393E-07,4.38788603081464,-42.0021209945321,-59.0953149988961,2.5762077363581,27.0292619875787,56.8883796949288,-31.7487818480077,41.9644897574469,-1.26191814375029E-05,-5.32203753171507E-06,-4.79373231752856E-06,4.88334287358188E-06
2013-01-02 11:00:00,9.19832276027825E-07,1.35806431094736E-06,8.32205591116924E-07,6.31915587579995,-45.09806372845,-58.8355050248821,2.57256788832897,26.578568157143,58.5815516832175,-31.7487820849693,41.6305179006084,-1.59516327586739E-05,-5.32551150018982E-06,-4.77739892843405E-06,4.87914087045303E-06
2013-01-02 12:00:00,9.20241289422069E-07,1.35767338364329E-06,8.32656312589448E-07,5.10473016113756,-25.3420856659778,-70.4237242336345,2.56881070346067,26.7588957745954,60.5351710871148,-31.7487825946266,32.5469965819679,-1.70500979969675E-05,-5.34106326057447E-06,-4.79034343878577E-06,4.87439714423324E-06
2013-01-02 13:00:00,9.20277777805262E-07,1.35469232669054E-06,8.32269028506216E-07,7.34524864910234,-2.247224130251,-85.0492860731385,2.56524219925744,27.0963914610771,59.7775751508199,-31.7487833480714,22.2608452871547,-1.34491525520896E-05,-5.34581667045663E-06,-4.8044882791187E-06,4.86818943976433E-06
2013-01-02 14:00:00,9.2366603925266E-07,1.36532223828792E-06,8.4066259743337E-07,8.06078075693285,15.862916491271,-98.7117427234961,2.56177589935024,26.9592696908765,52.0337553921999,-16.4922389629751,9.7254870781433,-8.42916418857671E-06,-5.08906771010786E-06,-4.63299419153717E-06,4.65837895137411E-06
2013-01-02 15:00:00,9.19986626221104E-07,1.35351361064903E-06,8.35759021777377E-07,7.09135084721784,31.7753185251727,-115.597394316451,2.55805866299331,27.2337253874166,49.6167560964676,-2.67781997286826,0,0,-5.0938729025836E-06,-4.66263443512542E-06,4.7000693557962E-06
2013-01-02 16:00:00,9.19934801908501E-07,1.35281489377388E-06,8.36200920757774E-07,7.10180247788154,30.4863993741442,-116.706026664869,2.55439788583684,27.2992288220524,52.2721377353887,-3.00794091431652,0,0,-5.10706296381514E-06,-4.66997837118403E-06,1.33161094949832E-06
2013-01-02 17:00:00,9.20198539765848E-07,1.3528531105266E-06,8.36925204625684E-07,7.4999704269565,27.7938981154508,-116.706026686357,2.55082939298642,27.4073696187405,55.0651816855222,-3.61122398356945,0,0,-5.11969176943223E-06,-4.67303836013154E-06,1.33034984712439E-06
2013-01-02 18:00:00,9.20366434365407E-07,1.35314966396611E-06,8.3757657760064E-07,7.57235734336678,24.144698223893,-114.77332219832,2.547416000386,27.4443373424103,58.0381063951065,-4.97359798955261,0,0,-5.13462759000422E-06,-4.67469310985538E-06,4.76699658782302E-06
2013-01-02 19:00:00,9.20395230863672E-07,1.35361873570755E-06,8.38108354615487E-07,7.51843194203172,20.7918733536479,-107.983119625367,2.54400355419512,27.4038394057205,59.4316149031169,-9.70664914776347,0,0,-5.14192519471854E-06,-4.67464291333668E-06,4.67822107855502E-06
2013-01-02 20:00:00,9.20379500074284E-07,1.354206079273E-06,8.38554122603085E-07,7.21320640414775,20.241990411416,-102.288516506019,2.54072736129089,27.4723892531374,60.2118576172874,-15.391660144239,0,0,-5.14608672868748E-06,-4.67710364354861E-06,4.67363939990135E-06
2013-01-02 21:00:00,9.2031163316098E-07,1.35477615455663E-06,8.38823932640021E-07,7.50665048252725,18.4501752641066,-94.2924901404306,2.53758663031427,27.4969197950815,63.1200368273065,-24.8188844446608,0,0,-5.15275567298178E-06,-4.67780858953223E-06,4.67001218199857E-06
2013-01-02 22:00:00,9.20302872843149E-07,1.35566503981796E-06,8.39115809243291E-07,6.37987709488839,10.2740761956125,-87.1402147137395,2.53461310354293,27.4994483540936,72.1989969818295,-31.7468025692243,0,0,-5.18224780307026E-06,-4.67713260293343E-06,4.66800681693398E-06
2013-01-02 23:00:00,9.20302475925426E-07,1.35637986374423E-06,8.3940339262095E-07,6.48052337984222,1.27337703555616,-82.3891190382266,2.53174105168854,27.4994613036524,76.3502973563784,-31.7462866236274,0,0,-5.1927527542772E-06,-4.67673279312016E-06,4.66130119158636E-06
2013-01-03 00:00:00,9.15747957512692E-07,1.33657209320696E-06,8.27980665816787E-07,5.530920446661,-9.32095717651047,-78.4684834758546,2.52902151069502,27.4994566059813,83.9788211191985,-31.7487839265987,0,0,-5.44045354240049E-06,-4.85326983377203E-06,4.84881523446733E-06
2013-01-03 01:00:00,9.1571886698438E-07,1.33679093273473E-06,8.28044986156213E-07,5.54093390667361,-16.4289432470249,-77.2142272604625,2.52646005376232,27.4992925089464,89.8252634773742,-31.7487843108208,0,0,-5.45339833165525E-06,-4.85301890259401E-06,4.83873916944527E-06
2013-01-03 02:00:00,9.1575231419143E-07,1.33707018742046E-06,8.28177958396116E-07,5.2963655122476,-21.3381637600378,-77.8492716055023,2.52415622796115,27.4991285631586,95.6165641731767,-31.7487839704723,0,0,-5.46265534072767E-06,-4.8518416163768E-06,4.83429116608052E-06
2013-01-03 03:00:00,9.15790676196677E-07,1.3369984301556E-06,8.28215985575023E-07,5.10616708510341,-23.2254891071206,-82.9048348656134,2.52205309246332,27.4994708473399,102.751411709254,-31.7487836175024,0,0,-5.47466972281585E-06,-4.85087513247332E-06,4.84137013256776E-06
2013-01-03 04:00:00,9.15807359718207E-07,1.33671884259313E-06,8.2814189278118E-07,4.99262699602697,-20.3240390745938,-91.3202354017666,2.52016077272965,27.4994741764223,108.38079121447,-31.7487835378436,0,0,-5.48387727152217E-06,-4.85033433011351E-06,4.85611398181108E-06
2013-01-03 05:00:00,9.15824366534732E-07,1.33666795222405E-06,8.27935724950984E-07,5.36551454184148,-14.777599556234,-100.622879331729,2.51867222231534,27.4994741764222,111.765596477163,-31.7487833834406,0,0,-5.48885688716568E-06,-4.84997310692608E-06,4.85791426560669E-06
2013-01-03 06:00:00,9.15863234852854E-07,1.33664108372694E-06,8.27596551785891E-07,6.44062959866663,-11.8797759121587,-107.129369973443,2.51750835877193,27.4994741764222,114.300313107781,-31.7487832533737,0,0,-5.49225092628543E-06,-4.84910748781555E-06,4.85447291733892E-06
2013-01-03 07:00:00,9.1576304681809E-07,1.33658366575547E-06,8.27063097852067E-07,6.54965650753205,-11.5823582250573,-109.910599984989,2.51879225119963,27.4994741764223,116.673814421158,-31.7487830722639,0,0,-5.49500413660731E-06,-4.84818021810484E-06,4.86264974762449E-06
2013-01-03 08:00:00,9.18866475343275E-07,1.34599858467546E-06,8.31157268462981E-07,6.46762888720883,-32.1909482377091,-98.0174884564813,2.5189594172359,27.4994741764222,116.748808456895,-31.7487824343539,8.72235189047531,-8.61848598362144E-06,-5.48511560628898E-06,-4.83547236684992E-06,4.86398386839179E-06
2013-01-03 09:00:00,9.19528959517851E-07,1.34770752487389E-06,8.31557431240864E-07,4.88183484816985,-34.6419921748664,-95.1367983260288,2.51898013413227,27.4994741764222,116.15465615256,-31.7487822858114,10.4726313502636,-8.80433725543354E-06,-5.48057647989284E-06,-4.83124507103595E-06,4.86569258271583E-06
2013-01-03 10:00:00,9.1894373731118E-07,1.3459800728345E-06,8.30372113991156E-07,6.59589210605221,-17.4000117579458,-97.7164028637255,2.51858309113273,27.4994741764222,101.95218628739,-31.7487828082742,8.29906542127223,-8.49465777299269E-06,-5.45928702026958E-06,-4.83473980695358E-06,4.86612755834168E-06
2013-01-03 11:00:00,9.19185545866944E-07,1.34721331229244E-06,8.30821058922868E-07,5.32243365450553,-23.7020902437114,-96.0551422628064,2.51851845953205,27.4994741764222,106.56016076931,-31.74878320205,9.60543256551035,-8.66952951545426E-06,-5.46557196594696E-06,-4.83268457315074E-06,4.86380807458313E-06
2013-01-03 12:00:00,9.19028840305829E-07,1.34751500998462E-06,8.30983628729612E-07,4.73518414660194,-23.7755150151428,-95.6478581371163,2.51854465568934,27.4994741764222,107.035782120048,-31.748783826616,9.38317594194201,-8.65750849535795E-06,-5.46673557199817E-06,-4.83361100362222E-06,4.86114186300851E-06
2013-01-03 13:00:00,9.1856238256852E-07,1.34670366115386E-06,8.30755581070658E-07,1.50176986258328,-19.3250252691696,-96.591646918192,2.51860447246873,27.4994741764222,107.687915924872,-31.7487842172135,8.45769872771539,-8.51999581956248E-06,-5.47038823980164E-06,-4.83696648199067E-06,4.85893170222523E-06
2013-01-03 14:00:00,9.17671267853874E-07,1.34251844285757E-06,8.29320929677794E-07,2.4297979417794,-8.37433871202203,-102.861228462809,2.51834095885663,27.4994741764222,106.533942817445,-31.7487840125517,4.00280095301875,-7.3720703595914E-06,-5.4703575172666E-06,-4.84121178034795E-06,4.85498704691256E-06
2013-01-03 15:00:00,9.20527155664694E-07,1.35891180674766E-06,8.39075638843087E-07,3.28098612353686,0.843836779283565,-109.664765874611,2.51809055006726,27.4994741764222,107.267693891162,-31.7453176130506,0,0,-5.23578507297952E-06,-4.66116283567231E-06,4.64193971505592E-06
2013-01-03 16:00:00,9.2019878734227E-07,1.35885174370305E-06,8.39559495093307E-07,2.6943782323876,4.39364089771097,-112.499174136079,2.51867746484559,27.4993137415144,107.139059324217,-31.7458974354596,0,0,-5.25004435092806E-06,-4.67486661529824E-06,4.66342434877026E-06
2013-01-03 17:00:00,9.20235210119521E-07,1.35959831896857E-06,8.40266422785609E-07,2.87929664196237,6.049954858034,-112.307560581968,2.51938708523952,27.3708873534879,105.234164555392,-31.7461318360958,0,0,-5.24742925996439E-06,-4.67320741481694E-06,4.67010868284555E-06
2013-01-03 18:00:00,9.20258801444852E-07,1.36045755329758E-06,8.40941575120934E-07,2.39088908927403,6.79751215662434,-108.639762126433,2.52017028523814,27.0186836103191,101.658735438282,-31.7462303936163,0,0,-5.24196033971382E-06,-4.664429369314E-06,4.67330922729734E-06
2013-01-03 19:00:00,9.20311574561112E-07,1.36143385572176E-06,8.41590994103621E-07,2.21074603368646,4.30496059412419,-102.323267230374,2.52246041311014,26.4296847166666,98.601383480569,-31.7459699712876,0,0,-5.23671479808906E-06,-4.64805017992683E-06,4.67486378840288E-06
2013-01-03 20:00:00,9.20255370259806E-07,1.36243837550365E-06,8.42129321923931E-07,1.55511157867131,3.74787005559088,-96.3605716112024,2.52546944947935,24.5330852843692,95.7448419547981,-31.7458087114392,0,0,-5.23033421102817E-06,-4.61819188377054E-06,4.67290592718319E-06
2013-01-03 21:00:00,9.20387655254608E-07,1.36403632631703E-06,8.42750895765423E-07,1.99904821043777,0.804939911324184,-91.0219146690708,2.52922642760219,23.8000750214937,93.6344316030783,-31.745808549288,0,0,-5.21096609471864E-06,-4.60045817267407E-06,4.65162659143634E-06
2013-01-03 22:00:00,9.2007272355439E-07,1.36334428454215E-06,8.42204996751217E-07,2.21343475550463,0.000533758895610211,-84.0352565690144,2.53311044572961,25.3741982570343,85.6625911772593,-31.7486137747113,0,0,-5.2149170746976E-06,-4.64900235446811E-06,4.66848303871588E-06
2013-01-03 23:00:00,9.15596120242062E-07,1.34481154225752E-06,8.31761188747173E-07,1.84899186724635,-7.86997178152978,-79.4170995679437,2.53684142876294,26.7580155016769,87.8920063026117,-31.7487850364485,0,0,-5.44491130555598E-06,-4.84503453550265E-06,4.86667653474681E-06
2013-01-04 00:00:00,9.15565916103368E-07,1.34563108322219E-06,8.320132909516E-07,1.50557941846247,-13.8866083951948,-75.0559703046443,2.54129594893039,27.0703451463001,89.5741424853428,-31.7487855613787,0,0,-5.45074332211931E-06,-4.85120953497585E-06,4.85828616421954E-06
2013-01-04 01:00:00,9.15522108117998E-07,1.34613626730724E-06,8.32228436881533E-07,1.36064717599235,-15.0995850831522,-73.8389708518115,2.54528408408162,26.9990420471327,89.7823669226081,-31.7487855464847,0,0,-5.45090445340389E-06,-4.8499549486396E-06,4.84850748813088E-06
2013-01-04 02:00:00,9.15413797180912E-07,1.34637438690747E-06,8.32345214551394E-07,1.45205355482758,-9.91864264413544,-74.5950936993754,2.5489954867505,27.1896171278572,85.071853962143,-31.7487850352613,0,0,-5.44034641026759E-06,-4.8562228478062E-06,4.84412215375248E-06
2013-01-04 03:00:00,9.15373190579316E-07,1.34639156260002E-06,8.32423291005327E-07,2.4987352473492,-5.10951062909399,-77.7454289970798,2.55180812718406,27.3402137569767,82.2129669050703,-31.7487856575534,0,0,-5.43901734365492E-06,-4.86425732095425E-06,4.85317480320678E-06
2013-01-04 04:00:00,9.1992306475497E-07,1.3672703686046E-06,8.44233177010172E-07,2.94342140511779,2.73825966949768,-84.4547207198713,2.55411711999249,27.359076315381,79.8477434692698,-30.9878991871058,0,0,-5.20680515507804E-06,-4.68734115706516E-06,4.66633782121817E-06
2013-01-04 05:00:00,9.1991469099583E-07,1.36756022730337E-06,8.44209997674804E-07,3.01568979960073,4.71791682166657,-92.1329459574188,2.55577721370443,27.4174253776097,78.2702579486306,-23.8441231233776,0,0,-5.20961298558289E-06,-4.69260069497546E-06,4.66979788166781E-06
2013-01-04 06:00:00,9.1993765094916E-07,1.36809257828209E-06,8.441127106356E-07,3.09131900659392,2.60369906535174,-99.3931517248776,2.55658273159019,27.4850627199,77.5241067150566,-13.867620239199,0,0,-5.21071214783E-06,-4.69765276738564E-06,4.66921670684056E-06
2013-01-04 07:00:00,9.19902400265053E-07,1.36862722942567E-06,8.43826657895759E-07,3.4069880057504,1.89735254089544,-103.930958484752,2.55736699608376,27.4967688374479,77.5479593569033,-8.97547899417038,0,0,-5.21339218065275E-06,-4.69901354934297E-06,4.67711703845777E-06
2013-01-04 08:00:00,9.22421242820688E-07,1.37750265914194E-06,8.47394847382876E-07,3.42001640408564,1.60361778282327,-96.919631329734,2.55801074932871,27.4994371351985,75.348883278656,-19.9428150577017,6.43248723640087,-7.94516223674309E-06,-5.19790183591062E-06,-4.68836988700092E-06,4.67894879360982E-06
2013-01-04 09:00:00,9.23753661455593E-07,1.38160031719761E-06,8.48843019470206E-07,3.87167724186459,1.28977389034239,-93.1133440571712,2.55954218255571,27.4992470996987,75.1465552039452,-27.1774698763056,9.92402503610976,-8.481443632547E-06,-5.19307956232592E-06,-4.68117269608791E-06,4.67671976382085E-06
2013-01-04 10:00:00,9.23699100140346E-07,1.38171057377095E-06,8.48445113328648E-07,5.09309119012238,1.71842750019586,-94.6944113592129,2.56198491011636,27.434054605453,62.9330517477118,-14.490685717523,9.44449425607814,-8.42466844080524E-06,-5.15933357866865E-06,-4.67876294892984E-06,4.67541323761141E-06
2013-01-04 11:00:00,9.23612458168106E-07,1.38206071123437E-06,8.48358241697336E-07,4.16680135206338,1.36838026118861,-95.32932464091,2.56500705051131,27.49826104126,74.8555196883008,-24.6248564736229,9.5002189392402,-8.43568921961271E-06,-5.19563241913233E-06,-4.68489067144497E-06,4.67252084380029E-06
2013-01-04 12:00:00,9.18502944689948E-07,1.36079960400827E-06,8.36368690486714E-07,4.11834186967247,-2.026487374729,-96.0464218562216,2.56836941447818,27.4990419776838,86.7474429183468,-31.7487844411585,8.88850572238094,-8.684377140694E-06,-5.45898973378071E-06,-4.86895779111062E-06,4.8732765967064E-06
2013-01-04 13:00:00,9.17965349901195E-07,1.3608628421169E-06,8.36309030610805E-07,4.41852650364318,-8.5448212858072,-98.2661080634304,2.57202835560548,27.4994257773462,96.9840241425223,-31.7487896490036,7.08572218297772,-8.35403060658213E-06,-5.47854034749763E-06,-4.86607316173774E-06,4.86438863701114E-06
2013-01-04 14:00:00,9.16464181636719E-07,1.32350517081936E-06,8.08336198113027E-07,1.67772914209015,-2.25466307023656,-102.415211593045,2.57605774093619,27.4994741764222,102.845727719282,-33.7441309948719,3.81502416793865,-7.46123075670431E-06,-5.52893595045858E-06,-4.90205958506307E-06,4.90187618083148E-06
2013-01-04 15:00:00,9.19881465327265E-07,7.83883200387121E-07,3.12573562358528E-07,1.68323628398786,9.2607458643909,-108.158364353628,2.58244805710958,27.4994741764222,108.04637965093,-40.9139200148899,0,0,-5.28072382195175E-06,-4.701625360069E-06,4.67158402269462E-06
2013-01-04 16:00:00,9.1958767664361E-07,7.838608375498E-07,3.1273752704806E-07,0.00290249700925789,8.44070259495705,-109.387009793479,2.58657927120211,27.4994741764222,111.771270930531,-40.913920000804,0,0,-5.28831504245966E-06,-4.70352391749489E-06,4.67531077948857E-06
2013-01-04 17:00:00,9.19543530112799E-07,7.84113280176111E-07,3.13012234720232E-07,0.188989634013731,5.60404080372246,-108.190423754496,2.59170200442465,27.4994741764223,113.22013680508,-40.9139199891456,0,0,-5.29212914290124E-06,-4.70545791001044E-06,4.68044505396117E-06
2013-01-04 18:00:00,9.19567874464102E-07,7.84393217628599E-07,3.13270624210678E-07,0.125897626137695,1.53523257870788,-104.615736802436,2.59693464367526,27.4994741764222,113.772117438644,-40.9139199815872,0,0,-5.29209330743238E-06,-4.70604386134009E-06,4.68506921516445E-06
2013-01-04 19:00:00,9.14897480566752E-07,7.80755198583588E-07,3.1168061107434E-07,-0.0425393055230101,-2.60438452670498,-98.838169955397,2.60494202829562,27.49946291818,112.294609645407,-40.9139204262238,0,0,-5.52746925264712E-06,-4.89057601966595E-06,4.89525601967405E-06
2013-01-04 20:00:00,9.15018471818643E-07,7.8121735825774E-07,3.11976014802986E-07,0.259242772446508,-6.55916625676753,-93.2654905894986,2.61516282440673,27.4994695378632,110.364702506744,-40.9139204240275,0,0,-5.5234175469063E-06,-4.8899086641407E-06,4.89556872896246E-06
