,CCGT,CHP,H2 turbine,Imports_Exports,battery storage,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-22 20:00:00,1.09610901566977E-06,3.57863430860054,1.20405871907959E-06,-10.8049599071656,-2.04852141769647,-29.7371140615915,30.8785320952568,8.15251325743987,-0.0191051373765922,0,0,-5.80807844528408E-07,-9.0527198230262E-07,6.6260031224835E-07
2013-01-22 21:00:00,1.09613724423546E-06,3.5786343103533,1.26843411570737E-06,-11.6055378284376,-2.06641696651801,-28.513932324424,30.6766157861184,7.9497212336896,-0.0191051375306186,0,0,-5.78762931382926E-07,-9.0861381956125E-07,6.62266805216219E-07
2013-01-22 22:00:00,1.10290554064314E-06,3.57863432530395,1.33044677096591E-06,-12.4261732598144,-6.01271068468885E-05,-27.2068943920163,29.0051417821143,7.06843578594372,-0.0191051333659231,0,0,-5.68398368386625E-07,-9.08540882948797E-07,6.58131126595779E-07
2013-01-22 23:00:00,1.09825594079022E-06,3.57863431474629,1.33424001371738E-06,-5.58940297742827,-4.87711036776497,-26.0441735002036,26.3900788076928,6.56105784850792,-0.0191051373051971,0,0,-5.66167714680432E-07,-9.07482399196765E-07,6.59384602660986E-07
2013-01-23 00:00:00,1.09795402548547E-06,3.57863431443127,1.34372611678089E-06,-7.91724362185399,-0.770945640028019,-25.2268357895057,24.1834594779839,6.17201536847818,-0.019105138375133,0,0,-5.62738383962369E-07,-9.02417466564485E-07,6.57938001147911E-07
2013-01-23 01:00:00,1.10281531857997E-06,3.57863432774233,1.37189779733502E-06,-7.14246246226151,-5.49304732740433E-05,-24.8201663398751,22.3422554779934,6.06087796610462,-0.0191051365826171,0,0,-5.59470657549355E-07,-8.82019508667857E-07,6.54078424869789E-07
2013-01-23 02:00:00,1.1047315191445E-06,3.57863433232127,1.38566130194447E-06,-7.95539836072027,-4.24729959470223E-05,-24.6044870358489,22.4366129348987,6.56376461646447,-0.0191051351409083,0,0,-5.62599506423567E-07,-8.75643931791867E-07,6.52762861226829E-07
2013-01-23 03:00:00,1.10333723743354E-06,3.57863432882017,1.38739316635008E-06,-9.91960993010678,-5.93361400730403E-05,-24.6210263478994,23.7308673444579,7.25027797247199,-0.0191051354867358,0,0,-5.68486811630464E-07,-8.85335588432908E-07,6.53991674591738E-07
2013-01-23 04:00:00,1.09974107572072E-06,3.57863431989699,1.38417934361149E-06,-8.65976675756815,-0.000502125177685002,-26.8173901976029,24.5072463602298,7.4108624592705,-0.0191051370424039,0,0,-5.70893479135748E-07,-8.97048778392892E-07,6.56646150811974E-07
2013-01-23 05:00:00,1.31766495022218E-06,3.57863475751898,2.53289534569402E-06,-5.17432940626731,1.16740117760486E-06,-30.4991148691056,24.8253043414234,7.28858608305544,-0.0191050253020159,0,0,-4.99632708908848E-07,-7.9621038925633E-07,5.79407158482755E-07
2013-01-23 06:00:00,1.46248398349624E-06,3.57863498649565,4.13265479487244E-06,-3.65349839206191,-1.19790411670029E-06,-32.3689785011384,25.4610440542174,7.00187913704421,-0.0191049796430402,0,0,-4.68801694523791E-07,-7.57687141205926E-07,5.45976741574239E-07
2013-01-23 07:00:00,1.83570870345527E-06,3.5786355612384,0.000194061696925718,-2.2076824069903,6.5378307202027E-05,-33.083856665964,25.1970641466145,6.53466337833248,-0.0191049096274774,0,0,-4.20880169002658E-07,-6.8816473390568E-07,4.95678868010228E-07
2013-01-23 08:00:00,1.72293949132484E-06,3.57863539492745,3.43017453061107E-05,-4.10133335346177,-1.14748850918233E-05,-31.3997267431123,24.7136911686046,6.60171915912497,-0.0191049210385224,0.626076035927967,-8.39277372235289E-07,-4.32773709235335E-07,-7.02553819738042E-07,5.09955350390548E-07
2013-01-23 09:00:00,1.72948623308772E-06,3.57863540017651,3.4388094552986E-05,-3.7335304170796,-1.53563259600661E-05,-29.4590128180586,22.7995406838215,5.57558997631507,-0.0191049148109961,1.25784264433175,-8.89050729831957E-07,-4.23563615782996E-07,-6.91759482928422E-07,5.09788393749448E-07
2013-01-23 10:00:00,1.72860230154852E-06,3.57863540046836,3.43851700804064E-05,-2.926509880239,-3.99261344685432E-05,-28.670944117278,21.6456388585184,4.8565384952279,-0.0191049135899376,1.53573126843202,-8.98496610180025E-07,-4.17297556268181E-07,-6.73279752432449E-07,5.10458641541359E-07
2013-01-23 11:00:00,1.98642949242002E-06,3.57863578821661,0.000204426383010916,-0.514072365426818,-5.91188270405194E-07,-28.3054338992683,20.2321113053926,3.40685425557177,-0.0191048762154468,1.62078729074703,-3.10867610836391E-06,-3.79513995866887E-07,-6.22613736158143E-07,4.84439792669965E-07
2013-01-23 12:00:00,2.34689356306575E-06,3.57863646332625,0.000208944673122133,0.288135734780873,1.22186564168203E-05,-28.7403537339218,20.2575538295214,3.13693014264083,-0.0191048468481745,1.49796219825332,-3.24133455210337E-06,-3.55923319887097E-07,-5.86719921975062E-07,4.58976412472467E-07
2013-01-23 13:00:00,2.36048965182116E-06,3.57863650962785,0.000209051088544573,1.27431879179363,4.75956112423097E-07,-28.9117976235912,19.4301133366789,3.18893100964425,-0.019104846760312,1.45867430512269,-3.31724686846628E-06,-3.56107460476096E-07,-5.86423574631847E-07,4.58298328286349E-07
2013-01-23 14:00:00,2.62404884550067E-06,3.57863715345523,0.000209862721102176,-1.98269097057431,4.80191896249692,-29.8877435607087,18.3443436097594,4.078028022488,-0.01910483192424,1.08638207554095,-2.97300881478272E-06,-3.51094311866973E-07,-5.6860308308511E-07,4.45148678884954E-07
2013-01-23 15:00:00,2.6203680375349E-06,3.57863714514881,0.000209875844664495,-4.8210780813477,8.41046994301444,-31.7115186851326,19.542292702185,4.59568616593752,-0.0191048369597148,0.424383835380116,-6.97453750566395E-07,-3.55751484860889E-07,-5.75805819160506E-07,4.43672486733463E-07
2013-01-23 16:00:00,2.61617329825153E-06,3.57863714571452,0.000209888574816458,-5.75446374790531,7.25682484248929,-33.6246597493324,22.6185663476314,5.94396752332286,-0.0191048440092874,0,0,-3.66928250826959E-07,-5.94077659619266E-07,4.43474121045305E-07
2013-01-23 17:00:00,2.62444595383857E-06,3.57863715184251,0.000209899627359955,-5.81536768707826,0.00652519178108234,-33.2177670174372,27.2099702467002,8.25687448619069,-0.0191048435597047,0,0,-3.7794347167619E-07,-6.15008596450966E-07,4.43383847963582E-07
2013-01-23 18:00:00,2.24169040018449E-06,3.57863627913852,0.000208507850310721,-4.61274890473773,-5.49006478202971,-32.3597674939096,29.1615687821706,9.74125043296506,-0.0191048688428724,0,0,-4.02572841011306E-07,-6.54267691097617E-07,4.64295628372581E-07
2013-01-23 19:00:00,2.2421779482706E-06,3.57863628029306,0.00020851167041997,-2.90252861802402,-8.35572962278007,-30.9272541985005,28.4347858194036,10.1909646551554,-0.0191048694525981,0,0,-4.04424185603602E-07,-6.58923766377481E-07,4.65384135229346E-07
2013-01-23 20:00:00,2.24276306967648E-06,3.57863628155225,0.000208511679232882,-2.86829224864621,-4.45450898107075,-29.7309265314905,24.0547195888763,9.43924619790844,-0.019104870014648,0,0,-4.01130082934742E-07,-6.55205062759494E-07,4.65767377550469E-07
2013-01-23 21:00:00,2.24239235523326E-06,3.57863628281636,0.00020849694154978,-2.75833361905702,-1.3652493112515,-28.5031634708272,20.7079654987786,8.35901893674083,-0.0191048714329853,0,0,-3.96949406791691E-07,-6.53188151203637E-07,4.6650100865228E-07
2013-01-23 22:00:00,2.24301063321813E-06,3.57863628456724,0.000208489692741296,-3.54787226654649,-1.31222981448266,-27.2894787651513,19.6178217400454,8.97199715003112,-0.0191048722447699,0,0,-4.00185464570768E-07,-6.54220844492716E-07,4.66711134637832E-07
2013-01-23 23:00:00,2.24446279705886E-06,3.57863628628796,0.000208482104356351,-3.57220097108835,-0.351127488569352,-26.1550527123225,18.7232983277018,7.79532088813365,-0.0191048728616166,0,0,-3.94486880026079E-07,-6.55527619761606E-07,4.66676000894366E-07
2013-01-24 00:00:00,2.85648632066575E-06,3.57863803208251,0.000210291848336937,-2.06892263869902,5.0021885160098E-07,-25.3677782701598,16.4854594356516,7.39147463331537,-0.0191048378505935,0,0,-3.6861577021341E-07,-6.16351956156696E-07,4.39165761007613E-07
2013-01-24 01:00:00,3.49573582499835E-06,3.5786430625186,0.000210803808430122,-0.524190844986926,3.94885316514653E-06,-23.4805313682372,13.4534317050983,6.9915139028088,-0.019104817621372,0,0,-3.52295566329985E-07,-5.93428251587768E-07,4.22631553649406E-07
2013-01-24 02:00:00,3.5718816021711E-06,3.57864308888125,0.00021082442979404,1.07149484019672,-1.30664326767997E-06,-23.3754596389378,11.4199823097358,7.32421100430899,-0.0191048156983132,0,0,-3.5187195081221E-07,-5.87697662857964E-07,4.19708609230546E-07
2013-01-24 03:00:00,4.03790711334521E-06,3.57864778807533,0.000210999384025534,2.80129990656513,1.98004935352667E-06,-24.4012749428845,10.5880814837571,7.45211337542888,-0.0191048052206544,0,0,-3.45129401381428E-07,-5.74472331981229E-07,4.10591102488303E-07
2013-01-24 04:00:00,4.17546921340588E-06,3.57864950995683,0.000211048752522724,4.89766689088699,-6.7707771331155E-06,-25.7443510242453,10.1573256412228,7.12958513353397,-0.0191048034289056,0,0,-3.42857594176849E-07,-5.67491924070059E-07,4.10383005703614E-07
2013-01-24 05:00:00,6.79473412770472E-06,3.57865347796943,0.000211391191674662,7.93353961354451,2.61782373636043E-05,-28.649349855649,10.2763481928746,6.87964861241258,-0.0191047742482608,0,0,-3.20993118236856E-07,-5.29006200215627E-07,3.85747200677595E-07
2013-01-24 06:00:00,6.7882881422012E-06,3.57865348228251,0.000211404921008436,10.6626498427184,1.06247862021981E-05,-30.8951623479773,10.3011212840564,6.37159332286584,-0.0191047735222644,0,0,-3.19101197050031E-07,-5.25749744350055E-07,3.84666196646814E-07
2013-01-24 07:00:00,6.74889702107373E-06,3.57865348421445,0.000211421992989284,12.4315503143601,3.94789282104504E-06,-32.2574779138943,10.254945013691,6.01119138378433,-0.0191047749160247,0,0,-3.18755386274461E-07,-5.22603901647565E-07,3.8618465391953E-07
2013-01-24 08:00:00,5.65999272456919E-06,3.57865280059968,0.000211303067697723,11.1786021798697,-1.45599337178463E-05,-31.0302366801683,9.84100658772228,5.80778398706677,-0.0191047782641127,0.643073800952406,-6.34962436900998E-07,-3.22616100618234E-07,-5.23846184733792E-07,3.9347918728799E-07
2013-01-24 09:00:00,5.67206615166622E-06,3.57865281415298,0.000211286836327497,10.1519950278995,-2.99332432292757E-05,-28.9522450448255,8.60105501091457,5.15614039800829,-0.0191047719801406,1.48329986147447,-6.74407022903959E-07,-3.16992269517868E-07,-5.13367604973095E-07,3.93734157975786E-07
2013-01-24 10:00:00,1.91150222070348,3.57865526176486,0.000211683376840923,12.4149039465506,0.915704714945871,-28.4727165188753,6.47409985931493,1.54377714595808,-0.0191047263578543,1.65294627317797,-6.07989762252173E-07,-2.4894850891144E-07,-4.25306332470345E-07,3.57285357920895E-07
2013-01-24 11:00:00,2.36347039331787,3.57865526327964,0.000211681100658864,12.3137392212038,1.91618532404407,-27.7925276597763,4.6403445940458,1.15466646222059,-0.0191047264751528,1.84434088306241,-2.21270852331112E-06,-2.39327466658779E-07,-4.0452268939044E-07,3.57349951147974E-07
2013-01-24 12:00:00,2.59192170345937,3.57865526386618,0.000211682896164313,12.1673609716511,3.21603355650775,-27.6844079614194,3.21582903525321,1.0331870557756,-0.019104727860892,1.90029535250397,-2.72799666589779E-06,-2.3702745241394E-07,-3.86273700690954E-07,3.57287607434036E-07
2013-01-24 13:00:00,2.6649495284852,3.57865526434938,0.000211687044247901,11.6150447907786,4.82711777119776,-27.9271257709061,2.45716576396181,1.00513794149712,-0.0191047297202385,1.79792964960326,-2.71241546237443E-06,-2.36598927152443E-07,-3.64278911163571E-07,3.56898367508916E-07
2013-01-24 14:00:00,2.74130580526985,3.578655263833,0.00021171703688295,11.5599976403323,6.95946645941965,-29.4514468549582,2.21978741897697,1.19570147792231,-0.0191047344853416,1.21540683515507,-2.0205342200648E-06,-2.41274233403033E-07,-1.82309217791499E-07,3.56138948919875E-07
2013-01-24 15:00:00,2.97977544557885,3.5786552616306,0.000211719927925582,11.5973275801558,8.31684762830448,-31.7820257459314,3.34488727729701,1.63440641770113,-0.0191047380249135,0.34899872906336,-5.47749926164107E-07,-2.52500619311036E-07,-1.90124597793329E-07,3.55162062520606E-07
2013-01-24 16:00:00,3.21636157694655,3.57865526062694,0.000211713478906211,11.6906963624307,9.51456536431405,-33.448713901279,3.36012258779181,2.1071850060064,-0.0191047384915587,0,0,-2.60823931036214E-07,-3.83500054448399E-07,3.55102782027457E-07
2013-01-24 17:00:00,3.21645192343129,3.57865526155582,0.000211711604862013,11.854358161506,9.32623870585172,-33.3293199285786,2.33712223624545,3.03536591282546,-0.0191047396269885,0,0,-2.71826233017691E-07,-3.86656537867069E-07,3.55743553863106E-07
2013-01-24 18:00:00,3.21646713852632,3.57865526241397,0.000211709691112414,11.9187586859317,9.70428308824753,-32.6047614771882,1.64865108115961,2.55681847115882,-0.0191047401870159,0,0,-2.66786422059795E-07,-3.67419571333681E-07,3.5698610466986E-07
2013-01-24 19:00:00,3.21643296437806,3.57865526369562,0.000211710731738035,11.7831955525911,9.82493464739748,-31.3667018968458,0.901436610990907,2.08091908384624,-0.0191047404753516,0,0,-2.6073950607497E-07,-3.50285428884084E-07,3.57987391436495E-07
2013-01-24 20:00:00,3.21641030194516,3.57865526516083,0.000211723041920876,11.607536951127,9.87614781112483,-29.9466307074949,0.115395621382895,1.57135680768513,-0.0191047404999839,0,0,-2.52046255049265E-07,-1.95909013899994E-07,3.58629291184029E-07
2013-01-24 21:00:00,3.21666016543084,3.57865526723482,0.000211706126761687,11.629419338809,8.63644870109034,-28.4580088812563,0.140862576791592,1.27483489785246,-0.0191047404160913,0,0,-2.43829477533097E-07,-2.01808979084717E-07,3.58889217060936E-07
2013-01-24 22:00:00,2.72727633351746,3.57865526921062,0.000211684055135471,11.507517862798,6.45643820926287,-25.8780411401257,0.172578548960957,1.45444701345993,-0.0191047402784236,0,0,-2.4738421119963E-07,-2.0763147554286E-07,3.59143472751406E-07
2013-01-24 23:00:00,2.69123051415702,3.57865527125941,0.000211677274754019,11.5914991007867,4.58626342197028,-24.0622971452422,0.21571453883435,1.41780640785413,-0.0191047404053593,0,0,-2.46692867776233E-07,-2.13786407940137E-07,3.59124186503764E-07
2013-01-25 00:00:00,2.63823487803717,3.57865527340377,0.000211672079323936,11.7109322199877,3.14510135029931,-23.5838703341085,1.13717789338507,1.39264100471144,-0.019104740955432,0,0,-2.46174241141262E-07,-3.8553705981871E-07,3.58660353618988E-07
2013-01-25 01:00:00,2.57891240023717,3.57865527543905,0.000211672042199756,11.7632257704103,2.63605331769998,-23.110461024181,1.40745801829484,1.16502853136599,-0.0191047415379953,0,0,-2.41335444975732E-07,-3.93484757498194E-07,3.58044689583083E-07
2013-01-25 02:00:00,2.48097304977714,3.57865527728308,0.000211677063166813,11.5646838861939,2.47058142096448,-23.2693875336761,2.71389470072363,0.479471480719618,-0.0191047420357194,0,0,-2.19279901246594E-07,-4.13090169021553E-07,3.57775050892878E-07
2013-01-25 03:00:00,2.1914349547694,3.5786552797254,0.000211682709275192,11.5192955641452,1.65201228313081,-24.6872718129144,5.22692061727627,0.537825415122254,-0.0191047433522601,0,0,-2.22790857268507E-07,-4.35492569181803E-07,3.57981358622059E-07
2013-01-25 04:00:00,1.45426571997667,3.57865528392634,0.00021167792714123,11.701653331941,0.0369870600751621,-26.4945752135452,8.22269272015453,1.51919344166782,-0.0191047442305991,0,0,-2.5005758729435E-07,-4.48599668512567E-07,3.57954400339013E-07
2013-01-25 05:00:00,1.32303606236883,3.57865528878751,0.000211662768613073,11.6935534381492,0.148451158434467,-30.0417400493072,10.9067919317198,2.41012453766131,-0.0191047434169654,0,0,-2.62798692745036E-07,-4.46824632996914E-07,3.56432442294096E-07
2013-01-25 06:00:00,0.0128058351541865,3.57865531724393,0.000211672392278155,12.641009525272,0.0109268450942748,-31.7548979202289,13.0116332623454,2.51873947153859,-0.0191047387101149,0,0,-2.61053589554194E-07,-4.39838763728135E-07,3.51328105977416E-07
2013-01-25 07:00:00,1.02558895509293E-05,3.57865432301753,0.000211336134939647,9.59872945264983,3.17805988247575E-06,-32.4535877806298,16.6206603547949,2.67440309717497,-0.0191047612353612,0,0,-2.77635610856919E-07,-4.64511589779561E-07,3.71774377534062E-07
2013-01-25 08:00:00,2.2978337630966E-06,3.57863646477549,0.000208870832190504,1.920978129174,9.39163777393765E-08,-31.0555731638222,21.6884824460734,3.209772763799,-0.019104851757869,0.676577705988249,-7.29142458427084E-07,-3.42440597648874E-07,-5.7405352253722E-07,4.56823302647105E-07
2013-01-25 09:00:00,1.0567121520431E-06,3.57863422092655,8.71894795638036E-07,-2.10188266882949,-1.52130709738767E-06,-34.252964231823,29.0407856308944,2.30187583678605,-0.0191051500690797,1.45263859427226,-1.20718895492899E-06,-5.16858305275036E-07,-8.74546717155808E-07,6.84511722126726E-07
2013-01-25 10:00:00,8.51633784767779E-07,3.57863263356915,6.62862943853733E-07,-12.9258595398432,-0.191458720153409,-33.7888637960914,40.0934898797596,1.59084074781879,-0.0191054353269433,1.66230740856194,-1.52814674560735E-06,-6.19591232194239E-07,-1.11350904818839E-06,8.62096755085154E-07
2013-01-25 11:00:00,8.52910574975196E-07,3.5786326625048,7.5841209891567E-07,-10.8432197748094,-1.59600196447876,-34.0253380525418,40.0904949628328,1.27027102725863,-0.0191054331346253,1.5442520074753,-3.91192199587238E-06,-5.98138853611374E-07,-1.11469765848207E-06,8.59100734145025E-07
2013-01-25 12:00:00,8.5458925554806E-07,3.5786327006001,7.04083462296119E-07,-12.2391225627852,-0.00153428624046843,-34.0345870115864,40.2795579792908,0.998223266489111,-0.0191054313911921,1.43792156593126,-4.6826866233825E-06,-5.82431646261483E-07,-1.11851733576271E-06,8.56801710036048E-07
2013-01-25 13:00:00,8.52209298549847E-07,3.57863267032007,6.55110100998157E-07,-11.9777500141065,-0.286274521666738,-34.7247603603686,40.7217068292928,1.545978211986,-0.0191054405206536,1.16155883320405,-4.5302394825921E-06,-6.16493806838037E-07,-1.13769431579395E-06,8.60711035639418E-07
2013-01-25 14:00:00,8.80812200756159E-07,3.57863317847614,6.904990992271E-07,-14.4533489595112,1.99225755599241,-35.1042302600108,40.6734538588625,2.59410329646894,-0.0191053808984768,0.738221738377406,-3.84653245380386E-06,-6.24421123575303E-07,-1.08631310166749E-06,8.23339359405455E-07
2013-01-25 15:00:00,7.67614128726963E-07,3.06209938159836,5.43620799943509E-07,-13.7216090827168,3.87376083749773E-07,-35.3951922315259,42.8357919073753,2.94245963382022,-0.0191057450878197,0.295543388829072,-1.38038280400308E-06,-7.67483528093749E-07,-1.34699841357117E-06,6.7872335970069E-07
2013-01-25 16:00:00,5.88372095171061E-07,1.3953242190027E-06,3.34326842546053E-07,-15.0247191586602,-8.22831595881064E-05,-35.3951927643874,46.3439775383248,5.13805668469912,-1.06204323291712,0,0,-1.67160317684534E-06,-2.83167468060718E-06,6.84002573996654E-07
2013-01-25 17:00:00,5.98958254977209E-07,1.30921072020229E-06,3.1751859797295E-07,-18.0702730120191,-1.38676929379282E-05,-35.3951927188503,48.6068095155536,10.7206348451779,-5.86196797391393,0,0,-1.69672318781977E-06,-2.79837200471666E-06,6.82815050834137E-07
2013-01-25 18:00:00,5.99732902426842E-07,1.29254511113955E-06,3.14575830394013E-07,-19.335206642855,2.59407220857598E-05,-35.3951927042946,49.1314565226423,15.1716109317707,-9.57269724870242,0,0,-1.7156725752443E-06,-2.78131274410176E-06,6.77902528574489E-07
2013-01-25 19:00:00,5.95118731100938E-07,1.35729927911059E-06,3.10063133633182E-07,-18.3435686233576,-1.15433142586563,-35.3951927427732,49.2032329216992,18.6922145671703,-13.0023575502266,0,0,-1.78678752598671E-06,-2.86401318428551E-06,6.50443616114196E-07
2013-01-25 20:00:00,5.95464683932312E-07,1.29321780939757E-06,3.10023061515961E-07,-17.0262250674105,-4.05592257010232,-35.3951757381158,49.1982463172928,20.2814295424927,-13.0023568426862,0,0,-1.77563436227501E-06,-2.84072707729718E-06,2.17733780217341E-06
2013-01-25 21:00:00,5.9568564542498E-07,1.28167509068949E-06,3.08969987680414E-07,-17.1739354191305,-3.05598219492113,-35.395184057766,49.2000966956751,19.4273575826031,-13.0023565769062,0,0,-1.76044916327101E-06,-2.83067198431209E-06,1.766153087301E-06
2013-01-25 22:00:00,6.01608809949628E-07,1.32321215401701E-06,3.13075652917953E-07,-22.5684074695303,7.92361674699822,-35.3951814430655,49.093318417632,13.0564820933596,-12.1098328630192,0,0,-1.62696081656577E-06,-2.70776969907027E-06,1.75745409647207E-06
2013-01-25 23:00:00,5.99411327232077E-07,1.23420818410112E-06,3.09957057441811E-07,-21.8682843140822,0.0119979550592304,-33.783097613449,49.1983501686203,19.4416577180324,-13.00062829217,0,0,-1.70493044691966E-06,-2.7432423458849E-06,1.89417795394462E-06
2013-01-26 00:00:00,5.92398265337198E-07,1.13121116582743E-06,3.03461455733411E-07,-22.0665364202009,-0.000206378703315547,-31.7054845396325,49.2195745064063,26.9534796351849,-22.4008305342079,0,0,-1.84217552362043E-06,-2.89248953218001E-06,1.99038384848062E-06
2013-01-26 01:00:00,5.92401295524973E-07,1.12555249674335E-06,3.02959215555486E-07,-21.9231519012708,-9.38762661233374E-05,-31.2687052970466,49.2198033072775,29.3237186697006,-25.3515746062581,0,0,-1.8545737571003E-06,-2.89172311775781E-06,1.98304251006823E-06
2013-01-26 02:00:00,5.92385422539388E-07,1.12242754769113E-06,3.02628944382111E-07,-21.5680021102187,-6.35952814659052E-05,-31.9740711304364,49.2190922528771,28.1993601669305,-23.8763192822687,0,0,-1.84806957190631E-06,-2.8917422595224E-06,1.97701309200049E-06
2013-01-26 03:00:00,5.92355751888137E-07,1.12109054061562E-06,3.02344354853014E-07,-21.0098933370166,-4.78331654476464E-05,-34.3826273794901,49.2183861782331,26.2664653291229,-20.0922866606422,0,0,-1.83717966808672E-06,-2.89236042052924E-06,1.97496294230883E-06
2013-01-26 04:00:00,5.92328763687657E-07,1.23081846349953E-06,3.02060884734021E-07,-21.4356311384166,-3.7449296978736E-05,-35.3951872715017,49.2190713166214,26.7583032674227,-19.1465222865762,0,0,-1.84021347456564E-06,-2.89269046811367E-06,1.72970413010878E-06
2013-01-26 05:00:00,5.92379475850225E-07,1.22991549805237E-06,3.01826773804881E-07,-27.5247963315327,-2.97640319107989E-05,-35.3951870603842,49.219579576417,28.0781446058795,-14.3777145878502,0,0,-1.84756011651643E-06,-2.89211252978237E-06,1.73916684942443E-06
2013-01-26 06:00:00,5.92300642845204E-07,1.22880307905663E-06,3.0143895748665E-07,-27.3703186480365,-2.2970563993007E-05,-35.3951866547264,49.2196490959065,29.3440373661273,-15.7981617494796,0,0,-1.85445363592862E-06,-2.89179127533631E-06,1.747348549731E-06
2013-01-26 07:00:00,5.92228374200763E-07,1.22812757407954E-06,3.01013532865688E-07,-26.9552018668232,-1.76649309142833E-05,-35.3951862981908,49.2197025304192,29.193515319432,-16.0628155867351,0,0,-1.85353484118878E-06,-2.89153116541329E-06,1.75360227979403E-06
2013-01-26 08:00:00,5.93156407457419E-07,1.23199738817425E-06,3.01507647930796E-07,-23.8975910786539,-1.14472903349319E-05,-35.3951861907699,49.2197657366857,29.267777453918,-19.632554892189,0.437799807289881,-2.9829409662047E-06,-1.85035024526314E-06,-2.88481843507949E-06,1.75668488267305E-06
2013-01-26 09:00:00,5.94159163558913E-07,1.2371516893636E-06,3.02795750171358E-07,-15.4515980281102,-5.24068587349058E-06,-35.3951862933679,49.2202506509438,31.3784313442471,-30.7245937488149,0.972700944218865,-3.22096467098775E-06,-1.85761791158257E-06,-2.87730097678782E-06,1.75390743278713E-06
2013-01-26 10:00:00,5.94360553404605E-07,1.23807247025264E-06,3.02826692425485E-07,-18.5923763741299,-1.51416249976317E-06,-35.3951863072614,49.2174277992581,25.4872809677246,-21.8783470448283,1.16120211303268,-3.26642156728671E-06,-1.824262382911E-06,-2.87628986456373E-06,1.75462668412513E-06
2013-01-26 11:00:00,5.94466595761194E-07,1.23819859086195E-06,3.02539277644681E-07,-23.144645216018,3.10141430333154E-06,-35.3951863802589,49.2190243878326,28.5636181103258,-20.5014814798277,1.25866713832455,-3.28365468527904E-06,-1.84062833341159E-06,-2.8747718070456E-06,1.75420456034718E-06
2013-01-26 12:00:00,5.93995154771796E-07,1.23890113099371E-06,3.02647321166654E-07,-25.4274005146921,7.23715180770129E-06,-35.3951862203241,49.1951474201819,31.2583789932585,-20.6135697456063,0.982622455286198,-3.22106213298613E-06,-1.85681521691095E-06,-2.87640166856103E-06,1.75850129426663E-06
2013-01-26 13:00:00,5.93156207042984E-07,1.23623978326724E-06,3.02111661492275E-07,-12.4668773806734,1.06704873145583E-05,-35.3951860232137,48.5118096303201,32.0195729199214,-33.318727426122,0.649397092769577,-3.0967264710566E-06,-1.86440177628811E-06,-2.85452505187315E-06,1.77082862082561E-06
2013-01-26 14:00:00,5.92996340278618E-07,1.23599500579045E-06,3.02167491268468E-07,-19.7246260029668,1.43620919830964E-05,-35.3951859637256,47.5362306926061,28.1196794173017,-21.0101511477365,0.474037965643829,-3.01195915385022E-06,-1.84489908974683E-06,-2.80846746802029E-06,1.77831495269933E-06
2013-01-26 15:00:00,5.92884292333449E-07,1.23615829969942E-06,3.02288052685269E-07,-13.7943060728317,1.93928060179337E-05,-35.3951859442282,47.9430824506026,26.9466494579556,-26.1435058204658,0.443245853930698,-2.99608503201583E-06,-1.83954239537343E-06,-2.8281662693338E-06,1.77914194079256E-06
2013-01-26 16:00:00,5.9214320803109E-07,1.23233125419313E-06,3.01539527958246E-07,-13.873005611533,2.41165515056459E-05,-35.3951926720192,48.6881959529574,26.1433166968834,-25.5633411864164,0,0,-1.83660991410761E-06,-2.86982235773256E-06,8.52609424700922E-07
2013-01-26 17:00:00,5.92199050025399E-07,1.23284510912937E-06,3.01782005746786E-07,-8.51419148705566,3.18298214026448E-05,-35.3951926719453,48.8449305173227,25.0893137946054,-30.0248946874126,0,0,-1.83066761439932E-06,-2.87763665210556E-06,8.53392482396387E-07
2013-01-26 18:00:00,5.92180279620923E-07,1.23330725635612E-06,3.01989005332811E-07,-8.46224108821006,4.29226464984275E-05,-35.3951926742552,48.6469752457336,24.9282551893967,-29.7178423115633,0,0,-1.82997187971523E-06,-2.86923490271242E-06,8.54734476820127E-07
2013-01-26 19:00:00,5.92181206641444E-07,1.2338274364344E-06,3.0218059455133E-07,-3.29454095686371,6.0939521754287E-05,-35.3951855751521,48.5064754112124,26.8341916668424,-36.6510051391566,0,0,-1.84069044439639E-06,-2.86191791849916E-06,1.79457002791156E-06
2013-01-26 20:00:00,5.92068954733965E-07,1.23430272198335E-06,3.02316803302674E-07,-3.33012945929547,9.14983255702683E-05,-35.3951865302215,49.0837191768651,29.1497255162554,-39.508223776168,0,0,-1.85277119817329E-06,-2.88730583538152E-06,1.7552341388678E-06
2013-01-26 21:00:00,5.92039096605333E-07,1.23489136029474E-06,3.02446174562735E-07,-5.59700392747796,0.000213097737367542,-35.3951869517045,49.2170931128768,30.7747995863588,-38.9999184653842,0,0,-1.86029695260004E-06,-2.89168559377867E-06,1.74145098604419E-06
2013-01-26 22:00:00,5.79869238128874E-07,1.0002810251406E-06,2.92422425827364E-07,-6.03853962328579,-1.41143383855278E-05,-32.9531877481587,49.220372900038,33.7335246591915,-43.962158705947,0,0,-2.0756343311632E-06,-3.19275406271288E-06,2.20210216354455E-06
