index,PL -> SE,PL -> SK,PL -> CZ,PL -> LT,PL -> DE
2019-01-01 03:00:00+0000,0.0,509.0,422.0,2.0,0.0
2019-01-01 04:00:00+0000,112.0,504.0,460.0,260.0,0.0
2019-01-01 05:00:00+0000,61.0,495.0,450.0,289.0,0.0
2019-01-01 06:00:00+0000,104.0,553.0,441.0,222.0,0.0
2019-01-01 07:00:00+0000,4.0,530.0,382.0,325.0,0.0
2019-01-01 08:00:00+0000,306.0,538.0,484.0,489.0,0.0
2019-01-01 09:00:00+0000,281.0,540.0,600.0,492.0,0.0
2019-01-01 10:00:00+0000,291.0,592.0,671.0,492.0,0.0
2019-01-01 11:00:00+0000,332.0,626.0,726.0,491.0,0.0
2019-01-01 12:00:00+0000,332.0,522.0,575.0,491.0,0.0
2019-01-01 13:00:00+0000,334.0,601.0,650.0,491.0,0.0
2019-01-01 14:00:00+0000,352.0,547.0,543.0,491.0,0.0
2019-01-01 15:00:00+0000,293.0,599.0,587.0,492.0,0.0
2019-01-01 16:00:00+0000,257.0,562.0,572.0,492.0,0.0
2019-01-01 17:00:00+0000,179.0,553.0,543.0,492.0,0.0
2019-01-01 18:00:00+0000,64.0,519.0,562.0,491.0,0.0
2019-01-01 19:00:00+0000,221.0,540.0,561.0,492.0,0.0
2019-01-01 20:00:00+0000,221.0,517.0,537.0,492.0,0.0
2019-01-01 21:00:00+0000,194.0,542.0,685.0,491.0,0.0
2019-01-01 22:00:00+0000,174.0,533.0,646.0,491.0,0.0
2019-01-01 23:00:00+0000,159.0,532.0,623.0,491.0,0.0
2019-01-02 00:00:00+0000,166.0,510.0,568.0,453.0,0.0
2019-01-02 01:00:00+0000,166.0,505.0,613.0,400.0,0.0
2019-01-02 02:00:00+0000,209.0,477.0,576.0,489.0,0.0
2019-01-02 03:00:00+0000,238.0,487.0,582.0,491.0,0.0
2019-01-02 04:00:00+0000,275.0,459.0,710.0,491.0,0.0
2019-01-02 05:00:00+0000,325.0,418.0,587.0,491.0,0.0
2019-01-02 06:00:00+0000,348.0,404.0,581.0,397.0,0.0
2019-01-02 07:00:00+0000,93.0,363.0,375.0,363.0,0.0
2019-01-02 08:00:00+0000,0.0,447.0,407.0,295.0,0.0
2019-01-02 09:00:00+0000,0.0,388.0,194.0,378.0,0.0
2019-01-02 10:00:00+0000,0.0,461.0,254.0,329.0,0.0
2019-01-02 11:00:00+0000,0.0,475.0,345.0,333.0,0.0
2019-01-02 12:00:00+0000,0.0,465.0,319.0,350.0,0.0
2019-01-02 13:00:00+0000,0.0,616.0,601.0,114.0,0.0
2019-01-02 14:00:00+0000,0.0,753.0,888.0,1.0,0.0
2019-01-02 15:00:00+0000,0.0,748.0,884.0,0.0,0.0
2019-01-02 16:00:00+0000,0.0,699.0,806.0,0.0,0.0
2019-01-02 17:00:00+0000,0.0,711.0,759.0,0.0,0.0
2019-01-02 18:00:00+0000,0.0,681.0,710.0,0.0,0.0
2019-01-02 19:00:00+0000,4.0,790.0,949.0,0.0,0.0
2019-01-02 20:00:00+0000,304.0,844.0,1042.0,348.0,0.0
2019-01-02 21:00:00+0000,287.0,883.0,1130.0,245.0,0.0
2019-01-02 22:00:00+0000,250.0,768.0,876.0,2.0,0.0
2019-01-02 23:00:00+0000,248.0,824.0,866.0,0.0,0.0
2019-01-03 00:00:00+0000,271.0,737.0,748.0,0.0,98.0
2019-01-03 01:00:00+0000,282.0,668.0,783.0,2.0,163.0
2019-01-03 02:00:00+0000,293.0,630.0,818.0,172.0,120.0
2019-01-03 03:00:00+0000,282.0,681.0,958.0,221.0,27.0
2019-01-03 04:00:00+0000,288.0,786.0,1008.0,485.0,0.0
2019-01-03 05:00:00+0000,293.0,881.0,1087.0,430.0,0.0
2019-01-03 06:00:00+0000,4.0,819.0,857.0,13.0,0.0
2019-01-03 07:00:00+0000,0.0,683.0,630.0,112.0,0.0
2019-01-03 08:00:00+0000,0.0,665.0,535.0,0.0,0.0
2019-01-03 09:00:00+0000,0.0,657.0,534.0,0.0,0.0
2019-01-03 10:00:00+0000,0.0,598.0,508.0,0.0,0.0
2019-01-03 11:00:00+0000,0.0,511.0,359.0,0.0,0.0
2019-01-03 12:00:00+0000,0.0,526.0,316.0,0.0,0.0
2019-01-03 13:00:00+0000,0.0,574.0,374.0,0.0,0.0
2019-01-03 14:00:00+0000,0.0,472.0,175.0,0.0,0.0
2019-01-03 15:00:00+0000,0.0,455.0,155.0,0.0,0.0
2019-01-03 16:00:00+0000,0.0,409.0,73.0,0.0,0.0
2019-01-03 17:00:00+0000,0.0,396.0,60.0,0.0,0.0
2019-01-03 18:00:00+0000,0.0,350.0,69.0,0.0,0.0
2019-01-03 19:00:00+0000,0.0,511.0,325.0,0.0,0.0
2019-01-03 20:00:00+0000,0.0,649.0,481.0,0.0,0.0
2019-01-03 21:00:00+0000,0.0,851.0,896.0,0.0,0.0
2019-01-03 22:00:00+0000,8.0,709.0,758.0,0.0,0.0
2019-01-03 23:00:00+0000,235.0,648.0,565.0,0.0,0.0
2019-01-04 00:00:00+0000,282.0,663.0,651.0,1.0,0.0
2019-01-04 01:00:00+0000,319.0,712.0,791.0,83.0,0.0
2019-01-04 02:00:00+0000,70.0,674.0,823.0,232.0,0.0
2019-01-04 03:00:00+0000,231.0,603.0,681.0,161.0,0.0
2019-01-04 04:00:00+0000,1.0,563.0,390.0,371.0,0.0
2019-01-04 05:00:00+0000,0.0,470.0,135.0,52.0,0.0
2019-01-04 06:00:00+0000,0.0,456.0,206.0,0.0,0.0
2019-01-04 07:00:00+0000,0.0,403.0,116.0,0.0,0.0
2019-01-04 08:00:00+0000,0.0,419.0,103.0,0.0,0.0
2019-01-04 09:00:00+0000,0.0,406.0,7.0,0.0,0.0
2019-01-04 10:00:00+0000,0.0,468.0,146.0,0.0,0.0
2019-01-04 11:00:00+0000,0.0,472.0,244.0,0.0,0.0
2019-01-04 12:00:00+0000,0.0,494.0,264.0,0.0,0.0
2019-01-04 13:00:00+0000,0.0,538.0,255.0,0.0,0.0
2019-01-04 14:00:00+0000,0.0,565.0,231.0,0.0,0.0
2019-01-04 15:00:00+0000,0.0,575.0,183.0,0.0,0.0
2019-01-04 16:00:00+0000,0.0,622.0,207.0,0.0,0.0
2019-01-04 17:00:00+0000,0.0,564.0,89.0,0.0,0.0
2019-01-04 18:00:00+0000,0.0,537.0,9.0,0.0,0.0
2019-01-04 19:00:00+0000,0.0,574.0,32.0,0.0,0.0
2019-01-04 20:00:00+0000,0.0,592.0,65.0,0.0,0.0
2019-01-04 21:00:00+0000,0.0,584.0,78.0,3.0,0.0
2019-01-04 22:00:00+0000,242.0,558.0,169.0,187.0,0.0
2019-01-04 23:00:00+0000,237.0,626.0,408.0,116.0,0.0
2019-01-05 00:00:00+0000,241.0,631.0,614.0,162.0,0.0
2019-01-05 01:00:00+0000,230.0,645.0,663.0,419.0,0.0
2019-01-05 02:00:00+0000,241.0,635.0,628.0,494.0,0.0
2019-01-05 03:00:00+0000,249.0,626.0,643.0,491.0,0.0
2019-01-05 04:00:00+0000,300.0,630.0,640.0,368.0,0.0
2019-01-05 05:00:00+0000,247.0,606.0,627.0,319.0,0.0
2019-01-05 06:00:00+0000,5.0,559.0,474.0,309.0,0.0
2019-01-05 07:00:00+0000,0.0,529.0,371.0,1.0,0.0
2019-01-05 08:00:00+0000,0.0,542.0,398.0,0.0,0.0
2019-01-05 09:00:00+0000,0.0,486.0,394.0,0.0,0.0
2019-01-05 10:00:00+0000,0.0,531.0,377.0,0.0,0.0
2019-01-05 11:00:00+0000,0.0,528.0,495.0,0.0,0.0
2019-01-05 12:00:00+0000,0.0,478.0,430.0,0.0,0.0
2019-01-05 13:00:00+0000,0.0,480.0,373.0,0.0,0.0
2019-01-05 14:00:00+0000,0.0,461.0,364.0,0.0,0.0
2019-01-05 15:00:00+0000,0.0,616.0,542.0,0.0,0.0
2019-01-05 16:00:00+0000,0.0,552.0,451.0,0.0,0.0
2019-01-05 17:00:00+0000,0.0,601.0,632.0,0.0,0.0
2019-01-05 18:00:00+0000,0.0,578.0,647.0,0.0,0.0
2019-01-05 19:00:00+0000,0.0,544.0,534.0,0.0,0.0
