00:00 - 01:00,356,,n/e,n/e,n/e,n/e,3029,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,9,7,,n/e,n/e,n/e,n/e,5002,,667,,n/e,n/e,0,,217,,273,,101,
01:00 - 02:00,354,,n/e,n/e,n/e,n/e,2462,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,278,8,,n/e,n/e,n/e,n/e,5003,,652,,n/e,n/e,0,,267,,337,,108,
02:00 - 03:00,354,,n/e,n/e,n/e,n/e,2334,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,226,,8,,n/e,n/e,n/e,n/e,5003,,645,,n/e,n/e,0,,260,,345,,107,
03:00 - 04:00,355,,n/e,n/e,n/e,n/e,2197,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,33,71,8,,n/e,n/e,n/e,n/e,5002,,660,,n/e,n/e,0,,265,,364,,90,
04:00 - 05:00,354,,n/e,n/e,n/e,n/e,2249,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,456,8,,n/e,n/e,n/e,n/e,5003,,656,,n/e,n/e,0,,264,,342,,87,
05:00 - 06:00,358,,n/e,n/e,n/e,n/e,1952,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,828,8,,n/e,n/e,n/e,n/e,5003,,651,,n/e,n/e,0,,266,,439,,84,
06:00 - 07:00,358,,n/e,n/e,n/e,n/e,1783,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,824,8,,n/e,n/e,n/e,n/e,5004,,628,,n/e,n/e,0,,268,,491,,84,
07:00 - 08:00,359,,n/e,n/e,n/e,n/e,1714,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,819,8,,n/e,n/e,n/e,n/e,4999,,629,,n/e,n/e,0,,268,,527,,66,
08:00 - 09:00,357,,n/e,n/e,n/e,n/e,1698,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,736,8,,n/e,n/e,n/e,n/e,4993,,637,,n/e,n/e,0,,266,,474,,72,
09:00 - 10:00,359,,n/e,n/e,n/e,n/e,1721,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,734,8,,n/e,n/e,n/e,n/e,4992,,661,,n/e,n/e,0,,266,,430,,81,
10:00 - 11:00,358,,n/e,n/e,n/e,n/e,1738,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,42,8,,n/e,n/e,n/e,n/e,4994,,671,,n/e,n/e,46,,268,,463,,85,
11:00 - 12:00,360,,n/e,n/e,n/e,n/e,1850,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,96,,8,,n/e,n/e,n/e,n/e,4993,,674,,n/e,n/e,175,,268,,442,,90,
12:00 - 13:00,359,,n/e,n/e,n/e,n/e,1922,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,139,,8,,n/e,n/e,n/e,n/e,4987,,672,,n/e,n/e,305,,267,,430,,78,
13:00 - 14:00,361,,n/e,n/e,n/e,n/e,1973,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,246,,8,,n/e,n/e,n/e,n/e,4987,,676,,n/e,n/e,311,,269,,416,,92,
14:00 - 15:00,360,,n/e,n/e,n/e,n/e,1997,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,169,,8,,n/e,n/e,n/e,n/e,4987,,675,,n/e,n/e,218,,267,,472,,108,
