00:00 - 00:30,n/e,n/e,n/e,n/e,n/e,n/e,920,,786,,5,,n/e,n/e,224,,n/e,n/e,20,,186,,n/e,n/e,n/e,n/e,n/e,n/e,110,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,758,
00:30 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,894,,770,,5,,n/e,n/e,221,,n/e,n/e,17,,186,,n/e,n/e,n/e,n/e,n/e,n/e,109,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,684,
01:00 - 01:30,n/e,n/e,n/e,n/e,n/e,n/e,881,,742,,5,,n/e,n/e,221,,n/e,n/e,20,,185,,n/e,n/e,n/e,n/e,n/e,n/e,51,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,674,
01:30 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,892,,725,,5,,n/e,n/e,221,,n/e,n/e,152,,186,,n/e,n/e,n/e,n/e,n/e,n/e,21,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,693,
02:00 - 02:30,n/e,n/e,n/e,n/e,n/e,n/e,932,,707,,5,,n/e,n/e,226,,n/e,n/e,151,,189,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,685,
02:30 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,908,,681,,5,,n/e,n/e,223,,n/e,n/e,232,,187,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,729,
03:00 - 03:30,n/e,n/e,n/e,n/e,n/e,n/e,746,,662,,5,,n/e,n/e,223,,n/e,n/e,303,,185,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,768,
03:30 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,717,,442,,5,,n/e,n/e,224,,n/e,n/e,297,,188,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,818,
04:00 - 04:30,n/e,n/e,n/e,n/e,n/e,n/e,650,,336,,5,,n/e,n/e,221,,n/e,n/e,298,,175,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,800,
04:30 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,570,,317,,5,,n/e,n/e,222,,n/e,n/e,296,,172,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,783,
