avail_qty,nominal_power,production_resource_name,start,end
0.0,118.0,EDAL_______,2022-08-01 04:00:00+00:00,2022-08-01 11:00:00+00:00
0.0,590.0,EDAL_______,2022-08-09 04:00:00+00:00,2022-08-09 10:00:00+00:00
0.0,118.0,EDAL_______,2022-08-09 10:00:00+00:00,2022-08-09 11:00:00+00:00
0.0,118.0,EDAL_______,2022-08-15 04:00:00+00:00,2022-08-15 11:00:00+00:00
0.0,118.0,EDAL_______,2022-08-15 11:00:00+00:00,2022-08-15 16:00:00+00:00
0.0,472.0,EDAL_______,2022-08-29 04:00:00+00:00,2022-08-29 06:00:00+00:00
0.0,118.0,EDAL_______,2022-08-29 06:00:00+00:00,2022-08-29 11:00:00+00:00
0.0,118.0,EDAL_______,2022-08-31 17:00:00+00:00,2022-08-31 18:15:00+00:00
0.0,118.0,EDAL_______,2022-08-31 21:00:00+00:00,2022-09-01 00:00:00+00:00
0.0,472.0,EDAL_______,2022-09-01 04:00:00+00:00,2022-09-01 08:00:00+00:00
0.0,118.0,EDAL_______,2022-09-01 01:00:00+00:00,2022-09-01 04:00:00+00:00
0.0,118.0,EDAL_______,2022-09-01 08:00:00+00:00,2022-09-01 10:00:00+00:00
0.0,118.0,EDAL_______,2022-09-01 16:00:00+00:00,2022-09-02 12:00:00+00:00
0.0,708.0,EDAL_______,2022-09-12 04:00:00+00:00,2022-09-25 22:00:00+00:00
0.0,118.0,EDAL_______,2022-09-04 22:00:00+00:00,2022-09-12 04:00:00+00:00
0.0,1888.0,EDAL_______,2022-09-27 04:00:00+00:00,2022-10-14 11:00:00+00:00
0.0,118.0,EDAL_______,2022-09-26 04:00:00+00:00,2022-09-27 04:00:00+00:00
0.0,118.0,EDAL_______,2022-10-17 04:00:00+00:00,2022-10-17 11:00:00+00:00
0.0,118.0,EDAL_______,2022-10-18 04:00:00+00:00,2022-10-18 11:00:00+00:00
0.0,118.0,EDAL_______,2022-10-26 06:00:00+00:00,2022-10-26 09:00:00+00:00
0.0,118.0,EDAL_______,2022-11-02 05:00:00+00:00,2022-11-02 12:00:00+00:00
0.0,118.0,EDAL_______,2022-11-08 05:00:00+00:00,2022-11-08 07:00:00+00:00
0.0,118.0,EDAL_______,2022-11-14 05:00:00+00:00,2022-11-14 12:00:00+00:00
0.0,118.0,EDAL_______,2022-11-14 12:00:00+00:00,2022-11-14 19:00:00+00:00
0.0,118.0,EDAL_______,2022-11-15 05:00:00+00:00,2022-11-15 12:00:00+00:00
0.0,472.0,EDAL_______,2022-11-21 10:00:00+00:00,2022-11-21 11:00:00+00:00
0.0,236.0,EDAL_______,2022-11-21 07:00:00+00:00,2022-11-21 10:00:00+00:00
0.0,236.0,EDAL_______,2022-11-21 11:00:00+00:00,2022-11-21 13:00:00+00:00
0.0,118.0,EDAL_______,2022-11-28 05:00:00+00:00,2022-11-28 17:00:00+00:00
0.0,118.0,EDAL_______,2022-12-12 05:00:00+00:00,2022-12-12 12:00:00+00:00
0.0,118.0,EDAL_______,2022-12-13 05:00:00+00:00,2022-12-13 12:00:00+00:00
0.0,118.0,EDAL_______,2022-12-14 05:00:00+00:00,2022-12-14 14:00:00+00:00
0.0,118.0,EDAL_______,2022-12-15 05:00:00+00:00,2022-12-15 12:00:00+00:00
0.0,118.0,EDAL_______,2022-12-19 05:00:00+00:00,2022-12-20 21:00:00+00:00
0.0,188.0,EDET_______,2022-01-01 00:00:00+00:00,2022-01-10 15:00:00+00:00
0.0,188.0,EDET_______,2022-01-14 23:00:00+00:00,2022-01-16 19:00:00+00:00
0.0,187.0,EDET_______,2022-01-21 23:00:00+00:00,2022-01-23 17:00:00+00:00
0.0,188.0,EDET_______,2022-02-08 10:00:00+00:00,2022-02-09 23:00:00+00:00
0.0,188.0,EDET_______,2022-02-11 23:00:00+00:00,2022-02-17 17:00:00+00:00
0.0,186.0,EDET_______,2022-03-08 02:00:00+00:00,2022-03-08 03:00:00+00:00
0.0,187.0,EDET_______,2022-03-23 15:00:00+00:00,2022-03-24 13:00:00+00:00
0.0,188.0,EDET_______,2022-03-29 22:00:00+00:00,2022-03-31 22:00:00+00:00
0.0,375.0,EDET_______,2022-04-08 22:00:00+00:00,2022-04-09 15:00:00+00:00
0.0,188.0,EDET_______,2022-04-01 22:00:00+00:00,2022-04-08 22:00:00+00:00
0.0,188.0,EDET_______,2022-05-15 22:00:00+00:00,2022-06-03 22:00:00+00:00
0.0,187.0,EDET_______,2022-06-16 21:45:00+00:00,2022-06-17 01:00:00+00:00
0.0,186.0,EDET_______,2022-06-30 22:00:00+00:00,2022-07-01 22:00:00+00:00
0.0,375.0,EDET_______,2022-07-24 15:00:00+00:00,2022-07-24 19:00:00+00:00
0.0,188.0,EDET_______,2022-07-01 22:00:00+00:00,2022-07-24 15:00:00+00:00
0.0,188.0,EDET_______,2022-07-24 19:00:00+00:00,2022-07-29 22:00:00+00:00
0.0,561.0,EDET_______,2022-07-29 22:00:00+00:00,2022-08-03 06:00:00+00:00
0.0,561.0,EDET_______,2022-08-03 06:00:00+00:00,2022-08-03 14:00:00+00:00
0.0,187.0,EDET_______,2022-08-03 15:00:00+00:00,2022-08-03 16:00:00+00:00
0.0,187.0,EDET_______,2022-08-17 06:15:00+00:00,2022-08-17 07:00:00+00:00
72.0,751.0,EDET_______,2022-08-22 01:00:00+00:00,2022-08-22 09:00:00+00:00
0.0,187.0,EDET_______,2022-08-20 09:00:00+00:00,2022-08-22 01:00:00+00:00
0.0,187.0,EDET_______,2022-08-22 09:00:00+00:00,2022-08-23 22:00:00+00:00
0.0,188.0,EDET_______,2022-08-25 04:00:00+00:00,2022-08-25 05:00:00+00:00
0.0,187.0,EDET_______,2022-08-29 07:00:00+00:00,2022-08-29 08:00:00+00:00
0.0,186.0,EDET_______,2022-09-19 15:45:00+00:00,2022-09-19 17:00:00+00:00
0.0,187.0,EDET_______,2022-09-19 22:00:00+00:00,2022-09-20 17:00:00+00:00
0.0,186.0,EDET_______,2022-09-23 22:00:00+00:00,2022-09-25 22:00:00+00:00
0.0,186.0,EDET_______,2022-09-25 22:00:00+00:00,2022-09-26 22:00:00+00:00
0.0,186.0,EDET_______,2022-09-27 03:00:00+00:00,2022-09-27 04:00:00+00:00
0.0,561.0,EDET_______,2022-09-30 22:00:00+00:00,2022-10-02 22:00:00+00:00
0.0,186.0,EDET_______,2022-09-30 20:00:00+00:00,2022-09-30 22:00:00+00:00
0.0,560.0,EDET_______,2022-10-07 22:00:00+00:00,2022-10-09 22:00:00+00:00
0.0,561.0,EDET_______,2022-10-14 22:00:00+00:00,2022-10-16 22:00:00+00:00
0.0,186.0,EDET_______,2022-10-13 22:00:00+00:00,2022-10-14 22:00:00+00:00
0.0,373.0,EDET_______,2022-10-21 22:00:00+00:00,2022-10-23 22:00:00+00:00
0.0,187.0,EDET_______,2022-10-20 22:00:00+00:00,2022-10-21 22:00:00+00:00
0.0,561.0,EDET_______,2022-10-23 22:00:00+00:00,2022-10-26 12:00:00+00:00
0.0,374.0,EDET_______,2022-10-28 22:00:00+00:00,2022-10-30 23:00:00+00:00
0.0,188.0,EDET_______,2022-10-27 22:00:00+00:00,2022-10-28 22:00:00+00:00
0.0,188.0,EDET_______,2022-10-30 23:00:00+00:00,2022-10-31 23:00:00+00:00
0.0,374.0,EDET_______,2022-11-04 23:00:00+00:00,2022-11-06 23:00:00+00:00
0.0,186.0,EDET_______,2022-11-03 23:00:00+00:00,2022-11-04 23:00:00+00:00
0.0,186.0,EDET_______,2022-11-06 23:00:00+00:00,2022-11-07 23:00:00+00:00
0.0,561.0,EDET_______,2022-11-11 23:00:00+00:00,2022-11-14 11:00:00+00:00
0.0,186.0,EDET_______,2022-11-10 23:00:00+00:00,2022-11-11 23:00:00+00:00
0.0,186.0,EDET_______,2022-11-14 11:00:00+00:00,2022-11-14 23:00:00+00:00
23.2,560.0,EDET_______,2022-11-19 23:00:00+00:00,2022-11-21 07:00:00+00:00
0.0,186.0,EDET_______,2022-11-18 23:00:00+00:00,2022-11-19 23:00:00+00:00
0.0,188.0,EDET_______,2022-11-21 23:00:00+00:00,2022-11-22 08:00:00+00:00
0.0,188.0,EDET_______,2022-11-22 08:30:00+00:00,2022-11-22 10:30:00+00:00
0.0,188.0,EDET_______,2022-11-23 23:00:00+00:00,2022-11-24 01:00:00+00:00
0.0,561.0,EDET_______,2022-11-25 23:00:00+00:00,2022-11-28 03:00:00+00:00
0.0,188.0,EDET_______,2022-11-24 23:00:00+00:00,2022-11-25 23:00:00+00:00
0.0,373.0,EDET_______,2022-12-02 23:00:00+00:00,2022-12-04 23:00:00+00:00
0.0,187.0,EDET_______,2022-12-01 07:45:00+00:00,2022-12-02 23:00:00+00:00
0.0,187.0,EDET_______,2022-12-04 23:00:00+00:00,2022-12-05 21:00:00+00:00
0.0,187.0,EDET_______,2022-12-05 21:00:00+00:00,2022-12-05 23:00:00+00:00
0.0,373.0,EDET_______,2022-12-09 23:00:00+00:00,2022-12-11 23:00:00+00:00
0.0,561.0,EDET_______,2022-12-16 23:00:00+00:00,2022-12-25 23:00:00+00:00
0.0,186.0,EDET_______,2022-12-15 10:00:00+00:00,2022-12-16 23:00:00+00:00
0.0,186.0,EDET_______,2022-12-25 23:00:00+00:00,2022-12-27 17:00:00+00:00
0.0,188.0,EDET_______,2022-12-29 23:00:00+00:00,2023-01-01 00:00:00+00:00
0.0,319.0,EDST_______,2022-01-11 10:00:00+00:00,2022-01-11 12:00:00+00:00
0.0,319.0,EDST_______,2022-01-13 10:00:00+00:00,2022-01-13 12:00:00+00:00
0.0,638.0,EDST_______,2022-02-01 12:00:00+00:00,2022-02-01 14:00:00+00:00
0.0,319.0,EDST_______,2022-02-08 10:00:00+00:00,2022-02-08 12:00:00+00:00
0.0,319.0,EDST_______,2022-03-02 01:00:00+00:00,2022-03-02 07:00:00+00:00
0.0,319.0,EDST_______,2022-03-08 06:00:00+00:00,2022-03-08 08:00:00+00:00
0.0,319.0,EDST_______,2022-03-08 08:00:00+00:00,2022-03-08 17:00:00+00:00
0.0,319.0,EDST_______,2022-03-09 10:00:00+00:00,2022-03-09 12:00:00+00:00
0.0,319.0,EDST_______,2022-03-09 15:00:00+00:00,2022-03-09 16:00:00+00:00
0.0,319.0,EDST_______,2022-03-09 17:00:00+00:00,2022-03-14 18:00:00+00:00
0.0,319.0,EDST_______,2022-03-20 10:15:00+00:00,2022-03-20 11:45:00+00:00
0.0,319.0,EDST_______,2022-03-22 04:00:00+00:00,2022-03-22 04:30:00+00:00
0.0,319.0,EDST_______,2022-03-22 04:30:00+00:00,2022-03-22 05:00:00+00:00
0.0,319.0,EDST_______,2022-04-12 08:00:00+00:00,2022-04-12 10:00:00+00:00
0.0,319.0,EDST_______,2022-04-14 08:00:00+00:00,2022-04-14 11:00:00+00:00
0.0,1276.0,EDST_______,2022-05-09 10:00:00+00:00,2022-06-20 15:00:00+00:00
0.0,319.0,EDST_______,2022-05-09 04:00:00+00:00,2022-05-09 10:00:00+00:00
0.0,319.0,EDST_______,2022-07-13 09:00:00+00:00,2022-07-13 11:00:00+00:00
0.0,319.0,EDST_______,2022-07-14 09:00:00+00:00,2022-07-14 11:00:00+00:00
0.0,319.0,EDST_______,2022-07-26 04:00:00+00:00,2022-07-26 05:00:00+00:00
0.0,319.0,EDST_______,2022-07-28 04:00:00+00:00,2022-07-28 06:00:00+00:00
0.0,319.0,EDST_______,2022-07-28 06:00:00+00:00,2022-07-28 12:00:00+00:00
0.0,319.0,EDST_______,2022-08-01 06:00:00+00:00,2022-08-01 16:00:00+00:00
0.0,638.0,EDST_______,2022-08-03 09:00:00+00:00,2022-08-03 12:00:00+00:00
0.0,319.0,EDST_______,2022-08-16 09:00:00+00:00,2022-08-16 12:00:00+00:00
0.0,319.0,EDST_______,2022-08-17 09:00:00+00:00,2022-08-17 12:00:00+00:00
0.0,319.0,EDST_______,2022-08-23 07:00:00+00:00,2022-08-23 09:00:00+00:00
0.0,319.0,EDST_______,2022-08-24 07:00:00+00:00,2022-08-24 08:00:00+00:00
0.0,319.0,EDST_______,2022-08-24 08:00:00+00:00,2022-08-24 13:00:00+00:00
0.0,638.0,EDST_______,2022-09-06 06:00:00+00:00,2022-09-06 08:00:00+00:00
0.0,319.0,EDST_______,2022-09-14 09:00:00+00:00,2022-09-14 11:00:00+00:00
0.0,319.0,EDST_______,2022-09-15 09:00:00+00:00,2022-09-15 11:00:00+00:00
0.0,319.0,EDST_______,2022-10-19 04:00:00+00:00,2022-10-19 06:00:00+00:00
0.0,319.0,EDST_______,2022-10-19 06:00:00+00:00,2022-10-20 13:00:00+00:00
0.0,319.0,EDST_______,2022-10-24 09:00:00+00:00,2022-10-24 11:00:00+00:00
0.0,319.0,EDST_______,2022-11-14 09:30:00+00:00,2022-11-14 10:15:00+00:00
0.0,319.0,EDST_______,2022-11-14 11:00:00+00:00,2022-11-14 12:00:00+00:00
0.0,319.0,EDST_______,2022-11-14 12:00:00+00:00,2022-11-15 11:00:00+00:00
0.0,638.0,EDST_______,2022-11-23 10:00:00+00:00,2022-11-23 13:00:00+00:00
0.0,319.0,EDST_______,2022-12-01 05:00:00+00:00,2022-12-01 08:00:00+00:00
0.0,319.0,EDST_______,2022-12-08 06:00:00+00:00,2022-12-08 17:00:00+00:00
0.0,319.0,EDST_______,2022-12-14 10:00:00+00:00,2022-12-14 12:00:00+00:00
0.0,319.0,EDST_______,2022-12-15 09:00:00+00:00,2022-12-15 10:00:00+00:00
0.0,319.0,EDST_______,2022-12-15 10:00:00+00:00,2022-12-15 11:00:00+00:00
0.0,940.0,EDUK_______,2022-01-01 00:00:00+00:00,2022-01-17 16:00:00+00:00
-6.5,470.0,EDUK_______,2022-02-08 04:00:00+00:00,2022-02-08 05:00:00+00:00
18.5,470.0,EDUK_______,2022-02-08 05:00:00+00:00,2022-02-08 06:00:00+00:00
38.5,470.0,EDUK_______,2022-02-08 06:00:00+00:00,2022-02-08 08:00:00+00:00
58.5,470.0,EDUK_______,2022-02-08 08:00:00+00:00,2022-02-08 10:00:00+00:00
68.5,470.0,EDUK_______,2022-02-08 10:00:00+00:00,2022-02-08 11:00:00+00:00
78.5,470.0,EDUK_______,2022-02-08 11:00:00+00:00,2022-02-08 12:00:00+00:00
227.0,940.0,EDUK_______,2022-02-08 16:00:00+00:00,2022-02-08 17:00:00+00:00
108.5,470.0,EDUK_______,2022-02-08 12:00:00+00:00,2022-02-08 16:00:00+00:00
148.5,470.0,EDUK_______,2022-02-08 17:00:00+00:00,2022-02-08 18:00:00+00:00
188.5,470.0,EDUK_______,2022-02-08 18:00:00+00:00,2022-02-08 19:00:00+00:00
228.5,470.0,EDUK_______,2022-02-08 19:00:00+00:00,2022-02-08 20:00:00+00:00
188.5,470.0,EDUK_______,2022-02-08 20:00:00+00:00,2022-02-08 22:00:00+00:00
198.5,470.0,EDUK_______,2022-02-08 22:00:00+00:00,2022-02-08 23:00:00+00:00
218.5,470.0,EDUK_______,2022-02-08 23:00:00+00:00,2022-02-09 00:00:00+00:00
248.5,470.0,EDUK_______,2022-02-09 00:00:00+00:00,2022-02-09 01:00:00+00:00
268.5,470.0,EDUK_______,2022-02-09 01:00:00+00:00,2022-02-09 02:00:00+00:00
288.5,470.0,EDUK_______,2022-02-09 02:00:00+00:00,2022-02-09 03:00:00+00:00
308.5,470.0,EDUK_______,2022-02-09 03:00:00+00:00,2022-02-09 04:00:00+00:00
288.5,470.0,EDUK_______,2022-02-09 04:00:00+00:00,2022-02-09 06:00:00+00:00
293.5,470.0,EDUK_______,2022-02-09 06:00:00+00:00,2022-02-09 07:00:00+00:00
288.5,470.0,EDUK_______,2022-02-09 07:00:00+00:00,2022-02-09 09:00:00+00:00
308.5,470.0,EDUK_______,2022-02-09 09:00:00+00:00,2022-02-09 10:00:00+00:00
328.5,470.0,EDUK_______,2022-02-09 10:00:00+00:00,2022-02-09 11:00:00+00:00
333.5,470.0,EDUK_______,2022-02-09 11:00:00+00:00,2022-02-09 12:00:00+00:00
338.5,470.0,EDUK_______,2022-02-09 12:00:00+00:00,2022-02-09 13:00:00+00:00
348.5,470.0,EDUK_______,2022-02-09 13:00:00+00:00,2022-02-09 14:00:00+00:00
353.5,470.0,EDUK_______,2022-02-09 14:00:00+00:00,2022-02-09 15:00:00+00:00
358.5,470.0,EDUK_______,2022-02-09 15:00:00+00:00,2022-02-09 16:00:00+00:00
363.5,470.0,EDUK_______,2022-02-09 16:00:00+00:00,2022-02-09 17:00:00+00:00
368.5,470.0,EDUK_______,2022-02-09 17:00:00+00:00,2022-02-09 18:00:00+00:00
258.5,470.0,EDUK_______,2022-02-18 06:00:00+00:00,2022-02-18 07:00:00+00:00
148.5,470.0,EDUK_______,2022-02-18 07:00:00+00:00,2022-02-18 08:00:00+00:00
108.5,470.0,EDUK_______,2022-02-18 08:00:00+00:00,2022-02-18 09:00:00+00:00
58.5,470.0,EDUK_______,2022-02-18 09:00:00+00:00,2022-02-18 10:00:00+00:00
3.5,470.0,EDUK_______,2022-02-18 10:00:00+00:00,2022-02-18 11:00:00+00:00
0.0,470.0,EDUK_______,2022-02-18 11:00:00+00:00,2022-04-04 11:00:00+00:00
-11.5,470.0,EDUK_______,2022-04-04 11:00:00+00:00,2022-04-04 14:00:00+00:00
-11.5,470.0,EDUK_______,2022-04-04 15:00:00+00:00,2022-04-04 18:00:00+00:00
8.5,470.0,EDUK_______,2022-04-04 18:00:00+00:00,2022-04-04 19:00:00+00:00
28.5,470.0,EDUK_______,2022-04-04 19:00:00+00:00,2022-04-04 20:00:00+00:00
43.5,470.0,EDUK_______,2022-04-04 20:00:00+00:00,2022-04-04 21:00:00+00:00
78.5,470.0,EDUK_______,2022-04-04 21:00:00+00:00,2022-04-04 22:00:00+00:00
88.5,470.0,EDUK_______,2022-04-04 22:00:00+00:00,2022-04-04 23:00:00+00:00
78.5,470.0,EDUK_______,2022-04-04 23:00:00+00:00,2022-04-05 01:00:00+00:00
98.5,470.0,EDUK_______,2022-04-05 01:00:00+00:00,2022-04-05 02:00:00+00:00
113.5,470.0,EDUK_______,2022-04-05 02:00:00+00:00,2022-04-05 03:00:00+00:00
123.5,470.0,EDUK_______,2022-04-05 03:00:00+00:00,2022-04-05 08:00:00+00:00
158.5,470.0,EDUK_______,2022-04-05 08:00:00+00:00,2022-04-05 09:00:00+00:00
188.5,470.0,EDUK_______,2022-04-05 09:00:00+00:00,2022-04-05 12:00:00+00:00
238.5,470.0,EDUK_______,2022-04-05 14:00:00+00:00,2022-04-05 15:00:00+00:00
268.5,470.0,EDUK_______,2022-04-05 15:00:00+00:00,2022-04-05 16:00:00+00:00
288.5,470.0,EDUK_______,2022-04-05 16:00:00+00:00,2022-04-05 19:00:00+00:00
276.5,470.0,EDUK_______,2022-04-05 19:00:00+00:00,2022-04-05 20:00:00+00:00
288.5,470.0,EDUK_______,2022-04-05 20:00:00+00:00,2022-04-05 21:00:00+00:00
303.5,470.0,EDUK_______,2022-04-05 21:00:00+00:00,2022-04-05 22:00:00+00:00
298.5,470.0,EDUK_______,2022-04-05 22:00:00+00:00,2022-04-06 00:00:00+00:00
338.5,470.0,EDUK_______,2022-04-06 00:00:00+00:00,2022-04-06 01:00:00+00:00
298.5,470.0,EDUK_______,2022-04-06 01:00:00+00:00,2022-04-06 02:00:00+00:00
303.5,470.0,EDUK_______,2022-04-06 02:00:00+00:00,2022-04-06 03:00:00+00:00
338.5,470.0,EDUK_______,2022-04-06 03:00:00+00:00,2022-04-06 04:00:00+00:00
343.5,470.0,EDUK_______,2022-04-06 04:00:00+00:00,2022-04-06 05:00:00+00:00
348.5,470.0,EDUK_______,2022-04-06 05:00:00+00:00,2022-04-06 06:00:00+00:00
353.5,470.0,EDUK_______,2022-04-06 06:00:00+00:00,2022-04-06 07:00:00+00:00
358.5,470.0,EDUK_______,2022-04-06 07:00:00+00:00,2022-04-06 08:00:00+00:00
363.5,470.0,EDUK_______,2022-04-06 08:00:00+00:00,2022-04-06 09:00:00+00:00
368.5,470.0,EDUK_______,2022-04-06 09:00:00+00:00,2022-04-06 10:00:00+00:00
0.0,470.0,EDUK_______,2022-04-14 10:30:00+00:00,2022-04-14 17:00:00+00:00
68.5,470.0,EDUK_______,2022-04-14 17:00:00+00:00,2022-04-14 18:00:00+00:00
138.5,470.0,EDUK_______,2022-04-14 18:00:00+00:00,2022-04-14 19:00:00+00:00
198.5,470.0,EDUK_______,2022-04-14 19:00:00+00:00,2022-04-14 20:00:00+00:00
258.5,470.0,EDUK_______,2022-04-14 20:00:00+00:00,2022-04-14 21:00:00+00:00
318.5,470.0,EDUK_______,2022-04-14 21:00:00+00:00,2022-04-14 22:00:00+00:00
308.5,470.0,EDUK_______,2022-06-03 05:00:00+00:00,2022-06-03 06:00:00+00:00
208.5,470.0,EDUK_______,2022-06-03 06:00:00+00:00,2022-06-03 07:00:00+00:00
128.5,470.0,EDUK_______,2022-06-03 07:00:00+00:00,2022-06-03 08:00:00+00:00
68.5,470.0,EDUK_______,2022-06-03 08:00:00+00:00,2022-06-03 09:00:00+00:00
3.5,470.0,EDUK_______,2022-06-03 09:00:00+00:00,2022-06-03 10:00:00+00:00
0.0,470.0,EDUK_______,2022-06-03 10:00:00+00:00,2022-07-25 17:00:00+00:00
-16.5,470.0,EDUK_______,2022-07-25 17:00:00+00:00,2022-07-25 18:00:00+00:00
0.0,470.0,EDUK_______,2022-07-25 18:00:00+00:00,2022-07-26 13:00:00+00:00
-16.5,470.0,EDUK_______,2022-07-26 13:00:00+00:00,2022-07-26 14:00:00+00:00
0.0,470.0,EDUK_______,2022-07-26 14:00:00+00:00,2022-07-27 23:00:00+00:00
-16.5,470.0,EDUK_______,2022-07-27 23:00:00+00:00,2022-07-28 00:00:00+00:00
8.5,470.0,EDUK_______,2022-07-28 00:00:00+00:00,2022-07-28 01:00:00+00:00
48.5,470.0,EDUK_______,2022-07-28 01:00:00+00:00,2022-07-28 02:00:00+00:00
78.5,470.0,EDUK_______,2022-07-28 02:00:00+00:00,2022-07-28 03:00:00+00:00
73.5,470.0,EDUK_______,2022-07-28 03:00:00+00:00,2022-07-28 04:00:00+00:00
78.5,470.0,EDUK_______,2022-07-28 04:00:00+00:00,2022-07-28 05:00:00+00:00
63.5,470.0,EDUK_______,2022-07-28 05:00:00+00:00,2022-07-28 06:00:00+00:00
98.5,470.0,EDUK_______,2022-07-28 06:00:00+00:00,2022-07-28 10:00:00+00:00
133.5,470.0,EDUK_______,2022-07-28 10:00:00+00:00,2022-07-28 11:00:00+00:00
184.5,470.0,EDUK_______,2022-07-28 11:00:00+00:00,2022-07-28 12:00:00+00:00
228.5,470.0,EDUK_______,2022-07-28 12:00:00+00:00,2022-07-28 14:00:00+00:00
278.5,470.0,EDUK_______,2022-07-28 14:00:00+00:00,2022-07-28 15:00:00+00:00
238.5,470.0,EDUK_______,2022-07-28 15:00:00+00:00,2022-07-28 16:00:00+00:00
248.5,470.0,EDUK_______,2022-07-28 16:00:00+00:00,2022-07-28 17:00:00+00:00
258.5,470.0,EDUK_______,2022-07-28 17:00:00+00:00,2022-07-28 18:00:00+00:00
268.5,470.0,EDUK_______,2022-07-28 18:00:00+00:00,2022-07-28 20:00:00+00:00
278.5,470.0,EDUK_______,2022-07-28 20:00:00+00:00,2022-07-28 22:00:00+00:00
308.5,470.0,EDUK_______,2022-07-28 22:00:00+00:00,2022-07-28 23:00:00+00:00
288.5,470.0,EDUK_______,2022-07-28 23:00:00+00:00,2022-07-29 00:00:00+00:00
318.5,470.0,EDUK_______,2022-07-29 00:00:00+00:00,2022-07-29 01:00:00+00:00
343.5,470.0,EDUK_______,2022-07-29 01:00:00+00:00,2022-07-29 02:00:00+00:00
348.5,470.0,EDUK_______,2022-07-29 02:00:00+00:00,2022-07-29 03:00:00+00:00
333.5,470.0,EDUK_______,2022-07-29 03:00:00+00:00,2022-07-29 04:00:00+00:00
338.5,470.0,EDUK_______,2022-07-29 04:00:00+00:00,2022-07-29 05:00:00+00:00
343.5,470.0,EDUK_______,2022-07-29 05:00:00+00:00,2022-07-29 06:00:00+00:00
353.5,470.0,EDUK_______,2022-07-29 06:00:00+00:00,2022-07-29 07:00:00+00:00
358.5,470.0,EDUK_______,2022-07-29 07:00:00+00:00,2022-07-29 08:00:00+00:00
353.5,470.0,EDUK_______,2022-07-29 08:00:00+00:00,2022-07-29 09:00:00+00:00
358.5,470.0,EDUK_______,2022-07-29 09:00:00+00:00,2022-07-29 11:00:00+00:00
363.5,470.0,EDUK_______,2022-07-29 11:00:00+00:00,2022-07-29 12:00:00+00:00
368.5,470.0,EDUK_______,2022-07-29 12:00:00+00:00,2022-07-29 13:00:00+00:00
-8.5,470.0,EDUK_______,2022-09-18 21:00:00+00:00,2022-09-18 22:00:00+00:00
308.5,470.0,EDUK_______,2022-09-30 05:00:00+00:00,2022-09-30 06:00:00+00:00
193.5,470.0,EDUK_______,2022-09-30 06:00:00+00:00,2022-09-30 07:00:00+00:00
123.5,470.0,EDUK_______,2022-09-30 07:00:00+00:00,2022-09-30 08:00:00+00:00
73.5,470.0,EDUK_______,2022-09-30 08:00:00+00:00,2022-09-30 09:00:00+00:00
13.5,470.0,EDUK_______,2022-09-30 09:00:00+00:00,2022-09-30 10:00:00+00:00
2856.0,8460.0,EDUK_______,2022-10-15 05:00:00+00:00,2022-11-01 20:00:00+00:00
0.0,470.0,EDUK_______,2022-09-30 10:00:00+00:00,2022-10-15 05:00:00+00:00
0.0,470.0,EDUK_______,2022-11-01 20:00:00+00:00,2022-11-16 04:00:00+00:00
-6.5,470.0,EDUK_______,2022-11-16 04:00:00+00:00,2022-11-16 05:00:00+00:00
-1.5,470.0,EDUK_______,2022-11-16 05:00:00+00:00,2022-11-16 06:00:00+00:00
3.5,470.0,EDUK_______,2022-11-16 06:00:00+00:00,2022-11-16 08:00:00+00:00
18.5,470.0,EDUK_______,2022-11-16 08:00:00+00:00,2022-11-16 09:00:00+00:00
48.5,470.0,EDUK_______,2022-11-16 09:00:00+00:00,2022-11-16 10:00:00+00:00
68.5,470.0,EDUK_______,2022-11-16 10:00:00+00:00,2022-11-16 11:00:00+00:00
88.5,470.0,EDUK_______,2022-11-16 11:00:00+00:00,2022-11-16 12:00:00+00:00
98.5,470.0,EDUK_______,2022-11-16 12:00:00+00:00,2022-11-16 14:00:00+00:00
48.5,470.0,EDUK_______,2022-11-16 14:00:00+00:00,2022-11-16 15:00:00+00:00
98.5,470.0,EDUK_______,2022-11-16 15:00:00+00:00,2022-11-16 16:00:00+00:00
73.5,470.0,EDUK_______,2022-11-16 16:00:00+00:00,2022-11-16 17:00:00+00:00
138.5,470.0,EDUK_______,2022-11-16 20:00:00+00:00,2022-11-16 23:00:00+00:00
168.5,470.0,EDUK_______,2022-11-17 01:00:00+00:00,2022-11-17 03:00:00+00:00
198.5,470.0,EDUK_______,2022-11-17 03:00:00+00:00,2022-11-17 04:00:00+00:00
208.5,470.0,EDUK_______,2022-11-17 04:00:00+00:00,2022-11-17 05:00:00+00:00
234.5,470.0,EDUK_______,2022-11-17 05:00:00+00:00,2022-11-17 06:00:00+00:00
239.5,470.0,EDUK_______,2022-11-17 06:00:00+00:00,2022-11-17 07:00:00+00:00
244.5,470.0,EDUK_______,2022-11-17 07:00:00+00:00,2022-11-17 08:00:00+00:00
249.5,470.0,EDUK_______,2022-11-17 08:00:00+00:00,2022-11-17 09:00:00+00:00
254.5,470.0,EDUK_______,2022-11-17 09:00:00+00:00,2022-11-17 10:00:00+00:00
259.5,470.0,EDUK_______,2022-11-17 10:00:00+00:00,2022-11-17 11:00:00+00:00
275.5,470.0,EDUK_______,2022-11-17 11:00:00+00:00,2022-11-17 13:00:00+00:00
278.5,470.0,EDUK_______,2022-11-17 13:00:00+00:00,2022-11-17 17:00:00+00:00
