avail_qty,nominal_power,production_resource_name,start,end
0.0,192.0,ECHV_______,2022-10-06 17:00:00+00:00,2022-10-07 22:15:00+00:00
0.0,192.0,ECHV_______,2022-10-09 22:00:00+00:00,2022-10-10 03:00:00+00:00
174.9,192.0,ECHV_______,2022-10-10 10:15:00+00:00,2022-10-10 12:00:00+00:00
354.8,384.0,ECHV_______,2022-10-13 12:45:00+00:00,2022-10-13 21:45:00+00:00
179.9,192.0,ECHV_______,2022-10-13 12:15:00+00:00,2022-10-13 12:45:00+00:00
84.9,960.0,ECHV_______,2022-10-14 22:15:00+00:00,2022-10-16 21:00:00+00:00
0.0,192.0,ECHV_______,2022-10-13 22:15:00+00:00,2022-10-14 22:15:00+00:00
84.9,384.0,ECHV_______,2022-10-17 06:15:00+00:00,2022-10-17 09:00:00+00:00
84.9,192.0,ECHV_______,2022-10-17 04:45:00+00:00,2022-10-17 06:15:00+00:00
84.9,192.0,ECHV_______,2022-10-18 05:30:00+00:00,2022-10-18 06:30:00+00:00
0.0,384.0,ECHV_______,2022-10-18 08:30:00+00:00,2022-10-18 09:45:00+00:00
0.0,192.0,ECHV_______,2022-10-27 22:15:00+00:00,2022-10-28 22:00:00+00:00
0.0,576.0,ECHV_______,2022-10-28 22:00:00+00:00,2022-10-29 06:00:00+00:00
0.0,384.0,ECHV_______,2022-10-30 06:00:00+00:00,2022-10-30 09:00:00+00:00
0.0,192.0,ECHV_______,2022-10-29 06:00:00+00:00,2022-10-30 06:00:00+00:00
0.0,192.0,ECHV_______,2022-10-30 09:00:00+00:00,2022-10-30 14:00:00+00:00
0.0,384.0,ECHV_______,2022-10-30 18:00:00+00:00,2022-10-31 03:00:00+00:00
0.0,192.0,ECHV_______,2022-10-30 16:00:00+00:00,2022-10-30 18:00:00+00:00
0.0,576.0,ECHV_______,2022-11-01 23:30:00+00:00,2022-11-04 03:00:00+00:00
0.0,192.0,ECHV_______,2022-11-01 23:15:00+00:00,2022-11-01 23:30:00+00:00
0.0,192.0,ECHV_______,2022-11-04 03:00:00+00:00,2022-11-04 09:45:00+00:00
0.0,384.0,ECHV_______,2022-11-05 04:00:00+00:00,2022-11-05 05:00:00+00:00
0.0,192.0,ECHV_______,2022-11-04 23:15:00+00:00,2022-11-05 04:00:00+00:00
0.0,192.0,ECHV_______,2022-11-05 05:00:00+00:00,2022-11-05 21:00:00+00:00
0.0,384.0,ECHV_______,2022-11-05 23:15:00+00:00,2022-11-07 03:00:00+00:00
0.0,192.0,ECHV_______,2022-11-05 21:00:00+00:00,2022-11-05 23:15:00+00:00
0.0,192.0,ECHV_______,2022-11-07 03:00:00+00:00,2022-11-07 05:45:00+00:00
89.9,192.0,ECHV_______,2022-11-08 18:45:00+00:00,2022-11-08 21:00:00+00:00
349.8,384.0,ECHV_______,2022-11-09 11:45:00+00:00,2022-11-09 12:30:00+00:00
174.9,192.0,ECHV_______,2022-11-09 12:30:00+00:00,2022-11-09 14:45:00+00:00
0.0,384.0,ECHV_______,2022-11-12 21:15:00+00:00,2022-11-13 19:15:00+00:00
0.0,192.0,ECHV_______,2022-11-11 23:15:00+00:00,2022-11-12 21:15:00+00:00
0.0,192.0,ECHV_______,2022-11-13 19:15:00+00:00,2022-11-13 23:00:00+00:00
0.0,192.0,ECHV_______,2022-11-13 23:00:00+00:00,2022-11-14 01:00:00+00:00
244.8,384.0,ECHV_______,2022-11-18 06:00:00+00:00,2022-11-18 06:45:00+00:00
89.9,192.0,ECHV_______,2022-11-16 19:30:00+00:00,2022-11-18 06:00:00+00:00
89.9,192.0,ECHV_______,2022-11-18 06:45:00+00:00,2022-11-18 15:00:00+00:00
154.9,192.0,ECHV_______,2022-11-21 19:45:00+00:00,2022-11-21 20:45:00+00:00
329.8,960.0,ECHV_______,2022-11-24 23:15:00+00:00,2022-11-27 16:00:00+00:00
124.9,192.0,ECHV_______,2022-11-28 21:00:00+00:00,2022-11-29 03:00:00+00:00
164.9,192.0,ECHV_______,2022-11-29 03:00:00+00:00,2022-11-29 16:00:00+00:00
174.9,192.0,ECHV_______,2022-11-30 21:45:00+00:00,2022-12-01 02:15:00+00:00
499.70000000000005,576.0,ECHV_______,2022-12-01 09:00:00+00:00,2022-12-01 17:45:00+00:00
169.9,192.0,ECHV_______,2022-12-01 06:15:00+00:00,2022-12-01 09:00:00+00:00
169.9,192.0,ECHV_______,2022-12-01 17:45:00+00:00,2022-12-01 18:00:00+00:00
169.9,192.0,ECHV_______,2022-12-02 07:30:00+00:00,2022-12-02 18:30:00+00:00
349.8,576.0,ECHV_______,2022-12-03 04:30:00+00:00,2022-12-03 16:45:00+00:00
0.0,192.0,ECHV_______,2022-12-02 23:30:00+00:00,2022-12-03 04:30:00+00:00
0.0,192.0,ECHV_______,2022-12-03 16:45:00+00:00,2022-12-04 20:15:00+00:00
184.9,192.0,ECHV_______,2022-12-06 09:15:00+00:00,2022-12-06 13:15:00+00:00
179.9,192.0,ECHV_______,2022-12-07 13:00:00+00:00,2022-12-08 14:00:00+00:00
179.9,192.0,ECHV_______,2022-12-12 08:00:00+00:00,2022-12-12 11:00:00+00:00
144.9,192.0,ECHV_______,2022-12-13 20:30:00+00:00,2022-12-13 21:45:00+00:00
774.5,960.0,ECHV_______,2022-12-14 19:30:00+00:00,2022-12-15 16:00:00+00:00
164.9,192.0,ECHV_______,2022-12-16 05:15:00+00:00,2022-12-16 06:00:00+00:00
149.9,192.0,ECHV_______,2022-12-16 07:45:00+00:00,2022-12-16 08:45:00+00:00
164.9,192.0,ECHV_______,2022-12-16 17:15:00+00:00,2022-12-16 20:00:00+00:00
339.8,1152.0,ECHV_______,2022-12-16 23:15:00+00:00,2022-12-18 20:00:00+00:00
0.0,192.0,ECHV_______,2022-12-16 23:00:00+00:00,2022-12-16 23:15:00+00:00
724.6,960.0,ECHV_______,2022-12-19 10:45:00+00:00,2022-12-19 23:00:00+00:00
0.0,192.0,ECHV_______,2022-12-19 09:00:00+00:00,2022-12-19 10:45:00+00:00
339.8,384.0,ECHV_______,2022-12-21 02:30:00+00:00,2022-12-21 11:00:00+00:00
174.9,192.0,ECHV_______,2022-12-20 20:00:00+00:00,2022-12-21 02:30:00+00:00
174.9,192.0,ECHV_______,2022-12-21 11:00:00+00:00,2022-12-21 13:45:00+00:00
179.9,192.0,ECHV_______,2022-12-21 20:30:00+00:00,2022-12-21 22:00:00+00:00
359.8,384.0,ECHV_______,2022-12-22 12:45:00+00:00,2022-12-22 21:30:00+00:00
184.9,192.0,ECHV_______,2022-12-22 11:45:00+00:00,2022-12-22 12:45:00+00:00
174.9,192.0,ECHV_______,2022-12-24 00:00:00+00:00,2022-12-24 00:45:00+00:00
179.9,192.0,ECHV_______,2022-12-24 08:45:00+00:00,2022-12-24 16:00:00+00:00
164.9,192.0,ECHV_______,2022-12-24 20:15:00+00:00,2022-12-24 21:30:00+00:00
179.9,192.0,ECHV_______,2022-12-25 06:00:00+00:00,2022-12-25 07:00:00+00:00
154.9,192.0,ECHV_______,2022-12-25 12:30:00+00:00,2022-12-25 13:30:00+00:00
164.9,192.0,ECHV_______,2022-12-25 22:00:00+00:00,2022-12-26 00:00:00+00:00
154.9,192.0,ECHV_______,2022-12-26 01:00:00+00:00,2022-12-26 10:30:00+00:00
164.9,192.0,ECHV_______,2022-12-26 20:00:00+00:00,2022-12-27 02:15:00+00:00
339.8,384.0,ECHV_______,2022-12-27 08:00:00+00:00,2022-12-27 09:00:00+00:00
169.9,192.0,ECHV_______,2022-12-27 07:00:00+00:00,2022-12-27 08:00:00+00:00
149.9,192.0,ECHV_______,2022-12-27 09:00:00+00:00,2022-12-27 11:00:00+00:00
169.9,192.0,ECHV_______,2022-12-27 11:00:00+00:00,2022-12-27 12:30:00+00:00
0.0,192.0,ECHV_______,2022-12-27 17:30:00+00:00,2022-12-27 18:30:00+00:00
0.0,384.0,ECHV_______,2022-12-27 23:30:00+00:00,2022-12-28 21:00:00+00:00
0.0,192.0,ECHV_______,2022-12-27 23:15:00+00:00,2022-12-27 23:30:00+00:00
0.0,192.0,ECHV_______,2022-12-28 21:00:00+00:00,2022-12-29 00:00:00+00:00
239.8,384.0,ECHV_______,2022-12-30 02:30:00+00:00,2022-12-30 03:30:00+00:00
154.9,192.0,ECHV_______,2022-12-29 02:15:00+00:00,2022-12-30 02:30:00+00:00
154.9,192.0,ECHV_______,2022-12-30 03:30:00+00:00,2022-12-30 17:30:00+00:00
174.9,192.0,ECHV_______,2022-12-30 17:30:00+00:00,2022-12-30 20:00:00+00:00
164.9,192.0,ECHV_______,2022-12-30 20:00:00+00:00,2022-12-30 23:30:00+00:00
0.0,118.0,EDAL_______,2022-01-03 05:00:00+00:00,2022-01-03 12:00:00+00:00
0.0,118.0,EDAL_______,2022-01-04 05:00:00+00:00,2022-01-04 12:00:00+00:00
0.0,118.0,EDAL_______,2022-01-11 05:00:00+00:00,2022-01-11 07:00:00+00:00
0.0,118.0,EDAL_______,2022-01-17 05:00:00+00:00,2022-01-17 11:00:00+00:00
0.0,118.0,EDAL_______,2022-01-31 05:00:00+00:00,2022-01-31 12:00:00+00:00
0.0,118.0,EDAL_______,2022-02-01 05:00:00+00:00,2022-02-01 11:00:00+00:00
0.0,118.0,EDAL_______,2022-02-07 05:00:00+00:00,2022-02-07 07:00:00+00:00
0.0,118.0,EDAL_______,2022-02-07 07:00:00+00:00,2022-02-07 09:00:00+00:00
0.0,118.0,EDAL_______,2022-02-14 05:00:00+00:00,2022-02-14 12:00:00+00:00
0.0,118.0,EDAL_______,2022-02-28 05:00:00+00:00,2022-02-28 12:00:00+00:00
0.0,118.0,EDAL_______,2022-03-01 05:00:00+00:00,2022-03-01 12:00:00+00:00
0.0,118.0,EDAL_______,2022-03-02 05:00:00+00:00,2022-03-02 17:00:00+00:00
0.0,118.0,EDAL_______,2022-03-03 05:00:00+00:00,2022-03-03 09:00:00+00:00
0.0,118.0,EDAL_______,2022-03-03 09:00:00+00:00,2022-03-03 11:00:00+00:00
0.0,472.0,EDAL_______,2022-03-07 10:00:00+00:00,2022-03-25 16:00:00+00:00
0.0,118.0,EDAL_______,2022-03-07 05:00:00+00:00,2022-03-07 10:00:00+00:00
0.0,118.0,EDAL_______,2022-04-05 04:00:00+00:00,2022-04-05 06:00:00+00:00
0.0,118.0,EDAL_______,2022-04-11 04:00:00+00:00,2022-04-11 11:00:00+00:00
0.0,118.0,EDAL_______,2022-04-22 05:00:00+00:00,2022-04-22 08:00:00+00:00
0.0,118.0,EDAL_______,2022-04-25 04:00:00+00:00,2022-04-25 11:00:00+00:00
0.0,236.0,EDAL_______,2022-05-09 08:00:00+00:00,2022-05-09 10:00:00+00:00
0.0,118.0,EDAL_______,2022-05-09 04:00:00+00:00,2022-05-09 08:00:00+00:00
0.0,118.0,EDAL_______,2022-05-09 10:00:00+00:00,2022-05-09 11:00:00+00:00
0.0,118.0,EDAL_______,2022-05-10 06:00:00+00:00,2022-05-10 08:00:00+00:00
0.0,236.0,EDAL_______,2022-05-10 08:00:00+00:00,2022-05-10 09:00:00+00:00
0.0,118.0,EDAL_______,2022-05-10 09:00:00+00:00,2022-05-10 10:00:00+00:00
0.0,118.0,EDAL_______,2022-05-10 10:00:00+00:00,2022-05-10 12:00:00+00:00
0.0,118.0,EDAL_______,2022-05-11 04:00:00+00:00,2022-05-11 11:00:00+00:00
0.0,472.0,EDAL_______,2022-05-23 08:00:00+00:00,2022-05-23 10:00:00+00:00
0.0,118.0,EDAL_______,2022-05-23 04:00:00+00:00,2022-05-23 08:00:00+00:00
0.0,118.0,EDAL_______,2022-05-23 10:00:00+00:00,2022-05-23 16:00:00+00:00
0.0,118.0,EDAL_______,2022-06-06 04:00:00+00:00,2022-06-06 11:00:00+00:00
0.0,472.0,EDAL_______,2022-06-07 08:00:00+00:00,2022-06-07 09:00:00+00:00
0.0,118.0,EDAL_______,2022-06-07 04:00:00+00:00,2022-06-07 08:00:00+00:00
0.0,118.0,EDAL_______,2022-06-07 09:00:00+00:00,2022-06-07 11:00:00+00:00
0.0,118.0,EDAL_______,2022-06-08 04:00:00+00:00,2022-06-08 11:00:00+00:00
0.0,118.0,EDAL_______,2022-06-09 04:00:00+00:00,2022-06-09 11:00:00+00:00
0.0,118.0,EDAL_______,2022-06-09 11:00:00+00:00,2022-06-09 18:00:00+00:00
0.0,118.0,EDAL_______,2022-06-20 04:00:00+00:00,2022-06-20 11:00:00+00:00
0.0,472.0,EDAL_______,2022-06-28 04:00:00+00:00,2022-06-28 08:00:00+00:00
0.0,472.0,EDAL_______,2022-06-29 04:00:00+00:00,2022-06-29 08:00:00+00:00
0.0,472.0,EDAL_______,2022-06-30 04:00:00+00:00,2022-06-30 08:00:00+00:00
0.0,118.0,EDAL_______,2022-07-04 04:00:00+00:00,2022-07-04 11:00:00+00:00
0.0,118.0,EDAL_______,2022-07-11 04:00:00+00:00,2022-07-11 06:00:00+00:00
0.0,118.0,EDAL_______,2022-07-11 06:00:00+00:00,2022-07-11 08:00:00+00:00
0.0,472.0,EDAL_______,2022-07-12 04:00:00+00:00,2022-07-12 08:00:00+00:00
0.0,472.0,EDAL_______,2022-07-13 04:00:00+00:00,2022-07-13 08:00:00+00:00
0.0,118.0,EDAL_______,2022-07-17 07:00:00+00:00,2022-07-17 11:00:00+00:00
0.0,118.0,EDAL_______,2022-07-18 04:00:00+00:00,2022-07-18 11:00:00+00:00
0.0,118.0,EDAL_______,2022-07-19 04:00:00+00:00,2022-07-19 11:00:00+00:00
0.0,118.0,EDAL_______,2022-07-19 12:00:00+00:00,2022-07-19 21:00:00+00:00
