snapshot,AC_BE1 0-FR1 0,AC_BE1 0-NL1 0,AC_DE1 0-FR1 0,AC_DE1 0-NL1 0
2013-01-01 00:00:00,3328.80304662677,-8063.29669496019,2367.2922737503,-9688.24261946261
2013-01-01 01:00:00,3283.42485098169,-7950.06275107437,2318.09342124555,-9538.95718045108
2013-01-01 02:00:00,3186.78760526845,-8018.73670624848,2240.67756191388,-9630.49772040393
2013-01-01 03:00:00,3134.23753999627,-6723.14541525641,2209.89939163358,-8053.39567702976
2013-01-01 04:00:00,2895.75817358719,-2738.96974866741,2029.40758376321,-3296.7893699181
2013-01-01 05:00:00,2902.928850739,-2719.46385496673,2026.99160844509,-3274.08219943073
2013-01-01 06:00:00,2987.89164683619,-2765.76213547886,2086.31567072501,-3327.6701605337
2013-01-01 07:00:00,3198.46013669649,-7224.26871695027,2239.45638869037,-8652.19119522174
2013-01-01 08:00:00,3223.24755305632,-6852.45270845168,2250.65144191557,-8208.29259643318
2013-01-01 09:00:00,3330.78476728594,-3553.35102986501,2325.72976396371,-4265.82190050481
2013-01-01 10:00:00,3270.58709213959,-3026.36879494265,2283.69603642984,-3637.26014250127
2013-01-01 11:00:00,3274.33493480892,-2625.31677394177,2286.3116673014,-3156.7519666615
2013-01-01 12:00:00,3250.27752727929,-2678.87914591532,2269.51343074908,-3222.11775005919
2013-01-01 13:00:00,3209.12841180496,-3738.3718268048,2240.78087437733,-4489.27064350061
2013-01-01 14:00:00,3158.06909489495,-7669.54563664439,2205.13133649234,-9211.5267341182
2013-01-01 15:00:00,3120.92259613864,-8866.26351819656,2179.19374607247,-10639.2069230986
2013-01-01 16:00:00,3302.65881074654,-8793.30278516341,2293.26980534434,-10557.6602144499
2013-01-01 17:00:00,3235.41003684825,-8830.6116752489,2257.28672891677,-10598.7383294176
2013-01-01 18:00:00,3235.05844289898,-8885.91789005839,2260.3755331791,-10668.7590856046
2013-01-01 19:00:00,3250.830817196,-8816.69306236896,2273.68987762167,-10586.2828470594
2013-01-01 20:00:00,3284.29362364176,-8848.2865707237,2298.84472798018,-10622.3084574152
2013-01-01 21:00:00,3326.04702232221,-8937.72026246746,2339.24881362991,-10730.5319181579
2013-01-01 22:00:00,3357.22627838738,-8967.01946299122,2370.3117945736,-10769.3334983153
2013-01-01 23:00:00,7898.42498181257,-9032.81462120982,5503.4471681453,-10848.1244917266
2013-01-02 00:00:00,7134.32522852342,-8938.10725743203,4977.04895490576,-10735.5976721522
2013-01-02 01:00:00,7239.20174282582,-8932.48287790903,5051.71145369476,-10730.6619317297
2013-01-02 02:00:00,3334.63880103019,-8894.00338508701,2348.2981585591,-10685.1328598591
2013-01-02 03:00:00,4886.18115631854,-8800.32246204876,3420.75066793226,-10571.376618299
2013-01-02 04:00:00,3243.35322561198,-8742.22301600767,2284.46836407795,-10502.0087716349
2013-01-02 05:00:00,3227.51299132622,-8685.21592717964,2274.93412585794,-10437.5402611356
2013-01-02 06:00:00,3167.03112212609,-8600.60834070154,2226.52167059195,-10339.4136416177
2013-01-02 07:00:00,3100.29426593744,-8509.91432394565,2171.47557080449,-10232.1428370134
2013-01-02 08:00:00,3069.90297445185,-8489.78237869506,2149.80811430234,-10206.1512706795
2013-01-02 09:00:00,3001.06601642046,-8323.36398340159,2105.29135622829,-10007.1245593421
2013-01-02 10:00:00,2978.86864351442,-8091.28741318685,2090.14597659169,-9729.44106601388
2013-01-02 11:00:00,2939.67168075135,-8058.7832922138,2072.22800242771,-9682.93241952229
2013-01-02 12:00:00,2858.95047954369,-8202.31922948276,2014.07791257074,-9851.37734413731
2013-01-02 13:00:00,2917.34181195267,-8446.81523942399,2063.57824863787,-10143.1434768203
2013-01-02 14:00:00,2938.16479673623,-8330.64737304489,2086.3083673591,-10000.8425857406
2013-01-02 15:00:00,7704.68740864386,-8326.47917768665,5350.01448761421,-9997.25041637326
2013-01-02 16:00:00,7765.02973320401,-8335.58097164234,5391.66096074683,-10008.8122567216
2013-01-02 17:00:00,7269.25135027291,-8314.59702581109,5044.4319961091,-9985.28917802601
2013-01-02 18:00:00,7261.55916974318,-8327.17636142319,5038.64841783303,-10001.5028319528
2013-01-02 19:00:00,7367.30148518659,-8432.04156945165,5111.24352138286,-10124.4351572976
2013-01-02 20:00:00,7696.1655459639,-8506.95462160759,5340.75126097749,-10210.5555665854
2013-01-02 21:00:00,7326.47587381753,-8590.81700654153,5080.84660109824,-10309.3516628602
2013-01-02 22:00:00,7306.01481090407,-8882.57566971351,5095.74037269246,-10659.6768509548
2013-01-02 23:00:00,5013.74778903714,-8836.17242626691,3511.14679583651,-10606.8679100304
2013-01-03 00:00:00,8791.64585737093,-8901.92316616006,6123.45400296016,-10689.0808429722
2013-01-03 01:00:00,9226.61957381783,-8852.81933297154,6424.74385619613,-10635.0618541458
2013-01-03 02:00:00,9446.93086037463,-8793.37549033226,6583.81491235942,-10566.5152771477
2013-01-03 03:00:00,3528.94376379245,-8781.17642116673,2471.9954670034,-10554.4438011709
2013-01-03 04:00:00,6061.2785271813,-8766.44916747983,4233.25151569973,-10537.746726555
2013-01-03 05:00:00,9869.08831029074,-8766.75155893047,6884.57294694358,-10537.2017671253
2013-01-03 06:00:00,9919.42846850835,-8766.86058535926,6921.67434871715,-10536.3257732027
2013-01-03 07:00:00,9957.06028404033,-8728.28907081094,6953.07149508362,-10491.1219798245
