snapshot,AC_BE1 0-FR1 0,AC_BE1 0-NL1 0,AC_DE1 0-FR1 0,AC_DE1 0-NL1 0
2013-01-01 00:00:00,3497.26823047521,-3791.38211247721,2441.98077139062,-4565.44425537957
2013-01-01 01:00:00,3731.98108342152,-3785.5867199926,2605.86965399819,-4553.32830576574
2013-01-01 02:00:00,3754.74637059127,-3771.09193784925,2621.76558217647,-4536.7647513975
2013-01-01 03:00:00,3591.40790831181,-3762.619633374,2507.7140555955,-4534.78611263874
2013-01-01 04:00:00,3498.3633877955,-3692.39202980885,2442.74482526554,-4450.44133840514
2013-01-01 05:00:00,3620.26470111183,-3663.80545737907,2527.86252263294,-4417.42236105874
2013-01-01 06:00:00,3726.24122477156,-3602.28519494105,2601.8609528773,-4341.00647938581
2013-01-01 07:00:00,3905.46853148409,-3566.34195399897,2727.00697577336,-4294.81145590396
2013-01-01 08:00:00,4020.01427350357,-3555.47032552869,2806.98910932688,-4280.99186202526
2013-01-01 09:00:00,2097.2330555976,-3550.24106458947,1464.40048169189,-4272.72251635632
2013-01-01 10:00:00,235.508417785168,-3485.47786113581,164.445075307608,-4198.58556507549
2013-01-01 11:00:00,4284.78339131492,-3540.40967815236,2991.86468254581,-4261.34475603826
2013-01-01 12:00:00,531.858018070013,-3612.30019241559,371.372155481808,-4349.62742075079
2013-01-01 13:00:00,-3026.92469484364,-3606.56441296538,-2113.55965020482,-4347.38355103407
2013-01-01 14:00:00,-2185.07116825336,-6466.68991707237,-1525.73274471363,-7754.99124220582
2013-01-01 15:00:00,3357.67730246471,-10358.5561072655,2344.50968224049,-12450.1521328444
2013-01-01 16:00:00,4117.33485574936,-10490.5095121027,2877.44047809305,-12623.8016747275
2013-01-01 17:00:00,4206.9286005887,-10405.1200525733,2958.0732701878,-12512.446437627
2013-01-01 18:00:00,4235.76104427133,-10596.7937836752,2983.47469948768,-12751.4059562386
2013-01-01 19:00:00,4256.40000660347,-10536.0536535781,3001.51560772385,-12679.7445460525
2013-01-01 20:00:00,4300.28883238046,-10508.9133849913,3035.29498204786,-12642.823209662
2013-01-01 21:00:00,4354.8667187343,-10329.4019602992,3090.58711726843,-12393.8912343991
2013-01-01 22:00:00,4391.57209364829,-10091.5871451975,3130.29044955568,-12073.1797408575
2013-01-01 23:00:00,7559.3108002145,-10172.4889850444,5297.88269237092,-12170.2174183433
2013-01-02 00:00:00,10326.9452474257,-10454.54504501,7183.69553938917,-12552.3678697915
2013-01-02 01:00:00,4362.92348960607,-10048.883457497,3108.15760035044,-12019.1868705119
2013-01-02 02:00:00,4336.30695844121,-10001.0202808697,3082.07513348666,-11961.1949391702
2013-01-02 03:00:00,4279.36354108578,-9885.76647501747,3036.72559162056,-11824.4986146125
2013-01-02 04:00:00,4246.81258183983,-9814.42431869528,3018.24898249007,-11738.7321581611
2013-01-02 05:00:00,4226.02700769355,-9744.45481404845,3005.73985033155,-11651.3213552397
2013-01-02 06:00:00,4146.75219394512,-9643.38544950197,2940.4460554553,-11527.7842467875
2013-01-02 07:00:00,4059.39262395301,-9529.59689434405,2866.07071638045,-11390.1209704382
2013-01-02 08:00:00,4019.5749713091,-9504.98434937159,2837.18401247435,-11362.0959183407
2013-01-02 09:00:00,3934.83481856765,-7573.74497147274,2782.25309507385,-9069.12825237414
2013-01-02 10:00:00,10481.4030610151,-9019.64365009101,7298.0944260682,-10780.3082527621
2013-01-02 11:00:00,7000.78839606779,-8979.84034212852,4897.54664470119,-10738.620010618
2013-01-02 12:00:00,3743.1433897117,-9154.52379389144,2658.3286916965,-10951.2954402312
2013-01-02 13:00:00,4830.34647974516,-9452.64530664612,3415.1122067762,-11309.9934028182
2013-01-02 14:00:00,3847.2295766577,-9894.18151837566,2756.64334984031,-11903.3347897827
2013-01-02 15:00:00,8906.51843960718,-9943.51314144748,6184.31686457759,-11966.0111934616
2013-01-02 16:00:00,8968.02906686543,-9976.66137734423,6226.93083431088,-12007.2099022894
2013-01-02 17:00:00,8454.97686693043,-10009.9082470185,5869.5747530208,-12050.5441673377
2013-01-02 18:00:00,8446.4278151607,-10061.66161552,5863.58370528034,-12114.9295232761
2013-01-02 19:00:00,8554.81721833985,-10082.9401945645,5938.71733135914,-12134.671613805
2013-01-02 20:00:00,8894.7650228767,-10032.3834382635,6174.84861371173,-12065.2485726504
2013-01-02 21:00:00,8508.79949267938,-10059.4894098577,5907.24607719297,-12093.048928632
2013-01-02 22:00:00,10773.4633447128,-10414.0309484389,7490.66509132848,-12519.4311097212
2013-01-02 23:00:00,10725.43971845,-10463.7821336836,7459.19217074971,-12586.5101092829
2013-01-03 00:00:00,10568.736493002,-10651.8271674619,7351.26821708245,-12819.9833511352
2013-01-03 01:00:00,10441.2429019101,-10746.6823704046,7263.25949937344,-12943.8273817407
2013-01-03 02:00:00,10659.3669538305,-10759.8216877897,7419.72215014372,-12964.5783626125
2013-01-03 03:00:00,10901.4860023806,-9862.26080709437,7591.75319340206,-11790.8170767473
2013-01-03 04:00:00,11031.4261477316,-9844.16140418656,7683.90065656294,-11768.3336887659
2013-01-03 05:00:00,11070.8588680167,-9844.53809922529,7711.74991860707,-11769.54674768
2013-01-03 06:00:00,11120.052863491,-10775.5689522102,7747.74483055297,-12986.2254549298
2013-01-03 07:00:00,11176.1787364843,-10762.0624865531,7791.43513675713,-12971.6920123473
2013-01-03 08:00:00,11135.5337947718,-10674.7890511099,7762.71441856415,-12864.6883364733
2013-01-03 09:00:00,11002.5890491372,-9733.50961591369,7665.6038897586,-11639.4986659735
2013-01-03 10:00:00,10707.1546195245,-9778.81152282501,7456.40659891439,-11717.8324705745
2013-01-03 11:00:00,10619.6692918533,-9511.1666257042,7387.97930695637,-11368.9936243938
2013-01-03 12:00:00,10631.6579325878,-8681.11390517099,7391.25517265413,-10385.119970828
2013-01-03 13:00:00,10633.9133557061,-8622.02992271985,7400.96042151438,-10315.4614633273
2013-01-03 14:00:00,9567.12121662857,-9610.56650744398,6670.08420306551,-11491.7953963561
2013-01-03 15:00:00,9013.59983932828,-11163.2169661176,6288.00827412141,-13431.1588563962
2013-01-03 16:00:00,10758.7290950401,-11177.9011826235,7490.89034830379,-13445.760667373
2013-01-03 17:00:00,10839.1540402687,-11164.2473127854,7548.87599605238,-13421.7856297654
2013-01-03 18:00:00,10977.7480952281,-11127.8211955847,7648.1686648933,-13375.0571554901
2013-01-03 19:00:00,10991.6794180659,-11046.6823452273,7659.19568569786,-13280.6164184873
2013-01-03 20:00:00,10993.2891951969,-10941.6919613946,7660.28723904847,-13159.9334120862
2013-01-03 21:00:00,11045.2738324075,-10913.0959865753,7695.71786078699,-13124.8817422674
2013-01-03 22:00:00,11082.1855837066,-10881.5595210344,7723.62517357645,-13082.8053388756
2013-01-03 23:00:00,10902.6131973689,-10931.990719617,7596.61978087618,-13141.3661593437
2013-01-04 00:00:00,10835.6391771006,-10838.5130091041,7549.5786984168,-13027.234530631
2013-01-04 01:00:00,10871.3834089514,-10773.4014510094,7575.81417975832,-12953.5611499214
2013-01-04 02:00:00,10814.3585951601,-10815.1991904518,7535.06919412,-12998.0468214577
2013-01-04 03:00:00,10728.3175241769,-10882.7469250242,7473.44750802183,-13079.2345102181
2013-01-04 04:00:00,10439.9291525449,-10895.2240008337,7269.62939665079,-13095.5286181565
2013-01-04 05:00:00,10209.7431140009,-10858.613592471,7109.76918690127,-13055.3561848405
2013-01-04 06:00:00,7497.69516153937,-10878.8693792886,5239.54973738255,-13090.1151449018
2013-01-04 07:00:00,5244.0125741069,-10850.1539235252,3676.51649432056,-13072.1883571715
2013-01-04 08:00:00,10440.5605421466,-10836.8073800434,7280.94615460135,-13054.5617117141
