snapshot,DC_DE1 0-BE1 0,DC_GB0 0-NL1 0,DC_GB0 0-FR1 0,DC_GB0 0-GB2 0,DC_GB0 0-GB2 0,DC_GB0 0-FR1 0,DC_GB0 0-FR1 0,DC_FR1 0-GB0 0,DC_GB0 0-FR1 0,DC_GB0 0-DE1 0,DC_GB0 0-NL1 0,DC_GB0 0-BE1 0
2013-01-01 00:00:00,0.0466783412336004,2460.34673591062,4920.73079295126,0.0354028718795595,0.0440023202545849,3444.50630698303,4920.73048417816,0.00969773214003942,3444.50634453544,3444.50667313753,2952.42130818076,2460.35944895536
2013-01-01 01:00:00,0.0460993122489028,2460.35326146942,4920.73095854456,0.0365888369545133,0.0456053051661484,3444.50645086481,4920.73064975338,0.00963120361971778,3444.50648842519,3444.50682841452,2952.42794073354,2460.35958816795
2013-01-01 02:00:00,0.0460025065024551,2460.35627463938,4920.73236663494,0.0605786387629092,0.0755586613878572,3444.50779042861,4920.73205842129,0.00896247535789409,3444.50782802242,3444.50837111385,2952.43099523118,2460.36112805619
2013-01-01 03:00:00,0.0462688292245534,2460.35628316809,4920.73236922357,0.060578799182089,0.0755332825892294,3444.50778578015,4920.73206095567,0.00896227368584736,3444.50782337525,3444.50836469281,2952.43100267117,2460.36115025128
2013-01-01 04:00:00,0.137519476398543,2460.35652886589,4920.73236049418,0.0603583765873558,0.0748746414609314,3444.50776704232,4920.73205213078,0.00896968194060308,3444.5078046395,3444.50833364701,2952.43124759437,2460.36285704922
2013-01-01 05:00:00,0.0613438646226793,2460.35649293015,4920.73225673333,0.0604890461512419,0.0745983684528159,3444.50764398213,4920.73194815331,0.0091676211808538,3444.50768158436,3444.50949887312,2952.43119510738,2460.3629407486
2013-01-01 06:00:00,0.0582735861828295,2460.35647649362,4920.73232991596,0.0605726889399478,0.074227758086649,3444.50768482409,4920.73202121658,0.0091238851936989,3444.50772243435,3444.50957030703,2952.43116896416,2460.36296617522
2013-01-01 07:00:00,0.0573220852361483,2460.35638791296,4920.73238698178,0.0617858796562558,0.075471488373338,3444.50770663692,4920.73207818199,0.00909802793982999,3444.50774425816,3444.50954541727,2952.431074753,2460.36291581298
2013-01-01 08:00:00,0.141899207937493,2460.35628498538,4920.73242249635,0.0613920990060292,0.0743045253771226,3444.50777855849,4920.73211390642,0.00899672213111686,3444.50781617407,3444.50826924699,2952.43096081151,2460.36285314931
2013-01-01 09:00:00,0.137038689218843,2460.35588581145,4920.73108719481,0.0601613702591287,0.0712624791330552,3444.50667765145,4920.73077907173,0.00957397951530798,3444.50671522439,3444.50805048925,2952.43049879726,2460.36263180599
