Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,32.0,,873.0,,n/e,n/e,1393.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,960.0,,42.0,,n/e,n/e,1409.0,,n/e,n/e,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,1081.0,
2023-01-01 01:00:00+00:00,32.0,,859.0,,n/e,n/e,1375.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,904.0,,41.0,,n/e,n/e,1409.0,,n/e,n/e,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,1213.0,
2023-01-01 02:00:00+00:00,31.0,,827.0,,n/e,n/e,1302.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,759.0,,41.0,,n/e,n/e,1409.0,,n/e,n/e,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,1038.0,
2023-01-01 03:00:00+00:00,32.0,,853.0,,n/e,n/e,1362.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,811.0,,43.0,,n/e,n/e,1408.0,,n/e,n/e,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,757.0,
2023-01-01 04:00:00+00:00,30.0,,850.0,,n/e,n/e,1357.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,818.0,,49.0,,n/e,n/e,1407.0,,n/e,n/e,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,673.0,
2023-01-01 05:00:00+00:00,30.0,,843.0,,n/e,n/e,1316.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,779.0,,49.0,,n/e,n/e,1408.0,,n/e,n/e,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,770.0,
2023-01-01 06:00:00+00:00,30.0,,837.0,,n/e,n/e,1289.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,722.0,,64.0,,n/e,n/e,1408.0,,n/e,n/e,n/e,n/e,3.0,,n/e,n/e,n/e,n/e,776.0,
2023-01-01 07:00:00+00:00,30.0,,868.0,,n/e,n/e,1362.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,781.0,,89.0,,n/e,n/e,1409.0,,n/e,n/e,n/e,n/e,88.0,,n/e,n/e,n/e,n/e,760.0,
2023-01-01 08:00:00+00:00,29.0,,872.0,,n/e,n/e,1370.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,786.0,,68.0,,n/e,n/e,1409.0,,n/e,n/e,n/e,n/e,254.0,,n/e,n/e,n/e,n/e,653.0,
2023-01-01 09:00:00+00:00,30.0,,848.0,,n/e,n/e,1333.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,734.0,,65.0,,n/e,n/e,1411.0,,n/e,n/e,n/e,n/e,389.0,,n/e,n/e,n/e,n/e,523.0,
2023-01-01 10:00:00+00:00,30.0,,869.0,,n/e,n/e,1360.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,802.0,,66.0,,n/e,n/e,1409.0,,n/e,n/e,n/e,n/e,495.0,,n/e,n/e,n/e,n/e,371.0,
2023-01-01 11:00:00+00:00,30.0,,859.0,,n/e,n/e,1363.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,827.0,,63.0,,n/e,n/e,1409.0,,n/e,n/e,n/e,n/e,493.0,,n/e,n/e,n/e,n/e,276.0,
2023-01-01 12:00:00+00:00,30.0,,873.0,,n/e,n/e,1373.0,,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,850.0,,67.0,,n/e,n/e,1408.0,,n/e,n/e,n/e,n/e,382.0,,n/e,n/e,n/e,n/e,236.0,
