index,CZ -> SK,CZ -> AT,CZ -> DE,CZ -> PL
2020-01-01 03:00:00+0000,504.0,847.0,715.0,0.0
2020-01-01 04:00:00+0000,320.0,827.0,717.0,0.0
2020-01-01 05:00:00+0000,278.0,927.0,787.0,0.0
2020-01-01 06:00:00+0000,172.0,1020.0,842.0,0.0
2020-01-01 07:00:00+0000,117.0,1040.0,883.0,0.0
2020-01-01 08:00:00+0000,256.0,1203.0,985.0,0.0
2020-01-01 09:00:00+0000,242.0,1141.0,827.0,0.0
2020-01-01 10:00:00+0000,304.0,1133.0,848.0,0.0
2020-01-01 11:00:00+0000,356.0,1062.0,761.0,0.0
2020-01-01 12:00:00+0000,377.0,1010.0,575.0,0.0
2020-01-01 13:00:00+0000,505.0,1004.0,446.0,0.0
2020-01-01 14:00:00+0000,578.0,933.0,247.0,0.0
2020-01-01 15:00:00+0000,931.0,1098.0,235.0,0.0
2020-01-01 16:00:00+0000,1037.0,1313.0,525.0,0.0
2020-01-01 17:00:00+0000,1161.0,1629.0,763.0,0.0
2020-01-01 18:00:00+0000,1217.0,1669.0,848.0,0.0
2020-01-01 19:00:00+0000,1194.0,1631.0,811.0,0.0
2020-01-01 20:00:00+0000,1133.0,1667.0,829.0,0.0
2020-01-01 21:00:00+0000,921.0,1561.0,856.0,0.0
2020-01-01 22:00:00+0000,793.0,1532.0,838.0,0.0
2020-01-01 23:00:00+0000,814.0,1571.0,821.0,0.0
2020-01-02 00:00:00+0000,655.0,1390.0,512.0,0.0
2020-01-02 01:00:00+0000,774.0,1477.0,338.0,0.0
2020-01-02 02:00:00+0000,951.0,1543.0,217.0,0.0
2020-01-02 03:00:00+0000,960.0,1435.0,138.0,0.0
2020-01-02 04:00:00+0000,1179.0,1368.0,87.0,0.0
2020-01-02 05:00:00+0000,1374.0,1549.0,89.0,0.0
2020-01-02 06:00:00+0000,1471.0,1704.0,125.0,0.0
2020-01-02 07:00:00+0000,1493.0,1588.0,107.0,0.0
2020-01-02 08:00:00+0000,1604.0,1532.0,49.0,0.0
2020-01-02 09:00:00+0000,1554.0,1377.0,1.0,0.0
2020-01-02 10:00:00+0000,1667.0,1412.0,0.0,0.0
2020-01-02 11:00:00+0000,1687.0,1342.0,0.0,0.0
