Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1144,27,1237,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,486,0,3994,1129,n/e,n/e,1,1,405,0,1213,19,1881,2
2023-01-01 00:30:00+00:00,45,0,n/e,n/e,n/e,n/e,1152,27,1225,11,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,4229,1133,n/e,n/e,1,1,411,0,1186,19,1841,2
2023-01-01 01:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1124,27,1241,11,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,4246,1167,n/e,n/e,1,1,403,0,1186,19,1890,1
2023-01-01 01:30:00+00:00,45,0,n/e,n/e,n/e,n/e,1104,27,1245,11,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,4243,1193,n/e,n/e,1,1,402,0,1201,20,1807,1
2023-01-01 02:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1112,27,1239,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,4019,1215,n/e,n/e,1,1,399,0,1161,19,1785,1
2023-01-01 02:30:00+00:00,45,0,n/e,n/e,n/e,n/e,1143,26,1253,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,3642,1233,n/e,n/e,1,1,400,0,1189,19,1768,1
2023-01-01 03:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1046,26,1265,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,3887,1243,n/e,n/e,1,1,401,0,1229,19,1792,1
2023-01-01 03:30:00+00:00,45,0,n/e,n/e,n/e,n/e,1065,27,1260,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,3917,1273,n/e,n/e,1,1,399,0,1258,19,1765,1
2023-01-01 04:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1078,27,1269,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,3664,1283,n/e,n/e,1,1,402,0,1253,19,1764,1
2023-01-01 04:30:00+00:00,45,0,n/e,n/e,n/e,n/e,1057,27,1264,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,3862,1292,n/e,n/e,1,1,408,0,1248,19,1767,1
