,HPHS,HDAM
2016-01-01 00:00:00+00:00,0.7653867387149702,0.7653867387149702
2016-01-01 01:00:00+00:00,0.7655254909842738,0.7655254909842738
2016-01-01 02:00:00+00:00,0.7656642432535774,0.7656642432535774
2016-01-01 03:00:00+00:00,0.765802995522881,0.765802995522881
2016-01-01 04:00:00+00:00,0.7659417477921846,0.7659417477921846
2016-01-01 05:00:00+00:00,0.7660805000614882,0.7660805000614882
2016-01-01 06:00:00+00:00,0.7662192523307918,0.7662192523307918
2016-01-01 07:00:00+00:00,0.7663580046000954,0.7663580046000954
2016-01-01 08:00:00+00:00,0.766496756869399,0.766496756869399
2016-01-01 09:00:00+00:00,0.7666355091387026,0.7666355091387026
2016-01-01 10:00:00+00:00,0.7667742614080063,0.7667742614080063
2016-01-01 11:00:00+00:00,0.7669130136773099,0.7669130136773099
2016-01-01 12:00:00+00:00,0.7670517659466135,0.7670517659466135
2016-01-01 13:00:00+00:00,0.7671905182159171,0.7671905182159171
2016-01-01 14:00:00+00:00,0.7673292704852207,0.7673292704852207
2016-01-01 15:00:00+00:00,0.7674680227545243,0.7674680227545243
2016-01-01 16:00:00+00:00,0.7676067750238279,0.7676067750238279
2016-01-01 17:00:00+00:00,0.7677455272931315,0.7677455272931315
2016-01-01 18:00:00+00:00,0.7678842795624351,0.7678842795624351
2016-01-01 19:00:00+00:00,0.7680230318317387,0.7680230318317387
2016-01-01 20:00:00+00:00,0.7681617841010423,0.7681617841010423
2016-01-01 21:00:00+00:00,0.7683005363703459,0.7683005363703459
2016-01-01 22:00:00+00:00,0.7684392886396495,0.7684392886396495
2016-01-01 23:00:00+00:00,0.7685780409089531,0.7685780409089531
2016-01-02 00:00:00+00:00,0.7687167931782567,0.7687167931782567
2016-01-02 01:00:00+00:00,0.7688555454475603,0.7688555454475603
2016-01-02 02:00:00+00:00,0.7689942977168639,0.7689942977168639
2016-01-02 03:00:00+00:00,0.7691330499861675,0.7691330499861675
2016-01-02 04:00:00+00:00,0.7692718022554711,0.7692718022554711
2016-01-02 05:00:00+00:00,0.7694105545247748,0.7694105545247748
2016-01-02 06:00:00+00:00,0.7695493067940784,0.7695493067940784
2016-01-02 07:00:00+00:00,0.769688059063382,0.769688059063382
2016-01-02 08:00:00+00:00,0.7698268113326856,0.7698268113326856
2016-01-02 09:00:00+00:00,0.7699655636019892,0.7699655636019892
2016-01-02 10:00:00+00:00,0.7701043158712928,0.7701043158712928
2016-01-02 11:00:00+00:00,0.7702430681405964,0.7702430681405964
2016-01-02 12:00:00+00:00,0.7703818204099,0.7703818204099
2016-01-02 13:00:00+00:00,0.7705205726792036,0.7705205726792036
2016-01-02 14:00:00+00:00,0.7706593249485072,0.7706593249485072
2016-01-02 15:00:00+00:00,0.7707980772178108,0.7707980772178108
2016-01-02 16:00:00+00:00,0.7709368294871144,0.7709368294871144
2016-01-02 17:00:00+00:00,0.771075581756418,0.771075581756418
2016-01-02 18:00:00+00:00,0.7712143340257216,0.7712143340257216
2016-01-02 19:00:00+00:00,0.7713530862950252,0.7713530862950252
2016-01-02 20:00:00+00:00,0.7714918385643288,0.7714918385643288
2016-01-02 21:00:00+00:00,0.7716305908336324,0.7716305908336324
2016-01-02 22:00:00+00:00,0.771769343102936,0.771769343102936
2016-01-02 23:00:00+00:00,0.7719080953722397,0.7719080953722397
2016-01-03 00:00:00+00:00,0.7720468476415433,0.7720468476415433
2016-01-03 01:00:00+00:00,0.7721855999108469,0.7721855999108469
2016-01-03 02:00:00+00:00,0.7723243521801505,0.7723243521801505
2016-01-03 03:00:00+00:00,0.7724631044494541,0.7724631044494541
2016-01-03 04:00:00+00:00,0.7726018567187577,0.7726018567187577
2016-01-03 05:00:00+00:00,0.7727406089880613,0.7727406089880613
2016-01-03 06:00:00+00:00,0.7728793612573649,0.7728793612573649
2016-01-03 07:00:00+00:00,0.7730181135266685,0.7730181135266685
2016-01-03 08:00:00+00:00,0.7731568657959721,0.7731568657959721
2016-01-03 09:00:00+00:00,0.7732956180652757,0.7732956180652757
2016-01-03 10:00:00+00:00,0.7734343703345793,0.7734343703345793
2016-01-03 11:00:00+00:00,0.7735731226038829,0.7735731226038829
2016-01-03 12:00:00+00:00,0.7737118748731865,0.7737118748731865
2016-01-03 13:00:00+00:00,0.7738506271424901,0.7738506271424901
2016-01-03 14:00:00+00:00,0.7739893794117937,0.7739893794117937
2016-01-03 15:00:00+00:00,0.7741281316810973,0.7741281316810973
2016-01-03 16:00:00+00:00,0.7742668839504009,0.7742668839504009
2016-01-03 17:00:00+00:00,0.7744056362197045,0.7744056362197045
2016-01-03 18:00:00+00:00,0.7745443884890082,0.7745443884890082
2016-01-03 19:00:00+00:00,0.7746831407583118,0.7746831407583118
2016-01-03 20:00:00+00:00,0.7748218930276154,0.7748218930276154
2016-01-03 21:00:00+00:00,0.774960645296919,0.774960645296919
2016-01-03 22:00:00+00:00,0.7750993975662226,0.7750993975662226
2016-01-03 23:00:00+00:00,0.7752381498355262,0.7752381498355262
2016-01-04 00:00:00+00:00,0.7753769021048298,0.7753769021048298
2016-01-04 01:00:00+00:00,0.7755156543741334,0.7755156543741334
2016-01-04 02:00:00+00:00,0.775654406643437,0.775654406643437
2016-01-04 03:00:00+00:00,0.7757931589127406,0.7757931589127406
2016-01-04 04:00:00+00:00,0.7759319111820442,0.7759319111820442
2016-01-04 05:00:00+00:00,0.7760706634513478,0.7760706634513478
2016-01-04 06:00:00+00:00,0.7762094157206514,0.7762094157206514
2016-01-04 07:00:00+00:00,0.776348167989955,0.776348167989955
