00:00 - 00:30,n/e,n/e,n/e,n/e,n/e,n/e,674,,6,,38,,n/e,n/e,216,,n/e,n/e,21,,169,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,610,
00:30 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,664,,6,,38,,n/e,n/e,217,,n/e,n/e,18,,158,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,635,
01:00 - 01:30,n/e,n/e,n/e,n/e,n/e,n/e,675,,0,,40,,n/e,n/e,169,,n/e,n/e,21,,147,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,671,
01:30 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,837,,0,,36,,n/e,n/e,169,,n/e,n/e,12,,144,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,660,
02:00 - 02:30,n/e,n/e,n/e,n/e,n/e,n/e,979,,0,,35,,n/e,n/e,170,,n/e,n/e,0,,129,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,604,
02:30 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,1020,,0,,35,,n/e,n/e,219,,n/e,n/e,0,,129,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,582,
03:00 - 03:30,n/e,n/e,n/e,n/e,n/e,n/e,808,,0,,28,,n/e,n/e,225,,n/e,n/e,0,,128,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,618,
03:30 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,692,,0,,35,,n/e,n/e,226,,n/e,n/e,0,,124,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,610,
04:00 - 04:30,n/e,n/e,n/e,n/e,n/e,n/e,616,,0,,35,,n/e,n/e,225,,n/e,n/e,0,,123,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,516,
04:30 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,481,,0,,35,,n/e,n/e,212,,n/e,n/e,0,,119,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,510,
05:00 - 05:30,n/e,n/e,n/e,n/e,n/e,n/e,452,,0,,36,,n/e,n/e,191,,n/e,n/e,0,,124,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,491,
05:30 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,469,,0,,34,,n/e,n/e,209,,n/e,n/e,0,,124,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,432,
