,CCGT,CHP,H2 turbine,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-01 10:00:00,4.713906891033982e-06,3.347605947134678,1.7162803933827722e-06,1.9901369617629094e-06,-38.980959098995854,-231.68263091545992,0.23700571245671018,32.17984566155378,170.26378516710983,248.49670367808255,-217.9748496754034,40.98777391535696,-0.2030035556356059,-2.3122475286418784,-3.735066342920452
2013-01-01 11:00:00,4.706958900174758e-06,3.343905852726537,1.7161548307294038e-06,1.9881598006414256e-06,-44.06137569310227,-222.02134476323113,0.13137819724956806,32.17984562243442,169.95543667873199,249.7795875685395,-217.97485000601282,41.35470174962712,-0.24059415353440392,-7.9916012675044135,-3.831128898150806
2013-01-01 12:00:00,4.706168467197138e-06,3.3428159674257545,1.7167483499944603e-06,1.988041051156623e-06,-44.63460372536583,-221.5413542175652,0.03025065410917523,32.17984561605686,173.0915275123544,256.37554367217416,-217.9748500336825,38.02395290738372,-0.2890318447129562,-14.003262355026427,-3.97686977396432
2013-01-01 13:00:00,4.702657609554708e-06,3.342819736780078,1.7145413852359903e-06,1.9873232072106842e-06,-37.04223263265721,-232.21760245546508,0.010358339964402148,32.17984562813769,174.75409737719036,262.3972571057933,-217.97485010854012,30.13284255666579,-0.2717843938585509,-10.726335942992032,-3.96045082998608
2013-01-01 14:00:00,4.697049524691568e-06,3.342822847612026,1.7089256094447483e-06,1.9859474207125834e-06,-15.431169302159041,-250.56032622708418,1.2124350068950662,32.179845638917215,176.45741667562652,256.12650235036483,-217.97485028721397,17.30826371779748,-0.1835688238089514,-1.0071963022333938,-0.8462109031524798
2013-01-01 15:00:00,5.4181108194961295e-06,3.4768507016684334,1.8968008709772712e-06,2.1772358800715394e-06,19.87294709353212,-279.0754961991849,7.42375130989982,39.0897102035972,176.7752035126376,247.42677047366672,-217.9747714197386,3.609061568529486,-4.013247133987066e-05,-1.4709980648417607e-05,-2.1881063843091376e-05
2013-01-01 16:00:00,6.141446602618433e-06,3.476853992515857,2.0783290276427117e-06,2.359128699803558e-06,42.977463426919506,-293.4774261578945,7.43636495808168,40.37552867752024,176.87731962460944,240.53389697770672,-217.57845910432974,0.0,-0.0,-5.756296890991155e-06,-9.057610404374354e-06
2013-01-01 17:00:00,6.137937279140083e-06,3.476853989667318,2.0752006929318663e-06,2.3585525955090573e-06,40.17039637603459,-292.8643953425533,7.431738386741465,40.37552864769338,176.8459075076707,242.76397533482447,-217.57846241816097,0.0,-0.0,-5.8099643418694535e-06,-9.072509884203826e-06
2013-01-01 18:00:00,6.131749151430288e-06,3.4768539839504875,2.072457705665847e-06,2.3572810302111703e-06,36.13469822826452,-288.81234865359977,7.4248125859262,40.375528601691684,176.39642150402008,243.20404136162432,-217.57846514253427,0.0,-0.0,-5.8539984138467046e-06,-9.10827714072253e-06
2013-01-01 19:00:00,6.103700456208293e-06,3.476853352906997,2.068136329326689e-06,2.3523611621235762e-06,31.13160334791571,-281.6654444496401,7.42268740678809,40.375528534206595,176.5204374429759,240.93854988429823,-217.57867311812913,0.0,-0.0,-5.933254871303018e-06,-9.15505789101509e-06
2013-01-01 20:00:00,6.137671137090267e-06,3.476853803441044,2.0781154404760356e-06,2.3623772223377605e-06,21.641099604927607,-270.895941756363,7.501690497345652,40.37552851972544,174.14754031482977,239.19138913319728,-214.8166192133378,0.0,-0.0,-5.946761637268474e-06,-9.078048863986242e-06
2013-01-01 21:00:00,6.124132100103073e-06,3.4768537144508547,2.0735723752862224e-06,2.360094752176996e-06,8.811551108450068,-262.47994473793426,7.72793107760916,40.375528483746834,172.1810908032378,234.25387449645885,-203.72534339785366,0.0,-0.0,-6.041585723750623e-06,-9.17272622095239e-06
2013-01-01 22:00:00,6.094969071390953e-06,3.4768516615890492,2.0664701664677752e-06,2.3515379208134745e-06,-7.253801963703812,-244.6133459133701,7.699097538622204,40.37552845441935,163.8210772153539,218.71592999486836,-181.59979499182722,0.0,-0.0,-6.072722999811513e-06,-9.293352118190903e-06
2013-01-01 23:00:00,6.09288466483248e-06,3.476851669116004,2.066338107661968e-06,2.3513569011242537e-06,-6.292980130073002,-230.61975097370902,7.674730231900083,40.37552844227901,160.46852609625296,212.16952014660305,-186.63088334878276,0.0,-0.0,-6.115378766376701e-06,-9.380455080648092e-06
2013-01-02 00:00:00,6.091049074483192e-06,3.476851659178783,2.0658722403515433e-06,2.351060318751198e-06,-1.0657415185254553,-225.70774455352338,7.771869716116133,40.37552843558666,157.9951355558836,206.10758246410356,-188.33193941418583,0.0,-0.0,-6.202025206895181e-06,-9.497869167667666e-06
2013-01-02 01:00:00,6.088465910181204e-06,3.4768516896066495,2.06512781568449e-06,2.350564998221091e-06,-0.9544047347290816,-223.30359239421153,7.824824916228208,40.37552842629212,155.63747616425823,198.40836171160242,-180.84350327972362,0.0,-0.0,-6.262840929300848e-06,-9.585780627359329e-06
2013-01-02 02:00:00,6.167355775224738e-06,3.476852484431519,2.080861688673666e-06,2.3672183831907097e-06,1.823932910248193,-214.48777473472964,7.680535575555147,40.37552850117241,152.67390619563162,187.22110764141502,-178.14254714916484,0.0,-0.0,-6.054122413165581e-06,-9.322772275815537e-06
2013-01-02 03:00:00,6.215263360749947e-06,3.476854177319168,2.0916528793699515e-06,2.37733731336079e-06,22.797981327842088,-225.81343280759617,7.779555201671922,40.37552858003848,148.0433996449691,176.2730276651086,-172.31137316272952,0.0,-0.0,-5.9354281916776325e-06,-9.15278107901342e-06
2013-01-02 04:00:00,6.218185412710796e-06,3.476854221841687,2.0932579542432286e-06,2.37796641108096e-06,48.89348697264426,-255.59053060620312,7.751685514383768,40.375528589884965,146.34524535389454,168.1837481587073,-158.81447784718668,0.0,-0.0,-5.893055722365639e-06,-9.085616771619599e-06
2013-01-02 05:00:00,6.217557175459633e-06,3.4768542467538444,2.0936089847653135e-06,2.377869163582356e-06,54.530182993801205,-273.7008419689811,7.5216916382669226,40.37552859577259,144.67640490123932,164.76977391731057,-141.02805400736423,0.0,-0.0,-5.865441840105369e-06,-9.063789223353006e-06
2013-01-02 06:00:00,6.236901546259272e-06,3.4768543432021226,2.0983266329097057e-06,2.3814351827440694e-06,63.38673378740599,-287.9971847418718,7.46309276571033,40.3755286304435,144.97728512861022,164.85061427410673,-135.91138379814174,0.0,-0.0,-5.8673141870998e-06,-9.075858314436678e-06
2013-01-02 07:00:00,6.255167889853944e-06,3.4768551185339507,2.105052240794739e-06,2.3856596293656005e-06,71.00798238236314,-288.5143341994161,7.608637534028028,40.37552867055334,139.90711383247412,164.0678428416872,-137.30808587295738,0.0,-0.0,-5.879344926322424e-06,-9.110324584377118e-06
2013-01-02 08:00:00,6.248765235090732e-06,3.4768552140087454,2.1113068325620057e-06,2.384775314012681e-06,38.86783699622232,-275.45499523114603,7.596523537971534,40.37552855519524,133.24804696536233,164.98374467317865,-147.09592093668965,34.62392802760663,-8.91000030149687e-06,-5.875764010989833e-06,-9.087129489724603e-06
2013-01-02 09:00:00,6.16546335021277e-06,3.4768539776221785,2.0909109375983364e-06,2.3661028556052457e-06,2.343798112820643,-233.72178951284198,7.506251420457074,40.375528414135424,126.56917086293608,169.24937809620945,-178.2925984527912,63.11496310777068,-1.4737157449535483e-05,-6.170249717899863e-06,-9.5516580042745e-06
2013-01-02 10:00:00,6.126743885177323e-06,3.4768531199298423,2.085741174487883e-06,2.358450711175371e-06,-16.366243267555163,-222.7884451969186,7.175723782338749,40.37552831549904,133.53566684861102,172.04881116280316,-181.17930161159717,64.34296972233004,-2.0924490767828657e-05,-6.2378483253817074e-06,-9.74537181104012e-06
2013-01-02 11:00:00,6.084337791569732e-06,3.4768530681272973,2.0771780559118084e-06,2.348273599975104e-06,-12.092560045297798,-221.45173770291555,7.154579928919619,40.37552826292803,130.15780476447304,184.6822393784391,-189.68385465633153,58.00271098995987,-2.0754651937251106e-05,-6.3574610391022025e-06,-9.933219308211978e-06
2013-01-02 12:00:00,6.079134618436102e-06,3.4768530401431037,2.075181221017191e-06,2.34724606595797e-06,-3.4121431313540223,-233.20279701530802,7.136628462772857,40.37552826174991,137.53928800743037,200.2546083972901,-202.36698202615307,50.82057915690012,-2.0001887888723638e-05,-6.2971581271202565e-06,-9.88128552656966e-06
2013-01-02 13:00:00,6.102322241197163e-06,3.476853968598201,2.0770657655444882e-06,2.3533385581896666e-06,6.941077315398621,-244.4455918043547,7.118594845559393,40.37552830677144,151.813786068016,212.02728803967503,-215.73783005254055,39.05185424405758,-1.814752976102337e-05,-6.130248076898958e-06,-9.724103955088021e-06
2013-01-02 14:00:00,6.12087262514559e-06,3.476854231336899,2.0773390865365866e-06,2.3579743267244613e-06,38.87778368771552,-266.5184536026865,7.098859606475759,40.37552836021179,159.54854601646596,211.81104875623654,-215.11784921934978,21.069242047430414,-1.7436035589551794e-05,-6.030387013161714e-06,-9.572927783639743e-06
2013-01-02 15:00:00,6.151545087513054e-06,3.4768543760937276,2.080405860497363e-06,2.363294035466697e-06,66.70027607238393,-288.9647440629314,7.0785763437180975,40.37552846837587,164.98229474677817,216.29832895866755,-212.3696294185054,3.044058801018957,-2.1688916457383906e-06,-6.00346389265052e-06,-9.413376162146536e-06
2013-01-02 16:00:00,6.153392981140475e-06,3.4768544046783565,2.0780814645482e-06,2.363383207034347e-06,60.77371179381824,-299.81424928237647,7.058363423394116,40.37552852487352,168.09509114852864,225.57664350844973,-204.9204015241899,0.0,-0.0,-5.9811878342827135e-06,-9.324594304441946e-06
2013-01-02 17:00:00,6.142775271778569e-06,3.476854416103227,2.0747640780844767e-06,2.360869832267731e-06,50.29167373921812,-298.96712518863006,7.038931231831979,40.375528531294954,169.95482555302777,235.6654287345879,-207.214574720138,0.0,-0.0,-5.981383585068446e-06,-9.258601567028301e-06
2013-01-02 18:00:00,6.056530255037838e-06,3.476854285343411,2.0541286533910624e-06,2.3410994051742798e-06,38.047792165004935,-292.0217936672222,7.020415144166073,40.375528429234805,170.63996377823307,247.3907191215229,-214.30793022782967,0.0,-0.0,-6.115108430026841e-06,-9.486611351986359e-06
2013-01-02 19:00:00,5.464873871300115e-06,3.476852865119342,1.897841885048854e-06,2.1885121962620628e-06,28.137999323181848,-287.395108164866,6.562636712019108,40.03916939611093,170.44710409703083,256.8470409200102,-217.49170691252945,0.0,-0.0,-1.5295360148895402e-05,-2.2704761890659457e-05
2013-01-02 20:00:00,5.432768852361375e-06,3.476851161187827,1.8855165808523288e-06,2.1818089972925257e-06,21.01363495583696,-280.9713807118425,6.545655576026699,33.07139899212047,170.2282391707472,265.1724123295537,-217.91282260764157,0.0,-0.0,-1.5033542120225459e-05,-2.2315766736991215e-05
2013-01-02 21:00:00,5.310670180639088e-06,3.4768498424680248,1.8495168358086653e-06,2.145042537731784e-06,3.8969328405186916,-269.1639066606927,6.5266149125353135,32.17984662090822,170.5234524752514,273.74034455414443,-216.62818995486793,0.0,-0.0,-1.0433739381436509,-2.8846184372395136
2013-01-02 22:00:00,5.222934820926222e-06,3.47684891571544,1.8276525928593152e-06,2.12402660962557e-06,-22.928683906630393,-259.2677647720596,6.511083550914632,32.17984655991286,172.13746225358878,292.93644310509444,-217.97480016921867,0.0,-0.0,-2.6079973992037973,-3.8384847951594607
2013-01-02 23:00:00,5.225958442626609e-06,3.4768488365444536,1.829487212523543e-06,2.1249537711301467e-06,-31.681985897018336,-249.7444713713729,6.496760161561707,32.17984655544351,171.63400965409906,299.669245528488,-217.97479985390802,0.0,-0.0,-9.555323236016381,-3.8761770504120516
2013-01-03 00:00:00,5.074879349961502e-06,3.476847615898359,1.7550587263060234e-06,2.0901290594581315e-06,-46.57815542981006,-239.82119649254162,6.484126733811804,32.1798465640679,171.5180343859534,312.98522273958963,-217.97480228650295,0.0,-0.0,-17.750757145807224,-3.8524364534354034
2013-01-03 01:00:00,5.0628702630765215e-06,3.4768475334893383,1.7480208676342987e-06,2.0879145649790484e-06,-53.9246083063659,-237.9328533536678,6.472453986088679,32.17984656312494,171.03935466906472,322.51003902560274,-217.9748026612331,0.0,-0.0,-21.369153990085344,-3.810397816336531
2013-01-03 02:00:00,5.227372480180174e-06,3.476848852742431,1.8298479852788987e-06,2.1254344703299883e-06,-58.51086778658248,-238.28443794662158,6.4616175652288,32.17984656239389,170.17127721152886,326.88324038297316,-217.97480003416936,0.0,-0.0,-19.984689351640764,-3.7940821434104177
2013-01-03 03:00:00,5.226643419202148e-06,3.4768488791804155,1.8287870469815634e-06,2.1253376700909598e-06,-57.47419901097508,-245.74377962106044,6.450171491835523,32.17984655468086,168.42602509985227,329.6110443016995,-217.97480013850415,0.0,-0.0,-14.627201021207973,-3.700003213028881
2013-01-03 04:00:00,5.261255002165909e-06,3.4768490151651803,1.8327228672915103e-06,2.131813407377228e-06,-50.08598694872481,-258.2288638006396,6.438562770701014,32.17984658425018,167.5688671395835,333.13040237140814,-217.95215150138415,0.0,-0.0,-12.317443394910857,-3.5861290416446208
2013-01-03 05:00:00,5.2793141237591856e-06,3.4768491905391454,1.8410044839550395e-06,2.135303973922294e-06,-49.71289848367365,-272.80613630260945,6.427311528582777,32.1798465798735,165.26289822229012,333.8061412666559,-209.4234905675944,0.0,-0.0,-5.096153699971326,-3.4904153318792672
2013-01-03 06:00:00,5.278456162736165e-06,3.4768492011487533,1.8402756912134106e-06,2.135058912451499e-06,-45.1863972429719,-278.9755761811566,6.416845889762875,32.179846594476864,163.48382826002032,332.7770442449584,-209.2859736879459,0.0,-0.0,-1.0024401378389505,-3.2600744563509734
2013-01-03 07:00:00,5.395425362059828e-06,3.4768497960046263,1.8763453213138817e-06,2.170171469304981e-06,-44.83893211036358,-279.7034165320681,6.410993065888016,37.8522080455956,161.79085832295863,328.4275069940373,-212.7920765233413,0.0,-0.0,-1.6356077594539034e-05,-2.295109669142183e-05
2013-01-03 08:00:00,6.024251302224269e-06,3.4768513935065015,2.0449468929951036e-06,2.333561791313355e-06,-50.92929328446996,-277.2230014807564,6.84192161521176,40.37552824814708,159.8674130679777,320.25838582020504,-217.55468864113078,15.508436499846782,-8.095290405816483e-06,-6.449109658198751e-06,-9.685129029745479e-06
2013-01-03 09:00:00,6.057672445333401e-06,3.476851316365278,2.0549717052818066e-06,2.34324301707296e-06,-49.07284548765941,-266.88919048614713,6.833024635008152,40.37552825194144,157.34579085686417,306.9419017481193,-217.46234641498836,19.072842842405265,-1.3845754963395474e-05,-6.3611126457700605e-06,-9.649232917946281e-06
2013-01-03 10:00:00,6.058182469420709e-06,3.4768513494919593,2.0562434264502807e-06,2.3433296181114434e-06,-23.615009779048822,-250.77873479633493,6.8240405512548,40.375528221111175,156.5325599187856,264.68233506936946,-215.51801685066405,18.64200779438502,-1.7957134286529546e-05,-6.3394079402300646e-06,-9.773383638693285e-06
2013-01-03 11:00:00,6.055937546325154e-06,3.476851363473377,2.0565015315522116e-06,2.3431339236404285e-06,-32.05105460775908,-247.52960246507965,6.81610641306924,40.37552818825891,155.5947300299706,265.80314350055716,-213.47368818165705,21.609547721144203,-1.8403800790780495e-05,-6.344236241135002e-06,-9.80078635170197e-06
2013-01-03 12:00:00,6.052930025981418e-06,3.4768513741126563,2.056259465138023e-06,2.3428675501310007e-06,-33.14493037294372,-248.32075298705263,6.809568042304818,40.3755281695322,156.83557930915572,263.97369934521697,-210.01404513880854,20.630064548512248,-1.869831338260809e-05,-6.319519835429805e-06,-9.847423658798273e-06
2013-01-03 13:00:00,6.0662403611497095e-06,3.4768514875613756,2.061319572507535e-06,2.3457699710722698e-06,-29.815516320802825,-252.91655860600213,6.80373756184596,40.37552817919602,156.49588059897647,260.49017818280936,-202.36484795222512,18.07630870370057,-1.8722389376091206e-05,-6.250062658781384e-06,-9.811215100663902e-06
2013-01-03 14:00:00,6.090365973727831e-06,3.4768515511534286,2.0626627469358223e-06,2.348938637803387e-06,-17.697524807012517,-267.5737716336486,6.7976080724168435,40.375528253397746,157.38216168882917,247.74898542133633,-181.17949307652808,11.291216422194331,-1.8462868712456307e-05,-6.246862792648429e-06,-9.763237146317758e-06
2013-01-03 15:00:00,6.195839395682115e-06,3.4768539709654034,2.082925196422008e-06,2.370896897795115e-06,-4.65260362346304,-282.2319430773928,6.791234077894354,40.3755284359496,155.11920585544388,237.52449662661587,-158.02445899910896,2.2432357863648433,-6.945193735399843e-06,-6.057678316201064e-06,-9.546156686752758e-06
2013-01-03 16:00:00,6.237789642805422e-06,3.47685543951635,2.097558088667348e-06,2.3804334534836416e-06,0.07068552671088128,-292.1891315489487,6.784961467136468,40.375528493894514,153.582805953668,232.04920407104277,-143.52936910075564,0.0,-0.0,-5.876353239098013e-06,-9.35463510188097e-06
2013-01-03 17:00:00,6.235884178678353e-06,3.4768554537888257,2.096225622140537e-06,2.38015853579588e-06,5.67496361134318,-292.8006114326251,6.779312900774496,40.375528504514484,153.39902859911885,233.0584080041003,-149.34194530327466,0.0,-0.0,-5.90071304675112e-06,-9.36233297796772e-06
2013-01-03 18:00:00,6.208700867362085e-06,3.476855437732074,2.0918401687511573e-06,2.375571449683364e-06,9.45389753083232,-288.6704836178008,6.773918641080025,40.37552847218976,153.98779942008923,240.11414480590065,-164.89012028150006,0.0,-0.0,-5.995768475793901e-06,-9.426000765998522e-06
2013-01-03 19:00:00,6.102993406803803e-06,3.476853992590234,2.070676779382708e-06,2.3525156805400556e-06,-0.43679951871054523,-283.51675244390844,6.770518629031428,40.375528367375594,154.46259577122734,247.88031978122265,-168.3907221367747,0.0,-0.0,-6.2258759469324585e-06,-9.726241520715055e-06
2013-01-03 20:00:00,6.1024786566189e-06,3.4768539857598473,2.071619738178703e-06,2.352584824270542e-06,-1.4981012032548937,-273.1732186711959,6.768208938159832,40.37552836627448,153.11258144481943,250.4645919231431,-178.9049023222456,0.0,-0.0,-6.253326449577513e-06,-9.710760712526354e-06
2013-01-03 21:00:00,6.102378704522074e-06,3.476854003841513,2.072669672076871e-06,2.3526069051338673e-06,-3.5191732855221503,-260.29343548492614,6.766355895619201,40.37552836412707,152.51324568458978,252.1707091618458,-190.86854189754334,0.0,-0.0,-6.258957549826325e-06,-9.681684460600466e-06
2013-01-03 22:00:00,6.098892986488163e-06,3.476853970114453,2.072256023007435e-06,2.3519649630659976e-06,-6.898114792236033,-240.79666678158608,6.764719854469027,40.375528368948835,151.2549247573761,234.0828323892115,-187.63853513260753,0.0,-0.0,-6.259736756077101e-06,-9.73879380773664e-06
2013-01-03 23:00:00,6.08566249595943e-06,3.4768539425821454,2.068409343863253e-06,2.3476993213498157e-06,-19.09926841533413,-231.1012868538261,6.7630034385688464,40.37552836275456,154.46020090979977,239.10542760188866,-193.35891491096982,0.0,-0.0,-6.310646752955488e-06,-9.82229077658034e-06
2013-01-04 00:00:00,6.085362361097755e-06,3.4768539548021926,2.068698092330692e-06,2.3477015078847014e-06,-25.429627824216915,-223.2944451076754,6.762245386678827,40.37552835464608,155.5042307093082,243.54153901449737,-200.3147803871394,0.0,-0.0,-6.323967540958988e-06,-9.83408970921529e-06
2013-01-04 01:00:00,6.076235381372699e-06,3.4768538843645422,2.064499059250895e-06,2.345927475280804e-06,-26.571568153437497,-220.0406490404539,6.761134002535443,40.37552835084179,152.39958473084164,241.292223178956,-197.071562358338,0.0,-0.0,-6.361988979132405e-06,-9.874784120041725e-06
2013-01-04 02:00:00,6.072546444322234e-06,3.4768537402578947,2.0629123894253597e-06,2.34503535850512e-06,-22.302921918914617,-220.23328421430483,6.759894271282764,40.37552834421643,151.4926242982407,237.7535433366218,-196.70069314517366,0.0,-0.0,-6.362388335716217e-06,-9.895056851354212e-06
2013-01-04 03:00:00,6.0842415965234535e-06,3.4768537937791315,2.066890387981895e-06,2.349059169360827e-06,-16.341603918269485,-226.3645319532567,6.757911386975544,40.3755283424526,149.97109733438273,232.68502149744972,-189.93873310720682,0.0,-0.0,-6.359333185972411e-06,-9.874405465705166e-06
2013-01-04 04:00:00,6.101557435381292e-06,3.4768542000371236,2.069605744271379e-06,2.3547482414994556e-06,-0.29801689902293665,-234.35926561268946,6.755540004844522,40.37552833629916,151.28342641711282,229.21594258157174,-195.82846587546618,0.0,-0.0,-6.3097678888223814e-06,-9.79928219457251e-06
2013-01-04 05:00:00,6.164675364767963e-06,3.476855551231226,2.0512212323223044e-06,2.3693450813677418e-06,11.180819052119158,-259.3038440606118,6.752608183911066,40.3755283748109,151.91510505860825,225.92677418785607,-179.70230232341228,0.0,-0.0,-6.20112473410076e-06,-9.617090315118909e-06
2013-01-04 06:00:00,6.261640075641374e-06,3.4768561996308036,2.0705784286434645e-06,2.389652794806139e-06,19.710012523031402,-278.64636523253455,6.748778839686578,40.375528469571364,150.28634882081136,223.98137537980517,-165.3109926327025,0.0,-0.0,-6.113909645434476e-06,-9.437146523599897e-06
2013-01-04 07:00:00,6.3415109071725246e-06,3.4768571209318186,2.061400373283547e-06,2.409312275843927e-06,24.50538464954299,-283.7055370017973,6.745034044870751,40.37552853140699,146.63532372089335,218.63179338817463,-156.0428457773705,0.0,-0.0,-5.99765639310943e-06,-9.260942105555246e-06
2013-01-04 08:00:00,6.306180761131149e-06,3.476857152425259,2.0605298932573438e-06,2.4033160214355836e-06,14.242953702926304,-275.9879448675011,6.741226082596044,40.375528460399615,143.0604496593782,211.03881846014124,-153.5875601628942,11.261214993922817,-4.81776150165546e-06,-6.0565796617151105e-06,-9.38253326568055e-06
2013-01-04 09:00:00,6.3066068882278225e-06,3.476857175257911,2.0608309056706934e-06,2.4035762190016458e-06,8.563910921099776,-257.6484799074587,6.738532951094197,40.37552841544771,140.3493336953364,208.86109074024148,-165.9641768631883,15.868954737300578,-1.3100403515050924e-05,-6.087631274652031e-06,-9.441574619784638e-06
2013-01-04 10:00:00,6.306017775102991e-06,3.476857192216262,2.0628082843666953e-06,2.4034787193167543e-06,26.003075998211564,-251.7323123876918,6.737553698486948,40.3755284005259,139.9482711633292,182.25362709491023,-163.26738501901133,16.826340323133945,-1.7664318572614173e-05,-6.07305936674616e-06,-9.4706862489199e-06
2013-01-04 11:00:00,6.30592531773558e-06,3.476857202345869,2.064506750477907e-06,2.403624702825544e-06,8.917322242197516,-248.3306484980375,6.738605244531313,40.37552839143672,142.20767809035297,200.3702514217232,-171.6577198062642,18.523682320205765,-1.7749433395032033e-05,-6.079985045868857e-06,-9.522484583559497e-06
2013-01-04 12:00:00,6.305740145184019e-06,3.476857205226833,2.0656255275861067e-06,2.403744875970182e-06,0.03799075560644741,-248.2855855984838,6.741291438892204,40.37552838816065,142.09992971858387,215.1439664411356,-176.9564102199293,17.987988398031316,-1.7622578235597636e-05,-6.118673371403377e-06,-9.532055231169418e-06
2013-01-04 13:00:00,6.268627948428612e-06,3.4768566399721688,2.055090975954312e-06,2.393795590707631e-06,-6.574544722105833,-255.27762174726664,6.744761619321933,40.375528389345526,141.49466348231027,225.61524533653724,-170.27870100462212,15.04536919720867,-1.7399343378464487e-05,-6.202778677212007e-06,-9.656298390678982e-06
2013-01-04 14:00:00,6.417808359938352e-06,3.476857573692215,1.9978246661515876e-06,2.4241934202132764e-06,-5.18519404086612,-270.0959717122769,6.749156948832122,40.375528550968696,139.67487513679777,223.2379989559563,-147.69019081376945,9.994068646534776,-1.6709983328015197e-05,-5.994246558733067e-06,-9.307973249537572e-06
2013-01-04 15:00:00,6.614999823016615e-06,3.476858402234582,1.9391687919451215e-06,2.4658118259857526e-06,0.0012703637851668253,-290.3214175710324,12.616693977628303,40.37552874593669,138.70016972055402,223.61339938920935,-129.81185099422277,1.860077903283887,-3.756992128045399e-06,-5.717151175723511e-06,-8.853159311477528e-06
2013-01-04 16:00:00,6.608430533537489e-06,3.47685835099082,1.938726764493326e-06,2.464176594700993e-06,-1.9024686790155145,-299.71519849903314,15.318710408204215,40.37552879898355,135.62803206821278,227.86203507275587,-120.57859655476754,0.0,-0.0,-5.749841456457293e-06,-8.909724666610096e-06
2013-01-04 17:00:00,6.61253448258177e-06,3.4768583627030805,1.941252309543795e-06,2.4658416097536978e-06,-5.501814354562378,-298.4382765450187,15.313695490839546,40.37552880707772,133.81380425731666,231.58279689135628,-120.16419943901876,0.0,-0.0,-5.765216039118853e-06,-8.910108472923151e-06
2013-01-04 18:00:00,6.607030204352627e-06,3.4768582722996153,1.9436228367571383e-06,2.4645161703905058e-06,-9.072340857372103,-291.6103278914783,12.230954299882196,40.37552880346392,135.04732212678655,233.67026601214442,-123.66021961726118,0.0,-0.0,-5.783141527405613e-06,-8.900764150802286e-06
