,CCGT,CHP,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-01 15:00:00,7.001419736428791e-07,0.31921230470316286,5.251104658081967,3.56140175108062e-07,4.771870763204781e-05,-14.55984405545828,0.07175923373185816,7.001249540150315,4.593450802259865,-2.8429303366623038,0.16596221689395776,-3.1231024167779927e-06,-1.0920601052362145e-06,-1.4474862753338629e-06
2013-01-01 16:00:00,7.103793340168495e-07,0.3192138825902996,5.369479512139033,3.595636346117802e-07,1.7731157371632604,-15.934614880506672,0.07176952796560476,7.060039073184264,4.034000542028728,-2.6929947396158305,0.0,-0.0,-1.0817428501752602e-06,-1.3837892564390347e-06
2013-01-01 17:00:00,7.099952259451852e-07,0.319213885363414,6.199804230190349,3.5944468700148083e-07,1.2977396508198997,-16.024063730905638,0.07176104546614735,7.071908232988716,3.7566400639511346,-2.6929947087817534,0.0,-0.0,-1.10004741665648e-06,-1.3823147288815965e-06
2013-01-01 18:00:00,7.098297336685458e-07,0.31921389473532574,5.989513676576263,3.593802927136684e-07,0.7511288572216648,-15.645090562900442,0.07175797227920981,7.070178321980063,4.1363010018173245,-2.692994504291103,0.0,-0.0,-1.080364891095087e-06,-1.3814859463286717e-06
2013-01-01 19:00:00,7.056250643160956e-07,0.31921337317171533,6.286824065712411,3.5797009490468454e-07,3.915991409718949e-05,-15.28552384755036,0.07175368994346668,7.081767747850688,4.2191565235412485,-2.693221944755858,0.0,-0.0,-1.0939223729451442e-06,-1.3984620915305658e-06
2013-01-01 20:00:00,7.084362261633733e-07,0.31921377539406004,5.2519497530430925,3.5888723266481337e-07,0.0003036753559228553,-14.441821071632454,0.07175441117501198,7.082473771203338,4.409146245790744,-2.6930118796392843,0.0,-0.0,-1.0746830856760426e-06,-1.3834150258376348e-06
2013-01-01 21:00:00,7.083820697080232e-07,0.3192137869708355,3.871743344113222,3.588576517921719e-07,0.00031396291403327803,-13.549046873086807,0.07175369604237551,7.083092034518921,4.895950650371762,-2.6930119365433765,0.0,-0.0,-1.0556649980344446e-06,-1.383565296863773e-06
2013-01-01 22:00:00,6.968184506681169e-07,0.3192119790711321,3.3350851869250406,3.5497867998959525e-07,-1.0056379389009495,-12.74783486336532,0.07175018099608897,7.083190108721771,5.787187713809335,-2.842943386156163,0.0,-0.0,-1.0736483563960064e-06,-1.444421174265624e-06
2013-01-01 23:00:00,6.966387668152424e-07,0.31921198625850206,3.335084762853933,3.5492028856107964e-07,-1.2680784093043036,-12.210835984344001,0.07174998259143929,7.081850452663681,5.513969662809905,-2.842943453933842,0.0,-0.0,-1.0840554652986611e-06,-1.4513309469579278e-06
2013-01-02 00:00:00,6.962540467172346e-07,0.3192119754063309,3.3350836674654305,3.547912755884184e-07,-0.6031941512975532,-12.12239729246526,0.07174977758283506,7.06449468964,4.778003994831547,-2.8429436218636996,0.0,-0.0,-1.1133686179505277e-06,-1.4603232913283186e-06
2013-01-02 01:00:00,6.960731463682122e-07,0.3192119794442682,3.3350838533098472,3.547234282002891e-07,-0.6523020897874914,-12.007879023994704,0.07174960463618418,7.082511774618466,4.694576646996817,-2.842943703777192,0.0,-0.0,-1.1182960542441833e-06,-1.4564496398211738e-06
2013-01-02 02:00:00,6.976725224527821e-07,0.3192123444156467,2.6851728972857223,3.5524404643719384e-07,-0.0001490690618162551,-11.966294965513974,0.07174972908060968,7.082293478900492,4.6509555254298744,-2.842930952291018,0.0,-0.0,-1.1133368587366022e-06,-1.4492529857660745e-06
2013-01-02 03:00:00,7.082897356277195e-07,0.3192139420051776,0.9157023087129481,3.5880823900580587e-07,3.5335902091145397,-13.333994510309124,0.07175149774679028,7.060544038250294,4.126196266928624,-2.6929950340282343,0.0,-0.0,-1.0954282846000752e-06,-1.4113902360415007e-06
2013-01-02 04:00:00,7.0802148787858e-07,0.3192139417755368,-0.5112442189067508,3.5871815478081154e-07,8.166522146180531,-16.13798875020399,0.07175122379820581,7.039507440209798,3.7452419224729594,-2.692994952091882,0.0,-0.0,-1.1177886860878061e-06,-1.4261365897989838e-06
2013-01-02 05:00:00,7.078447015959125e-07,0.3192139461765045,-0.511247393871971,3.5866038984879646e-07,9.12520529214694,-16.953872188847303,0.07175098965778254,7.037309514519988,3.604643470586392,-2.6929948566846433,0.0,-0.0,-1.1277433390546321e-06,-1.4397790157083325e-06
2013-01-02 06:00:00,7.074476024869866e-07,0.3192139449702671,-0.5261090771141786,3.5857094758471236e-07,10.14011944649013,-16.95387230046491,0.07175076574597133,6.405299505985439,3.2366014953300537,-2.692994939669518,0.0,-0.0,-1.1499417806533073e-06,-1.4953476969741244e-06
2013-01-02 07:00:00,7.136121915412145e-07,0.3192146590729935,0.10441370915743702,3.6067051943232365e-07,11.284874388279738,-16.561018156542197,0.071751914250853,4.8355070358741115,2.6381578176969263,-2.692892576306672,0.0,-0.0,-1.175605847862471e-06,-1.5361326851080887e-06
2013-01-02 08:00:00,7.123993730374109e-07,0.3192145441103259,1.0857391862329817,3.6022026344763524e-07,11.284861028740115,-15.565326756276702,0.07175135579456786,3.22389775448155,2.094030899457253,-2.692928687064614,0.17877262754986117,-2.9630003764555537e-06,-1.2414526833026685e-06,-1.6121325998746293e-06
2013-01-02 09:00:00,7.073983772175198e-07,0.3192139696015223,4.0392264927858275,3.5855519580853974e-07,0.03949659302550945,-6.85047695449961,0.07175021698901192,2.0723251269968253,1.5077506642992216,-2.692996385329905,1.4937222031793445,-2.578888917372299e-06,-1.3634247322613646e-06,-1.7118512024100847e-06
2013-01-02 10:00:00,7.014350168042159e-07,0.31921312760411114,0.22175342347077445,3.565550360117885e-07,1.6813223970935723e-06,-3.8564889597019576,0.07174922100689858,2.581614464015433,1.6052855045859529,-2.842798889664035,1.8996826740402912,-2.7615439773575516e-06,-1.37320869339419e-06,-1.7099620226439723e-06
2013-01-02 11:00:00,7.013326318986799e-07,0.31921313397461837,0.719637541120215,3.5653251138439804e-07,1.4403398094525177e-06,-3.8031435445712347,0.07174911010433857,2.1009985153589583,1.5406437944879683,-2.84279907591207,1.893711309267337,-2.6781751620431643e-06,-1.3886746839517627e-06,-1.751350763467901e-06
2013-01-02 12:00:00,7.01129369903178e-07,0.3192131284052114,2.3209151800687304,3.564319803019836e-07,-3.1868782841900716e-06,-5.96171400590168,0.07174899426096126,2.751229546890931,1.7822550121638931,-2.842799127992671,1.5591664663958462,-2.560585346874284e-06,-1.341369966212369e-06,-1.7013359025570533e-06
2013-01-02 13:00:00,7.063090669170825e-07,0.31921387001513984,5.643203864263599,3.5812508335376945e-07,0.0002946284677367903,-10.089427587655418,0.07174956264978118,3.2630799906863777,2.5345216288215098,-2.693014683328531,0.9503901917393076,-2.334964385159428e-06,-1.2148742700617276e-06,-1.6388457302419723e-06
2013-01-02 14:00:00,7.068904093005611e-07,0.31921395767229616,7.786567742261708,3.582858688955242e-07,0.000973342812418554,-13.734124704131098,0.07174955445892027,5.022665821822385,2.7780576958172563,-2.6930016818840383,0.44790980617361037,-2.54452833697996e-06,-1.1880979819807181e-06,-1.5511807408385667e-06
2013-01-02 15:00:00,7.069252363655819e-07,0.31921399675237816,2.7540300147689507,3.583675761257953e-07,7.568044473210508,-16.9538731952108,0.07174950634174349,6.484993766707589,2.448845666858343,-2.692995442245232,2.2217409561351456e-07,-7.683562044184353e-08,-1.2226192996536157e-06,-1.488235351630689e-06
2013-01-02 16:00:00,7.070266447635594e-07,0.3192140029989263,2.754026476942307,3.5835010228283084e-07,7.100916376644016,-16.95387216016142,0.07174940996221384,6.8099273062184205,2.5910430454791826,-2.6929955495412585,0.0,-0.0,-1.2065875503139978e-06,-1.482142084694953e-06
2013-01-02 17:00:00,7.070570466052408e-07,0.31921400970526564,2.7541091804870463,3.5834558980379135e-07,6.657711297733567,-16.953871904912837,0.07174931296800911,6.959266155326888,2.884826624531032,-2.6929958247837544,0.0,-0.0,-1.1796712720411051e-06,-1.4472103275217562e-06
2013-01-02 18:00:00,7.072074208913973e-07,0.31921402160002554,4.110854850263021,3.5838321576205873e-07,4.306136298851335,-16.9538716099592,0.07174922537372955,7.075874894905461,3.7630468491048257,-2.6929957474940096,0.0,-0.0,-1.124487950846742e-06,-1.4187807349042535e-06
2013-01-02 19:00:00,7.073576001065179e-07,0.3192140282546732,6.600225756274882,3.5842561153048337e-07,0.15627821546705184,-16.412378937681257,0.07174913224878474,7.0833821633739795,4.874534484236709,-2.6929961119779495,0.0,-0.0,-1.0741409096226561e-06,-1.4084432200953418e-06
2013-01-02 20:00:00,6.971199498283472e-07,0.3192125267874343,4.742739483746698,3.5501112128488105e-07,-6.403531465379603e-05,-15.31751401708645,0.07174778975402606,7.083997979809078,5.942819863235748,-2.8429305838622425,0.0,-0.0,-1.0840499248843117e-06,-1.4590819939466361e-06
2013-01-02 21:00:00,6.931976915165748e-07,0.31921179467185945,4.601797814385611,3.5367775391766393e-07,-1.229639632393288,-14.55141281412337,0.07174713259290905,7.0838929041267695,6.547364051206157,-2.8429521261540134,0.0,-0.0,-1.087249863417128e-06,-1.4821621715498928e-06
2013-01-02 22:00:00,6.934005424645832e-07,0.31921173990940727,8.025010163648197,3.537218412503375e-07,-7.225639155311383,-13.574618989652413,0.07174703244722118,7.0839186468027835,8.14333177766852,-2.8429521013669796,0.0,-0.0,-1.0657089956112032e-06,-1.4817133684095831e-06
2013-01-02 23:00:00,6.933018135280091e-07,0.31921167119816035,8.330453695078086,3.5369547743286745e-07,-7.547151002653452,-13.236950431204972,0.07174691153497602,7.082263458927393,7.823386954232414,-2.842952125412594,0.0,-0.0,-1.0713553620007588e-06,-1.4918471975658363e-06
2013-01-03 00:00:00,6.932054791492321e-07,0.3192116813132023,8.38861504347598,3.5366693939049646e-07,-8.012421769455864,-12.552058798720587,0.07174678972854281,7.0617776660115315,7.566090676323989,-2.842952137195221,0.0,-0.0,-1.0763236540469733e-06,-1.5073880141254944e-06
2013-01-03 01:00:00,6.931087364000639e-07,0.31921168970623964,8.4000536894836,3.5363616328478586e-07,-8.006679455592291,-12.357866012687369,0.07174666354128684,7.062919548147347,7.353575188245164,-2.8429521498052046,0.0,-0.0,-1.0808513628717264e-06,-1.510739838590956e-06
2013-01-03 02:00:00,6.930248761275891e-07,0.31921169764133006,8.401127523388114,3.5360464315769064e-07,-8.08782053551544,-12.347288552188063,0.07174653133806182,7.069161697555573,7.416822971347733,-2.842952171835692,0.0,-0.0,-1.0808803219219953e-06,-1.5084125715523963e-06
2013-01-03 03:00:00,6.929418552425592e-07,0.31921170517220276,8.412824195315649,3.535697457015135e-07,-7.889188489599008,-12.744080883909792,0.07174639271097587,7.076311446807859,7.596136989404658,-2.8429521948977974,0.0,-0.0,-1.0791590757435188e-06,-1.505751683687261e-06
2013-01-03 04:00:00,6.928189933545816e-07,0.31921171199141146,8.46928305214575,3.535259921776772e-07,-6.371071633847817,-14.14542721998099,0.0717462459311172,7.077982515784752,7.421236709840096,-2.842952215767168,0.0,-0.0,-1.0831931436996457e-06,-1.5045892738498132e-06
2013-01-03 05:00:00,6.926890080368152e-07,0.3192117189302423,7.959819362992917,3.5347443332478545e-07,-4.23476775170333,-15.516732297447106,0.07174609122817166,7.079496478518463,7.1641878042192735,-2.8429522304498787,0.0,-0.0,-1.088899675551147e-06,-1.507217273917857e-06
2013-01-03 06:00:00,6.925580740588448e-07,0.31921172640920287,8.037384896217505,3.534228575731049e-07,-3.5292746720206005,-15.95726144506321,0.07174592633775863,7.067529989897603,6.833625094498276,-2.842952328919936,0.0,-0.0,-1.0965402070155505e-06,-1.5160599788941812e-06
2013-01-03 07:00:00,6.924316250267498e-07,0.31921173163170036,8.141232645017256,3.533702436125571e-07,-3.0612794510246886,-15.86169675969614,0.07174574603122624,7.060158256389731,6.17358936379562,-2.842952321404073,0.0,-0.0,-1.1061056861763063e-06,-1.521220806216795e-06
2013-01-03 08:00:00,6.92465715467246e-07,0.31921175450167993,7.421483301228735,3.533459314135543e-07,-3.388661600487793,-14.64731610514399,0.07174555559732061,7.067586322568533,5.868636949061549,-2.8429521731000666,0.13027862676625396,-3.383208711948456e-06,-1.1129643186791327e-06,-1.5181563048054098e-06
2013-01-03 09:00:00,6.924074528362742e-07,0.3192117589737363,5.122979160228466,3.5330032530499246e-07,-2.6759725062777537,-13.346634955034068,0.07174533295750175,7.069465952385524,5.981551243171148,-2.8429522039894155,0.30061830049384247,-2.815368165870273e-06,-1.1112337575127639e-06,-1.5269004778356402e-06
2013-01-03 10:00:00,6.921344313819055e-07,0.3192117609345928,5.325804857763275,3.532224850049203e-07,-1.7627355898903383,-12.936314328457954,0.07174509148795713,6.755868805464701,4.708043084361133,-2.8429523136482184,0.36134072855059135,-2.746922482123979e-06,-1.152679208587415e-06,-1.572288527393489e-06
2013-01-03 11:00:00,6.920590097388512e-07,0.31921176923094524,5.168284763009571,3.531754756752326e-07,-2.7890518813993195,-12.31573735502365,0.0717448229084905,7.008459874992671,4.919175682786923,-2.8429523207551286,0.4608766523532116,-2.674214327963348e-06,-1.1459420330197645e-06,-1.5562867133285209e-06
2013-01-03 12:00:00,6.919816832599518e-07,0.31921177545110613,5.2645742113558915,3.5312963273117666e-07,-3.7078929352817704,-12.60744825737312,0.0717445314086525,7.077296945490142,5.996614462718271,-2.8429523358459883,0.42886359138853763,-2.693923329917005e-06,-1.1159001410305791e-06,-1.541775108467742e-06
2013-01-03 13:00:00,6.917186779219419e-07,0.31921177790915234,5.990302393835882,3.5304676926530314e-07,-3.2803600067730834,-13.1447998183976,0.07174420045849676,7.070532367709675,5.4513440150511,-2.8429523522126248,0.3649894833986102,-2.7499223186557225e-06,-1.1321473185148534e-06,-1.5472101330982463e-06
2013-01-03 14:00:00,6.912199804907665e-07,0.31921177148216456,4.753114339346419,3.5289469531631727e-07,-0.32483281448291534,-13.732393701950134,0.07174379480600958,7.064653566042159,4.420046934485725,-2.8429523694670227,0.2714206925780427,-2.8765681497814723e-06,-1.1711806295124916e-06,-1.5474430239170202e-06
2013-01-03 15:00:00,7.044564199594793e-07,0.31921397677397434,6.571185941649107,3.573958822065749e-07,1.4732188341994238e-05,-15.684066089963617,0.07174702628655436,7.050520865862216,4.364394912101027,-2.693002464680957,0.0,-0.0,-1.1187239387595582e-06,-1.4833887919832555e-06
2013-01-03 16:00:00,7.153251242441083e-07,0.3192151592599759,5.804189079805978,3.60952471035079e-07,0.009118997172087147,-15.442116998999168,0.07174825766367546,7.012472033136476,4.909228817815924,-2.6838467505951455,0.0,-0.0,-1.0574029695362696e-06,-1.4386913487301878e-06
2013-01-03 17:00:00,7.150344073078355e-07,0.319215163514701,5.778634499181309,3.608517734490765e-07,0.004177612897181396,-15.194677222513757,0.07174814853674526,6.8268699344343515,4.87787833409124,-2.683837866518074,0.0,-0.0,-1.0602294207728846e-06,-1.4478322023437497e-06
2013-01-03 18:00:00,7.147158133641695e-07,0.3192151614187202,5.680611529276097,3.6075595546500023e-07,0.002671748780032149,-14.542790092650955,0.07174802895854593,6.616484802229285,4.535825647907357,-2.683758192036375,0.0,-0.0,-1.0743810189524083e-06,-1.4591656774051833e-06
2013-01-03 19:00:00,7.029362321962103e-07,0.3192139148889107,5.993475429730348,3.5685571674855944e-07,-0.00018616572384694285,-14.370929171854023,0.07174622935192064,6.397476931942549,4.282223070124841,-2.6930112747078394,0.0,-0.0,-1.1312957772133815e-06,-1.5278378084023978e-06
2013-01-03 20:00:00,7.02804622493876e-07,0.319213903759075,5.222673975035351,3.5682392570700044e-07,-0.0001939838172120161,-13.787570209106166,0.07174599075690292,6.745426298006156,4.121726395014954,-2.6930134007202082,0.0,-0.0,-1.1400726969554853e-06,-1.522383609475526e-06
2013-01-03 21:00:00,7.027537906279834e-07,0.3192139147010223,4.764366086328379,3.5679473289488006e-07,-0.0001955754110460521,-13.538117343477008,0.07174577046597451,7.024314295008227,4.051695112123789,-2.693013305982073,0.0,-0.0,-1.1439606176679718e-06,-1.503748354058772e-06
2013-01-03 22:00:00,7.02510949592299e-07,0.3192139161363614,4.65566343013173,3.567138116007674e-07,-0.00020092102601472088,-12.882683276296499,0.07174549944422472,6.974122438224542,3.5551614649102676,-2.6930135668746145,0.0,-0.0,-1.1717328618487954e-06,-1.505970480131704e-06
2013-01-03 23:00:00,7.023200418984261e-07,0.31921392085324696,4.104123714527434,3.5665021268158823e-07,-0.0002039874132282228,-11.993950128171846,0.07174520071907008,6.723710635054688,3.4683832553461964,-2.6930135977811207,0.0,-0.0,-1.178282790618823e-06,-1.5278398503081533e-06
2013-01-04 00:00:00,7.022033628671611e-07,0.3192139292768917,3.518878369249017,3.5659835508085297e-07,-0.00020619404437031725,-11.711864863504642,0.07174486638902072,6.94827239784018,3.5469840067202814,-2.693013516103098,0.0,-0.0,-1.1744009839844693e-06,-1.5122787847577125e-06
2013-01-04 01:00:00,7.019725069851918e-07,0.3192139320487274,3.5966352978207756,3.5651813746117967e-07,-0.0002107295968202458,-11.537273825841137,0.07174445667050633,6.978010200126105,3.264903255542989,-2.693013583558045,0.0,-0.0,-1.187354780881833e-06,-1.5041254829238809e-06
2013-01-04 02:00:00,7.005292005928048e-07,0.31921378379603654,4.193631584528716,3.5603225260052715e-07,-0.0033310218457371743,-12.008303890730307,0.07174344108714979,6.960940082483531,3.159164195648034,-2.693049117394109,0.0,-0.0,-1.2008011528905628e-06,-1.518383114922371e-06
2013-01-04 03:00:00,7.002284479667539e-07,0.31921378617272433,4.9908940284386425,3.5593174422438756e-07,-0.005281087363623285,-12.399800380103166,0.07174272011000572,6.840817927539414,2.8754713286568423,-2.69304922058128,0.0,-0.0,-1.2227877168697888e-06,-1.5363925074152906e-06
2013-01-04 04:00:00,6.99935663168662e-07,0.31921379616263523,5.781264185222859,3.558186557001112e-07,-0.006587058237030088,-13.499264619019154,0.07174178087368248,6.977372822797955,3.0493150143425707,-2.693046845040619,0.0,-0.0,-1.2114209094420403e-06,-1.5184281742227695e-06
2013-01-04 05:00:00,7.081480165741212e-07,0.31921475577388314,6.906257587002297,3.5853822436244576e-07,-2.095822301200724e-05,-14.59465085693911,0.07174496950538703,7.027389930340504,2.9790520362913333,-2.708979208921724,0.0,-0.0,-1.181426024288612e-06,-1.4729729567676603e-06
2013-01-04 06:00:00,7.122565638564285e-07,0.31921516364858843,7.684159012142088,3.5990433797415554e-07,-1.5069786941581676e-05,-15.043064227107166,0.0717457303423802,6.957202500705574,2.703772280394593,-2.693007138226714,0.0,-0.0,-1.1853346640009477e-06,-1.4764367458546109e-06
2013-01-04 07:00:00,7.22231663380401e-07,0.3192159486397344,8.438390022610049,3.6316892307447235e-07,0.00010289757699784283,-14.906069911009109,0.07174724625034672,6.238084110816983,2.5307799077342197,-2.6922421642119594,0.0,-0.0,-1.1613921795969872e-06,-1.4694730621552217e-06
2013-01-04 08:00:00,7.229349442532637e-07,0.31921603103177937,9.8232935637066,3.6344736119680625e-07,5.987280182523908e-05,-14.708677921883506,0.07174715472660723,4.824521694558845,2.353221992060697,-2.6833742754720196,0.0,-0.0,-1.176093210460749e-06,-1.520713051640147e-06
2013-01-04 09:00:00,7.230208053893187e-07,0.31921604986745883,8.754980109428226,3.6339323789594605e-07,2.6290449306392924e-05,-13.04596283691384,0.07174688589460058,4.1378115453297815,2.1949987917422584,-2.683375586081487,0.2505695287021385,-2.596259528858852e-06,-1.1896439302745421e-06,-1.5543705534731013e-06
2013-01-04 10:00:00,7.226965303702962e-07,0.3192160499626453,8.98073275732684,3.632763384726593e-07,3.3752859602174876e-06,-13.147970560864852,0.07174655375646316,4.20177097094227,1.998614703287904,-2.6833760463437257,0.25927298945328275,-2.582445093564802e-06,-1.2133512664860291e-06,-1.5496414549658454e-06
2013-01-04 11:00:00,7.224276100983549e-07,0.3192160572918617,9.464430799743958,3.6319213498928554e-07,-1.5823605987527086e-05,-12.922863378379835,0.07174617370628034,3.385043516433309,2.048249763294712,-2.6833762639848135,0.31757991190501816,-2.5186141779164477e-06,-1.208775159895481e-06,-1.576991026898587e-06
2013-01-04 12:00:00,7.222963951780006e-07,0.3192160692666494,9.317228037712903,3.631471148627798e-07,-3.556019401332597e-05,-12.653995786217498,0.07174573425218422,3.241092492623092,2.007246842290831,-2.683376754275894,0.3808896487071213,-2.4651017666981705e-06,-1.214097813999615e-06,-1.586921095061161e-06
2013-01-04 13:00:00,7.205490183982684e-07,0.3192159862340519,9.79426802655065,3.625773424865633e-07,-0.0002093291887935469,-12.90657485126007,0.07174468114304264,3.1606880097946455,1.9087843613587914,-2.692247129494025,0.3443410473572652,-2.50059186949858e-06,-1.232934194746349e-06,-1.5984636892550983e-06
2013-01-04 14:00:00,7.384007094361139e-07,0.31921692435191046,10.912794460214704,3.6834564442774805e-07,-1.0955726644150427e-05,-13.804313202179987,0.07174759479211439,3.2197448521548804,1.6604325020150827,-2.590195374823154,0.21058919223037637,-2.551682822591236e-06,-1.1996168921655225e-06,-1.5198258674214933e-06
2013-01-04 15:00:00,7.666361154649789e-07,0.3192179119877906,12.490281776906027,3.77359654235957e-07,0.0006019435622912183,-15.271292660689216,0.0717496068110196,3.037126995697343,1.6983648508359939,-2.3460471739304416,0.0,-0.0,-1.1083735231949277e-06,-1.4306261415843242e-06
2013-01-04 16:00:00,7.665252559099288e-07,0.3192179172341043,12.111114110221243,3.772760449906858e-07,0.00032739325340604624,-15.446217861304243,0.07174941858423757,2.66781748210229,1.7913254284839562,-1.51533065120307,0.0,-0.0,-1.0962984293598765e-06,-1.4472825576616846e-06
2013-01-04 17:00:00,7.661352720454543e-07,0.3192179173616274,11.46697880038965,3.7715894082279085e-07,0.0001952479864333926,-15.211163449897285,0.07174921490116033,2.5439686405390605,1.8762193544829728,-1.0671624859765187,0.0,-0.0,-1.0876337013598913e-06,-1.455954897186334e-06
2013-01-04 18:00:00,7.624988768225072e-07,0.319217832018597,11.198287438850082,3.7599903499739836e-07,3.649235064933992e-05,-14.69516933017477,0.0717487938779623,2.9282856195855094,2.0703273236090367,-1.8927307815259566,0.0,-0.0,-1.0771739246706602e-06,-1.4500876615855741e-06
2013-01-04 19:00:00,7.58363900349768e-07,0.31921773307900897,10.741199539137142,3.746705955579725e-07,-9.423793816680022e-06,-14.028129815457472,0.07174829962611522,3.2964684182281516,2.1550614429105774,-2.5555525867102658,0.0,-0.0,-1.0805770258457415e-06,-1.445376642814028e-06
2013-01-04 20:00:00,7.58012964257941e-07,0.3192177347073795,10.01068384478736,3.745619697727386e-07,-1.2962844032269154e-05,-13.408365963469693,0.07174804506309608,2.9964742217310127,2.4077031418243315,-2.3974444572636275,0.0,-0.0,-1.0609013279463396e-06,-1.4606826409948753e-06
2013-01-04 21:00:00,7.575865337001842e-07,0.319217736216681,10.011561490135337,3.74433760226983e-07,-1.7136871731493712e-05,-13.169173288645814,0.07174775586583579,2.533059173633424,2.5468950053147057,-2.3132871118444185,0.0,-0.0,-1.0526613510819515e-06,-1.4881664349307234e-06
2013-01-04 22:00:00,7.571792219568088e-07,0.31921771630819057,9.726065526386547,3.743204969844029e-07,-2.086336328679636e-05,-12.728307747383036,0.07174742209550283,3.119904735499969,1.7079401250278603,-2.216543234406119,0.0,-0.0,-1.13471673495269e-06,-1.4596113487594644e-06
