,CCGT,CHP,H2 turbine,Imports_Exports,battery storage,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-02 11:00:00,8.441034165031472e-07,0.48858334388116076,4.306123286765139e-07,-8.336222985800136,10.42161324493515,-19.995843232065695,36.03530582529173,11.364141483622422,-37.04026977455113,7.11546000967107,-3.2950855968455344e-06,-1.081498197095243e-06,-1.6281174562794488e-06
2013-01-02 12:00:00,8.442339400163688e-07,0.48858334252207203,4.3095174574708556e-07,-8.336226137284607,6.657039152645354,-22.051963254589307,39.26613905564256,14.371972719018123,-37.0402697208485,6.6974925493273805,-3.145680693098055e-06,-1.0378684705756313e-06,-1.6083439410613533e-06
2013-01-02 13:00:00,8.446660401135091e-07,0.4885833443079808,4.3125809309094664e-07,-12.501063719127393,7.654067354661989,-25.321629548415945,46.949064507969666,15.581968850072803,-37.04026975836862,4.242046178447197,-2.5382737713107507e-06,-1.021189250536736e-06,-1.6066695456936467e-06
2013-01-02 14:00:00,8.445502048222512e-07,0.48858334425810807,4.3194579493398574e-07,-12.099218282800933,10.28658846190242,-28.570065508001125,48.32298170971174,16.753274240645183,-37.040269658922185,1.91089311516806,-2.7441781847469225e-06,-1.010703011957048e-06,-1.621476632043427e-06
2013-01-02 15:00:00,8.443448574006721e-07,0.4885833437469972,4.3157005747378305e-07,-8.336282262242982,9.491728350944701,-32.04487505961618,48.64098891882638,18.852891009358302,-37.0402696531613,0.0,-0.0,-9.978464686355436e-07,-1.611206742712781e-06
2013-01-02 16:00:00,8.445074770341849e-07,0.4885833446575721,4.3200692134922503e-07,-8.336282514855778,7.156166099103396,-32.22093173498654,48.84517327986825,21.160325928130767,-37.040269779857184,0.0,-0.0,-9.8403586139284e-07,-1.6005510142613088e-06
2013-01-02 17:00:00,8.446747481089288e-07,0.48858334573737994,4.3259378134719636e-07,-4.961676384246294,1.195577765181572,-32.18952491830265,48.90915550370336,23.65091908632039,-37.0402697975984,0.0,-0.0,-9.747469580361211e-07,-1.5922999235567806e-06
2013-01-02 18:00:00,8.417606548250557e-07,0.48858331613352174,4.3163872262804665e-07,-7.293748047577501,0.000189497368689963,-31.458704886951033,48.94494545870775,26.411769600717058,-37.040270301597936,0.0,-0.0,-9.771318000275642e-07,-1.6042240587674028e-06
2013-01-02 19:00:00,8.345105400405834e-07,0.48858324539161085,4.286440668882889e-07,-12.006282249129574,4.7525340542960845e-05,-30.02116936466406,48.94819119236354,29.683666142407986,-37.04027143213967,0.0,-0.0,-9.992006550874066e-07,-1.6468734426722634e-06
2013-01-02 20:00:00,8.10827657461163e-07,0.4885830141787358,4.176427154166252e-07,-14.542400724680293,-2.3923056636610465,-27.991095677322033,48.94891135333306,32.58134770925943,-37.04027359749781,0.0,-0.0,-1.099030087743813e-06,-1.8115506832894096e-06
2013-01-02 21:00:00,8.110663767854046e-07,0.4885830152381447,4.1818462151644407e-07,-14.765891218036302,-6.996631266624151,-26.20185536128126,48.949121210696084,35.619713566162325,-37.040273538607465,0.0,-0.0,-1.095319598334754e-06,-1.8082555527100972e-06
2013-01-02 22:00:00,7.927570615953198e-07,0.48858285051438594,4.0949577717389776e-07,-15.764921137499252,-10.487575818938193,-25.27020993244433,48.949159595127526,39.17800637100311,-37.04027447059521,0.0,-0.0,-1.194943499740475e-06,-1.9689326634291652e-06
2013-01-02 23:00:00,7.933126715395302e-07,0.4885828544046613,4.1028707022569676e-07,-15.667759990557338,-10.487574126594982,-25.374086613503167,48.94914786555988,39.18473190812275,-37.040274457591565,0.0,-0.0,-1.1902173018825124e-06,-1.9628089969287895e-06
2013-01-03 00:00:00,6.415748140905432e-07,0.48858163177583935,3.357242031656294e-07,-15.86244029352451,-10.48759144675662,-24.9797942164766,48.948669778499614,39.028885089735745,-37.04027689334484,0.0,-0.0,-0.00021484927144319954,-0.00027760745364153154
2013-01-03 01:00:00,6.29329004746661e-07,0.488581544980773,3.2889867534272705e-07,-15.864325619358281,-10.48759246274744,-24.76466670779109,48.94831703078483,38.821010345539285,-37.04027720404267,0.0,-0.0,-0.0024528726901389747,-0.0030574426030710034
2013-01-03 02:00:00,7.937763274600852e-07,0.48858285763169723,4.113053568353447e-07,-15.795663314883111,-10.487573709363152,-24.356967180466835,48.947962254634234,38.2967010041395,-37.04027449464331,0.0,-0.0,-1.1848631743305304e-06,-1.95743693558984e-06
2013-01-03 03:00:00,7.932911171227411e-07,0.48858285380671823,4.111406127994482e-07,-15.52998280025801,-10.487574353175098,-24.05326312517315,48.94775429578483,37.727525107350516,-37.040274542755164,0.0,-0.0,-1.1882085086654116e-06,-1.963372708049857e-06
2013-01-03 04:00:00,7.931237969547531e-07,0.48858285195191214,4.109922640741728e-07,-14.503252470757307,-10.487575046389473,-24.00186540228845,48.947644584442585,36.64950749379116,-37.04027457660676,0.0,-0.0,-1.189158520901401e-06,-1.9647931447968076e-06
2013-01-03 05:00:00,8.114080169877475e-07,0.4885830158347157,4.2021153924236837e-07,-12.918599152433092,-9.691373767423977,-25.95469565962455,48.94778019976843,36.22134540517215,-37.04027365678397,0.0,-0.0,-1.0902074504883785e-06,-1.8053004174751197e-06
2013-01-03 06:00:00,8.114188580767897e-07,0.4885830154705411,4.202459003625692e-07,-12.918599094775317,-7.559285805922761,-28.04929587359228,48.94781764444222,36.183820277438535,-37.04027369283571,0.0,-0.0,-1.0908455294611485e-06,-1.8063178032928463e-06
2013-01-03 07:00:00,8.114520736875148e-07,0.48858301516245045,4.202415450400263e-07,-12.918599232535023,-5.886396140295843,-29.129129003139685,48.94733277848639,35.591248730493206,-37.04027374565034,0.0,-0.0,-1.0918425809904875e-06,-1.8077973391406564e-06
2013-01-03 08:00:00,8.256606446888788e-07,0.4885831473956737,4.272171286148368e-07,-16.84474876340779,0.001370504885577567,-29.44848539233733,48.946994963204936,33.94932390446509,-37.040272771351056,0.0,-0.0,-1.028827597565396e-06,-1.7046616756539752e-06
2013-01-03 09:00:00,8.168776300255009e-07,0.48858306446541033,4.2380531631501535e-07,-19.537194485906106,-0.00015625532786090978,-27.598444835756094,48.947360057237574,33.25386091863134,-37.040272911726774,1.5390337027156735,-3.1584331599866217e-06,-1.0682127440304613e-06,-1.7687553794286295e-06
2013-01-03 10:00:00,8.168959309263468e-07,0.48858306443574306,4.233982262138106e-07,-18.318588329832863,-0.00018586603730664716,-27.260304921126465,48.8772066561695,31.457490982012647,-37.040273031468104,1.8488406300056004,-3.0841886852452232e-06,-1.0708313852774154e-06,-1.7726093323098008e-06
2013-01-03 11:00:00,8.168981256435567e-07,0.4885830644088957,4.232931287849401e-07,-18.656836485063614,-0.0002831691738744079,-26.736942318796242,48.88398244084057,30.918906780626834,-37.04027303309042,2.195631831702039,-3.006864631456629e-06,-1.0726641303335781e-06,-1.7751616779181877e-06
2013-01-03 12:00:00,8.167375331977163e-07,0.4885830636917827,4.231002955258495e-07,-18.502756111701576,-0.0007526633796225397,-27.10331641132187,48.89273959016057,31.34602387704518,-37.04027302475145,1.9725208613762883,-3.066457239155377e-06,-1.0745971369487962e-06,-1.7778077467017379e-06
2013-01-03 13:00:00,8.255478952745626e-07,0.4885831475492707,4.2727850360684614e-07,-17.144482765012306,2.3797349202755148e-05,-27.747075450634114,48.88055431144902,31.095452285324907,-37.04027221279909,1.5199856370085287,-3.0875606868396216e-06,-1.037028080190794e-06,-1.7161864308724946e-06
2013-01-03 14:00:00,8.254032928729141e-07,0.48858314859300694,4.2701433267678346e-07,-16.376185617162147,-1.839267585493571e-05,-28.712910573658412,48.9401067220929,31.848066273472995,-37.04027220949333,0.9053997780965639,-3.4195429041145043e-06,-1.0389577937530703e-06,-1.716761138823718e-06
2013-01-03 15:00:00,8.245183657829312e-07,0.4885831423499646,4.250459267585056e-07,-14.126157853770877,-0.00013365316158507883,-30.540800918331158,48.930070168394344,32.34147775979959,-37.04027289768002,0.0,-0.0,-1.0449237724969862e-06,-1.725488795208673e-06
2013-01-03 16:00:00,8.502816878866043e-07,0.4885833956350261,4.373925659988172e-07,-10.20835380219869,0.20920444105884256,-31.029918534625608,48.83997906518485,28.79353824058051,-37.04026853100196,0.0,-0.0,-9.513557240552473e-07,-1.572336201052518e-06
2013-01-03 17:00:00,8.498321973661681e-07,0.48858339430267816,4.368832321349605e-07,-7.06503493457979,0.2445085948237934,-30.19953745186141,48.75809153486494,24.86642182602293,-37.04026866970462,0.0,-0.0,-9.624674589758798e-07,-1.5806966965456574e-06
2013-01-03 18:00:00,8.494073129894489e-07,0.4885833933861787,4.365895898815412e-07,-10.7903576799879,5.463627997028513,-28.737502331208663,48.67226710890166,21.996414119095366,-37.04026843343106,0.0,-0.0,-9.733805227369885e-07,-1.590639166124261e-06
2013-01-03 19:00:00,8.488107147482354e-07,0.4885833903256944,4.3639746146023013e-07,-4.267937825820814,0.0011536026456369628,-28.12621514568237,48.5568132553917,20.440635282030456,-37.04026834688292,0.0,-0.0,-9.839641154485435e-07,-1.6020361220468825e-06
2013-01-03 20:00:00,8.486260319490882e-07,0.48858339080674373,4.3635169442325354e-07,-3.4952766231955144,0.0012166607774152247,-26.729609483420333,48.25599885920754,18.57211965061045,-37.040268223026935,0.0,-0.0,-9.963271425021958e-07,-1.6074510662372074e-06
2013-01-03 21:00:00,8.484815521378177e-07,0.48858339055869504,4.36352082137587e-07,-4.5612609315567205,0.0011387535751421884,-25.309217423617113,48.015997708490346,18.457790983150435,-37.04026824236251,0.0,-0.0,-9.990152847194622e-07,-1.6049500936398281e-06
2013-01-03 22:00:00,8.45924253742773e-07,0.48858336593055346,4.349075291815456e-07,-5.315443204307055,8.240811583163075e-05,-23.8910623636808,46.88234312443484,18.9285300603616,-37.040268995317874,0.0,-0.0,-1.0071081135265559e-06,-1.6216737014795586e-06
2013-01-03 23:00:00,8.459583748905018e-07,0.488583366283718,4.348061527879918e-07,-7.183197171102742,8.045108142600107e-05,-22.655120560929237,48.32817051889942,18.114516905132195,-37.04026910571365,0.0,-0.0,-1.0130720179404307e-06,-1.6213331562486116e-06
2013-01-04 00:00:00,8.459856705809458e-07,0.488583366152293,4.3455306523478227e-07,-7.15885319347219,8.084655306734379e-05,-22.031803717714162,48.873607632080855,16.921418737246583,-37.04026925680942,0.0,-0.0,-1.022341111820424e-06,-1.6216496917738563e-06
2013-01-04 01:00:00,8.377266541222794e-07,0.4885832836019106,4.301607321769324e-07,-8.438440173502391,-0.00015127533373186824,-21.73208004635048,48.914055750515914,17.861068639080106,-37.040271277502285,0.0,-0.0,-1.0483200219368882e-06,-1.6676263003982264e-06
2013-01-04 02:00:00,8.362950525653697e-07,0.4885832684561371,4.2930460046118707e-07,-9.398251552685725,-2.191987115774707,-22.05704091210696,48.94412972835294,21.307603360393774,-37.040271812149996,0.0,-0.0,-1.0364354711782652e-06,-1.6721015220329842e-06
2013-01-04 03:00:00,8.363370760992592e-07,0.4885832681948222,4.292568444623284e-07,-9.99438073189382,-3.795232875746078,-22.917702801264024,48.94466709997883,24.367102856584278,-37.040271869258085,0.0,-0.0,-1.0287563472957118e-06,-1.6723629219895716e-06
2013-01-04 04:00:00,8.362640543572258e-07,0.4885832668697539,4.2906028847475296e-07,-12.500505397770864,-0.18031729632047994,-24.056628487453697,48.9372256358204,24.404679211531516,-37.04027198711828,0.0,-0.0,-1.0300595872649866e-06,-1.6731256210222338e-06
2013-01-04 05:00:00,8.431680800593248e-07,0.4885833344890543,4.3250229488632183e-07,-12.764102262445071,-3.258262051619964e-05,-25.953250145825027,48.92658445087708,26.39525493357866,-37.04027092308045,0.0,-0.0,-1.0006339705341815e-06,-1.6339535547357015e-06
2013-01-04 06:00:00,8.452067873000564e-07,0.48858335398347036,4.3356893825622037e-07,-13.045920543165469,-6.179442932086366e-05,-27.89044725520731,48.76367774213232,28.77720583918684,-37.040270631011786,0.0,-0.0,-9.908142076255898e-07,-1.6265490378779913e-06
2013-01-04 07:00:00,8.581759476426799e-07,0.4885834859469574,4.395176050449589e-07,-10.50309274068767,4.440922996473716e-05,-29.11570286551015,48.40388951011084,27.819310542415923,-37.04026623632127,0.0,-0.0,-9.495018539382727e-07,-1.563835729843221e-06
2013-01-04 08:00:00,8.66284184081511e-07,0.488583571382401,4.4331514839673197e-07,-8.423028731274243,0.004293547955812338,-29.57824740701158,48.18256263321738,26.41885895415455,-37.04025686464713,0.0,-0.0,-9.282277671900374e-07,-1.5290623096154212e-06
2013-01-04 09:00:00,8.664314607834495e-07,0.4885835718579288,4.4445786802965853e-07,-9.568329266080262,0.001840987622263489,-28.894906107771845,47.948986213290446,26.335149374666386,-37.04025587714769,0.7816999203372611,-3.1019840734758316e-06,-9.284707773531409e-07,-1.5349937733865347e-06
2013-01-04 10:00:00,8.663531416412275e-07,0.48858357089266957,4.442508045502249e-07,-8.161739886330237,0.0013238493798658905,-28.912098248015276,48.259695485344245,24.458317868781798,-37.04025722926635,0.9589432726110235,-2.9673175446588786e-06,-9.339141874988854e-07,-1.530579899475114e-06
2013-01-04 11:00:00,8.662702584384672e-07,0.48858357085262344,4.440632073262142e-07,-9.709027241330844,0.0010690493894652908,-29.125395736387922,47.78073472288233,26.705034864505993,-37.040258248523045,0.952027684267348,-2.9377301472219426e-06,-9.317382202880254e-07,-1.5433289021312926e-06
2013-01-04 12:00:00,8.661903253145156e-07,0.48858357164702704,4.4373543467932305e-07,-7.106281236653306,0.0009130754419801082,-29.261059517475843,47.46202478460254,24.50630429366464,-37.0402577185135,1.002541397382321,-2.9073977473685172e-06,-9.378717090839928e-07,-1.553695255728742e-06
2013-01-04 13:00:00,8.524259970194774e-07,0.48858343060807835,4.37111513292645e-07,-9.305162225627887,-0.009463398539124663,-29.017352231193982,47.56140814967457,26.20778845254589,-37.04026876977207,1.1672359672647104,-2.9644932346186428e-06,-9.814066575017933e-07,-1.624624710167195e-06
2013-01-04 14:00:00,8.537035239596339e-07,0.4885834624098085,4.3644055897292e-07,-9.646110677225332,-0.00045545967577393916,-29.04171406779898,47.553509040178774,26.62031719896006,-37.04026759853368,1.1189083541535394,-2.957696807098836e-06,-9.783257910385147e-07,-1.6199826324983851e-06
2013-01-04 15:00:00,8.825034859388091e-07,0.48858353421043715,4.161951554191094e-07,-4.761278266158521,0.00033225627880089433,-30.8173170666404,47.345397233569905,24.837307709290357,-37.04026089059995,0.0,-0.0,-8.976991305189586e-07,-1.4876426379922952e-06
2013-01-04 16:00:00,8.801570554257035e-07,0.48858351186073284,4.15105778948524e-07,-5.260118992686798,4.436076471080612e-05,-31.295431689119724,47.3347666826017,25.82518512184429,-37.04026434123429,0.0,-0.0,-9.053014086930489e-07,-1.5007073695169296e-06
2013-01-04 17:00:00,8.798294670410551e-07,0.48858351295468755,4.1463249863520325e-07,-7.003155673182166,2.7861842053092326e-05,-30.52642548609439,47.326478567912275,26.80752089619889,-37.04026501537205,0.0,-0.0,-9.078797954771289e-07,-1.50540828033508e-06
2013-01-04 18:00:00,8.790955616451879e-07,0.4885835081627257,4.1362447769718446e-07,-7.809160175834479,9.71103923846988e-06,-29.437990872877783,47.40205873515023,26.44952937760941,-37.04026559541008,0.0,-0.0,-9.127105283823766e-07,-1.511254645740807e-06
2013-01-04 19:00:00,8.756168704795037e-07,0.48858347237745386,4.1137684660931745e-07,-7.875834934443364,-4.401704639386968e-05,-28.14217987828046,47.364679036333534,25.25782873331444,-37.040267542469536,0.0,-0.0,-9.264800144137552e-07,-1.5284926823257487e-06
2013-01-04 20:00:00,8.751801004665251e-07,0.4885834718662061,4.106074603379645e-07,-8.1654714872453,-7.838408658462901e-05,-26.701827985569285,45.94212455774622,25.529702338784077,-37.04026762786972,0.0,-0.0,-9.299593032210396e-07,-1.5307104931578156e-06
2013-01-04 21:00:00,8.746998471476955e-07,0.4885834719720722,4.102692816893473e-07,-7.721498746279403,-0.00017913886885741453,-25.360456443597055,44.082099832426934,25.60448371011259,-37.04026779025984,0.0,-0.0,-9.343409410575987e-07,-1.5330302602017442e-06
2013-01-04 22:00:00,8.802154704840197e-07,0.4885835409144093,4.1262558355191786e-07,-1.6052935374428428,-2.869193603286368e-05,-24.122418092091472,40.97545167995912,21.35673472519638,-37.040265123934994,0.0,-0.0,-9.293707046253985e-07,-1.5062140285749437e-06
2013-01-04 23:00:00,8.891470820832448e-07,0.4885836509638292,4.168285738781995e-07,-0.9573879616190498,4.8099552726601354e-05,-23.017976563455285,39.06850425662144,18.69711220173537,-34.22611990145584,0.0,-0.0,-9.177761653518246e-07,-1.4377712295604675e-06
2013-01-05 00:00:00,8.88544092421993e-07,0.48858365187435976,4.172233392971801e-07,-0.9573880189785885,1.2201085656338658e-05,-22.492763276014298,40.72424581597326,15.29152260320154,-33.00144913997151,0.0,-0.0,-9.412728447841801e-07,-1.453357068327622e-06
2013-01-05 01:00:00,8.879322622222779e-07,0.4885836517743654,4.183637271770975e-07,-0.9573882709931879,-1.6861714045417513e-05,-22.060491595080055,43.81136822325965,14.119800145943774,-35.34909141967474,0.0,-0.0,-9.551536771823522e-07,-1.4708950511579758e-06
2013-01-05 02:00:00,8.869473148013726e-07,0.48858364946472543,4.193870766035389e-07,-0.9573884878349765,-7.109494046221041e-05,-22.008138481622904,44.36543548459637,13.895317075592978,-35.73097425961653,0.0,-0.0,-9.641660207080348e-07,-1.4820065172966428e-06
2013-01-05 03:00:00,8.893995753147893e-07,0.48858364704983626,4.169395638540223e-07,-10.31904873035199,-0.00010496566194301896,-22.469095129828506,42.324700265305175,13.651676213112852,-23.63257681984276,0.0,-0.0,-9.645019100616991e-07,-1.4955549181303938e-06
2013-01-05 04:00:00,9.71257922970043e-07,0.4885839522240671,3.6844166545696574e-07,-7.995622145435228,5.50772812409726e-06,-23.80607083890443,33.80890149974884,13.468476808979501,-15.924565004544686,0.0,-0.0,-8.012525730691778e-07,-1.2454752541760941e-06
2013-01-05 05:00:00,1.0180548827470772e-06,0.48858409127475216,3.5667535039290953e-07,-4.961242756948517,2.499100415477095e-05,-25.010814949004992,25.35085378577326,13.127482019061825,-8.984509007239465,0.0,-0.0,-7.456415263504823e-07,-1.1211471838168774e-06
2013-01-05 06:00:00,1.0224091080549288e-06,0.48858367604376557,3.524555685918258e-07,-4.961240157526504,-3.527401622473356e-05,-24.953222306536315,20.036906827257383,12.362007019023615,-2.9621379970226522,0.0,-0.0,-7.553679944294344e-07,-1.0891139626472152e-06
