,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-01 10:00:00,1.0265361204737514e-06,2.058542868449337,2.861050437778904e-07,24.30702138371577,5.341815416115006e-07,-29.42895630635951,-110.9415119091789,1.2395397346000363,19.172693886273574,85.7315893374085,-18.10862908156647,25.969719148778665,-4.620541353054841e-06,-1.8055025284411385e-06,-2.1012837934788303e-06
2013-01-01 11:00:00,1.0263845527665825e-06,2.058542899924609,2.86077472806974e-07,24.765108298335324,5.34139361252271e-07,-27.335660066398393,-110.9415117344754,1.0923504530455204,19.64771956693643,84.80801052567236,-18.1086290933185,24.014078234631434,-4.627087747684351e-06,-1.8047498515443294e-06,-2.1197832368613522e-06
2013-01-01 12:00:00,1.0258575338681222e-06,2.0585428973583895,2.857645510161908e-07,24.76510813899965,5.339567093940777e-07,-19.608439392733274,-110.94150995966558,0.9495618778170879,20.847562932135794,79.35410097437264,-18.108629118837747,20.683710545905697,-4.437125731743367e-06,-1.7775228602658898e-06,-2.146270969743941e-06
2013-01-01 13:00:00,1.0249171518369725e-06,2.0585428751162294,2.852031720367341e-07,24.765108923132924,5.336280746120447e-07,-11.832391481929877,-110.9415117594163,0.8620583191754879,21.844893392937724,77.59170756543448,-18.108629140384803,13.760229876835217,-4.077193579524531e-06,-1.7820600137383736e-06,-2.1755016086915864e-06
2013-01-01 14:00:00,1.0236418033450928e-06,2.0585426830267477,2.841355112979162e-07,24.765110125896484,5.331531631474184e-07,-2.2365876423385473,-110.94151372155915,1.9831171486785932,21.84719976521824,74.73080350366493,-18.108629192646223,5.90196620224668,-4.353803431733873e-06,-1.7836368615462562e-06,-2.1987038502326533e-06
2013-01-01 15:00:00,1.1800185047758112e-06,2.0585497292026274,3.185130926053874e-07,14.134142776507993,5.853218386909662e-07,19.872830502295475,-110.94146563493182,2.572704097888429,21.65512395967601,68.75674189429307,-18.10862545154386,0.0,-0.0,-1.0602917991491268e-06,-1.3573992460325853e-06
2013-01-01 16:00:00,1.1796030994074904e-06,2.0585497203571195,3.1760265959102703e-07,2.30933749565776,5.851463441526455e-07,35.56999887421721,-110.94146652763983,2.578146130581737,21.576973604413563,64.95708811643657,-18.108625541967445,0.0,-0.0,-1.049787619649578e-06,-1.3639828643234544e-06
2013-01-01 17:00:00,1.1791648283632153e-06,2.0585497081967175,3.1705988151745185e-07,3.9733918107871324,5.849900796230814e-07,35.33889084620945,-110.94146693011254,2.579596702183486,21.676685588241742,63.42297978044292,-18.10862564058831,0.0,-0.0,-1.0466896114849077e-06,-1.3585742189515728e-06
2013-01-01 18:00:00,1.1789577512896141e-06,2.0585496927521434,3.168039481527334e-07,6.468738628513387,5.849210807158451e-07,31.9349451429559,-110.94146720468778,2.5798018962561975,21.835555876453473,64.17250358164684,-18.10862575164749,0.0,-0.0,-1.0518124208829249e-06,-1.3497155800607021e-06
2013-01-01 19:00:00,1.1788714004072349e-06,2.0585496768573037,3.167373455463852e-07,3.0620263306386453,5.848980102708228e-07,31.13148270257295,-108.22162673691496,2.5842560232221374,22.19306936561847,65.30087038046132,-18.108625891320706,0.0,-0.0,-1.05787271331792e-06,-1.3324415892602646e-06
2013-01-01 20:00:00,1.1788526812741609e-06,2.0585496619335153,3.1678868920774524e-07,4.347554877159841,5.848988559563561e-07,21.640541623098006,-101.81159559938422,2.5895159910443755,22.691818339294276,66.59224299109982,-18.10862604720723,0.0,-0.0,-1.0641388089425163e-06,-1.3122022213973167e-06
2013-01-01 21:00:00,1.178766195243075e-06,2.058549649740748,3.170191898688444e-07,7.040076110616715,5.848864182313714e-07,9.913893705020726,-94.46541324270164,2.59585977414838,22.8925157743598,68.07314614887461,-18.108626085045373,0.0,-0.0,-1.0712856110330904e-06,-1.303296638728135e-06
2013-01-01 22:00:00,1.1659412012765414e-06,2.058549401022373,3.1442754552886496e-07,3.704931519114328,5.807738944581717e-07,-3.085127316618269e-05,-86.02259725469779,2.597324881700879,22.942624614320103,72.82782633184526,-18.108626656808873,0.0,-0.0,-1.1249204521845967e-06,-1.337804150531178e-06
2013-01-01 23:00:00,1.1659257964753546e-06,2.0585493966483326,3.146533240155152e-07,4.719273658230507,5.80780720101793e-07,-3.117552602711807e-05,-85.66260076046197,2.5945155875568973,23.007260376884652,71.39166155680297,-18.10862666348261,0.0,-0.0,-1.1191928638254466e-06,-1.3353448496091608e-06
2013-01-02 00:00:00,1.1658749257243903e-06,2.058549395345563,3.1482832285413523e-07,2.806444523839295,5.8076725487058e-07,-3.11807824688924e-05,-84.59965310799984,2.589805055060463,23.067561546706006,72.18595240842149,-18.108626662965825,0.0,-0.0,-1.1228307366764055e-06,-1.3326514115870891e-06
2013-01-02 01:00:00,1.165899085589462e-06,2.058549418576813,3.150170134977138e-07,-0.46470602267602923,5.807804603106201e-07,-3.126992920622151e-05,-83.9651012156099,2.584603259010045,23.1338443014375,74.7614701498959,-18.1086266373364,0.0,-0.0,-1.1338458857608202e-06,-1.3277060727405258e-06
2013-01-02 02:00:00,1.1787186582482067e-06,2.058549639999849,3.1808902922490587e-07,-1.4606872674838123,5.849137078713514e-07,1.3461187600837765,-84.43767447669981,2.578833094478039,23.12596061624688,74.8975275367146,-18.108626053740085,0.0,-0.0,-1.1011872047674842e-06,-1.2896648409931235e-06
2013-01-02 03:00:00,1.1789462809582924e-06,2.058549641996352,3.1825392232084615e-07,-5.771212010954811,5.849770879076838e-07,13.99065487141585,-95.8134731650256,2.572894364995244,23.12600338864708,77.94521079138495,-18.108626022540392,0.0,-0.0,-1.1132221588923131e-06,-1.2886070337097954e-06
2013-01-02 04:00:00,1.1790758372617169e-06,2.0585496446484357,3.183757738313154e-07,-9.9752246781388,5.850204896560763e-07,34.403635083016844,-110.9414666729316,2.566832563892621,23.12956198486103,76.86673993948791,-18.108626010290077,0.0,-0.0,-1.1081841057603015e-06,-1.288708525400163e-06
2013-01-02 05:00:00,1.1791954094703466e-06,2.058549662770578,3.1851688012896954e-07,-10.053904492238386,5.850730313853223e-07,32.32973983028337,-110.94158137516452,2.560700892673445,23.139982088013856,79.0151412522065,-18.1086259942881,0.0,-0.0,-1.1169878125656396e-06,-1.289845925405972e-06
2013-01-02 06:00:00,1.179344502178378e-06,2.0585496909976952,3.18663441400825e-07,-10.016494846786046,5.851446453331269e-07,31.713890220172736,-110.9415848280273,2.5545130388763146,23.13410750288891,79.60564708280673,-18.10862599006256,0.0,-0.0,-1.1192234810550872e-06,-1.2946031302442803e-06
2013-01-02 07:00:00,1.1795126886292108e-06,2.0585497159587667,3.188895112097108e-07,-10.418669835943083,5.852365882378272e-07,34.98676796158517,-110.9415848568563,2.548256299153357,23.095743009145227,76.77956558708952,-18.108626014283647,0.0,-0.0,-1.1072711517954303e-06,-1.3023795466192604e-06
2013-01-02 08:00:00,1.1800470394350732e-06,2.0585497605126624,3.194191948402663e-07,-14.590511020666925,5.854594189058508e-07,10.631774875108949,-108.89466415830225,2.542244317731366,22.996730292160247,72.25024961226455,-18.108625837255257,31.114256829551103,-2.813185339026082e-06,-1.0817273573593412e-06,-1.3137845394482845e-06
2013-01-02 09:00:00,1.1600264287303686e-06,2.0585494659955437,3.157178745885535e-07,-13.722161375864758,5.790915634620294e-07,-12.770677906236218,-98.83042825269901,2.5367978064638756,22.873619875803104,70.280154306507,-18.10862659644087,45.682778576005774,-3.825277101731488e-06,-1.1238002603022324e-06,-1.3882877152074482e-06
2013-01-02 10:00:00,1.160273028869975e-06,2.058549479987526,3.1604681003768613e-07,-7.117980386616479,5.792136573548203e-07,-18.3031031326573,-94.25186884313351,2.5322209161382827,22.91173794852541,66.03497117314488,-18.10862657731569,44.244105590117314,-4.119871343694571e-06,-1.1032105830963702e-06,-1.3855367140194221e-06
2013-01-02 11:00:00,1.160318601487491e-06,2.0585494860543707,3.1608604266829503e-07,-6.8868263448597205,5.792446248401706e-07,-14.101726258713164,-94.1049562912753,2.5281907520780154,22.64544466172383,68.23859940539289,-18.108626603005952,37.73135728180859,-4.019599083970036e-06,-1.1129953581985319e-06,-1.397964260547422e-06
2013-01-02 12:00:00,1.1606814452532731e-06,2.0585494829648634,3.1584705754535134e-07,-7.915999750908423,5.793282334375545e-07,-0.9700152242226145,-102.28633815293453,2.52402614804183,22.53743042964196,70.26053819980385,-18.10862664939711,31.900441135651644,-3.5520395716642857e-06,-1.120729837566614e-06,-1.3875936188316572e-06
2013-01-02 13:00:00,1.170329319266165e-06,2.0585496457762975,3.1753070876526175e-07,1.1276636349761122,5.823835037025234e-07,-5.875894200266448e-07,-103.31549549699064,2.520071403678214,22.958886410675866,69.13430827146453,-18.10862629558521,23.624647803954158,-2.8478054453064496e-06,-1.08884590508751e-06,-1.3431930863065648e-06
2013-01-02 14:00:00,1.1802886454968146e-06,2.0585498015354475,3.1943663804273534e-07,1.1278032498717254,5.855303102209281e-07,28.59028531185492,-110.94158153859398,2.516225515629877,23.0283974516813,60.313339192169465,-18.108625798682652,11.415611022773355,-2.4152495203843957e-06,-1.0286578644809197e-06,-1.3034626804871636e-06
2013-01-02 15:00:00,1.1800698735801388e-06,2.0585498018362056,3.188412524370155e-07,-5.622136803278097,5.854327710049605e-07,49.52886608026484,-110.94158068528145,2.512108262334468,23.09458212532147,57.47823882403634,-18.108625839022086,0.0,-0.0,-1.017827969917562e-06,-1.2960401128505979e-06
2013-01-02 16:00:00,1.1802149574327012e-06,2.0585498210690685,3.1852734114653037e-07,-5.62213485093727,5.854455664731024e-07,46.389256456953476,-110.94158450713704,2.5080538527244185,23.134640650930667,60.58184618993077,-18.108625841900224,0.0,-0.0,-1.0302943442184188e-06,-1.2893364483209094e-06
2013-01-02 17:00:00,1.1802918599699139e-06,2.0585498397792645,3.184365178126856e-07,-4.725239196312797,5.854542938827775e-07,42.29632389284344,-110.9415807598018,2.504101498939789,23.133663941820053,63.78280835665117,-18.108625792603913,0.0,-0.0,-1.0425112368466216e-06,-1.287136160565014e-06
2013-01-02 18:00:00,1.1804556632859553e-06,2.0585498576693255,3.185064788670155e-07,0.6284761745180595,5.855018485213712e-07,33.583666027049986,-110.94158097656377,2.5003216182362697,23.13673940303292,67.14245542043204,-18.108625733792074,0.0,-0.0,-1.0544075994403101e-06,-1.2854888903836697e-06
2013-01-02 19:00:00,1.1806825299564343e-06,2.058549874189623,3.1865801924192345e-07,4.8047484308996244,5.855763167239834e-07,27.834929164223016,-110.94158134476687,2.496542166229984,23.143722183173626,68.71171699016487,-18.10862567286008,0.0,-0.0,-1.058380160429806e-06,-1.283496613076264e-06
2013-01-02 20:00:00,1.1809498519142354e-06,2.0585498901118844,3.1884847268929206e-07,8.478712596159085,5.856691469502582e-07,23.30331749689369,-110.94158145322969,2.4929133223125075,23.150612557815776,69.56610298921848,-18.108625610880623,0.0,-0.0,-1.0589332168819965e-06,-1.2814804172921441e-06
2013-01-02 21:00:00,1.1812742844490864e-06,2.0585499052337544,3.1909459493929476e-07,8.858508916183432,5.857862621015745e-07,12.247046802108892,-103.53104332874376,2.489434332493486,23.155451957011966,72.83067874843822,-18.10862553814958,0.0,-0.0,-1.0690749422792579e-06,-1.2789981005137666e-06
2013-01-02 22:00:00,1.148323915425549e-06,2.0585493226401606,3.1174641746369e-07,6.609366077797979,5.75135863192066e-07,-0.4016245441400831,-98.96262621649693,2.48613887045838,23.16114117508471,83.1576844164052,-18.10862691125307,0.0,-0.0,-1.199844473376288e-06,-1.3778906791578155e-06
2013-01-02 23:00:00,1.1497539098078394e-06,2.0585493019036103,3.125006044027581e-07,6.1899908414371,5.756592445293301e-07,-8.552924357955549,-95.12224075775991,2.4829577912811773,23.16144906947445,87.89084709032906,-18.1086267812585,0.0,-0.0,-1.2165178932264097e-06,-1.373592262106329e-06
2013-01-03 00:00:00,1.1502625997148522e-06,2.0585492900049713,3.128666172599147e-07,6.3414882097938134,5.758337616884393e-07,-22.909177369814294,-89.62453116552084,2.4799509570742773,23.162524153624183,96.59982487938527,-18.108626721412488,0.0,-0.0,-1.2564793005367392e-06,-1.3705463030997966e-06
2013-01-03 01:00:00,1.1506554228120155e-06,2.058549283060785,3.1316534714167717e-07,6.32973420861625,5.759718572665702e-07,-30.158442790174504,-89.136910112805,2.477113790330067,23.162901429351887,103.37568312291346,-18.10862668697178,0.0,-0.0,-1.271106158128532e-06,-1.368333668638391e-06
2013-01-03 02:00:00,1.1509976383745006e-06,2.0585492792319426,3.1345073444793326e-07,6.2562278459893,5.760923632972487e-07,-34.513967053091434,-91.48449086877973,2.474561587337153,23.16556551872175,110.15218260098912,-18.108626657462587,0.0,-0.0,-1.283774431612983e-06,-1.3653304900472445e-06
2013-01-03 03:00:00,1.1513240928308453e-06,2.0585492998931754,3.1371980644466404e-07,5.955759184894532,5.76207233126413e-07,-33.41541874439546,-100.5927198432801,2.4722308825352,23.16852843463581,118.46169968338532,-18.108626633891234,0.0,-0.0,-1.2985899784325738e-06,-1.3623726808430956e-06
2013-01-03 04:00:00,1.1516150265805098e-06,2.058549301156153,3.139275139825015e-07,4.783014182767338,5.763116678305496e-07,-28.563287941488124,-110.88489870472844,2.4701338525758216,23.170311695362702,125.07480650186993,-18.10862661636548,0.0,-0.0,-1.3088790356050595e-06,-1.3603253473392454e-06
2013-01-03 05:00:00,1.1518882287777512e-06,2.0585493038094804,3.1407546621212763e-07,3.948798328473461,5.764136257864598e-07,-31.727108565764354,-110.94158113577981,2.468482758934154,23.170596430053138,129.13089176040836,-18.108626605340838,0.0,-0.0,-1.3143063451934722e-06,-1.3593353173619534e-06
2013-01-03 06:00:00,1.1521479455003624e-06,2.058549306226911,3.1420048103856593e-07,3.869088357180501,5.765192839262297e-07,-34.689548687447754,-110.94158114448499,2.4671894683160773,23.17033746125598,132.1745941151622,-18.108626598641433,0.0,-0.0,-1.3180315136196442e-06,-1.3589120950421458e-06
2013-01-03 07:00:00,1.1524279886451438e-06,2.0585493079708157,3.143344531649841e-07,3.7623693635405644,5.766392665429858e-07,-37.44996459298516,-110.94158108273261,2.4686064076050553,23.170216139820578,135.0404333330168,-18.10862659556407,0.0,-0.0,-1.3218249587225728e-06,-1.3588238437326234e-06
2013-01-03 08:00:00,1.1526152787617475e-06,2.0585493068225764,3.1444250243240436e-07,1.748093710475579,5.767101596407904e-07,-48.002505216603595,-110.94158100058408,2.468787625893531,23.169478847737736,135.2576002273397,-18.10862655765702,12.35020787430956,-2.5323459919164646e-06,-1.320298935752362e-06,-1.358294155780884e-06
2013-01-03 09:00:00,1.1528068158400947e-06,2.058549313082269,3.1457563891909873e-07,-1.0593300810933786,5.76808859915653e-07,-42.92073841643829,-110.94157984911382,2.4688072096562887,23.169225736833713,134.6633736940534,-18.108626556432462,10.670323785281823,-2.5516207034337623e-06,-1.3176972961446155e-06,-1.358083377664564e-06
2013-01-03 10:00:00,1.152798528108927e-06,2.0585493314725403,3.145865851108361e-07,-3.3856542642197436,5.768273157517663e-07,-21.715781132380425,-110.94158049961013,2.4683697565326366,23.167444246047364,117.96990382592692,-18.1086265695824,8.487380122955356,-2.563592568995545e-06,-1.2851530418629409e-06,-1.3603692918429638e-06
2013-01-03 11:00:00,1.1529750701652964e-06,2.058549333056352,3.146953858920646e-07,-3.281584763010899,5.76897230978074e-07,-29.06947874500015,-110.94157982716303,2.4683004343828614,23.16840487093774,123.40583309397898,-18.10862656102214,10.300186981122833,-2.5551330384823214e-06,-1.2956750060766354e-06,-1.3595165880356053e-06
2013-01-03 12:00:00,1.1530072470890727e-06,2.0585493383493323,3.147309760231067e-07,-3.620294510061464,5.769120547870344e-07,-29.05274683473513,-110.9415798159563,2.4683299931463063,23.168257344027033,123.99405984771695,-18.108626557170638,10.034056015451798,-2.5573160777558785e-06,-1.2972834201718798e-06,-1.3598687900412585e-06
2013-01-03 13:00:00,1.1529025683608697e-06,2.0585493441961185,3.1471671962029314e-07,-5.591275260535502,5.768702586155953e-07,-26.53504109811633,-110.94157991190889,2.4683961277401685,23.168539380337442,124.81917325246016,-18.108626554172933,8.66186956363173,-2.5753160826721196e-06,-1.3009443482587813e-06,-1.3606524637196152e-06
2013-01-03 14:00:00,1.152627086411862e-06,2.0585493542249615,3.145923400696716e-07,-9.611724295704557,5.767581174127992e-07,-17.372658116967017,-110.94158106419111,2.468101419479072,23.16927988934926,123.62585191211075,-18.108626557731295,4.7128124904274005,-2.759345008393507e-06,-1.3020322930969996e-06,-1.3620184712296385e-06
2013-01-03 15:00:00,1.1524807297632773e-06,2.0585493622530535,3.1442524342438775e-07,-13.255551010482003,5.76710375806429e-07,-9.848122407072282,-110.94158113674267,2.4678145660819903,23.16210020701577,124.46541927602527,-18.108626584047144,0.0,-0.0,-1.3068760199530515e-06,-1.367030556965065e-06
2013-01-03 16:00:00,1.152446384936681e-06,2.0585493705657343,3.142717429670001e-07,-16.74364817515388,5.766757806960466e-07,-6.278710122892838,-110.94158115237602,2.4684634567862798,23.15589372939113,124.38966175372342,-18.108626582176186,0.0,-0.0,-1.3081561137369135e-06,-1.3703951368495952e-06
2013-01-03 17:00:00,1.1522423313418776e-06,2.058549380828108,3.141217211608126e-07,-20.79340405002575,5.765968644716798e-07,-0.22173917254356726,-110.94158115559483,2.469251403996624,23.147391092025753,122.3901613691514,-18.108626585630155,0.0,-0.0,-1.3069807373540242e-06,-1.3750670666389163e-06
2013-01-03 18:00:00,1.1520644071521291e-06,2.058549393913638,3.139611080807394e-07,-15.764838740238266,5.765311276661846e-07,-1.1812970239039013,-110.94158111313246,2.4701208862378277,23.13225438057918,118.33542109782343,-18.108626597676714,0.0,-0.0,-1.3015340864512836e-06,-1.3813238207486984e-06
2013-01-03 19:00:00,1.152007702032854e-06,2.0585494043795287,3.138957799537683e-07,-12.786161242345822,5.765127435993453e-07,-0.3660144752687426,-110.90952601887386,2.4726428299515213,22.81626686488588,114.82287151518436,-18.108626596799706,0.0,-0.0,-1.2967081456736195e-06,-1.3837837771816855e-06
2013-01-03 20:00:00,1.151624993895964e-06,2.058549412357961,3.1380317262024245e-07,-10.831369166146306,5.764065253345118e-07,-1.2990126182477935,-106.7940402094909,2.475965742081336,20.906271929992702,111.5922638088596,-18.108626623636336,0.0,-0.0,-1.2938550698891048e-06,-1.3800996934156757e-06
2013-01-03 21:00:00,1.151470293121305e-06,2.0585494180628547,3.1382184231349404e-07,-10.083119016163065,5.763751200097307e-07,-3.3250226893873034,-102.31839026773922,2.4801181796968588,20.060514167169256,109.23597910756092,-18.108626627194813,0.0,-0.0,-1.2916108735225863e-06,-1.3783565535425789e-06
2013-01-03 22:00:00,1.1512876625172028e-06,2.0585494082906495,3.138119303047392e-07,-9.011372643670656,5.763304667637609e-07,-6.348911161653882,-92.35088059069737,2.4844202027245363,21.381439155741525,99.89538452880518,-18.10862664128563,0.0,-0.0,-1.271572271889454e-06,-1.3843940534027605e-06
2013-01-03 23:00:00,1.15127347355104e-06,2.058549404488413,3.1394253248214274e-07,-9.010204415002322,5.763452828843995e-07,-14.766292074650638,-88.05093263612243,2.488561348987128,22.82174738584528,102.56719989622533,-18.10862664053165,0.0,-0.0,-1.2811738174605124e-06,-1.3859156538774934e-06
2013-01-04 00:00:00,1.1512024981756709e-06,2.05854940641171,3.1406345049811145e-07,-9.010238199035376,5.763432586318858e-07,-21.083021775312517,-84.08013892420388,2.493490524838333,23.14645051697246,104.58353737562511,-18.10862664801259,0.0,-0.0,-1.2889758381788852e-06,-1.3862029720686812e-06
2013-01-04 01:00:00,1.1510787087584866e-06,2.0585494139284677,3.1414480582901406e-07,-9.010393693943884,5.763212153329707e-07,-22.226919999693646,-83.30993646626406,2.4978895349836487,23.150255231983365,104.94918492083168,-18.108626661183667,0.0,-0.0,-1.2933531188537018e-06,-1.3851061745557276e-06
2013-01-04 02:00:00,1.1508536616691626e-06,2.0585494313254946,3.141617730780963e-07,-9.0103499823848,5.762670328491302e-07,-15.722681389247809,-84.32376638815852,2.501979916600476,23.154435453632985,99.45046191542363,-18.108626686812254,0.0,-0.0,-1.282573047774349e-06,-1.3853753880060196e-06
2013-01-04 03:00:00,1.1505785850539966e-06,2.0585494510149003,3.141426950867114e-07,-9.010871651263189,5.76194816952658e-07,-8.072467142244111,-88.50189578351646,2.505074453154661,23.160395260511166,95.9698444007096,-18.108626722448967,0.0,-0.0,-1.2769294498866656e-06,-1.3862514592673225e-06
2013-01-04 04:00:00,1.1689082526621532e-06,2.0585498384534704,3.1822893909197976e-07,-6.365120722381304,5.821390555257378e-07,1.7682713854394946e-05,-96.29841062353897,2.5076104854535353,23.162875954509957,93.04310550533087,-18.108626072669882,0.0,-0.0,-1.2148515484113887e-06,-1.3269461283743644e-06
2013-01-04 05:00:00,1.182309621178928e-06,2.058550077303816,3.2126812360363516e-07,-4.65679743242873,5.864657406481312e-07,11.243610565813952,-107.19105050559185,2.509441621703739,23.163840216837357,90.98103298358912,-18.10862546877281,0.0,-0.0,-1.1743004129129985e-06,-1.28869768502042e-06
2013-01-04 06:00:00,1.1823156528057665e-06,2.058550092473926,3.213216261628884e-07,-8.19952822874617,5.864928766726324e-07,19.282796127282847,-110.8256754517895,2.510333282688177,23.16203200480258,90.12011974015826,-18.108625514278195,0.0,-0.0,-1.174526773411344e-06,-1.2904548913080112e-06
2013-01-04 07:00:00,1.182337024049529e-06,2.058550100026474,3.2143533146696847e-07,-12.85345305560373,5.865381793936711e-07,24.040594804463034,-110.8221930109847,2.51120040621736,23.162783077572158,90.01114528625054,-18.10862555222683,0.0,-0.0,-1.1773386945606036e-06,-1.2926140626198622e-06
2013-01-04 08:00:00,1.1821546953596133e-06,2.0585501009996285,3.2158294357796026e-07,-14.927251470427175,5.865015024659705e-07,14.31326334520423,-105.20623688164348,2.511916078758455,23.16106501888801,87.3883841445198,-18.108625566477993,8.808939955696507,-2.683464710782634e-06,-1.1543970404090942e-06,-1.2957619389405358e-06
2013-01-04 09:00:00,1.182266959579485e-06,2.0585501042196457,3.2191219432170673e-07,-13.16928308495926,5.865893084476671e-07,8.696953085784262,-101.98181956470754,2.513606228433946,23.161345562672306,87.02155214087546,-18.10862559430317,9.807725808919981,-2.6426446878614926e-06,-1.1531950531207259e-06,-1.2955848761669196e-06
2013-01-04 10:00:00,1.1821905954872739e-06,2.058550119806962,3.221368043260397e-07,-14.491840841609156,5.866035120612725e-07,26.140353505868408,-103.36254107217383,2.5162997372542404,23.12774686888495,72.78199161230303,-18.108625699049437,9.338070410464898,-2.6501944054212676e-06,-1.0940374713754864e-06,-1.300797257726832e-06
2013-01-04 11:00:00,1.1824418300577789e-06,2.0585501155747874,3.2254337071116883e-07,-11.404456233556955,5.867175858159606e-07,9.065743294552961,-104.15176912007666,2.519626651004146,23.16414601353407,86.72792226469755,-18.108625684475165,10.128867389460318,-2.6446168146311245e-06,-1.1543916402843024e-06,-1.2959649144430827e-06
2013-01-04 12:00:00,1.1827082597009491e-06,2.0585501041479275,3.231038876486708e-07,-16.11397824348199,5.868528951226604e-07,0.21733351502603948,-104.06842149306911,2.5233418465238895,23.16713846108501,100.74092381404269,-18.108625648292136,9.58374239747058,-2.648529921361634e-06,-1.2151542259744018e-06,-1.294904511384269e-06
2013-01-04 13:00:00,1.1625706015133344e-06,2.058549768488657,3.18936524128289e-07,-16.919130447645088,5.803998649986865e-07,-6.313580415723353,-106.17167918511336,2.527370957131248,23.16767613194656,112.72644143872121,-18.108626541828674,7.032983465548316,-2.818713490380543e-06,-1.3051429723418551e-06,-1.3562848241874463e-06
2013-01-04 14:00:00,1.1625340525239576e-06,2.058549765390114,3.193889426687441e-07,-18.561322610402314,5.803971261908683e-07,-5.1847105810147855,-109.48381857219441,2.531824551308765,23.17034711060921,119.56511393876066,-18.10862669735142,4.012655142279994,-3.0597973424554414e-06,-1.3223805126472143e-06,-1.3559601223032228e-06
2013-01-04 15:00:00,1.164543812379728e-06,2.058549786471723,3.2085239991826824e-07,-24.36351940599744,5.810743344877251e-07,-0.00014916478915904779,-110.94153013838499,2.5388948348783043,23.17067822141197,125.64571273630585,-18.10862671388871,0.0,-0.0,-1.3310360445757397e-06,-1.350829684597905e-06
2013-01-04 16:00:00,1.1626001777125226e-06,2.0585497488783453,3.206351363253773e-07,-26.85899654771537,5.804554634441292e-07,-1.9030375939258442,-110.94153503650116,2.543518545799653,23.170701255067893,130.0394366043769,-18.1086267799133,0.0,-0.0,-1.3477415068336996e-06,-1.3578861662547892e-06
