"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Nuclear","18WALZ1-12345-0E","ALMARAZ 1","1011","1011","Cáceres","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Nuclear","18WALZ2-12345-04","ALMARAZ 2","1006","1006","Cáceres","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Nuclear","18WTRL1-12345-0Y","TRILLO","1003","1003","Guadalajara","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Nuclear","18WASC1-12345-0Z","ASCO 1","996","996","Tarragona","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Nuclear","18WASC2-12345-0P","ASCO 2","992","992","Tarragona","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000A0UJ","SOLARES 1","606","992","Spain","400","31.12.2019",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEFWMARK-123-K","EFWMARK","1205","963","Spain","400","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WUFMI-12345-0L","GNF MI¿O","941","941","Spain","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WBES5-123456-T","BESOS 5","859","859","Barcelona","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WPGR5-123456-J","P.G.RODR 5","856","856","A Coruña","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000IG3U","HCGSCSA","678","853","Spain","400","01.09.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTN4-123456-C","CASTELLO 4","839","839","Castellón","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000IG2W","HCGSIHA","1090","825","Spain","400","01.09.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WARCOS3-123-0Z","ARCOS3","823","823","Cádiz","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WALG3-12345--K","ALG3","821","821","Cádiz","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WESC6-12345-07","ESC IBER 6","816","816","Murcia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WECT3-123456-N","ESCAT3","804","804","Zaragoza","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTNU-12345-0U","CASTELNOU","791","791","Teruel","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WAMBIETA-12-0S","AMBIETA","786","786","Vizcaya","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WBAHIAB-123-0X","BAHIAB","785","785","Vizcaya","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTN3-12345-04","CASTELLO 3","782","782","Castellón","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WJUCA-12345-0Q","JUCAR","739","739","Spain","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000F0OB","EGASNE2","615","651","Spain","400","03.12.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WSBEU-12345-0Q","SIL-BIB-EU","626","626","Spain","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","18WBRR1-12345-0H","BARRIOS","570","570","Cádiz","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","18WABO2-12345-0N","ABO¿O 2","562","562","Asturias","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000LD1V","FREGPEM","140","534","Spain","400","04.05.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W0000000005EQ5","FEGPE1","124","499","Spain","400","01.02.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W0000000001EAG","EGASNE1","480","480","Spain","400","01.03.2017",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000I7A6","FFIBGES","509","455","Spain","400","04.06.2021",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000EZ9E","EGASNE0","268","447","Spain","400","08.08.2019",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WSLTG-12345-0T","SALLENT G","439","439","Lleida","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WPBCN1-12345-D","PBCN1","435","435","Barcelona","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WPBCN2-12345-4","PBCN2","431","431","Barcelona","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WSRI5-123456-L","SOTO5","428","428","Asturias","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18W18WSRI4--123V","SOTORIBE 4","426","426","Asturias","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WHCHI-12345-0M","HC-HIDRAUL","425","425","Asturias","132","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTJON1-123-06","CASTEJO1 H","425","425","Navarra","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WGDLQ-12345-0A","GUADALQUIV","424","424","Spain","132","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WPVENT1--1234A","PVENT1","420","420","Tarragona","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WTJEB-12345-0X","TAJOENC B","420","420","Málaga","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTJON3--1234S","CASTEJO3 H","418","418","Navarra","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTGN1-1234-0C","ESC CART 1","418","418","Murcia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTGN2-1234-03","ESC CART 2","418","418","Murcia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WTAPOWER-12-0V","TARRAG IB","417","417","Tarragona","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WMALA1-12345-L","MALA1","416","416","Málaga","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WPVENT2--12342","Plana del Vent","414","414","cross_zonal","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTGN3-1234-0V","ESC CART 3","413","413","Murcia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WSILB-12345-0I","SIL B","412","412","Ourense","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WBES3-12345-0V","BESOS 3","412","412","Barcelona","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WSAGU2-123--0A","SAGU2","412","412","Valencia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WSAGU3-123--01","SAGU3","411","411","Valencia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WSAGU1-123--0J","SAGU1","410","410","Valencia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WESCCC1-123-0T","ESCCC1","403","403","Murcia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WSROQ2-1234-0Y","SANROQUE2","402","402","Cádiz","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WESCCC2-123-0L","ESC GDF 2","401","401","Murcia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WSLTB-12345-05","SALLENT B","400","400","Lleida","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WBES4-12345-0L","BESOS 4","400","400","Barcelona","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WSTC4-12345-0I","SANTURCE 4","396","396","Vizcaya","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WESCCC3-123-0D","ESC GDF 3","395","395","Murcia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WARRU1-1234-0J","ARRUBAL1","395","395","La Rioja","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEMEDI-1234-10","EMEDI","395","395","Castellón","400","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000F3DO","SOLARMULA","393","393","Murcia","400","29.06.2019",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCAMGI10-12-07","CAMPGIB1","393","393","Cádiz","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WSBO3-12345-01","SABON 3","391","391","A Coruña","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WPALOS3-123-0J","PALOS3","391","391","Huelva","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCOL4-12345-02","COLON 4","391","391","Huelva","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WARRU2-1234-0A","ARRUBAL2","390","390","La Rioja","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WSROQ1-1234-06","SANROQUE1","390","390","Cádiz","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WARCOS1-123-0E","ARCOS1","389","389","Cádiz","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WPALOS2-123-0R","PALOS2","389","389","Huelva","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WUFTA-12345-0O","GNF TAJO","388","388","Spain","132","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCAMGI20--1-0D","CAMPGIB2","388","388","Cádiz","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WPALOS1-123-0Z","PALOS1","387","387","Huelva","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WACE3-12345-00","ACECA 3 IB","386","386","Toledo","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WUFGC--1234-00","GNF GALCOS","385","385","Spain","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WTAJB-12345-0C","TAJO B","380","380","Cáceres","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WCTJON2-123-0Z","CASTEJO2 I","379","379","Navarra","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WTJEG-12345-0K","TAJOENC G","377","377","Málaga","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WEBRACC1-123-Y","EBRACC1","376","376","Spain","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WARCOS2-123-06","ARCOS2","373","373","Cádiz","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WACE4-12345-0R","ACECA 4 UF","373","373","Toledo","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000QG8P","MOL EBRO","N/A","361","Zaragoza","220","01.12.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WAGUG-12345-0G","AGUAYO G","360","360","Cantabria","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000IT2U","FGASNE2","N/A","360","Spain","220","01.11.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WAGUB-12345-0T","AGUAYO B","360","360","Cantabria","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","18WSRI3-12345-0N","SOTORIBE 3","346","346","Asturias","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","18WABO1-12345-0X","ABO¿O 1","342","342","Asturias","132","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000IVA8","EREPSOL","335","335","Zaragoza","132","01.11.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WVIES-12345-0Y","UGH EON","331","331","Spain","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000IB62","FGIBGES","491","302","Spain","400","22.08.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000NXAJ","EGECAM","300","300","Cuenca","400","06.08.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18WFEGPE2-1234-8","FREGP2","N/A","292","Spain","400","09.03.2024",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000JIIR","RWESZN","270","281","Spain","400","01.01.2021",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WELBOGA-1234-V","ELBOGA","280","280","Burgos","400","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000I2K1","PV AUDAX","217","280","Spain","110","13.05.2021",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WECT2-123456-X","ECT2","275","275","Zaragoza","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000N00R","FGENIA","250","250","Cáceres","400","22.03.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000MOY2","FTASOL","272","244","Cáceres","400","22.03.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEFGASN-1234-D","EFGASN","391","227","Spain","400","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WGUIB-12345-0Q","GUILLENA B","225","225","Sevilla","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WMLTG-12345-0X","MORALET G","219","219","Huesca","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WMLTB-12345-09","MORALET B","219","219","Huesca","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WGDNA-12345-00","GUADIANA","219","219","Spain","132","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000FJQO","FREGPE","462","217","Spain","400","01.11.2019",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WUFBG-12345-0E","BOLARQUE G","215","215","Guadalajara","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WEBRA-12345-06","EBRO ALTO","212","212","Spain","132","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000IG4S","HCGEORS","236","210","Spain","400","01.09.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WUFBB-12345-0R","BOLARQUE B","208","208","Guadalajara","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WGUIG-12345-0D","GUILLENA G","207","207","Sevilla","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000L44F","VALDESOLAR","206","206","Badajoz","400","30.07.2021",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000N85U","FV100EGHAB","163","203","Spain","220","01.05.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18WFFNEXU-1234-4","FFNEXU","238","202","Spain","220","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000QDFK","PEVER","N/A","188","Spain","400","01.04.2024",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000J1G8","SHEEN PV3","180","180","Badajoz","400","28.07.2021",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000C7QZ","EREGPE1","317","180","Zaragoza","400","22.03.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WHFEGED-1234-V","HTARIFA","165","174","Spain","220","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000Q5F7","FRSIGMA","N/A","170","Cádiz","400","05.12.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000OY5M","HABGN","N/A","169","Cuenca","400","23.02.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000PVZ4","FVGREEN","N/A","164","Spain","220","01.07.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WEBRACC2-123-R","EBRACC2","162","162","Huesca","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEPBUIO-1234-F","EPBUIO","161","161","Spain","220","01.03.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000MYG8","COMETAS","N/A","159","Zaragoza","220","23.02.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEFGNRA-1234-X","EOLICA","106","159","Spain","400","01.09.2021",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000R310","FLAISLA","N/A","158","Sevilla","44","01.04.2024",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEFEGED-1234-X","EFEGED","817","155","Spain","400","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W0000000001101","EFEGEL2","153","153","Lugo","400","11.11.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WTERE-12345-0V","TER","151","151","Spain","110","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18WFFWMARK-123-7","FFWMARK","121","149","Spain","400","12.08.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000AI3J","RODRIG","148","148","Sevilla","220","20.07.2019",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEMOCI-1234-1B","EMOCI","144","144","La Rioja","220","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WECYLEO-1234-7","ECYLEO","141","141","Burgos","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEESQUI-1234-E","EESQUI","140","140","Palencia","400","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","18WTFIBGES-123-9","TFIBGES","135","135","Spain","400","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000QSL0","UPRENCIERZ","N/A","135","Navarra","66","20.01.2024",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000O4HE","FV SABINAR","130","130","Cuenca","400","03.09.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W00000000010Z8","EFEGEL1","130","130","Lugo","400","11.11.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000NX7P","OLMEDILLA","130","130","Cuenca","400","12.08.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEGVENTO-123-C","EGVENTO","128","128","Spain","220","01.08.2015",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000POUZ","EFPART","N/A","123","Spain","400","01.04.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000QIOO","CLIFV48","N/A","114","Zamora","400","19.12.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WTEES-12345-0Y","TERA-ESLA","114","114","Spain","132","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000I2I5","EOL 09","113","113","Zaragoza","46","30.03.2021",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000Q2YF","ALFOZ","N/A","112","Burgos","220","01.08.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WHFGASN-1234-B","HFGASN","110","110","Spain","220","01.04.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000P6PP","ESTELO","N/A","110","Lugo","132","23.02.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WTANB-12345-05","TANES B","110","110","Asturias","132","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18WHFIBGES-123-H","HFIBGES","118","109","Spain","400","11.02.2016",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Water Reservoir","18W000000000HTLX","HC XALLAS1","108","108","A Coruña","220","01.07.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18WEELRI-1234-1R","EELRI","107","107","La Rioja","220","01.02.2017",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W0000000000YR0","EMEDI1","N/A","102","Valencia","400","21.04.2023",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","18WENDPRB-123-0T","ENDPRB","100","100","Lleida","220","01.01.2012",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","18W000000000N3TY","EBOREA","100","100","Cuenca","220","22.03.2022",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18W000000000H6OM","SFGUILLENA","100","100","Sevilla","220","01.04.2020",""
"CTA|ES / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","18WSPSAETI-123-T","PALMASAETI","100","100","Córdoba","220","11.02.2016",""
