"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Oil","15WLITER-----PPP","Litéri Gázturbinás Erőmű","120","120","Budapest","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WBAKONY----PP6","Bakonyi Gázturbinás Erőmű","114","114","Ajka","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WKISP------PP6","Kispesti Erőmű","109","109","Budapest","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WUJPEST----PPO","Újpesti Erőmű","102","102","Budapest","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WDKCE------PPQ","Debreceni Kombináltciklusú Erőmű","95","95","Debrecen","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Brown coal/Lignite","15WAJKA------PPT","Ajkai Hőerőmű","93","93","Ajka","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WEONSUM----PPI","EONSUM szabályozási központ","63","87","Budapest","20","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WGREEN-----PPZ","GREENuz-GREENERGY szabályozási központ","66","84","Budapest","20","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WVPP-------PPZ","VPP szabályozási csoport","68","68","Budapest","20","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WVEOLIASZK-PPQ","VEOLIA szabályozási központ","68","68","Budapest","20","01.04.2015",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Biomass","15WPECS------PPO","Pécsi Erőmű","62","62","Pécs","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WBUZSPV----PPB","BUZSPVuz","61","61","Buzsák","22","31.07.2022",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Other renewable","15W-VLTRCK1-UZ-O","VLTRCK1uz","N/A","51","Budapest","22","31.01.2023",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WKAPKPV----PPS","Kaposvár Keleti naperőmű","49","49","Kaposvár Kelet","132","11.11.2020",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WKAPNPV----PPZ","Kaposvár Nyugati naperőmű","49","49","Kaposvár Nyugat","132","25.11.2020",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WNYKCE-----PP6","Nyíregyházi Kombináltciklusú Erőmű","47","47","Oroszlány","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WTPUSPV----PP3","TPUSPV","47","47","Tiszapüspöki naperőmű","132","31.03.2022",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Biomass","15WPANNON----PPS","Pannongreen","44","44","Pécs","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","15WHAMBURGERHPPF","Hamburger Hungária","42","42","Dunaújváros","132","01.08.2021",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WVPPPV-----PP5","VPPPV szabályozó központ","6","36","Budapest","22","30.04.2022",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Biomass","15WBAKONYI---PPL","Bakonyi Bioerőmű","28","28","Ajka","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WTATAB-----PPG","Tatabánya Erőmű","43","25","Tatabánya","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Wind Onshore","15WSOPKOV----PPO","Sopronkövesd szélerőműpark","23","23","Sopronkövesd","120","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WBABRPV----PP7","Bükkábrányi naperőmű","20","20","Bükkábrány","35","01.03.2019",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15W-MVMZG2--UZ-F","MVMZG2uz","N/A","20","Budapest","132","29.02.2024",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WNYPAZPV---UZI","NYPAZPVuz","20","20","Nyírpazony","11","31.05.2022",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15W-HUGRPV--UZ-H","HUGRPVuz","N/A","20","Halmajugra","132","31.07.2023",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WDUNAPVSZK-PPW","DUNAPVSZK","17","17","Százhalombatta","132","30.04.2021",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WALPIQ-----PPY","ALPIQ szabályzási csoport","17","17","Budapest","132","31.12.2013",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WTUSKESPV--PPG","Tüskésréti Naperőmű (Pécs)","10","10","Pécs","35","20.08.2018",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WAUDIPV----PPX","Győri AUDI naperőmű","10","10","Győr","22","01.12.2019",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WMOLFPV----PP2","MOL DUFI naperőmű","6","6","Százhalombatta","132","01.09.2019",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WTMPKPV----PPQ","MOL Tiszaújváros MPK naperőmű","6","6","MOL Petrolkémia Zrt. Telephely","132","01.07.2019",""
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","15WTISZA-----PPN","Tiszai Erőmű","864","N/A","Tiszaújváros","400","31.12.2013","30.06.2023"
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Brown coal/Lignite","15WVERTES----PPX","Oroszlányi Erőmű","220","N/A","Oroszlány","120","31.12.2013","30.06.2023"
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15W-SARFPV1-UZ-H","SARFPV1uz","48","N/A","Körmend - Zalaegerszeg","22","30.11.2022","30.09.2023"
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15W-SARFPV2-UZ-B","SARFPV2uz","48","N/A","Körmend - Zalaegerszeg","22","30.11.2022","30.09.2023"
"CTA|HU / 01.01.2023 00:00 - 01.01.2024 00:00","Solar","15WAJKAPV----PPK","AJKAPV","20","N/A","Ajka","132","31.03.2022","31.08.2023"
