index,NO -> DE,NO -> SE,NO -> FI,NO -> DK,NO -> UK,NO -> NL
2022-01-02 05:30:00+0000,0.0,,,,,
2022-01-02 05:45:00+0000,0.0,,,,,
2022-01-02 06:00:00+0000,0.0,777.0,25.0,0.0,0.0,0.0
2022-01-02 06:15:00+0000,0.0,,,,,
2022-01-02 06:30:00+0000,0.0,,,,,
2022-01-02 06:45:00+0000,0.0,,,,,
2022-01-02 07:00:00+0000,0.0,825.0,24.0,0.0,0.0,0.0
2022-01-02 07:15:00+0000,0.0,,,,,
2022-01-02 07:30:00+0000,0.0,,,,,
2022-01-02 07:45:00+0000,0.0,,,,,
2022-01-02 08:00:00+0000,0.0,676.0,15.0,0.0,0.0,0.0
2022-01-02 08:15:00+0000,0.0,,,,,
2022-01-02 08:30:00+0000,0.0,,,,,
2022-01-02 08:45:00+0000,0.0,,,,,
2022-01-02 09:00:00+0000,0.0,729.0,15.0,0.0,0.0,0.0
2022-01-02 09:15:00+0000,0.0,,,,,
2022-01-02 09:30:00+0000,0.0,,,,,
2022-01-02 09:45:00+0000,0.0,,,,,
2022-01-02 10:00:00+0000,0.0,717.0,15.0,0.0,0.0,0.0
2022-01-02 10:15:00+0000,0.0,,,,,
2022-01-02 10:30:00+0000,0.0,,,,,
2022-01-02 10:45:00+0000,0.0,,,,,
2022-01-02 11:00:00+0000,0.0,727.0,11.0,0.0,0.0,0.0
2022-01-02 11:15:00+0000,0.0,,,,,
2022-01-02 11:30:00+0000,0.0,,,,,
2022-01-02 11:45:00+0000,0.0,,,,,
2022-01-02 12:00:00+0000,0.0,1021.0,19.0,0.0,0.0,0.0
2022-01-02 12:15:00+0000,0.0,,,,,
2022-01-02 12:30:00+0000,0.0,,,,,
2022-01-02 12:45:00+0000,0.0,,,,,
2022-01-02 13:00:00+0000,0.0,1068.0,26.0,0.0,0.0,0.0
2022-01-02 13:15:00+0000,0.0,,,,,
2022-01-02 13:30:00+0000,0.0,,,,,
2022-01-02 13:45:00+0000,0.0,,,,,
2022-01-02 14:00:00+0000,0.0,936.0,12.0,0.0,0.0,0.0
2022-01-02 14:15:00+0000,0.0,,,,,
2022-01-02 14:30:00+0000,0.0,,,,,
2022-01-02 14:45:00+0000,0.0,,,,,
2022-01-02 15:00:00+0000,0.0,990.0,9.0,0.0,0.0,0.0
2022-01-02 15:15:00+0000,0.0,,,,,
2022-01-02 15:30:00+0000,0.0,,,,,
2022-01-02 15:45:00+0000,0.0,,,,,
2022-01-02 16:00:00+0000,0.0,868.0,5.0,0.0,93.0,0.0
2022-01-02 16:15:00+0000,0.0,,,,,
2022-01-02 16:30:00+0000,0.0,,,,,
2022-01-02 16:45:00+0000,0.0,,,,,
2022-01-02 17:00:00+0000,0.0,989.0,12.0,0.0,503.0,0.0
2022-01-02 17:15:00+0000,0.0,,,,,
2022-01-02 17:30:00+0000,0.0,,,,,
2022-01-02 17:45:00+0000,0.0,,,,,
2022-01-02 18:00:00+0000,0.0,938.0,14.0,0.0,111.0,0.0
2022-01-02 18:15:00+0000,0.0,,,,,
2022-01-02 18:30:00+0000,0.0,,,,,
2022-01-02 18:45:00+0000,0.0,,,,,
2022-01-02 19:00:00+0000,0.0,776.0,12.0,0.0,0.0,0.0
2022-01-02 19:15:00+0000,0.0,,,,,
2022-01-02 19:30:00+0000,0.0,,,,,
2022-01-02 19:45:00+0000,0.0,,,,,
2022-01-02 20:00:00+0000,0.0,913.0,24.0,0.0,0.0,0.0
2022-01-02 20:15:00+0000,0.0,,,,,
2022-01-02 20:30:00+0000,0.0,,,,,
2022-01-02 20:45:00+0000,0.0,,,,,
2022-01-02 21:00:00+0000,0.0,1223.0,30.0,0.0,0.0,0.0
2022-01-02 21:15:00+0000,0.0,,,,,
2022-01-02 21:30:00+0000,0.0,,,,,
2022-01-02 21:45:00+0000,0.0,,,,,
2022-01-02 22:00:00+0000,0.0,878.0,14.0,0.0,0.0,0.0
2022-01-02 22:15:00+0000,0.0,,,,,
2022-01-02 22:30:00+0000,0.0,,,,,
2022-01-02 22:45:00+0000,0.0,,,,,
2022-01-02 23:00:00+0000,0.0,188.0,0.0,0.0,0.0,0.0
2022-01-02 23:15:00+0000,0.0,,,,,
2022-01-02 23:30:00+0000,0.0,,,,,
2022-01-02 23:45:00+0000,0.0,,,,,
2022-01-03 00:00:00+0000,0.0,101.0,0.0,0.0,0.0,0.0
2022-01-03 00:15:00+0000,0.0,,,,,
2022-01-03 00:30:00+0000,0.0,,,,,
2022-01-03 00:45:00+0000,0.0,,,,,
2022-01-03 01:00:00+0000,0.0,52.0,0.0,0.0,0.0,0.0
2022-01-03 01:15:00+0000,0.0,,,,,
2022-01-03 01:30:00+0000,0.0,,,,,
2022-01-03 01:45:00+0000,0.0,,,,,
2022-01-03 02:00:00+0000,0.0,72.0,0.0,0.0,0.0,0.0
2022-01-03 02:15:00+0000,0.0,,,,,
2022-01-03 02:30:00+0000,0.0,,,,,
2022-01-03 02:45:00+0000,0.0,,,,,
2022-01-03 03:00:00+0000,0.0,150.0,0.0,0.0,0.0,0.0
2022-01-03 03:15:00+0000,0.0,,,,,
2022-01-03 03:30:00+0000,0.0,,,,,
2022-01-03 03:45:00+0000,0.0,,,,,
2022-01-03 04:00:00+0000,0.0,391.0,0.0,0.0,0.0,0.0
2022-01-03 04:15:00+0000,0.0,,,,,
2022-01-03 04:30:00+0000,0.0,,,,,
2022-01-03 04:45:00+0000,0.0,,,,,
2022-01-03 05:00:00+0000,0.0,880.0,17.0,0.0,0.0,0.0
2022-01-03 05:15:00+0000,0.0,,,,,
2022-01-03 05:30:00+0000,0.0,,,,,
2022-01-03 05:45:00+0000,0.0,,,,,
2022-01-03 06:00:00+0000,0.0,988.0,23.0,0.0,0.0,0.0
2022-01-03 06:15:00+0000,0.0,,,,,
2022-01-03 06:30:00+0000,0.0,,,,,
2022-01-03 06:45:00+0000,0.0,,,,,
2022-01-03 07:00:00+0000,0.0,1001.0,26.0,0.0,0.0,0.0
2022-01-03 07:15:00+0000,0.0,,,,,
2022-01-03 07:30:00+0000,0.0,,,,,
2022-01-03 07:45:00+0000,0.0,,,,,
2022-01-03 08:00:00+0000,0.0,1001.0,28.0,0.0,0.0,157.0
2022-01-03 08:15:00+0000,0.0,,,,,
2022-01-03 08:30:00+0000,0.0,,,,,
2022-01-03 08:45:00+0000,0.0,,,,,
2022-01-03 09:00:00+0000,0.0,994.0,27.0,0.0,0.0,0.0
2022-01-03 09:15:00+0000,0.0,,,,,
2022-01-03 09:30:00+0000,0.0,,,,,
2022-01-03 09:45:00+0000,0.0,,,,,
2022-01-03 10:00:00+0000,0.0,1083.0,28.0,0.0,0.0,0.0
2022-01-03 10:15:00+0000,0.0,,,,,
2022-01-03 10:30:00+0000,0.0,,,,,
2022-01-03 10:45:00+0000,0.0,,,,,
2022-01-03 11:00:00+0000,0.0,1155.0,31.0,0.0,0.0,364.0
2022-01-03 11:15:00+0000,0.0,,,,,
2022-01-03 11:30:00+0000,0.0,,,,,
2022-01-03 11:45:00+0000,0.0,,,,,
2022-01-03 12:00:00+0000,0.0,1222.0,33.0,0.0,0.0,279.0
2022-01-03 12:15:00+0000,0.0,,,,,
2022-01-03 12:30:00+0000,0.0,,,,,
2022-01-03 12:45:00+0000,0.0,,,,,
2022-01-03 13:00:00+0000,0.0,1234.0,30.0,0.0,0.0,312.0
2022-01-03 13:15:00+0000,0.0,,,,,
2022-01-03 13:30:00+0000,0.0,,,,,
2022-01-03 13:45:00+0000,1.0,,,,,
2022-01-03 14:00:00+0000,1.0,1245.0,39.0,0.0,0.0,479.0
2022-01-03 14:15:00+0000,0.0,,,,,
2022-01-03 14:30:00+0000,0.0,,,,,
2022-01-03 14:45:00+0000,0.0,,,,,
2022-01-03 15:00:00+0000,0.0,1147.0,41.0,0.0,0.0,183.0
2022-01-03 15:15:00+0000,0.0,,,,,
2022-01-03 15:30:00+0000,1.0,,,,,
2022-01-03 15:45:00+0000,41.0,,,,,
2022-01-03 16:00:00+0000,202.0,1058.0,43.0,0.0,248.0,493.0
2022-01-03 16:15:00+0000,242.0,,,,,
2022-01-03 16:30:00+0000,242.0,,,,,
2022-01-03 16:45:00+0000,211.0,,,,,
2022-01-03 17:00:00+0000,87.0,1113.0,46.0,0.0,672.0,494.0
2022-01-03 17:15:00+0000,55.0,,,,,
2022-01-03 17:30:00+0000,56.0,,,,,
2022-01-03 17:45:00+0000,46.0,,,,,
2022-01-03 18:00:00+0000,10.0,1053.0,48.0,0.0,603.0,495.0
2022-01-03 18:15:00+0000,0.0,,,,,
2022-01-03 18:30:00+0000,0.0,,,,,
2022-01-03 18:45:00+0000,0.0,,,,,
2022-01-03 19:00:00+0000,0.0,981.0,58.0,0.0,623.0,503.0
2022-01-03 19:15:00+0000,0.0,,,,,
2022-01-03 19:30:00+0000,0.0,,,,,
2022-01-03 19:45:00+0000,0.0,,,,,
2022-01-03 20:00:00+0000,0.0,877.0,56.0,0.0,351.0,705.0
2022-01-03 20:15:00+0000,0.0,,,,,
2022-01-03 20:30:00+0000,0.0,,,,,
2022-01-03 20:45:00+0000,0.0,,,,,
2022-01-03 21:00:00+0000,0.0,954.0,62.0,0.0,212.0,705.0
2022-01-03 21:15:00+0000,0.0,,,,,
2022-01-03 21:30:00+0000,0.0,,,,,
2022-01-03 21:45:00+0000,0.0,,,,,
2022-01-03 22:00:00+0000,0.0,812.0,57.0,0.0,0.0,686.0
2022-01-03 22:15:00+0000,0.0,,,,,
2022-01-03 22:30:00+0000,0.0,,,,,
2022-01-03 22:45:00+0000,0.0,,,,,
2022-01-03 23:00:00+0000,0.0,1024.0,66.0,0.0,231.0,350.0
2022-01-03 23:15:00+0000,0.0,,,,,
2022-01-03 23:30:00+0000,0.0,,,,,
2022-01-03 23:45:00+0000,0.0,,,,,
2022-01-04 00:00:00+0000,0.0,1153.0,76.0,0.0,661.0,702.0
2022-01-04 00:15:00+0000,0.0,,,,,
2022-01-04 00:30:00+0000,0.0,,,,,
2022-01-04 00:45:00+0000,0.0,,,,,
2022-01-04 01:00:00+0000,0.0,1222.0,88.0,0.0,673.0,693.0
2022-01-04 01:15:00+0000,0.0,,,,,
2022-01-04 01:30:00+0000,0.0,,,,,
2022-01-04 01:45:00+0000,0.0,,,,,
2022-01-04 02:00:00+0000,0.0,1089.0,48.0,0.0,241.0,409.0
2022-01-04 02:15:00+0000,0.0,,,,,
2022-01-04 02:30:00+0000,0.0,,,,,
2022-01-04 02:45:00+0000,0.0,,,,,
2022-01-04 03:00:00+0000,0.0,1108.0,46.0,0.0,0.0,128.0
2022-01-04 03:15:00+0000,0.0,,,,,
2022-01-04 03:30:00+0000,0.0,,,,,
2022-01-04 03:45:00+0000,0.0,,,,,
2022-01-04 04:00:00+0000,0.0,1131.0,44.0,0.0,12.0,0.0
2022-01-04 04:15:00+0000,0.0,,,,,
2022-01-04 04:30:00+0000,0.0,,,,,
2022-01-04 04:45:00+0000,30.0,,,,,
2022-01-04 05:00:00+0000,365.0,1217.0,40.0,28.0,444.0,232.0
2022-01-04 05:15:00+0000,465.0,,,,,
2022-01-04 05:30:00+0000,465.0,,,,,
2022-01-04 05:45:00+0000,565.0,,,,,
2022-01-04 06:00:00+0000,967.0,1364.0,39.0,195.0,685.0,494.0
2022-01-04 06:15:00+0000,1068.0,,,,,
2022-01-04 06:30:00+0000,1068.0,,,,,
2022-01-04 06:45:00+0000,1124.0,,,,,
2022-01-04 07:00:00+0000,1347.0,2054.0,40.0,589.0,694.0,494.0
2022-01-04 07:15:00+0000,1404.0,,,,,
2022-01-04 07:30:00+0000,1404.0,,,,,
2022-01-04 07:45:00+0000,1404.0,,,,,
2022-01-04 08:00:00+0000,1404.0,1530.0,39.0,536.0,694.0,494.0
2022-01-04 08:15:00+0000,1404.0,,,,,
2022-01-04 08:30:00+0000,1404.0,,,,,
2022-01-04 08:45:00+0000,1404.0,,,,,
2022-01-04 09:00:00+0000,1404.0,1622.0,41.0,543.0,694.0,495.0
2022-01-04 09:15:00+0000,1404.0,,,,,
2022-01-04 09:30:00+0000,1404.0,,,,,
2022-01-04 09:45:00+0000,1404.0,,,,,
2022-01-04 10:00:00+0000,1404.0,1459.0,44.0,589.0,692.0,494.0
2022-01-04 10:15:00+0000,1404.0,,,,,
2022-01-04 10:30:00+0000,1404.0,,,,,
2022-01-04 10:45:00+0000,1384.0,,,,,
2022-01-04 11:00:00+0000,1304.0,1564.0,46.0,366.0,644.0,494.0
2022-01-04 11:15:00+0000,1284.0,,,,,
2022-01-04 11:30:00+0000,1284.0,,,,,
2022-01-04 11:45:00+0000,1261.0,,,,,
2022-01-04 12:00:00+0000,1167.0,1305.0,45.0,479.0,559.0,494.0
2022-01-04 12:15:00+0000,1144.0,,,,,
2022-01-04 12:30:00+0000,1144.0,,,,,
2022-01-04 12:45:00+0000,1129.0,,,,,
2022-01-04 13:00:00+0000,1069.0,1459.0,49.0,431.0,467.0,494.0
2022-01-04 13:15:00+0000,1053.0,,,,,
2022-01-04 13:30:00+0000,1054.0,,,,,
2022-01-04 13:45:00+0000,1043.0,,,,,
2022-01-04 14:00:00+0000,1003.0,1727.0,50.0,412.0,364.0,494.0
2022-01-04 14:15:00+0000,993.0,,,,,
2022-01-04 14:30:00+0000,993.0,,,,,
2022-01-04 14:45:00+0000,977.0,,,,,
2022-01-04 15:00:00+0000,909.0,2234.0,50.0,528.0,320.0,494.0
2022-01-04 15:15:00+0000,893.0,,,,,
2022-01-04 15:30:00+0000,893.0,,,,,
2022-01-04 15:45:00+0000,869.0,,,,,
2022-01-04 16:00:00+0000,775.0,2732.0,51.0,422.0,679.0,494.0
2022-01-04 16:15:00+0000,752.0,,,,,
2022-01-04 16:30:00+0000,752.0,,,,,
2022-01-04 16:45:00+0000,737.0,,,,,
2022-01-04 17:00:00+0000,684.0,2507.0,54.0,350.0,694.0,494.0
2022-01-04 17:15:00+0000,672.0,,,,,
2022-01-04 17:30:00+0000,672.0,,,,,
2022-01-04 17:45:00+0000,652.0,,,,,
2022-01-04 18:00:00+0000,578.0,1696.0,53.0,6.0,694.0,494.0
2022-01-04 18:15:00+0000,561.0,,,,,
2022-01-04 18:30:00+0000,561.0,,,,,
2022-01-04 18:45:00+0000,545.0,,,,,
2022-01-04 19:00:00+0000,485.0,907.0,50.0,0.0,674.0,503.0
2022-01-04 19:15:00+0000,471.0,,,,,
2022-01-04 19:30:00+0000,471.0,,,,,
2022-01-04 19:45:00+0000,412.0,,,,,
2022-01-04 20:00:00+0000,188.0,876.0,46.0,0.0,264.0,700.0
2022-01-04 20:15:00+0000,135.0,,,,,
2022-01-04 20:30:00+0000,135.0,,,,,
2022-01-04 20:45:00+0000,65.0,,,,,
2022-01-04 21:00:00+0000,0.0,749.0,46.0,0.0,276.0,583.0
2022-01-04 21:15:00+0000,0.0,,,,,
2022-01-04 21:30:00+0000,0.0,,,,,
2022-01-04 21:45:00+0000,0.0,,,,,
2022-01-04 22:00:00+0000,0.0,688.0,48.0,0.0,0.0,480.0
2022-01-04 22:15:00+0000,0.0,,,,,
2022-01-04 22:30:00+0000,0.0,,,,,
2022-01-04 22:45:00+0000,0.0,,,,,
2022-01-04 23:00:00+0000,0.0,828.0,51.0,0.0,282.0,108.0
2022-01-04 23:15:00+0000,0.0,,,,,
2022-01-04 23:30:00+0000,0.0,,,,,
2022-01-04 23:45:00+0000,0.0,,,,,
2022-01-05 00:00:00+0000,0.0,781.0,52.0,0.0,311.0,0.0
2022-01-05 00:15:00+0000,0.0,,,,,
2022-01-05 00:30:00+0000,0.0,,,,,
2022-01-05 00:45:00+0000,0.0,,,,,
2022-01-05 01:00:00+0000,0.0,839.0,54.0,0.0,0.0,0.0
2022-01-05 01:15:00+0000,0.0,,,,,
2022-01-05 01:30:00+0000,0.0,,,,,
2022-01-05 01:45:00+0000,0.0,,,,,
2022-01-05 02:00:00+0000,0.0,791.0,54.0,0.0,0.0,0.0
2022-01-05 02:15:00+0000,0.0,,,,,
2022-01-05 02:30:00+0000,0.0,,,,,
2022-01-05 02:45:00+0000,0.0,,,,,
2022-01-05 03:00:00+0000,0.0,773.0,53.0,0.0,0.0,0.0
2022-01-05 03:15:00+0000,0.0,,,,,
2022-01-05 03:30:00+0000,0.0,,,,,
2022-01-05 03:45:00+0000,0.0,,,,,
2022-01-05 04:00:00+0000,0.0,909.0,54.0,0.0,0.0,0.0
2022-01-05 04:15:00+0000,0.0,,,,,
2022-01-05 04:30:00+0000,0.0,,,,,
2022-01-05 04:45:00+0000,0.0,,,,,
2022-01-05 05:00:00+0000,0.0,1063.0,58.0,0.0,399.0,228.0
2022-01-05 05:15:00+0000,0.0,,,,,
2022-01-05 05:30:00+0000,0.0,,,,,
2022-01-05 05:45:00+0000,0.0,,,,,
2022-01-05 06:00:00+0000,0.0,1053.0,55.0,0.0,683.0,494.0
2022-01-05 06:15:00+0000,0.0,,,,,
2022-01-05 06:30:00+0000,0.0,,,,,
2022-01-05 06:45:00+0000,0.0,,,,,
2022-01-05 07:00:00+0000,0.0,2041.0,55.0,0.0,694.0,495.0
2022-01-05 07:15:00+0000,0.0,,,,,
2022-01-05 07:30:00+0000,0.0,,,,,
2022-01-05 07:45:00+0000,0.0,,,,,
2022-01-05 08:00:00+0000,0.0,2009.0,48.0,0.0,694.0,494.0
2022-01-05 08:15:00+0000,0.0,,,,,
2022-01-05 08:30:00+0000,0.0,,,,,
2022-01-05 08:45:00+0000,0.0,,,,,
2022-01-05 09:00:00+0000,0.0,1921.0,45.0,0.0,694.0,494.0
2022-01-05 09:15:00+0000,0.0,,,,,
2022-01-05 09:30:00+0000,0.0,,,,,
2022-01-05 09:45:00+0000,0.0,,,,,
2022-01-05 10:00:00+0000,0.0,1653.0,43.0,0.0,694.0,494.0
2022-01-05 10:15:00+0000,0.0,,,,,
2022-01-05 10:30:00+0000,0.0,,,,,
2022-01-05 10:45:00+0000,0.0,,,,,
2022-01-05 11:00:00+0000,0.0,1240.0,39.0,0.0,694.0,494.0
2022-01-05 11:15:00+0000,0.0,,,,,
2022-01-05 11:30:00+0000,0.0,,,,,
2022-01-05 11:45:00+0000,0.0,,,,,
2022-01-05 12:00:00+0000,0.0,891.0,30.0,0.0,694.0,494.0
2022-01-05 12:15:00+0000,0.0,,,,,
2022-01-05 12:30:00+0000,0.0,,,,,
2022-01-05 12:45:00+0000,0.0,,,,,
2022-01-05 13:00:00+0000,0.0,807.0,22.0,0.0,694.0,494.0
2022-01-05 13:15:00+0000,0.0,,,,,
2022-01-05 13:30:00+0000,0.0,,,,,
2022-01-05 13:45:00+0000,0.0,,,,,
2022-01-05 14:00:00+0000,0.0,809.0,13.0,0.0,694.0,494.0
2022-01-05 14:15:00+0000,0.0,,,,,
2022-01-05 14:30:00+0000,0.0,,,,,
2022-01-05 14:45:00+0000,0.0,,,,,
2022-01-05 15:00:00+0000,0.0,817.0,24.0,0.0,694.0,494.0
2022-01-05 15:15:00+0000,0.0,,,,,
2022-01-05 15:30:00+0000,0.0,,,,,
2022-01-05 15:45:00+0000,0.0,,,,,
2022-01-05 16:00:00+0000,35.0,872.0,22.0,0.0,694.0,494.0
2022-01-05 16:15:00+0000,80.0,,,,,
2022-01-05 16:30:00+0000,81.0,,,,,
2022-01-05 16:45:00+0000,130.0,,,,,
2022-01-05 17:00:00+0000,317.0,817.0,17.0,0.0,694.0,494.0
2022-01-05 17:15:00+0000,362.0,,,,,
2022-01-05 17:30:00+0000,362.0,,,,,
2022-01-05 17:45:00+0000,281.0,,,,,
2022-01-05 18:00:00+0000,20.0,839.0,15.0,0.0,694.0,494.0
2022-01-05 18:15:00+0000,0.0,,,,,
2022-01-05 18:30:00+0000,0.0,,,,,
2022-01-05 18:45:00+0000,0.0,,,,,
2022-01-05 19:00:00+0000,0.0,946.0,24.0,0.0,694.0,504.0
2022-01-05 19:15:00+0000,0.0,,,,,
2022-01-05 19:30:00+0000,0.0,,,,,
2022-01-05 19:45:00+0000,0.0,,,,,
2022-01-05 20:00:00+0000,0.0,977.0,31.0,0.0,694.0,705.0
2022-01-05 20:15:00+0000,0.0,,,,,
2022-01-05 20:30:00+0000,0.0,,,,,
2022-01-05 20:45:00+0000,0.0,,,,,
2022-01-05 21:00:00+0000,0.0,938.0,24.0,0.0,694.0,705.0
2022-01-05 21:15:00+0000,0.0,,,,,
2022-01-05 21:30:00+0000,0.0,,,,,
2022-01-05 21:45:00+0000,0.0,,,,,
2022-01-05 22:00:00+0000,0.0,870.0,22.0,0.0,694.0,705.0
2022-01-05 22:15:00+0000,0.0,,,,,
2022-01-05 22:30:00+0000,0.0,,,,,
2022-01-05 22:45:00+0000,0.0,,,,,
2022-01-05 23:00:00+0000,0.0,1005.0,32.0,0.0,694.0,704.0
2022-01-05 23:15:00+0000,0.0,,,,,
2022-01-05 23:30:00+0000,0.0,,,,,
2022-01-05 23:45:00+0000,0.0,,,,,
