Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,CRUAS 3,915.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CRUAS 2,915.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRICASTIN 4,915.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CRUAS 1,915.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST LAURENT 1,915.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRICASTIN 3,915.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 4,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 3,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 1,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 2,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MONTEZIC,910.0,1.0,FR,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLAYAIS 3,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLAYAIS 2,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUGEY 3,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLAYAIS 4,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLAYAIS 1,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 6,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUGEY 2,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 5,910.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHINON 1,905.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHINON 4,905.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHINON 3,905.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHINON 2,905.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAMPIERRE 1,890.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAMPIERRE 2,890.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAMPIERRE 4,890.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAMPIERRE 3,890.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUGEY 5,880.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUGEY 4,880.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REVIN,800.0,1.0,FR,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DK6,796.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SUPER BISSORTE,742.0,1.0,FR,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATHIE,602.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PROVENCE 5,595.0,1.0,FR,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMILE HUCHET 6,595.0,1.0,FR,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BOUCHAIN 7,585.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CORDEMAIS 5,580.0,1.0,FR,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CORDEMAIS 4,580.0,1.0,FR,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hautes Falaises,497.0,1.0,FR,,,WTOF,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARC EOLIEN EN MER DE LA BAIE DE ST-BRIEUC,,1.0,FR,,,WTOF,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHEYLAS,485.0,1.0,FR,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BANC DE GUERANDE,480.0,1.0,FR,,,WTOF,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MARTIGUES PONTEAU 6,465.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MARTIGUES PONTEAU 5,465.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,POUGET,447.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saint_Avold_8,446.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saint_Avold_7,446.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FR_LANDIVISIAUPU,446.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pont-sur-Sambre,445.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Croix-de-Metz,445.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SPEM,435.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CYCOFOS,428.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLENOD 5,427.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COMBIGOLFE,425.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FR-GA-MORANT1,420.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BROMMAT,406.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GENISSIAT,398.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SERRE PONCON,384.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COCHE,384.0,1.0,FR,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MONTEYNARD,366.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VILLARODIN,364.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AIGLE,360.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BOLLENE,349.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALGOVERT,297.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHASTANG,293.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VOUGLANS,285.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHATEAUNEUF-DU-RHONE,275.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SISTERON,240.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COGENERATION NORMANDIE,240.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BORT,235.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BEAUCAIRE,210.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GENNEVILLIERS 1,203.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BEAUCHASTEL,192.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRAGNERES,189.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORAISON,188.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CADEROUSSE,187.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MONTEREAU 6,185.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MONTEREAU 5,185.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SARRANS,183.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VAIRES 3,182.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VAIRES 1,181.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BOURG les VALENCE,180.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VAIRES 2,179.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FESSENHEIM,175.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEMBS,162.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAINT CHAMAS,159.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MARCKOLSHEIM,156.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTTMARSHEIM,156.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RHINAU,152.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAUSSAZ,150.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PROVENCE 4,150.0,1.0,FR,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STRASBOURG,148.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAINT ESTEVE,146.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FR_MAREGES,146.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VOGELGRUN,141.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GERSTHEIM,141.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CURBANS,139.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BRENNILIS 3,134.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAINTE CROIX,132.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MONTPEZAT,132.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMFARD15,130.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMFARD14,130.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARRIGHI 2,129.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERMILLON,129.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LOGIS-NEUF 1,128.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FR_CPCUSO_GP,126.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FR_CPCUCOGEVI_GP,125.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARRIGHI 1,125.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RANDENS,124.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COMBE D'AVRIEUX,123.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FR_SAINT-PIERRE,122.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AVIGNON,120.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COUESQUE,119.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAINT GUILLERME,116.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PIED DE BORNE,109.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PASSY,104.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ASTON,104.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST ETIENNE CANTALES,103.0,1.0,FR,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAINT PIERRE COGNET,101.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHAUTAGNE,90.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BRENS,90.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BRENNILIS 2,85.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DIRINON 2,85.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DIRINON 1,85.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BRENNILIS 1,85.0,1.0,FR,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PIERRE-BENITE,80.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SABLONS 1,80.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SABLONS 2,80.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VAUGRIS,72.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BREGNIER-CORDON,70.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAUVETERRE,66.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LOGIS NEUF 2,64.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GERVANS 2,60.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GERVANS 1,60.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SPEM pointe,45.0,1.0,FR,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAULT-BRENAZ,45.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SEYSSEL,41.0,1.0,FR,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FESSENHEIM 2,880.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FESSENHEIM 1,880.0,1.0,FR,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAVRE 4,580.0,1.0,FR,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_Solar,14639.0,,,,,,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN,20359.0,,,,,,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
