snapshot,BE1 0 PHS,BE1 0 hydro,DE1 0 PHS,DE1 0 hydro,FR1 0 PHS,FR1 0 hydro,GB0 0 PHS,GB0 0 hydro
2013-01-01 00:00:00,0.0153673088759702,0.0199158058975605,0.0061712201738713,0.00827991616218415,0.0157853765796566,0.00504290261863561,7.06498506082881,0.00466908488916129
2013-01-01 01:00:00,0.0154315707528075,0.0199320728981033,0.010301467935964,0.019190488176225,0.0157022763821957,0.00503806770522469,9.61280099561616,0.00466879669403804
2013-01-01 02:00:00,0.0153621438590697,0.0199223625952867,0.0105112956080276,0.0192069241081174,0.0156277638278899,0.00503651187679926,11.0168442481539,0.00467378718455088
2013-01-01 03:00:00,0.0153246948481556,0.0199198028878668,0.0107927560925489,0.019440029330414,0.0236174020703533,0.00588781980565671,16.0672650219158,0.00467803021186771
2013-01-01 04:00:00,0.014896861626771,0.0199195904214999,0.0127190109080392,0.0258131709847481,0.0261499097006413,0.00615150503149905,32.2566418589274,0.00468182902677195
2013-01-01 05:00:00,0.0147353526588905,0.0199225305186665,0.0196336871369163,0.129213922879665,0.0254284706550922,0.00618934567067574,206.317262203433,0.00468317936538908
2013-01-01 06:00:00,0.0167144225578545,0.0214746114131843,0.0228366234141882,8.45377115484161,0.0247942186680279,0.00622031899252031,411.257415474754,0.00468402437026925
2013-01-01 07:00:00,0.0168165820206976,0.0214757630671317,0.0231076276943286,8.85065861142437,0.0240644965958934,0.00625304746856076,412.573738473585,0.00468775709870878
2013-01-01 08:00:00,0.0168521026088345,0.0214858291770041,0.0231927114769096,7.78275398044142,0.0231922154909679,0.00628709848640133,430.521384110812,0.00469233605487263
2013-01-01 09:00:00,0.0149671121592948,0.0199460559096803,0.0201039694438989,0.13076191147349,0.0221967414508304,0.00630968316679615,0.0111219267349281,0.00373207029019674
2013-01-01 10:00:00,0.0170089299700041,0.0214984521636077,0.0203621414313299,0.131094368235305,0.0214639968630351,0.00633464840418241,0.0111191724799478,0.00374152921126595
2013-01-01 11:00:00,0.0149761448640271,0.0199503822654578,0.0205802362935697,0.131327093269699,0.0207952555191086,0.00636303247110796,0.010975259436615,0.0037349751420512
2013-01-01 12:00:00,0.0149733604823582,0.0199494119750153,0.0235340314797606,8.17848810611648,0.0201640071595601,0.00639752675562127,0.0108829989879839,0.00372875657512246
2013-01-01 13:00:00,0.0149435287842916,0.0199478234279598,0.0235478924153788,8.61555395480992,0.0197612374051653,0.00649557397762549,0.0110923709292357,0.00373901274322519
