Week,2023,Dispa-SET_Date
1,0.695821138991508,2023-01-01 00:00:00+00:00
2,0.702967758443953,2023-01-08 00:00:00+00:00
3,0.723897401928086,2023-01-15 00:00:00+00:00
4,0.7524142346338396,2023-01-22 00:00:00+00:00
5,0.7506189386189325,2023-01-29 00:00:00+00:00
6,0.7232736913298036,2023-02-05 00:00:00+00:00
7,0.7145742440023958,2023-02-12 00:00:00+00:00
8,0.7165954996881447,2023-02-19 00:00:00+00:00
9,0.7348775974399492,2023-02-26 00:00:00+00:00
10,0.7470087427820588,2023-03-05 00:00:00+00:00
11,0.7559279591043949,2023-03-12 00:00:00+00:00
12,0.7602382172091504,2023-03-19 00:00:00+00:00
13,0.7622599887845588,2023-03-26 00:00:00+00:00
14,0.7848053986821083,2023-04-02 00:00:00+00:00
15,0.7952165678995914,2023-04-09 00:00:00+00:00
16,0.8063128385848322,2023-04-16 00:00:00+00:00
17,0.822946152985015,2023-04-23 00:00:00+00:00
18,0.8374668992297252,2023-04-30 00:00:00+00:00
19,0.8613020332759148,2023-05-07 00:00:00+00:00
20,0.9026634867228058,2023-05-14 00:00:00+00:00
21,0.9324901632739184,2023-05-21 00:00:00+00:00
22,0.959142054860738,2023-05-28 00:00:00+00:00
23,0.9779575825204202,2023-06-04 00:00:00+00:00
24,0.9951547643183886,2023-06-11 00:00:00+00:00
25,0.9973895983231522,2023-06-18 00:00:00+00:00
26,1.0,2023-06-25 00:00:00+00:00
27,0.9972384426529316,2023-07-02 00:00:00+00:00
28,0.9851882919873566,2023-07-09 00:00:00+00:00
29,0.9692478173998232,2023-07-16 00:00:00+00:00
30,0.954506270380866,2023-07-23 00:00:00+00:00
31,0.93936490887583,2023-07-30 00:00:00+00:00
32,0.925975508654307,2023-08-06 00:00:00+00:00
33,0.9097868911405752,2023-08-13 00:00:00+00:00
34,0.8881540900506036,2023-08-20 00:00:00+00:00
35,0.8702444646329265,2023-08-27 00:00:00+00:00
36,0.8598296841878271,2023-09-03 00:00:00+00:00
37,0.8520670924819915,2023-09-10 00:00:00+00:00
38,0.8494066495081766,2023-09-17 00:00:00+00:00
39,0.8445789540749866,2023-09-24 00:00:00+00:00
40,0.8385120916797831,2023-10-01 00:00:00+00:00
41,0.8297770479658728,2023-10-08 00:00:00+00:00
42,0.8206468327728192,2023-10-15 00:00:00+00:00
43,0.8106968689108899,2023-10-22 00:00:00+00:00
44,0.8090393154350575,2023-10-29 00:00:00+00:00
45,0.7993911470239099,2023-11-05 00:00:00+00:00
46,0.7901257687400788,2023-11-12 00:00:00+00:00
47,0.7793906208164573,2023-11-19 00:00:00+00:00
48,0.7772486469503956,2023-11-26 00:00:00+00:00
49,0.7801020326568472,2023-12-03 00:00:00+00:00
50,0.7821738455292229,2023-12-10 00:00:00+00:00
51,0.7863871163780006,2023-12-17 00:00:00+00:00
52,0.7885063910990462,2023-12-24 00:00:00+00:00
53,0.7895995612874336,2023-12-31 00:00:00+00:00
54,0.7891424830491555,2024-01-07 00:00:00+00:00
