Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,Paksi Atomerőmű,1899.0,1.0,HU,,,STUR,NUC,0.405,24.0,24.0,0.0022866667,0.0022866667,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,Mátrai Erőmű,852.0,1.0,HU,,,STUR,LIG,0.38,6.0,6.0,0.01171875,0.01953125,60000.0,,0.0,0.295857988,0.35,6.0,1.49,,,,,,,,,,,,,,,,,,,,
,Dunamenti Erőmű,783.0,1.0,HU,,,COMC,GAS,0.525,5.0,1.0,0.014247449,0.014247449,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Gönyűi Erőmű,437.0,1.0,HU,,,COMC,GAS,0.525,5.0,1.0,0.0255606407,0.0255606407,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Alpiq Csepel Erőmű,401.0,1.0,HU,,,COMC,GAS,0.525,5.0,1.0,0.0278553616,0.0278553616,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,PLOOP szabályozási központ,26.0,1.0,HU,,,COMC,GAS,0.525,5.0,1.0,0.2482222222,0.2482222222,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Kelenföldi Erőmű,173.0,1.0,HU,,,COMC,GAS,0.525,5.0,1.0,0.0668862275,0.0668862275,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Lőrinci Gázturbinás Erőmű,170.0,1.0,HU,,,STUR,OIL,0.41,8.0,6.0,0.0279329609,0.0279329609,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,,,,,
,MVM szabályozási központ,140.0,1.0,HU,,,COMC,GAS,0.525,5.0,1.0,0.0797857143,0.0797857143,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,Sinergy szabályozási központ,74.0,1.0,HU,,,COMC,GAS,0.525,5.0,1.0,0.108446602,0.108446602,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
