avail_qty,nominal_power,production_resource_name,start,end,Total_Capacity,Outage_Factor
184.9,192.0,ECHV_______,2023-02-14 03:45:00+00:00,2023-02-14 07:00:00+00:00,767.0,0.2410691003911343
514.7,576.0,ECHV_______,2023-02-15 04:00:00+00:00,2023-02-15 04:15:00+00:00,767.0,0.6710560625814864
179.9,192.0,ECHV_______,2023-02-15 03:00:00+00:00,2023-02-15 04:00:00+00:00,767.0,0.23455019556714474
1304.2,1536.0,ECHV_______,2023-02-15 04:15:00+00:00,2023-02-15 05:15:00+00:00,767.0,0.8490885416666667
269.8,384.0,ECHV_______,2023-02-15 07:00:00+00:00,2023-02-15 07:15:00+00:00,767.0,0.3517601043024772
154.9,192.0,ECHV_______,2023-02-15 05:30:00+00:00,2023-02-15 07:00:00+00:00,767.0,0.20195567144719687
919.4,1152.0,ECHV_______,2023-02-15 10:00:00+00:00,2023-02-15 15:30:00+00:00,767.0,0.7980902777777777
144.9,192.0,ECHV_______,2023-02-15 07:45:00+00:00,2023-02-15 10:00:00+00:00,767.0,0.18891786179921774
164.9,192.0,ECHV_______,2023-02-15 16:00:00+00:00,2023-02-15 19:45:00+00:00,767.0,0.21499348109517602
984.4,1152.0,ECHV_______,2023-02-15 22:00:00+00:00,2023-02-17 10:15:00+00:00,767.0,0.8545138888888889
164.9,192.0,ECHV_______,2023-02-17 12:15:00+00:00,2023-02-17 12:30:00+00:00,767.0,0.21499348109517602
174.9,192.0,ECHV_______,2023-02-17 12:30:00+00:00,2023-02-17 13:00:00+00:00,767.0,0.22803129074315515
0.0,768.0,ECHV_______,2023-02-17 23:30:00+00:00,2023-02-19 15:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-02-17 23:00:00+00:00,2023-02-17 23:30:00+00:00,767.0,0.0
454.7000000000001,960.0,ECHV_______,2023-02-20 00:00:00+00:00,2023-02-20 09:00:00+00:00,767.0,0.47364583333333343
0.0,192.0,ECHV_______,2023-02-19 15:00:00+00:00,2023-02-20 00:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-02-20 09:00:00+00:00,2023-02-20 10:30:00+00:00,767.0,0.0
174.9,192.0,ECHV_______,2023-02-20 14:00:00+00:00,2023-02-20 15:00:00+00:00,767.0,0.22803129074315515
339.8,384.0,ECHV_______,2023-02-20 18:45:00+00:00,2023-02-20 19:00:00+00:00,767.0,0.44302477183833117
174.9,192.0,ECHV_______,2023-02-20 18:00:00+00:00,2023-02-20 18:45:00+00:00,767.0,0.22803129074315515
319.8,384.0,ECHV_______,2023-02-20 19:30:00+00:00,2023-02-20 21:15:00+00:00,767.0,0.4169491525423729
164.9,192.0,ECHV_______,2023-02-20 19:00:00+00:00,2023-02-20 19:30:00+00:00,767.0,0.21499348109517602
184.9,192.0,ECHV_______,2023-02-20 21:45:00+00:00,2023-02-21 03:45:00+00:00,767.0,0.2410691003911343
0.0,192.0,ECHV_______,2023-02-21 04:30:00+00:00,2023-02-21 05:30:00+00:00,767.0,0.0
179.9,384.0,ECHV_______,2023-02-21 19:30:00+00:00,2023-02-21 19:45:00+00:00,767.0,0.23455019556714474
179.9,192.0,ECHV_______,2023-02-21 15:00:00+00:00,2023-02-21 19:30:00+00:00,767.0,0.23455019556714474
919.4,1152.0,ECHV_______,2023-02-23 00:00:00+00:00,2023-02-23 05:45:00+00:00,767.0,0.7980902777777777
174.9,192.0,ECHV_______,2023-02-22 23:00:00+00:00,2023-02-23 00:00:00+00:00,767.0,0.22803129074315515
349.8,384.0,ECHV_______,2023-02-23 07:30:00+00:00,2023-02-23 08:45:00+00:00,767.0,0.4560625814863103
174.9,192.0,ECHV_______,2023-02-23 08:45:00+00:00,2023-02-23 11:00:00+00:00,767.0,0.22803129074315515
314.8,384.0,ECHV_______,2023-02-23 20:30:00+00:00,2023-02-23 20:45:00+00:00,767.0,0.4104302477183833
149.9,192.0,ECHV_______,2023-02-23 20:00:00+00:00,2023-02-23 20:30:00+00:00,767.0,0.1954367666232073
174.9,192.0,ECHV_______,2023-02-23 21:15:00+00:00,2023-02-23 22:00:00+00:00,767.0,0.22803129074315515
184.9,192.0,ECHV_______,2023-02-23 22:00:00+00:00,2023-02-23 22:30:00+00:00,767.0,0.2410691003911343
174.9,192.0,ECHV_______,2023-02-24 06:15:00+00:00,2023-02-24 06:30:00+00:00,767.0,0.22803129074315515
164.9,192.0,ECHV_______,2023-02-24 06:30:00+00:00,2023-02-24 06:45:00+00:00,767.0,0.21499348109517602
474.7000000000001,576.0,ECHV_______,2023-02-24 07:45:00+00:00,2023-02-24 08:00:00+00:00,767.0,0.6189048239895699
144.9,192.0,ECHV_______,2023-02-24 07:00:00+00:00,2023-02-24 07:45:00+00:00,767.0,0.18891786179921774
869.4000000000001,1920.0,ECHV_______,2023-02-24 23:00:00+00:00,2023-02-26 23:00:00+00:00,767.0,0.45281250000000006
0.0,192.0,ECHV_______,2023-02-26 23:00:00+00:00,2023-02-27 04:00:00+00:00,767.0,0.0
339.8,384.0,ECHV_______,2023-02-28 17:30:00+00:00,2023-02-28 17:45:00+00:00,767.0,0.44302477183833117
174.9,192.0,ECHV_______,2023-02-28 15:45:00+00:00,2023-02-28 17:30:00+00:00,767.0,0.22803129074315515
184.9,192.0,ECHV_______,2023-03-01 03:00:00+00:00,2023-03-01 11:00:00+00:00,767.0,0.2410691003911343
339.8,384.0,ECHV_______,2023-03-01 21:30:00+00:00,2023-03-01 21:45:00+00:00,767.0,0.44302477183833117
164.9,192.0,ECHV_______,2023-03-01 13:00:00+00:00,2023-03-01 21:30:00+00:00,767.0,0.21499348109517602
339.8,384.0,ECHV_______,2023-03-02 04:15:00+00:00,2023-03-02 04:30:00+00:00,767.0,0.44302477183833117
164.9,192.0,ECHV_______,2023-03-02 01:15:00+00:00,2023-03-02 04:15:00+00:00,767.0,0.21499348109517602
174.9,192.0,ECHV_______,2023-03-02 21:00:00+00:00,2023-03-03 03:45:00+00:00,767.0,0.22803129074315515
319.8,384.0,ECHV_______,2023-03-03 08:15:00+00:00,2023-03-03 08:30:00+00:00,767.0,0.4169491525423729
164.9,192.0,ECHV_______,2023-03-03 07:30:00+00:00,2023-03-03 08:15:00+00:00,767.0,0.21499348109517602
0.0,192.0,ECHV_______,2023-03-03 15:30:00+00:00,2023-03-03 22:00:00+00:00,767.0,0.0
0.0,960.0,ECHV_______,2023-03-03 23:00:00+00:00,2023-03-05 08:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-03-03 22:00:00+00:00,2023-03-03 23:00:00+00:00,767.0,0.0
84.9,384.0,ECHV_______,2023-03-05 12:30:00+00:00,2023-03-05 14:00:00+00:00,767.0,0.1106910039113429
0.0,192.0,ECHV_______,2023-03-05 08:00:00+00:00,2023-03-05 12:30:00+00:00,767.0,0.0
0.0,384.0,ECHV_______,2023-03-09 23:00:00+00:00,2023-03-10 15:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-03-05 15:45:00+00:00,2023-03-09 23:00:00+00:00,767.0,0.0
364.7000000000001,1152.0,ECHV_______,2023-03-10 23:00:00+00:00,2023-03-15 03:00:00+00:00,767.0,0.3165798611111112
0.0,192.0,ECHV_______,2023-03-10 15:00:00+00:00,2023-03-10 23:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-03-15 23:15:00+00:00,2023-03-16 11:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-03-16 11:00:00+00:00,2023-03-17 00:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-03-17 02:15:00+00:00,2023-03-19 17:00:00+00:00,767.0,0.0
259.8,576.0,ECHV_______,2023-03-20 08:00:00+00:00,2023-03-20 12:00:00+00:00,767.0,0.33872229465449805
0.0,192.0,ECHV_______,2023-03-20 07:00:00+00:00,2023-03-20 08:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-03-21 06:00:00+00:00,2023-03-21 23:00:00+00:00,767.0,0.0
314.8,1344.0,ECHV_______,2023-03-23 17:00:00+00:00,2023-03-28 02:15:00+00:00,767.0,0.23422619047619048
0.0,192.0,ECHV_______,2023-03-21 23:00:00+00:00,2023-03-23 17:00:00+00:00,767.0,0.0
0.0,384.0,ECHV_______,2023-03-28 19:00:00+00:00,2023-03-28 19:15:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-03-28 10:00:00+00:00,2023-03-28 19:00:00+00:00,767.0,0.0
0.0,576.0,ECHV_______,2023-03-29 22:15:00+00:00,2023-04-03 02:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-03-29 22:00:00+00:00,2023-03-29 22:15:00+00:00,767.0,0.0
154.9,192.0,ECHV_______,2023-04-03 04:00:00+00:00,2023-04-03 09:00:00+00:00,767.0,0.20195567144719687
309.8,384.0,ECHV_______,2023-04-05 21:45:00+00:00,2023-04-05 22:00:00+00:00,767.0,0.40391134289439373
164.9,192.0,ECHV_______,2023-04-05 21:15:00+00:00,2023-04-05 21:45:00+00:00,767.0,0.21499348109517602
359.8,384.0,ECHV_______,2023-04-06 07:00:00+00:00,2023-04-06 07:15:00+00:00,767.0,0.4691003911342895
174.9,192.0,ECHV_______,2023-04-06 01:45:00+00:00,2023-04-06 07:00:00+00:00,767.0,0.22803129074315515
5546.400000000001,17664.0,ECHV_______,2023-04-07 22:45:00+00:00,2023-08-04 20:30:00+00:00,767.0,0.31399456521739133
0.0,384.0,ECHV_______,2023-04-07 22:00:00+00:00,2023-04-07 22:45:00+00:00,767.0,0.0
0.0,384.0,ECHV_______,2023-08-09 19:15:00+00:00,2023-08-09 19:30:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-08-04 20:30:00+00:00,2023-08-09 19:15:00+00:00,767.0,0.0
0.0,1152.0,ECHV_______,2023-08-10 22:30:00+00:00,2023-08-14 03:45:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-08-10 20:00:00+00:00,2023-08-10 22:30:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-08-14 22:30:00+00:00,2023-08-15 10:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-08-15 10:00:00+00:00,2023-08-18 16:00:00+00:00,767.0,0.0
0.0,576.0,ECHV_______,2023-08-18 22:15:00+00:00,2023-08-20 23:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-08-18 17:00:00+00:00,2023-08-18 22:15:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-08-20 23:00:00+00:00,2023-08-21 02:00:00+00:00,767.0,0.0
174.9,192.0,ECHV_______,2023-08-21 05:45:00+00:00,2023-08-21 06:00:00+00:00,767.0,0.22803129074315515
134.9,192.0,ECHV_______,2023-08-21 06:00:00+00:00,2023-08-21 14:15:00+00:00,767.0,0.1758800521512386
0.0,384.0,ECHV_______,2023-08-26 01:15:00+00:00,2023-08-26 18:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-08-26 18:00:00+00:00,2023-08-26 20:45:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-08-26 22:00:00+00:00,2023-08-28 02:00:00+00:00,767.0,0.0
179.9,192.0,ECHV_______,2023-08-28 16:15:00+00:00,2023-08-28 22:45:00+00:00,767.0,0.23455019556714474
0.0,192.0,ECHV_______,2023-08-30 05:45:00+00:00,2023-08-31 15:00:00+00:00,767.0,0.0
164.9,768.0,ECHV_______,2023-09-01 22:15:00+00:00,2023-09-03 17:15:00+00:00,767.0,0.21471354166666667
0.0,192.0,ECHV_______,2023-08-31 15:00:00+00:00,2023-09-01 22:15:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-03 17:15:00+00:00,2023-09-03 23:00:00+00:00,767.0,0.0
174.9,192.0,ECHV_______,2023-09-06 19:15:00+00:00,2023-09-07 01:00:00+00:00,767.0,0.22803129074315515
179.9,576.0,ECHV_______,2023-09-10 08:00:00+00:00,2023-09-11 20:00:00+00:00,767.0,0.23455019556714474
0.0,192.0,ECHV_______,2023-09-08 22:15:00+00:00,2023-09-10 08:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-11 20:00:00+00:00,2023-09-12 02:00:00+00:00,767.0,0.0
514.7,576.0,ECHV_______,2023-09-12 23:00:00+00:00,2023-09-13 00:45:00+00:00,767.0,0.6710560625814864
174.9,192.0,ECHV_______,2023-09-12 21:15:00+00:00,2023-09-12 23:00:00+00:00,767.0,0.22803129074315515
0.0,192.0,ECHV_______,2023-09-13 03:30:00+00:00,2023-09-14 11:45:00+00:00,767.0,0.0
349.8,384.0,ECHV_______,2023-09-15 14:15:00+00:00,2023-09-15 14:30:00+00:00,767.0,0.4560625814863103
179.9,192.0,ECHV_______,2023-09-15 14:00:00+00:00,2023-09-15 14:15:00+00:00,767.0,0.23455019556714474
179.9,192.0,ECHV_______,2023-09-15 17:00:00+00:00,2023-09-15 18:00:00+00:00,767.0,0.23455019556714474
0.0,576.0,ECHV_______,2023-09-15 22:30:00+00:00,2023-09-17 15:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-15 22:15:00+00:00,2023-09-15 22:30:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-17 15:00:00+00:00,2023-09-17 16:15:00+00:00,767.0,0.0
359.8,384.0,ECHV_______,2023-09-18 03:15:00+00:00,2023-09-18 05:00:00+00:00,767.0,0.4691003911342895
179.9,192.0,ECHV_______,2023-09-18 03:00:00+00:00,2023-09-18 03:15:00+00:00,767.0,0.23455019556714474
0.0,384.0,ECHV_______,2023-09-18 22:15:00+00:00,2023-09-20 16:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-18 22:00:00+00:00,2023-09-18 22:15:00+00:00,767.0,0.0
174.9,192.0,ECHV_______,2023-09-22 02:00:00+00:00,2023-09-22 11:45:00+00:00,767.0,0.22803129074315515
0.0,768.0,ECHV_______,2023-09-22 23:00:00+00:00,2023-09-24 17:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-22 22:00:00+00:00,2023-09-22 23:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-24 17:00:00+00:00,2023-09-25 04:00:00+00:00,767.0,0.0
299.8,384.0,ECHV_______,2023-09-25 16:45:00+00:00,2023-09-25 17:00:00+00:00,767.0,0.3908735332464146
154.9,192.0,ECHV_______,2023-09-25 14:45:00+00:00,2023-09-25 16:45:00+00:00,767.0,0.20195567144719687
279.8,384.0,ECHV_______,2023-09-26 03:00:00+00:00,2023-09-26 03:15:00+00:00,767.0,0.36479791395045635
134.9,192.0,ECHV_______,2023-09-25 17:00:00+00:00,2023-09-26 03:00:00+00:00,767.0,0.1758800521512386
299.8,384.0,ECHV_______,2023-09-26 05:00:00+00:00,2023-09-26 05:15:00+00:00,767.0,0.3908735332464146
154.9,192.0,ECHV_______,2023-09-26 03:45:00+00:00,2023-09-26 05:00:00+00:00,767.0,0.20195567144719687
319.8,384.0,ECHV_______,2023-09-26 10:00:00+00:00,2023-09-26 10:15:00+00:00,767.0,0.4169491525423729
154.9,192.0,ECHV_______,2023-09-26 07:30:00+00:00,2023-09-26 10:00:00+00:00,767.0,0.20195567144719687
359.8,384.0,ECHV_______,2023-09-26 11:30:00+00:00,2023-09-26 11:45:00+00:00,767.0,0.4691003911342895
184.9,192.0,ECHV_______,2023-09-26 11:00:00+00:00,2023-09-26 11:30:00+00:00,767.0,0.2410691003911343
524.7,576.0,ECHV_______,2023-09-26 17:15:00+00:00,2023-09-26 17:30:00+00:00,767.0,0.6840938722294655
184.9,192.0,ECHV_______,2023-09-26 14:15:00+00:00,2023-09-26 17:15:00+00:00,767.0,0.2410691003911343
0.0,576.0,ECHV_______,2023-09-27 18:00:00+00:00,2023-09-27 21:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-27 05:30:00+00:00,2023-09-27 18:00:00+00:00,767.0,0.0
0.0,576.0,ECHV_______,2023-09-27 21:00:00+00:00,2023-09-27 21:15:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-09-27 21:15:00+00:00,2023-09-27 23:30:00+00:00,767.0,0.0
174.9,576.0,ECHV_______,2023-09-29 02:45:00+00:00,2023-09-30 03:00:00+00:00,767.0,0.22803129074315515
174.9,192.0,ECHV_______,2023-09-28 20:00:00+00:00,2023-09-29 02:45:00+00:00,767.0,0.22803129074315515
344.8,384.0,ECHV_______,2023-09-30 15:00:00+00:00,2023-09-30 15:15:00+00:00,767.0,0.44954367666232076
169.9,192.0,ECHV_______,2023-09-30 14:15:00+00:00,2023-09-30 15:00:00+00:00,767.0,0.22151238591916558
174.9,384.0,ECHV_______,2023-10-01 00:45:00+00:00,2023-10-01 01:00:00+00:00,767.0,0.22803129074315515
174.9,192.0,ECHV_______,2023-09-30 20:00:00+00:00,2023-10-01 00:45:00+00:00,767.0,0.22803129074315515
0.0,768.0,ECHV_______,2023-10-01 02:00:00+00:00,2023-10-01 23:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-01 01:00:00+00:00,2023-10-01 02:00:00+00:00,767.0,0.0
0.0,576.0,ECHV_______,2023-10-02 23:15:00+00:00,2023-10-05 04:45:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-02 22:30:00+00:00,2023-10-02 23:15:00+00:00,767.0,0.0
164.9,192.0,ECHV_______,2023-10-05 06:45:00+00:00,2023-10-05 07:30:00+00:00,767.0,0.21499348109517602
0.0,384.0,ECHV_______,2023-10-05 23:00:00+00:00,2023-10-09 00:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-05 22:15:00+00:00,2023-10-05 23:00:00+00:00,767.0,0.0
0.0,384.0,ECHV_______,2023-10-09 09:00:00+00:00,2023-10-09 11:45:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-09 00:00:00+00:00,2023-10-09 09:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-09 11:45:00+00:00,2023-10-09 15:15:00+00:00,767.0,0.0
959.4,1152.0,ECHV_______,2023-10-09 18:45:00+00:00,2023-10-10 03:00:00+00:00,767.0,0.8328125
174.9,192.0,ECHV_______,2023-10-09 16:15:00+00:00,2023-10-09 18:45:00+00:00,767.0,0.22803129074315515
304.8,384.0,ECHV_______,2023-10-10 08:15:00+00:00,2023-10-10 08:30:00+00:00,767.0,0.3973924380704042
154.9,192.0,ECHV_______,2023-10-10 04:00:00+00:00,2023-10-10 08:15:00+00:00,767.0,0.20195567144719687
284.8,384.0,ECHV_______,2023-10-10 09:45:00+00:00,2023-10-10 10:00:00+00:00,767.0,0.3713168187744459
144.9,192.0,ECHV_______,2023-10-10 08:45:00+00:00,2023-10-10 09:45:00+00:00,767.0,0.18891786179921774
279.8,384.0,ECHV_______,2023-10-10 12:15:00+00:00,2023-10-10 12:30:00+00:00,767.0,0.36479791395045635
134.9,192.0,ECHV_______,2023-10-10 10:45:00+00:00,2023-10-10 12:15:00+00:00,767.0,0.1758800521512386
0.0,384.0,ECHV_______,2023-10-10 22:30:00+00:00,2023-10-11 14:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-10 22:15:00+00:00,2023-10-10 22:30:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-11 14:00:00+00:00,2023-10-12 01:00:00+00:00,767.0,0.0
179.9,192.0,ECHV_______,2023-10-12 08:00:00+00:00,2023-10-12 10:00:00+00:00,767.0,0.23455019556714474
1334.0000000000002,2688.0,ECHV_______,2023-10-12 21:00:00+00:00,2023-10-15 22:00:00+00:00,767.0,0.496279761904762
0.0,192.0,ECHV_______,2023-10-12 18:30:00+00:00,2023-10-12 21:00:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-15 22:00:00+00:00,2023-10-16 04:00:00+00:00,767.0,0.0
179.9,384.0,ECHV_______,2023-10-16 08:15:00+00:00,2023-10-16 17:45:00+00:00,767.0,0.23455019556714474
179.9,192.0,ECHV_______,2023-10-16 04:00:00+00:00,2023-10-16 08:15:00+00:00,767.0,0.23455019556714474
179.9,192.0,ECHV_______,2023-10-16 20:30:00+00:00,2023-10-18 05:15:00+00:00,767.0,0.23455019556714474
169.9,192.0,ECHV_______,2023-10-18 05:15:00+00:00,2023-10-19 07:00:00+00:00,767.0,0.22151238591916558
174.9,192.0,ECHV_______,2023-10-19 07:00:00+00:00,2023-10-19 14:00:00+00:00,767.0,0.22803129074315515
179.9,384.0,ECHV_______,2023-10-20 13:15:00+00:00,2023-10-20 22:00:00+00:00,767.0,0.23455019556714474
179.9,192.0,ECHV_______,2023-10-19 14:00:00+00:00,2023-10-20 13:15:00+00:00,767.0,0.23455019556714474
0.0,576.0,ECHV_______,2023-10-20 22:00:00+00:00,2023-10-22 15:00:00+00:00,767.0,0.0
174.9,192.0,ECHV_______,2023-10-23 02:15:00+00:00,2023-10-23 05:00:00+00:00,767.0,0.22803129074315515
0.0,576.0,ECHV_______,2023-10-27 22:45:00+00:00,2023-10-29 23:15:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-27 22:15:00+00:00,2023-10-27 22:45:00+00:00,767.0,0.0
0.0,192.0,ECHV_______,2023-10-29 23:15:00+00:00,2023-10-30 04:00:00+00:00,767.0,0.0
349.8,960.0,ECHV_______,2023-10-31 19:30:00+00:00,2023-11-01 00:00:00+00:00,767.0,0.364375
174.9,192.0,ECHV_______,2023-10-31 18:45:00+00:00,2023-10-31 19:30:00+00:00,767.0,0.22803129074315515
0.0,192.0,ECHV_______,2023-11-03 17:00:00+00:00,2023-11-06 18:00:00+00:00,767.0,0.0
1504.0000000000002,2112.0,ECHV_______,2023-11-07 11:00:00+00:00,2023-11-07 23:00:00+00:00,767.0,0.7121212121212123
0.0,192.0,ECHV_______,2023-11-06 19:00:00+00:00,2023-11-07 11:00:00+00:00,767.0,0.0
179.9,576.0,ECHV_______,2023-11-08 20:00:00+00:00,2023-11-09 06:00:00+00:00,767.0,0.23455019556714474
179.9,192.0,ECHV_______,2023-11-08 03:30:00+00:00,2023-11-08 20:00:00+00:00,767.0,0.23455019556714474
354.8,384.0,ECHV_______,2023-11-11 07:30:00+00:00,2023-11-11 07:45:00+00:00,767.0,0.4625814863102999
174.9,192.0,ECHV_______,2023-11-11 06:15:00+00:00,2023-11-11 07:30:00+00:00,767.0,0.22803129074315515
174.9,192.0,ECHV_______,2023-11-11 17:15:00+00:00,2023-11-11 17:30:00+00:00,767.0,0.22803129074315515
264.8,384.0,ECHV_______,2023-11-13 05:00:00+00:00,2023-11-13 07:00:00+00:00,767.0,0.34524119947848764
174.9,192.0,ECHV_______,2023-11-12 22:15:00+00:00,2023-11-13 05:00:00+00:00,767.0,0.22803129074315515
