name,bus,bus0,bus1,bus2,bus3,bus4,efficiency,efficiency2,efficiency3,efficiency4,carrier,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,urban central heat_fraction,services urban decentral heat_fraction,services rural heat_fraction,residential rural heat_fraction,residential urban decentral heat_fraction
FR1 0 naphtha for industry load,FR1 0 naphtha for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
FR1 0 kerosene for aviation load,FR1 0 kerosene for aviation,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
FR1 0 process emissions load,FR1 0 process emissions,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
FR1 0 coal for industry load,FR1 0 coal for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
FR1 0 agriculture machinery oil load,FR1 0 agriculture machinery oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
FR1 0 low voltage load,FR1 0 low voltage,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
FR1 0 co2 sequestered,,FR1 0 co2 stored,FR1 0 co2 sequestered,,,,1.0,1.0,1.0,1.0,co2 sequestered,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2795.4550829078235,0.0,0.0,0.0,0.0,0.0
FR1 0 OCGT-2030,,FR1 0 gas,FR1 0,co2 atmosphere,,,0.41,0.198,1.0,1.0,OCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,20647.63973166417,0.0,0.0,0.0,0.0,0.0
FR1 0 CCGT-2030,,FR1 0 gas,FR1 0,co2 atmosphere,,,0.58,0.198,1.0,1.0,CCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.5331277666337733,0.0,0.0,0.0,0.0,0.0
FR1 0 nuclear-2030,,EU uranium,FR1 0,co2 atmosphere,,,0.326,0.0,1.0,1.0,nuclear,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0537793553578256,0.0,0.0,0.0,0.0,0.0
FR1 0 H2 Electrolysis-2030,,FR1 0,FR1 0 H2,,,,0.6217,1.0,1.0,1.0,H2 Electrolysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1559518246361443,0.0,0.0,0.0,0.0,0.0
FR1 0 H2 Fuel Cell-2030,,FR1 0 H2,FR1 0,FR1 0 urban central heat,,,0.5,0.4499999999999999,1.0,1.0,H2 Fuel Cell,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.102547988183541,4.652283994078425e-06,0.0,0.0,0.0,0.0
FR1 0 H2 turbine-2030,,FR1 0 H2,FR1 0,,,,0.397,1.0,1.0,1.0,H2 turbine,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.325134074741112,0.0,0.0,0.0,0.0,0.0
FR1 0 battery charger-2030,,FR1 0,FR1 0 battery,,,,0.9797958971132712,1.0,1.0,1.0,battery charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,8141.7973732102655,0.0,0.0,0.0,0.0,0.0
FR1 0 battery discharger-2030,,FR1 0 battery,FR1 0,,,,0.9797958971132712,1.0,1.0,1.0,battery discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,8309.687147292954,0.0,0.0,0.0,0.0,0.0
FR1 0 Sabatier-2030,,FR1 0 H2,FR1 0 gas,FR1 0 co2 stored,,,0.8,-0.1584,1.0,1.0,Sabatier,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0732343851553722,0.0,0.0,0.0,0.0,0.0
FR1 0 SMR CC-2030,,FR1 0 gas,FR1 0 H2,co2 atmosphere,FR1 0 co2 stored,,0.69,0.0197999999999999,0.1782,1.0,SMR CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1582915263135386,0.0,0.0,0.0,0.0,0.0
FR1 0 SMR-2030,,FR1 0 gas,FR1 0 H2,co2 atmosphere,,,0.76,0.198,1.0,1.0,SMR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1408741103093697,0.0,0.0,0.0,0.0,0.0
FR1 0 EV charger,,FR1 0 low voltage,FR1 0 EV battery,,,,0.9,1.0,1.0,1.0,EV charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,106675.8,0.0,0.0,0.0,0.0,0.0
FR1 0 V2G,,FR1 0 EV battery,FR1 0 low voltage,,,,0.9,1.0,1.0,1.0,V2G,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,106675.8,0.0,0.0,0.0,0.0,0.0
FR1 0 land transport oil,,FR1 0 oil,FR1 0 land transport oil,co2 atmosphere,,,1.0,0.2571,1.0,1.0,land transport oil,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,92059.56290226776,0.0,0.0,0.0,0.0,0.0
FR1 0 residential rural ground heat pump-2030,,FR1 0 low voltage,FR1 0 residential rural heat,,,,1.0,1.0,1.0,1.0,residential rural ground heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1018.2540277696662,0.0,0.0,0.0,0.1455520711538263,0.0
FR1 0 residential rural air heat pump-2030,,FR1 0 low voltage,FR1 0 residential rural heat,,,,1.0,1.0,1.0,1.0,residential rural air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0500603210551404,0.0,0.0,0.0,7.155761935124304e-06,0.0
FR1 0 residential rural water tanks charger,,FR1 0 residential rural heat,FR1 0 residential rural water tanks,,,,0.8367,1.0,1.0,1.0,residential rural water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,46.188572157468734,0.0,0.0,0.0,0.0,0.0
FR1 0 residential rural water tanks discharger,,FR1 0 residential rural water tanks,FR1 0 residential rural heat,,,,0.8367,1.0,1.0,1.0,residential rural water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,38.27444066947419,0.0,0.0,0.0,0.0,0.0
FR1 0 residential rural resistive heater-2030,,FR1 0 low voltage,FR1 0 residential rural heat,,,,0.9,1.0,1.0,1.0,residential rural resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0858945448601542,0.0,0.0,0.0,1.2278005845549896e-05,0.0
FR1 0 residential rural gas boiler-2030,,FR1 0 gas,FR1 0 residential rural heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,residential rural gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,6632.511603108341,0.0,0.0,0.0,0.0,0.0
FR1 0 services rural ground heat pump-2030,,FR1 0 low voltage,FR1 0 services rural heat,,,,1.0,1.0,1.0,1.0,services rural ground heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1306.4117009841395,0.0,0.0,0.3109615393201108,0.0,0.0
FR1 0 services rural air heat pump-2030,,FR1 0 low voltage,FR1 0 services rural heat,,,,1.0,1.0,1.0,1.0,services rural air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0515952287555872,0.0,0.0,1.2281068627389324e-05,0.0,0.0
FR1 0 services rural water tanks charger,,FR1 0 services rural heat,FR1 0 services rural water tanks,,,,0.8367,1.0,1.0,1.0,services rural water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,45.427646335759405,0.0,0.0,0.0,0.0,0.0
FR1 0 services rural water tanks discharger,,FR1 0 services rural water tanks,FR1 0 services rural heat,,,,0.8367,1.0,1.0,1.0,services rural water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,37.79103236255802,0.0,0.0,0.0,0.0,0.0
FR1 0 services rural resistive heater-2030,,FR1 0 low voltage,FR1 0 services rural heat,,,,0.9,1.0,1.0,1.0,services rural resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0947475239278703,0.0,0.0,2.2552489284338757e-05,0.0,0.0
FR1 0 services rural gas boiler-2030,,FR1 0 gas,FR1 0 services rural heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services rural gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,3462.0103776906303,0.0,0.0,0.0,0.0,0.0
FR1 0 residential urban decentral air heat pump-2030,,FR1 0 low voltage,FR1 0 residential urban decentral heat,,,,1.0,1.0,1.0,1.0,residential urban decentral air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.106138693324095,0.0,0.0,0.0,0.0,4.1193836382511944e-06
FR1 0 residential urban decentral water tanks charger,,FR1 0 residential urban decentral heat,FR1 0 residential urban decentral water tanks,,,,0.8367,1.0,1.0,1.0,residential urban decentral water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,47.5758788810836,0.0,0.0,0.0,0.0,0.0
FR1 0 residential urban decentral water tanks discharger,,FR1 0 residential urban decentral water tanks,FR1 0 residential urban decentral heat,,,,0.8367,1.0,1.0,1.0,residential urban decentral water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,39.4359411047024,0.0,0.0,0.0,0.0,0.0
FR1 0 residential urban decentral resistive heater-2030,,FR1 0 low voltage,FR1 0 residential urban decentral heat,,,,0.9,1.0,1.0,1.0,residential urban decentral resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0891561381395195,0.0,0.0,0.0,0.0,3.4602681189992074e-06
FR1 0 residential urban decentral gas boiler-2030,,FR1 0 gas,FR1 0 residential urban decentral heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,residential urban decentral gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,22449.439593248007,0.0,0.0,0.0,0.0,0.0
FR1 0 services urban decentral air heat pump-2030,,FR1 0 low voltage,FR1 0 services urban decentral heat,,,,1.0,1.0,1.0,1.0,services urban decentral air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0827242336441955,0.0,6.629900763261286e-06,0.0,0.0,0.0
FR1 0 services urban decentral water tanks charger,,FR1 0 services urban decentral heat,FR1 0 services urban decentral water tanks,,,,0.8367,1.0,1.0,1.0,services urban decentral water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,50.382946445701,0.0,0.0,0.0,0.0,0.0
FR1 0 services urban decentral water tanks discharger,,FR1 0 services urban decentral water tanks,FR1 0 services urban decentral heat,,,,0.8367,1.0,1.0,1.0,services urban decentral water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,41.93934778403282,0.0,0.0,0.0,0.0,0.0
FR1 0 services urban decentral resistive heater-2030,,FR1 0 low voltage,FR1 0 services urban decentral heat,,,,0.9,1.0,1.0,1.0,services urban decentral resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0924652521410229,0.0,7.410590811655465e-06,0.0,0.0,0.0
FR1 0 services urban decentral gas boiler-2030,,FR1 0 gas,FR1 0 services urban decentral heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services urban decentral gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,10020.99823555842,0.0,0.0,0.0,0.0,0.0
FR1 0 urban central air heat pump-2030,,FR1 0 low voltage,FR1 0 urban central heat,,,,1.0,1.0,1.0,1.0,urban central air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0557803736968451,2.5305824553971745e-06,0.0,0.0,0.0,0.0
FR1 0 urban central water tanks charger,,FR1 0 urban central heat,FR1 0 urban central water tanks,,,,0.8367,1.0,1.0,1.0,urban central water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,8611.437923966165,0.0,0.0,0.0,0.0,0.0
FR1 0 urban central water tanks discharger,,FR1 0 urban central water tanks,FR1 0 urban central heat,,,,0.8367,1.0,1.0,1.0,urban central water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,6725.292484509594,0.0,0.0,0.0,0.0,0.0
FR1 0 urban central resistive heater-2030,,FR1 0 low voltage,FR1 0 urban central heat,,,,0.99,1.0,1.0,1.0,urban central resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,3499.275139280669,0.1587512540198706,0.0,0.0,0.0,0.0
FR1 0 urban central gas boiler-2030,,FR1 0 gas,FR1 0 urban central heat,co2 atmosphere,,,1.04,0.198,1.0,1.0,urban central gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,3043.686726767421,0.0,0.0,0.0,0.0,0.0
FR1 0 urban central gas CHP-2030,,FR1 0 gas,FR1 0,FR1 0 urban central heat,co2 atmosphere,,0.41,0.41,0.198,1.0,urban central gas CHP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,12879.240177534346,0.584291159633414,0.0,0.0,0.0,0.0
FR1 0 urban central gas CHP CC-2030,,FR1 0 gas,FR1 0,FR1 0 urban central heat,co2 atmosphere,FR1 0 co2 stored,0.3882199999999999,0.43772,0.0197999999999999,0.1782,urban central gas CHP CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1481695722723266,6.7219936900003345e-06,0.0,0.0,0.0,0.0
FR1 0 biogas to gas,,FR1 0 biogas,FR1 0 gas,co2 atmosphere,,,1.0,-0.198,1.0,1.0,biogas to gas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0388013778697322,0.0,0.0,0.0,0.0,0.0
FR1 0 biogas to gas CC,,FR1 0 biogas,FR1 0 gas,FR1 0 co2 stored,co2 atmosphere,,1.0,0.07812,-0.27612,1.0,biogas to gas CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0363786908871928,0.0,0.0,0.0,0.0,0.0
FR1 0 urban central solid biomass CHP-2030,,FR1 0 solid biomass,FR1 0,FR1 0 urban central heat,,,0.2699,0.8245,1.0,1.0,urban central solid biomass CHP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,5663.096314973777,0.2569171059301738,0.0,0.0,0.0,0.0
FR1 0 urban central solid biomass CHP CC-2030,,FR1 0 solid biomass,FR1 0,FR1 0 urban central heat,co2 atmosphere,FR1 0 co2 stored,0.2295629999999999,0.875838,-0.33003,0.33003,urban central solid biomass CHP CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.5857918062095365,2.657555640207405e-05,0.0,0.0,0.0,0.0
FR1 0 residential rural biomass boiler-2030,,FR1 0 solid biomass,FR1 0 residential rural heat,,,,0.86,1.0,1.0,1.0,residential rural biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,58.6236817717836,0.0,0.0,0.0,0.0,0.0
FR1 0 services rural biomass boiler-2030,,FR1 0 solid biomass,FR1 0 services rural heat,,,,0.86,1.0,1.0,1.0,services rural biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,326.16495914367204,0.0,0.0,0.0,0.0,0.0
FR1 0 residential urban decentral biomass boiler-2030,,FR1 0 solid biomass,FR1 0 residential urban decentral heat,,,,0.86,1.0,1.0,1.0,residential urban decentral biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,10408.43754326937,0.0,0.0,0.0,0.0,0.0
FR1 0 services urban decentral biomass boiler-2030,,FR1 0 solid biomass,FR1 0 services urban decentral heat,,,,0.86,1.0,1.0,1.0,services urban decentral biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,5149.796206925292,0.0,0.0,0.0,0.0,0.0
FR1 0 solid biomass biomass to liquid-2030,,FR1 0 solid biomass,FR1 0 oil,co2 atmosphere,,,0.3833,-0.0986,1.0,1.0,biomass to liquid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0276330099134763,0.0,0.0,0.0,0.0,0.0
FR1 0 solid biomass biomass to liquid CC-2030,,FR1 0 solid biomass,FR1 0 oil,co2 atmosphere,FR1 0 co2 stored,,0.3833,-0.33989,0.24129,1.0,biomass to liquid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0255827743635022,0.0,0.0,0.0,0.0,0.0
FR1 0 solid biomass solid biomass to gas-2030,,FR1 0 solid biomass,FR1 0 gas,,co2 atmosphere,,0.63,1.0,-0.1248,1.0,BioSNG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0595302765435386,0.0,0.0,0.0,0.0,0.0
FR1 0 solid biomass solid biomass to gas CC-2030,,FR1 0 solid biomass,FR1 0 gas,FR1 0 co2 stored,co2 atmosphere,,0.63,0.21771,-0.34251,1.0,BioSNG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.054452696060414,0.0,0.0,0.0,0.0,0.0
FR1 0 Haber-Bosch-2030,,FR1 0,EU NH3,FR1 0 H2,,,4.043671653861707,-4.643752527294784,1.0,1.0,Haber-Bosch,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0317471223833675,0.0,0.0,0.0,0.0,0.0
FR1 0 ammonia cracker-2030,,EU NH3,FR1 0 H2,,,,0.684931506849315,1.0,1.0,1.0,ammonia cracker,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0572953148448047,0.0,0.0,0.0,0.0,0.0
FR1 0 solid biomass for industry,,FR1 0 solid biomass,FR1 0 solid biomass for industry,,,,1.0,1.0,1.0,1.0,solid biomass for industry,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.3049539017952699,0.0,0.0,0.0,0.0,0.0
