00:00 - 01:00,337,,905,,0,,5116,,6211,,177,,0,,0,,0,,,392,551,,1824,,0,,7104,,57,,97,,30,,271,,0,,1660,
01:00 - 02:00,341,,901,,0,,5412,,6157,,175,,0,,0,,0,,,392,542,,1658,,0,,7104,,56,,95,,30,,265,,0,,1760,
02:00 - 03:00,338,,900,,0,,5401,,5959,,176,,0,,0,,0,,,422,504,,1949,,0,,7104,,57,,96,,30,,265,,0,,1825,
03:00 - 04:00,337,,908,,0,,4753,,5723,,175,,0,,0,,0,,,857,478,,1843,,0,,7104,,58,,96,,50,,265,,0,,1814,
04:00 - 05:00,335,,915,,0,,4321,,5523,,175,,0,,0,,0,,,1146,465,,1350,,0,,7104,,57,,97,,87,,263,,0,,1792,
05:00 - 06:00,336,,904,,0,,4320,,5295,,175,,0,,0,,0,,,1665,462,,841,,0,,7104,,57,,97,,92,,263,,0,,1712,
06:00 - 07:00,336,,929,,0,,3920,,5252,,176,,0,,0,,0,,,2000,462,,417,,0,,7106,,57,,96,,92,,262,,0,,1662,
07:00 - 08:00,337,,915,,0,,4009,,5089,,176,,0,,0,,0,,,2019,457,,372,,0,,7106,,57,,94,,92,,259,,0,,1695,
08:00 - 09:00,336,,914,,0,,4196,,4966,,178,,0,,0,,0,,,2034,457,,371,,0,,7104,,57,,94,,88,,267,,0,,1789,
09:00 - 10:00,337,,912,,0,,3969,,4832,,178,,0,,0,,0,,,2152,469,,392,,0,,7103,,56,,93,,59,,267,,0,,1769,
10:00 - 11:00,340,,915,,0,,3930,,4699,,176,,0,,0,,0,,,1716,487,,550,,0,,7105,,56,,93,,386,,270,,0,,1684,
11:00 - 12:00,339,,935,,0,,4250,,4987,,172,,0,,0,,0,,,1180,504,,684,,0,,7106,,56,,93,,1105,,269,,0,,1485,
12:00 - 13:00,340,,944,,0,,4818,,5461,,171,,0,,0,,0,,,1096,490,,609,,0,,7104,,56,,93,,1796,,264,,0,,1454,
13:00 - 14:00,340,,893,,0,,4705,,5565,,171,,0,,0,,0,,,1156,479,,789,,0,,7103,,56,,92,,2368,,269,,0,,1511,
14:00 - 15:00,329,,904,,0,,4357,,5525,,171,,0,,0,,0,,,1298,473,,626,,0,,7102,,56,,94,,2565,,275,,0,,1542,
15:00 - 16:00,331,,923,,0,,4618,,5537,,171,,0,,0,,0,,,1297,481,,1021,,0,,7101,,56,,95,,2619,,277,,0,,1547,
16:00 - 17:00,338,,899,,0,,4391,,5525,,171,,0,,0,,0,,,1294,468,,563,,0,,7100,,56,,95,,2468,,272,,0,,1437,
17:00 - 18:00,339,,941,,0,,4880,,5698,,171,,0,,0,,0,,,1217,504,,741,,0,,7100,,56,,93,,1907,,263,,0,,1433,
18:00 - 19:00,336,,891,,0,,5134,,5721,,171,,0,,0,,0,,,896,527,,1908,,0,,7098,,57,,93,,860,,261,,0,,1615,
19:00 - 20:00,337,,929,,0,,5138,,5894,,171,,0,,0,,0,,,810,564,,3025,,0,,7099,,57,,95,,190,,263,,0,,2134,
