00:00 - 01:00,78,,n/e,n/e,n/e,n/e,847,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,10,49,,n/e,n/e,n/e,n/e,4949,,461,,n/e,n/e,0,,223,,1964,,2229,
01:00 - 02:00,78,,n/e,n/e,n/e,n/e,850,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,537,49,,n/e,n/e,n/e,n/e,4949,,412,,n/e,n/e,0,,222,,1983,,2192,
02:00 - 03:00,78,,n/e,n/e,n/e,n/e,865,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,601,49,,n/e,n/e,n/e,n/e,4948,,419,,n/e,n/e,0,,220,,1976,,2191,
03:00 - 04:00,75,,n/e,n/e,n/e,n/e,832,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,649,49,,n/e,n/e,n/e,n/e,4951,,416,,n/e,n/e,0,,217,,1923,,2164,
04:00 - 05:00,78,,n/e,n/e,n/e,n/e,858,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,640,49,,n/e,n/e,n/e,n/e,4948,,424,,n/e,n/e,0,,223,,1992,,2113,
05:00 - 06:00,78,,n/e,n/e,n/e,n/e,844,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,472,49,,n/e,n/e,n/e,n/e,4948,,418,,n/e,n/e,0,,225,,1961,,2009,
06:00 - 07:00,78,,n/e,n/e,n/e,n/e,861,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,5,20,49,,n/e,n/e,n/e,n/e,4946,,428,,n/e,n/e,0,,222,,1985,,1985,
07:00 - 08:00,80,,n/e,n/e,n/e,n/e,863,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,73,2,49,,n/e,n/e,n/e,n/e,4949,,443,,n/e,n/e,0,,223,,1985,,1904,
08:00 - 09:00,81,,n/e,n/e,n/e,n/e,857,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,101,2,49,,n/e,n/e,n/e,n/e,4949,,462,,n/e,n/e,0,,225,,2091,,1738,
09:00 - 10:00,77,,n/e,n/e,n/e,n/e,876,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,4,95,49,,n/e,n/e,n/e,n/e,4951,,509,,n/e,n/e,75,,219,,2027,,1676,
10:00 - 11:00,78,,n/e,n/e,n/e,n/e,820,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,206,49,,n/e,n/e,n/e,n/e,4952,,487,,n/e,n/e,284,,222,,1927,,1582,
11:00 - 12:00,76,,n/e,n/e,n/e,n/e,844,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,268,50,,n/e,n/e,n/e,n/e,4955,,471,,n/e,n/e,709,,219,,1420,,1538,
12:00 - 13:00,75,,n/e,n/e,n/e,n/e,851,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,46,51,,n/e,n/e,n/e,n/e,4955,,461,,n/e,n/e,767,,222,,1553,,1445,
13:00 - 14:00,75,,n/e,n/e,n/e,n/e,847,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,233,10,51,,n/e,n/e,n/e,n/e,4953,,494,,n/e,n/e,521,,223,,1681,,1335,
14:00 - 15:00,68,,n/e,n/e,n/e,n/e,863,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,156,,51,,n/e,n/e,n/e,n/e,4953,,606,,n/e,n/e,292,,222,,1639,,1101,
15:00 - 16:00,72,,n/e,n/e,n/e,n/e,869,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,246,,50,,n/e,n/e,n/e,n/e,4953,,556,,n/e,n/e,97,,223,,1327,,956,
16:00 - 17:00,75,,n/e,n/e,n/e,n/e,888,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,235,,49,,n/e,n/e,n/e,n/e,4953,,585,,n/e,n/e,5,,223,,997,,894,
17:00 - 18:00,77,,n/e,n/e,n/e,n/e,888,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,718,,49,,n/e,n/e,n/e,n/e,4951,,692,,n/e,n/e,0,,223,,1090,,863,
18:00 - 19:00,76,,n/e,n/e,n/e,n/e,857,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,590,,50,,n/e,n/e,n/e,n/e,4952,,548,,n/e,n/e,0,,224,,1232,,983,
19:00 - 20:00,75,,n/e,n/e,n/e,n/e,965,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,722,,50,,n/e,n/e,n/e,n/e,4949,,586,,n/e,n/e,0,,220,,488,,975,
20:00 - 21:00,77,,n/e,n/e,n/e,n/e,913,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,689,,51,,n/e,n/e,n/e,n/e,4948,,754,,n/e,n/e,0,,222,,549,,1037,
21:00 - 22:00,76,,n/e,n/e,n/e,n/e,801,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,202,50,,n/e,n/e,n/e,n/e,4951,,494,,n/e,n/e,0,,222,,676,,1192,
22:00 - 23:00,75,,n/e,n/e,n/e,n/e,853,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,370,50,,n/e,n/e,n/e,n/e,4951,,432,,n/e,n/e,0,,219,,868,,1453,
23:00 - 00:00,77,,n/e,n/e,n/e,n/e,885,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,628,50,,n/e,n/e,n/e,n/e,4948,,427,,n/e,n/e,0,,216,,1009,,1459,
00:00 - 01:00,89,,n/e,n/e,n/e,n/e,932,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,789,50,,n/e,n/e,n/e,n/e,4947,,432,,n/e,n/e,0,,217,,1076,,1635,
01:00 - 02:00,95,,n/e,n/e,n/e,n/e,990,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,354,50,,n/e,n/e,n/e,n/e,4947,,447,,n/e,n/e,0,,217,,729,,1766,
02:00 - 03:00,127,,n/e,n/e,n/e,n/e,977,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,684,50,,n/e,n/e,n/e,n/e,4947,,435,,n/e,n/e,0,,221,,541,,1854,
03:00 - 04:00,130,,n/e,n/e,n/e,n/e,994,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,780,50,,n/e,n/e,n/e,n/e,4947,,434,,n/e,n/e,0,,219,,377,,1828,
04:00 - 05:00,150,,n/e,n/e,n/e,n/e,972,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,645,50,,n/e,n/e,n/e,n/e,4947,,432,,n/e,n/e,0,,220,,364,,1779,
05:00 - 06:00,156,,n/e,n/e,n/e,n/e,974,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,223,50,,n/e,n/e,n/e,n/e,4946,,448,,n/e,n/e,0,,220,,471,,1536,
06:00 - 07:00,154,,n/e,n/e,n/e,n/e,988,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,141,50,,n/e,n/e,n/e,n/e,4949,,485,,n/e,n/e,0,,221,,417,,1202,
07:00 - 08:00,150,,n/e,n/e,n/e,n/e,1021,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,26,49,,n/e,n/e,n/e,n/e,4946,,508,,n/e,n/e,0,,220,,602,,1058,
08:00 - 09:00,154,,n/e,n/e,n/e,n/e,1047,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,5,49,,n/e,n/e,n/e,n/e,4950,,542,,n/e,n/e,0,,220,,744,,881,
09:00 - 10:00,154,,n/e,n/e,n/e,n/e,1110,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,159,1,49,,n/e,n/e,n/e,n/e,4954,,607,,n/e,n/e,56,,214,,943,,579,
10:00 - 11:00,182,,n/e,n/e,n/e,n/e,1278,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,171,,49,,n/e,n/e,n/e,n/e,4959,,719,,n/e,n/e,260,,217,,1008,,446,
11:00 - 12:00,258,,n/e,n/e,n/e,n/e,1243,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,280,48,,n/e,n/e,n/e,n/e,4960,,650,,n/e,n/e,402,,215,,1304,,445,
12:00 - 13:00,279,,n/e,n/e,n/e,n/e,1310,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,467,,50,,n/e,n/e,n/e,n/e,4961,,676,,n/e,n/e,392,,216,,767,,452,
13:00 - 14:00,277,,n/e,n/e,n/e,n/e,1313,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,425,,50,,n/e,n/e,n/e,n/e,4960,,809,,n/e,n/e,384,,212,,649,,508,
14:00 - 15:00,268,,n/e,n/e,n/e,n/e,1427,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,172,,50,,n/e,n/e,n/e,n/e,4961,,733,,n/e,n/e,452,,209,,615,,658,
