index,AT -> SI,AT -> CZ,AT -> IT,AT -> HU,AT -> DE,AT -> CH
2019-01-01 03:00:00+0000,776.0,0.0,162.0,316.0,24.0,603.0
2019-01-01 04:00:00+0000,792.0,0.0,166.0,292.0,28.0,555.0
2019-01-01 05:00:00+0000,841.0,0.0,173.0,275.0,25.0,690.0
2019-01-01 06:00:00+0000,904.0,0.0,182.0,344.0,21.0,782.0
2019-01-01 07:00:00+0000,820.0,0.0,160.0,314.0,25.0,759.0
2019-01-01 08:00:00+0000,854.0,0.0,160.0,340.0,41.0,803.0
2019-01-01 09:00:00+0000,737.0,0.0,152.0,369.0,110.0,801.0
2019-01-01 10:00:00+0000,793.0,0.0,148.0,432.0,135.0,662.0
2019-01-01 11:00:00+0000,829.0,0.0,147.0,468.0,128.0,592.0
2019-01-01 12:00:00+0000,756.0,0.0,169.0,514.0,116.0,559.0
2019-01-01 13:00:00+0000,895.0,0.0,181.0,594.0,49.0,765.0
2019-01-01 14:00:00+0000,920.0,0.0,174.0,705.0,74.0,906.0
2019-01-01 15:00:00+0000,881.0,0.0,162.0,926.0,170.0,886.0
2019-01-01 16:00:00+0000,813.0,0.0,190.0,903.0,126.0,910.0
2019-01-01 17:00:00+0000,763.0,0.0,175.0,900.0,111.0,876.0
2019-01-01 18:00:00+0000,813.0,0.0,188.0,860.0,44.0,934.0
2019-01-01 19:00:00+0000,797.0,0.0,178.0,961.0,27.0,1098.0
2019-01-01 20:00:00+0000,863.0,0.0,166.0,869.0,28.0,1051.0
2019-01-01 21:00:00+0000,864.0,0.0,148.0,822.0,69.0,933.0
2019-01-01 22:00:00+0000,1016.0,0.0,159.0,840.0,76.0,869.0
2019-01-01 23:00:00+0000,1087.0,0.0,163.0,789.0,27.0,828.0
2019-01-02 00:00:00+0000,1025.0,0.0,167.0,738.0,26.0,836.0
2019-01-02 01:00:00+0000,991.0,0.0,138.0,707.0,28.0,852.0
2019-01-02 02:00:00+0000,957.0,0.0,141.0,633.0,28.0,878.0
2019-01-02 03:00:00+0000,945.0,0.0,159.0,624.0,40.0,892.0
2019-01-02 04:00:00+0000,997.0,0.0,179.0,761.0,56.0,976.0
2019-01-02 05:00:00+0000,897.0,0.0,183.0,843.0,40.0,1067.0
2019-01-02 06:00:00+0000,876.0,0.0,174.0,908.0,77.0,1292.0
2019-01-02 07:00:00+0000,998.0,0.0,186.0,972.0,107.0,1448.0
2019-01-02 08:00:00+0000,979.0,0.0,163.0,1013.0,154.0,1243.0
2019-01-02 09:00:00+0000,944.0,0.0,146.0,1083.0,116.0,1057.0
2019-01-02 10:00:00+0000,947.0,0.0,145.0,1094.0,110.0,961.0
2019-01-02 11:00:00+0000,802.0,0.0,142.0,1033.0,97.0,872.0
2019-01-02 12:00:00+0000,799.0,0.0,155.0,1070.0,108.0,1092.0
2019-01-02 13:00:00+0000,893.0,0.0,186.0,1024.0,128.0,1292.0
2019-01-02 14:00:00+0000,886.0,0.0,186.0,973.0,191.0,1335.0
2019-01-02 15:00:00+0000,791.0,0.0,173.0,976.0,199.0,1022.0
2019-01-02 16:00:00+0000,626.0,0.0,201.0,822.0,446.0,859.0
2019-01-02 17:00:00+0000,644.0,0.0,213.0,799.0,582.0,956.0
2019-01-02 18:00:00+0000,661.0,0.0,219.0,817.0,614.0,1091.0
2019-01-02 19:00:00+0000,757.0,0.0,213.0,959.0,486.0,1294.0
2019-01-02 20:00:00+0000,807.0,0.0,205.0,938.0,519.0,1312.0
2019-01-02 21:00:00+0000,801.0,0.0,177.0,905.0,498.0,1409.0
2019-01-02 22:00:00+0000,899.0,0.0,169.0,795.0,725.0,1388.0
2019-01-02 23:00:00+0000,703.0,0.0,154.0,633.0,638.0,1328.0
2019-01-03 00:00:00+0000,607.0,0.0,159.0,486.0,910.0,1240.0
2019-01-03 01:00:00+0000,565.0,0.0,169.0,430.0,949.0,1249.0
2019-01-03 02:00:00+0000,459.0,0.0,156.0,387.0,940.0,1262.0
2019-01-03 03:00:00+0000,461.0,0.0,153.0,412.0,861.0,1165.0
2019-01-03 04:00:00+0000,584.0,0.0,180.0,546.0,586.0,1466.0
2019-01-03 05:00:00+0000,932.0,0.0,171.0,918.0,297.0,1451.0
2019-01-03 06:00:00+0000,1112.0,0.0,163.0,1011.0,522.0,1014.0
2019-01-03 07:00:00+0000,1142.0,0.0,178.0,1085.0,445.0,1293.0
2019-01-03 08:00:00+0000,940.0,0.0,148.0,1100.0,130.0,545.0
2019-01-03 09:00:00+0000,862.0,0.0,148.0,1097.0,109.0,342.0
2019-01-03 10:00:00+0000,980.0,0.0,178.0,1138.0,145.0,616.0
2019-01-03 11:00:00+0000,1033.0,0.0,152.0,1163.0,224.0,849.0
2019-01-03 12:00:00+0000,1191.0,0.0,173.0,1106.0,531.0,892.0
2019-01-03 13:00:00+0000,1098.0,0.0,156.0,1141.0,213.0,751.0
2019-01-03 14:00:00+0000,907.0,0.0,174.0,1163.0,178.0,804.0
2019-01-03 15:00:00+0000,833.0,0.0,172.0,1100.0,162.0,890.0
2019-01-03 16:00:00+0000,923.0,0.0,175.0,1101.0,473.0,1015.0
