index,CH -> FR,CH -> IT,CH -> AT,CH -> DE
2018-01-02 11:00:00+0000,0.0,1781.0,0.0,338.0
2018-01-02 12:00:00+0000,0.0,1438.0,0.0,269.0
2018-01-02 13:00:00+0000,0.0,2412.0,0.0,286.0
2018-01-02 14:00:00+0000,0.0,3309.0,0.0,420.0
2018-01-02 15:00:00+0000,0.0,3517.0,0.0,407.0
2018-01-02 16:00:00+0000,0.0,3627.0,0.0,503.0
2018-01-02 17:00:00+0000,0.0,3895.0,0.0,424.0
2018-01-02 18:00:00+0000,0.0,3563.0,0.0,442.0
2018-01-02 19:00:00+0000,0.0,3794.0,0.0,570.0
2018-01-02 20:00:00+0000,0.0,3815.0,0.0,517.0
2018-01-02 21:00:00+0000,0.0,3546.0,0.0,600.0
2018-01-02 22:00:00+0000,0.0,3390.0,0.0,623.0
2018-01-02 23:00:00+0000,0.0,2906.0,0.0,328.0
2018-01-03 00:00:00+0000,0.0,2596.0,0.0,327.0
2018-01-03 01:00:00+0000,0.0,2801.0,0.0,335.0
2018-01-03 02:00:00+0000,0.0,2817.0,0.0,353.0
2018-01-03 03:00:00+0000,0.0,2622.0,0.0,341.0
2018-01-03 04:00:00+0000,0.0,2410.0,0.0,319.0
2018-01-03 05:00:00+0000,0.0,2611.0,0.0,351.0
2018-01-03 06:00:00+0000,0.0,2877.0,0.0,441.0
2018-01-03 07:00:00+0000,0.0,3162.0,0.0,410.0
2018-01-03 08:00:00+0000,0.0,2506.0,0.0,452.0
2018-01-03 09:00:00+0000,0.0,2495.0,0.0,554.0
2018-01-03 10:00:00+0000,0.0,2687.0,0.0,553.0
2018-01-03 11:00:00+0000,0.0,2275.0,0.0,563.0
2018-01-03 12:00:00+0000,0.0,2141.0,0.0,496.0
2018-01-03 13:00:00+0000,0.0,2429.0,0.0,426.0
2018-01-03 14:00:00+0000,0.0,2836.0,0.0,432.0
2018-01-03 15:00:00+0000,0.0,2924.0,0.0,422.0
2018-01-03 16:00:00+0000,0.0,2904.0,9.0,448.0
2018-01-03 17:00:00+0000,0.0,2809.0,0.0,355.0
2018-01-03 18:00:00+0000,0.0,2952.0,0.0,424.0
2018-01-03 19:00:00+0000,0.0,2896.0,0.0,449.0
2018-01-03 20:00:00+0000,0.0,2897.0,0.0,430.0
2018-01-03 21:00:00+0000,0.0,2536.0,0.0,378.0
2018-01-03 22:00:00+0000,0.0,2661.0,0.0,458.0
2018-01-03 23:00:00+0000,0.0,2405.0,0.0,391.0
2018-01-04 00:00:00+0000,0.0,2519.0,0.0,413.0
2018-01-04 01:00:00+0000,0.0,2675.0,0.0,416.0
2018-01-04 02:00:00+0000,0.0,2649.0,0.0,385.0
2018-01-04 03:00:00+0000,0.0,2584.0,0.0,313.0
2018-01-04 04:00:00+0000,0.0,2004.0,0.0,263.0
2018-01-04 05:00:00+0000,0.0,2079.0,0.0,353.0
2018-01-04 06:00:00+0000,0.0,2869.0,0.0,466.0
2018-01-04 07:00:00+0000,0.0,2952.0,0.0,468.0
2018-01-04 08:00:00+0000,0.0,2807.0,0.0,452.0
2018-01-04 09:00:00+0000,0.0,2505.0,0.0,423.0
2018-01-04 10:00:00+0000,0.0,2203.0,0.0,394.0
2018-01-04 11:00:00+0000,0.0,1689.0,0.0,462.0
2018-01-04 12:00:00+0000,0.0,1780.0,0.0,418.0
2018-01-04 13:00:00+0000,0.0,1879.0,0.0,344.0
2018-01-04 14:00:00+0000,0.0,2214.0,0.0,363.0
2018-01-04 15:00:00+0000,0.0,2447.0,0.0,478.0
2018-01-04 16:00:00+0000,0.0,2728.0,0.0,450.0
2018-01-04 17:00:00+0000,0.0,3260.0,0.0,456.0
2018-01-04 18:00:00+0000,0.0,3571.0,0.0,473.0
2018-01-04 19:00:00+0000,0.0,3355.0,0.0,521.0
2018-01-04 20:00:00+0000,0.0,3605.0,0.0,501.0
2018-01-04 21:00:00+0000,0.0,3103.0,0.0,385.0
2018-01-04 22:00:00+0000,0.0,2603.0,0.0,342.0
2018-01-04 23:00:00+0000,0.0,3181.0,0.0,355.0
2018-01-05 00:00:00+0000,0.0,3032.0,0.0,380.0
2018-01-05 01:00:00+0000,0.0,3317.0,0.0,404.0
2018-01-05 02:00:00+0000,0.0,3303.0,0.0,393.0
2018-01-05 03:00:00+0000,0.0,3031.0,0.0,358.0
2018-01-05 04:00:00+0000,0.0,2532.0,0.0,317.0
2018-01-05 05:00:00+0000,0.0,3155.0,0.0,327.0
2018-01-05 06:00:00+0000,0.0,3420.0,0.0,438.0
2018-01-05 07:00:00+0000,0.0,3527.0,0.0,446.0
2018-01-05 08:00:00+0000,0.0,3021.0,0.0,405.0
2018-01-05 09:00:00+0000,0.0,2625.0,0.0,394.0
2018-01-05 10:00:00+0000,0.0,3319.0,0.0,394.0
2018-01-05 11:00:00+0000,0.0,3019.0,0.0,537.0
2018-01-05 12:00:00+0000,0.0,3009.0,0.0,474.0
2018-01-05 13:00:00+0000,0.0,3449.0,0.0,474.0
2018-01-05 14:00:00+0000,0.0,3227.0,0.0,448.0
2018-01-05 15:00:00+0000,0.0,3566.0,0.0,461.0
2018-01-05 16:00:00+0000,0.0,3712.0,0.0,399.0
2018-01-05 17:00:00+0000,0.0,3907.0,0.0,422.0
2018-01-05 18:00:00+0000,0.0,4021.0,0.0,484.0
2018-01-05 19:00:00+0000,0.0,3738.0,0.0,485.0
2018-01-05 20:00:00+0000,0.0,3790.0,0.0,484.0
2018-01-05 21:00:00+0000,0.0,3474.0,0.0,489.0
2018-01-05 22:00:00+0000,0.0,3017.0,0.0,405.0
2018-01-05 23:00:00+0000,0.0,2331.0,0.0,339.0
2018-01-06 00:00:00+0000,0.0,2174.0,0.0,226.0
2018-01-06 01:00:00+0000,0.0,2144.0,0.0,263.0
2018-01-06 02:00:00+0000,0.0,2276.0,0.0,187.0
2018-01-06 03:00:00+0000,0.0,2194.0,0.0,162.0
2018-01-06 04:00:00+0000,0.0,2830.0,0.0,232.0
2018-01-06 05:00:00+0000,0.0,2799.0,0.0,227.0
2018-01-06 06:00:00+0000,0.0,2910.0,0.0,386.0
2018-01-06 07:00:00+0000,0.0,2669.0,0.0,383.0
2018-01-06 08:00:00+0000,0.0,2387.0,0.0,327.0
2018-01-06 09:00:00+0000,0.0,1696.0,0.0,317.0
2018-01-06 10:00:00+0000,95.0,1715.0,0.0,416.0
2018-01-06 11:00:00+0000,235.0,1634.0,0.0,482.0
2018-01-06 12:00:00+0000,0.0,1497.0,0.0,293.0
2018-01-06 13:00:00+0000,0.0,1537.0,0.0,256.0
2018-01-06 14:00:00+0000,0.0,1537.0,0.0,236.0
2018-01-06 15:00:00+0000,0.0,1442.0,0.0,155.0
2018-01-06 16:00:00+0000,0.0,2059.0,0.0,344.0
2018-01-06 17:00:00+0000,0.0,3507.0,0.0,402.0
2018-01-06 18:00:00+0000,0.0,3551.0,0.0,531.0
2018-01-06 19:00:00+0000,0.0,4108.0,0.0,492.0
2018-01-06 20:00:00+0000,0.0,4102.0,0.0,380.0
2018-01-06 21:00:00+0000,0.0,4219.0,0.0,425.0
2018-01-06 22:00:00+0000,0.0,3445.0,0.0,417.0
2018-01-06 23:00:00+0000,0.0,2373.0,0.0,314.0
2018-01-07 00:00:00+0000,0.0,2189.0,0.0,359.0
2018-01-07 01:00:00+0000,0.0,2196.0,0.0,331.0
2018-01-07 02:00:00+0000,0.0,2050.0,0.0,145.0
2018-01-07 03:00:00+0000,0.0,1994.0,0.0,120.0
2018-01-07 04:00:00+0000,0.0,2710.0,0.0,172.0
2018-01-07 05:00:00+0000,0.0,2883.0,0.0,206.0
2018-01-07 06:00:00+0000,0.0,2793.0,0.0,227.0
2018-01-07 07:00:00+0000,0.0,2768.0,0.0,322.0
2018-01-07 08:00:00+0000,0.0,2538.0,38.0,314.0
2018-01-07 09:00:00+0000,0.0,1385.0,220.0,240.0
2018-01-07 10:00:00+0000,0.0,1235.0,251.0,239.0
2018-01-07 11:00:00+0000,0.0,1292.0,128.0,257.0
2018-01-07 12:00:00+0000,0.0,1261.0,16.0,259.0
2018-01-07 13:00:00+0000,0.0,1409.0,0.0,271.0
2018-01-07 14:00:00+0000,0.0,1435.0,50.0,281.0
2018-01-07 15:00:00+0000,0.0,1617.0,0.0,300.0
2018-01-07 16:00:00+0000,0.0,2550.0,0.0,371.0
2018-01-07 17:00:00+0000,0.0,3688.0,0.0,458.0
2018-01-07 18:00:00+0000,0.0,4420.0,0.0,510.0
2018-01-07 19:00:00+0000,0.0,4431.0,0.0,493.0
2018-01-07 20:00:00+0000,0.0,4238.0,0.0,456.0
2018-01-07 21:00:00+0000,0.0,4246.0,0.0,507.0
2018-01-07 22:00:00+0000,0.0,3594.0,0.0,440.0
2018-01-07 23:00:00+0000,0.0,2497.0,0.0,357.0
2018-01-08 00:00:00+0000,0.0,2376.0,0.0,278.0
2018-01-08 01:00:00+0000,0.0,2230.0,0.0,224.0
2018-01-08 02:00:00+0000,0.0,2080.0,0.0,194.0
2018-01-08 03:00:00+0000,0.0,2129.0,0.0,260.0
2018-01-08 04:00:00+0000,0.0,2750.0,0.0,339.0
2018-01-08 05:00:00+0000,0.0,3216.0,0.0,461.0
2018-01-08 06:00:00+0000,0.0,3454.0,0.0,410.0
2018-01-08 07:00:00+0000,0.0,3777.0,0.0,463.0
2018-01-08 08:00:00+0000,0.0,3869.0,0.0,421.0
2018-01-08 09:00:00+0000,0.0,3734.0,0.0,469.0
2018-01-08 10:00:00+0000,0.0,3859.0,0.0,493.0
2018-01-08 11:00:00+0000,0.0,3717.0,0.0,454.0
2018-01-08 12:00:00+0000,0.0,3728.0,0.0,498.0
2018-01-08 13:00:00+0000,0.0,3671.0,0.0,533.0
2018-01-08 14:00:00+0000,0.0,4117.0,0.0,587.0
2018-01-08 15:00:00+0000,0.0,4352.0,0.0,504.0
2018-01-08 16:00:00+0000,0.0,4323.0,0.0,436.0
2018-01-08 17:00:00+0000,0.0,3970.0,0.0,412.0
2018-01-08 18:00:00+0000,0.0,3791.0,0.0,388.0
2018-01-08 19:00:00+0000,0.0,3885.0,0.0,413.0
2018-01-08 20:00:00+0000,0.0,3834.0,0.0,419.0
2018-01-08 21:00:00+0000,0.0,3389.0,0.0,548.0
2018-01-08 22:00:00+0000,0.0,2048.0,0.0,264.0
2018-01-08 23:00:00+0000,0.0,3106.0,0.0,489.0
2018-01-09 00:00:00+0000,0.0,3261.0,0.0,517.0
2018-01-09 01:00:00+0000,0.0,3302.0,0.0,429.0
2018-01-09 02:00:00+0000,0.0,3310.0,0.0,363.0
2018-01-09 03:00:00+0000,0.0,3156.0,0.0,387.0
2018-01-09 04:00:00+0000,0.0,3271.0,0.0,416.0
2018-01-09 05:00:00+0000,0.0,3675.0,0.0,522.0
2018-01-09 06:00:00+0000,0.0,3964.0,0.0,425.0
2018-01-09 07:00:00+0000,0.0,4284.0,0.0,426.0
2018-01-09 08:00:00+0000,0.0,4232.0,0.0,397.0
2018-01-09 09:00:00+0000,0.0,4206.0,0.0,390.0
2018-01-09 10:00:00+0000,0.0,4611.0,0.0,437.0
2018-01-09 11:00:00+0000,0.0,3683.0,0.0,380.0
2018-01-09 12:00:00+0000,0.0,3953.0,0.0,422.0
2018-01-09 13:00:00+0000,0.0,3616.0,0.0,389.0
2018-01-09 14:00:00+0000,0.0,4078.0,0.0,383.0
2018-01-09 15:00:00+0000,0.0,4271.0,0.0,345.0
2018-01-09 16:00:00+0000,0.0,4128.0,0.0,378.0
2018-01-09 17:00:00+0000,0.0,3598.0,0.0,391.0
2018-01-09 18:00:00+0000,0.0,3366.0,0.0,474.0
2018-01-09 19:00:00+0000,0.0,3585.0,0.0,496.0
2018-01-09 20:00:00+0000,0.0,3632.0,0.0,406.0
2018-01-09 21:00:00+0000,0.0,3561.0,0.0,524.0
2018-01-09 22:00:00+0000,0.0,3424.0,0.0,481.0
2018-01-09 23:00:00+0000,0.0,3921.0,0.0,465.0
2018-01-10 00:00:00+0000,0.0,3496.0,0.0,395.0
2018-01-10 01:00:00+0000,0.0,3504.0,0.0,386.0
2018-01-10 02:00:00+0000,0.0,3442.0,0.0,287.0
2018-01-10 03:00:00+0000,0.0,3353.0,0.0,335.0
2018-01-10 04:00:00+0000,0.0,3335.0,0.0,416.0
2018-01-10 05:00:00+0000,0.0,3474.0,0.0,481.0
2018-01-10 06:00:00+0000,0.0,3866.0,0.0,523.0
2018-01-10 07:00:00+0000,0.0,4302.0,0.0,430.0
2018-01-10 08:00:00+0000,0.0,4376.0,0.0,415.0
2018-01-10 09:00:00+0000,0.0,4448.0,0.0,472.0
2018-01-10 10:00:00+0000,0.0,4637.0,0.0,484.0
2018-01-10 11:00:00+0000,0.0,4116.0,0.0,500.0
2018-01-10 12:00:00+0000,0.0,3983.0,0.0,516.0
2018-01-10 13:00:00+0000,0.0,3897.0,0.0,508.0
2018-01-10 14:00:00+0000,0.0,3979.0,0.0,474.0
2018-01-10 15:00:00+0000,0.0,3941.0,0.0,476.0
2018-01-10 16:00:00+0000,0.0,4262.0,0.0,415.0
2018-01-10 17:00:00+0000,0.0,4148.0,0.0,467.0
2018-01-10 18:00:00+0000,0.0,3966.0,0.0,486.0
2018-01-10 19:00:00+0000,0.0,3427.0,0.0,456.0
2018-01-10 20:00:00+0000,0.0,2585.0,0.0,370.0
2018-01-10 21:00:00+0000,0.0,2642.0,0.0,433.0
2018-01-10 22:00:00+0000,0.0,2599.0,0.0,492.0
2018-01-10 23:00:00+0000,0.0,3591.0,0.0,448.0
2018-01-11 00:00:00+0000,0.0,3428.0,0.0,448.0
2018-01-11 01:00:00+0000,0.0,3037.0,0.0,467.0
2018-01-11 02:00:00+0000,0.0,2966.0,0.0,393.0
2018-01-11 03:00:00+0000,0.0,3019.0,0.0,425.0
2018-01-11 04:00:00+0000,0.0,3300.0,0.0,465.0
2018-01-11 05:00:00+0000,0.0,3436.0,0.0,471.0
2018-01-11 06:00:00+0000,0.0,3980.0,0.0,394.0
2018-01-11 07:00:00+0000,0.0,3862.0,0.0,399.0
2018-01-11 08:00:00+0000,0.0,3711.0,0.0,286.0
2018-01-11 09:00:00+0000,0.0,3350.0,0.0,343.0
2018-01-11 10:00:00+0000,0.0,3604.0,0.0,339.0
2018-01-11 11:00:00+0000,0.0,3243.0,0.0,396.0
2018-01-11 12:00:00+0000,0.0,3108.0,0.0,347.0
2018-01-11 13:00:00+0000,0.0,4015.0,0.0,485.0
2018-01-11 14:00:00+0000,0.0,4179.0,0.0,430.0
2018-01-11 15:00:00+0000,0.0,4443.0,0.0,537.0
2018-01-11 16:00:00+0000,0.0,4779.0,0.0,452.0
2018-01-11 17:00:00+0000,0.0,4441.0,0.0,410.0
2018-01-11 18:00:00+0000,0.0,4174.0,0.0,587.0
2018-01-11 19:00:00+0000,0.0,4146.0,0.0,616.0
2018-01-11 20:00:00+0000,0.0,4131.0,0.0,589.0
2018-01-11 21:00:00+0000,0.0,3894.0,0.0,524.0
2018-01-11 22:00:00+0000,0.0,3670.0,0.0,496.0
2018-01-11 23:00:00+0000,0.0,2163.0,0.0,384.0
2018-01-12 00:00:00+0000,0.0,2141.0,0.0,378.0
2018-01-12 01:00:00+0000,0.0,2085.0,0.0,261.0
2018-01-12 02:00:00+0000,0.0,2921.0,0.0,279.0
2018-01-12 03:00:00+0000,0.0,3053.0,0.0,353.0
2018-01-12 04:00:00+0000,0.0,3079.0,0.0,498.0
2018-01-12 05:00:00+0000,0.0,2673.0,0.0,420.0
2018-01-12 06:00:00+0000,456.0,2476.0,0.0,415.0
2018-01-12 07:00:00+0000,466.0,2293.0,0.0,499.0
2018-01-12 08:00:00+0000,302.0,2369.0,0.0,462.0
2018-01-12 09:00:00+0000,0.0,2356.0,0.0,334.0
2018-01-12 10:00:00+0000,0.0,2293.0,0.0,361.0
2018-01-12 11:00:00+0000,0.0,2349.0,0.0,337.0
2018-01-12 12:00:00+0000,0.0,2213.0,0.0,370.0
2018-01-12 13:00:00+0000,0.0,2234.0,0.0,411.0
2018-01-12 14:00:00+0000,0.0,2349.0,0.0,477.0
2018-01-12 15:00:00+0000,0.0,2447.0,0.0,460.0
2018-01-12 16:00:00+0000,529.0,2687.0,0.0,469.0
2018-01-12 17:00:00+0000,714.0,2284.0,0.0,461.0
2018-01-12 18:00:00+0000,212.0,1965.0,0.0,412.0
2018-01-12 19:00:00+0000,0.0,1805.0,0.0,484.0
2018-01-12 20:00:00+0000,28.0,1898.0,0.0,387.0
2018-01-12 21:00:00+0000,196.0,1778.0,0.0,351.0
2018-01-12 22:00:00+0000,117.0,1553.0,0.0,322.0
2018-01-12 23:00:00+0000,240.0,1470.0,0.0,379.0
2018-01-13 00:00:00+0000,23.0,1335.0,0.0,289.0
2018-01-13 01:00:00+0000,118.0,1307.0,0.0,384.0
2018-01-13 02:00:00+0000,0.0,1296.0,0.0,395.0
2018-01-13 03:00:00+0000,0.0,1496.0,0.0,233.0
2018-01-13 04:00:00+0000,0.0,1711.0,0.0,409.0
2018-01-13 05:00:00+0000,0.0,1885.0,0.0,411.0
2018-01-13 06:00:00+0000,0.0,1848.0,0.0,441.0
2018-01-13 07:00:00+0000,0.0,2092.0,0.0,431.0
2018-01-13 08:00:00+0000,46.0,2039.0,0.0,411.0
2018-01-13 09:00:00+0000,61.0,2256.0,0.0,399.0
2018-01-13 10:00:00+0000,275.0,2492.0,0.0,411.0
2018-01-13 11:00:00+0000,322.0,2557.0,0.0,457.0
2018-01-13 12:00:00+0000,0.0,2563.0,0.0,399.0
2018-01-13 13:00:00+0000,0.0,2485.0,0.0,371.0
2018-01-13 14:00:00+0000,0.0,2545.0,0.0,362.0
2018-01-13 15:00:00+0000,0.0,2690.0,0.0,417.0
2018-01-13 16:00:00+0000,0.0,2686.0,0.0,341.0
2018-01-13 17:00:00+0000,0.0,3492.0,0.0,435.0
2018-01-13 18:00:00+0000,0.0,4380.0,0.0,443.0
2018-01-13 19:00:00+0000,0.0,4150.0,0.0,398.0
2018-01-13 20:00:00+0000,0.0,4147.0,0.0,444.0
2018-01-13 21:00:00+0000,0.0,4230.0,0.0,443.0
2018-01-13 22:00:00+0000,0.0,3511.0,0.0,470.0
2018-01-13 23:00:00+0000,0.0,3028.0,0.0,463.0
2018-01-14 00:00:00+0000,0.0,2442.0,0.0,414.0
2018-01-14 01:00:00+0000,0.0,2524.0,0.0,455.0
2018-01-14 02:00:00+0000,0.0,2490.0,0.0,407.0
2018-01-14 03:00:00+0000,0.0,2570.0,0.0,409.0
2018-01-14 04:00:00+0000,0.0,2767.0,0.0,393.0
2018-01-14 05:00:00+0000,0.0,2981.0,0.0,411.0
2018-01-14 06:00:00+0000,0.0,3090.0,0.0,567.0
2018-01-14 07:00:00+0000,0.0,3299.0,0.0,584.0
2018-01-14 08:00:00+0000,0.0,2909.0,0.0,537.0
2018-01-14 09:00:00+0000,0.0,1716.0,0.0,514.0
2018-01-14 10:00:00+0000,0.0,1522.0,0.0,426.0
2018-01-14 11:00:00+0000,0.0,1654.0,0.0,370.0
2018-01-14 12:00:00+0000,0.0,1525.0,0.0,428.0
2018-01-14 13:00:00+0000,0.0,1699.0,0.0,375.0
2018-01-14 14:00:00+0000,0.0,1736.0,0.0,467.0
2018-01-14 15:00:00+0000,0.0,1787.0,0.0,413.0
2018-01-14 16:00:00+0000,229.0,2544.0,0.0,341.0
2018-01-14 17:00:00+0000,418.0,3292.0,0.0,301.0
2018-01-14 18:00:00+0000,127.0,4039.0,0.0,469.0
2018-01-14 19:00:00+0000,0.0,3911.0,0.0,425.0
2018-01-14 20:00:00+0000,0.0,3855.0,0.0,360.0
2018-01-14 21:00:00+0000,0.0,3595.0,0.0,444.0
2018-01-14 22:00:00+0000,0.0,3424.0,0.0,403.0
2018-01-14 23:00:00+0000,0.0,2698.0,0.0,493.0
2018-01-15 00:00:00+0000,0.0,2260.0,0.0,505.0
2018-01-15 01:00:00+0000,0.0,2306.0,0.0,482.0
2018-01-15 02:00:00+0000,0.0,2286.0,0.0,390.0
2018-01-15 03:00:00+0000,0.0,2412.0,0.0,557.0
2018-01-15 04:00:00+0000,0.0,2776.0,0.0,604.0
2018-01-15 05:00:00+0000,0.0,3798.0,0.0,643.0
2018-01-15 06:00:00+0000,0.0,3717.0,0.0,522.0
2018-01-15 07:00:00+0000,0.0,4241.0,0.0,442.0
2018-01-15 08:00:00+0000,0.0,4318.0,0.0,479.0
2018-01-15 09:00:00+0000,0.0,3795.0,0.0,468.0
2018-01-15 10:00:00+0000,0.0,3759.0,0.0,453.0
2018-01-15 11:00:00+0000,0.0,3325.0,0.0,424.0
2018-01-15 12:00:00+0000,0.0,3271.0,0.0,426.0
2018-01-15 13:00:00+0000,0.0,3762.0,0.0,477.0
2018-01-15 14:00:00+0000,0.0,3686.0,0.0,478.0
2018-01-15 15:00:00+0000,0.0,3566.0,0.0,471.0
2018-01-15 16:00:00+0000,0.0,3788.0,0.0,452.0
2018-01-15 17:00:00+0000,0.0,3656.0,0.0,407.0
2018-01-15 18:00:00+0000,0.0,3635.0,0.0,488.0
2018-01-15 19:00:00+0000,0.0,3423.0,0.0,485.0
2018-01-15 20:00:00+0000,0.0,3182.0,0.0,405.0
2018-01-15 21:00:00+0000,0.0,3371.0,0.0,449.0
2018-01-15 22:00:00+0000,0.0,2946.0,0.0,387.0
2018-01-15 23:00:00+0000,0.0,3039.0,0.0,402.0
2018-01-16 00:00:00+0000,0.0,2833.0,0.0,428.0
2018-01-16 01:00:00+0000,0.0,2791.0,0.0,438.0
2018-01-16 02:00:00+0000,0.0,2443.0,0.0,394.0
2018-01-16 03:00:00+0000,0.0,2421.0,0.0,420.0
2018-01-16 04:00:00+0000,0.0,2456.0,0.0,518.0
2018-01-16 05:00:00+0000,0.0,2967.0,0.0,531.0
2018-01-16 06:00:00+0000,0.0,3570.0,0.0,476.0
2018-01-16 07:00:00+0000,0.0,4087.0,0.0,514.0
2018-01-16 08:00:00+0000,0.0,3920.0,0.0,491.0
2018-01-16 09:00:00+0000,0.0,3862.0,0.0,453.0
2018-01-16 10:00:00+0000,0.0,4009.0,0.0,495.0
2018-01-16 11:00:00+0000,0.0,3620.0,0.0,441.0
2018-01-16 12:00:00+0000,0.0,3754.0,0.0,494.0
2018-01-16 13:00:00+0000,0.0,4086.0,0.0,503.0
2018-01-16 14:00:00+0000,0.0,4024.0,0.0,451.0
2018-01-16 15:00:00+0000,0.0,3672.0,0.0,460.0
2018-01-16 16:00:00+0000,0.0,3636.0,0.0,459.0
2018-01-16 17:00:00+0000,0.0,3715.0,0.0,472.0
2018-01-16 18:00:00+0000,0.0,3750.0,0.0,490.0
2018-01-16 19:00:00+0000,0.0,3663.0,0.0,492.0
2018-01-16 20:00:00+0000,0.0,3460.0,0.0,481.0
2018-01-16 21:00:00+0000,0.0,3349.0,0.0,443.0
2018-01-16 22:00:00+0000,0.0,3715.0,0.0,444.0
2018-01-16 23:00:00+0000,0.0,3442.0,0.0,414.0
2018-01-17 00:00:00+0000,0.0,2995.0,0.0,465.0
2018-01-17 01:00:00+0000,0.0,2736.0,0.0,426.0
2018-01-17 02:00:00+0000,0.0,2507.0,0.0,324.0
2018-01-17 03:00:00+0000,0.0,2464.0,0.0,277.0
2018-01-17 04:00:00+0000,0.0,2796.0,0.0,265.0
2018-01-17 05:00:00+0000,0.0,2962.0,0.0,374.0
2018-01-17 06:00:00+0000,0.0,3379.0,0.0,444.0
2018-01-17 07:00:00+0000,0.0,3269.0,0.0,420.0
2018-01-17 08:00:00+0000,0.0,3126.0,0.0,402.0
2018-01-17 09:00:00+0000,0.0,3269.0,0.0,444.0
2018-01-17 10:00:00+0000,0.0,3226.0,0.0,366.0
2018-01-17 11:00:00+0000,0.0,2527.0,0.0,379.0
2018-01-17 12:00:00+0000,0.0,2785.0,0.0,469.0
2018-01-17 13:00:00+0000,0.0,3377.0,0.0,454.0
2018-01-17 14:00:00+0000,0.0,3550.0,0.0,513.0
2018-01-17 15:00:00+0000,0.0,3218.0,0.0,468.0
2018-01-17 16:00:00+0000,0.0,3237.0,0.0,511.0
2018-01-17 17:00:00+0000,60.0,3380.0,0.0,401.0
2018-01-17 18:00:00+0000,0.0,3294.0,0.0,432.0
2018-01-17 19:00:00+0000,0.0,3119.0,0.0,489.0
2018-01-17 20:00:00+0000,0.0,3197.0,0.0,477.0
2018-01-17 21:00:00+0000,0.0,3045.0,0.0,497.0
2018-01-17 22:00:00+0000,0.0,3102.0,0.0,348.0
2018-01-17 23:00:00+0000,0.0,3237.0,0.0,361.0
2018-01-18 00:00:00+0000,0.0,3063.0,0.0,346.0
2018-01-18 01:00:00+0000,0.0,2449.0,0.0,372.0
2018-01-18 02:00:00+0000,0.0,2588.0,0.0,334.0
2018-01-18 03:00:00+0000,0.0,2599.0,0.0,309.0
2018-01-18 04:00:00+0000,0.0,2683.0,0.0,370.0
2018-01-18 05:00:00+0000,0.0,3046.0,0.0,501.0
2018-01-18 06:00:00+0000,0.0,3200.0,0.0,461.0
2018-01-18 07:00:00+0000,0.0,3228.0,0.0,567.0
2018-01-18 08:00:00+0000,0.0,3282.0,0.0,554.0
2018-01-18 09:00:00+0000,0.0,3505.0,0.0,457.0
2018-01-18 10:00:00+0000,0.0,3446.0,0.0,433.0
2018-01-18 11:00:00+0000,0.0,2867.0,0.0,487.0
2018-01-18 12:00:00+0000,0.0,2948.0,0.0,508.0
2018-01-18 13:00:00+0000,0.0,3369.0,0.0,467.0
2018-01-18 14:00:00+0000,0.0,3777.0,0.0,546.0
2018-01-18 15:00:00+0000,0.0,3562.0,0.0,455.0
2018-01-18 16:00:00+0000,0.0,3490.0,0.0,366.0
