Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,110,,313,,n/e,n/e,385,,34,,,0.0,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1954,,29,,11,,0,,16,,n/e,n/e,64,
2023-01-01 01:00:00+00:00,109,,299,,n/e,n/e,328,,34,,0.0,,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1816,,26,,11,,0,,17,,n/e,n/e,46,
2023-01-01 02:00:00+00:00,109,,227,,n/e,n/e,249,,35,,0.0,,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1656,,28,,11,,0,,14,,n/e,n/e,57,
2023-01-01 03:00:00+00:00,109,,200,,n/e,n/e,168,,35,,,0.0,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1655,,27,,10,,0,,13,,n/e,n/e,85,
2023-01-01 04:00:00+00:00,109,,200,,n/e,n/e,162,,36,,,0.0,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1656,,26,,9,,0,,13,,n/e,n/e,103,
2023-01-01 05:00:00+00:00,109,,197,,n/e,n/e,242,,35,,0.0,,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1656,,28,,10,,0,,15,,n/e,n/e,47,
2023-01-01 06:00:00+00:00,110,,224,,n/e,n/e,264,,36,,0.0,,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1656,,28,,11,,0,,15,,n/e,n/e,50,
2023-01-01 07:00:00+00:00,109,,295,,n/e,n/e,317,,35,,0.0,,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1719,,32,,13,,126,,16,,n/e,n/e,46,
2023-01-01 08:00:00+00:00,106,,297,,n/e,n/e,352,,34,,0.0,,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1949,,35,,13,,467,,16,,n/e,n/e,42,
2023-01-01 09:00:00+00:00,106,,286,,n/e,n/e,169,,35,,0.0,,n/e,n/e,n/e,n/e,0,,n/e,n/e,9,,,0.0,n/e,n/e,1946,,41,,14,,722,,14,,n/e,n/e,29,
