00:00 - 01:00,40,,1652,,n/e,n/e,1679,,126,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,753,,696,,n/e,n/e,1412,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,714,
01:00 - 02:00,40,,1684,,n/e,n/e,1687,,125,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,737,,603,,n/e,n/e,1412,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,726,
02:00 - 03:00,40,,1600,,n/e,n/e,1672,,126,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,603,,371,,n/e,n/e,1412,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,849,
03:00 - 04:00,40,,1465,,n/e,n/e,1552,,120,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,507,,203,,n/e,n/e,1412,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1099,
04:00 - 05:00,40,,1301,,n/e,n/e,1398,,119,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,510,,208,,n/e,n/e,1413,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1325,
05:00 - 06:00,40,,1309,,n/e,n/e,1410,,120,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,464,,215,,n/e,n/e,1412,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1454,
06:00 - 07:00,40,,1342,,n/e,n/e,1412,,119,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,547,,215,,n/e,n/e,1413,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1547,
07:00 - 08:00,42,,1333,,n/e,n/e,1409,,115,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,498,,251,,n/e,n/e,1412,,n/e,n/e,n/e,n/e,19,,n/e,n/e,n/e,n/e,1602,
08:00 - 09:00,43,,1337,,n/e,n/e,1404,,68,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,499,,276,,n/e,n/e,1413,,n/e,n/e,n/e,n/e,127,,n/e,n/e,n/e,n/e,1535,
09:00 - 10:00,43,,1360,,n/e,n/e,1403,,68,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,508,,294,,n/e,n/e,1412,,n/e,n/e,n/e,n/e,293,,n/e,n/e,n/e,n/e,1302,
