avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
0,BE,Planned maintenance,A03,,2018-04-28 00:00:00+02:00,mjH0eX8jlSXhPOL2bUnc7w,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT1M,1,2018-03-03 00:00:00+01:00
0,BE,Planned maintenance,A03,,2018-05-21 00:00:00+02:00,-8WeyQ9rSiEhsnzEn2WnDg,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,1,2018-05-12 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-06-18 17:00:00+02:00,Duk-QUDBhV2SxrBqF3SSaA,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,2,2018-06-02 08:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-06-08 00:00:00+02:00,5kpZbhux2AMA_K-vOKd5vA,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2018-06-04 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-08-07 00:00:00+02:00,5M9SI9SorlGIkVI0QiWK0A,422.0,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2018-08-03 00:00:00+02:00
21,BE,Planned maintenance,A03,Cancelled,2018-10-29 00:00:00+01:00,xkhmbh5Z33wiNsYLggHrTQ,138.0,Fossil Gas,22WINESCO000149P,Belgium,INESCO WKK,INESCO WKK,1,MAW,PT1M,4,2018-09-29 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-06-02 23:59:00+02:00,mxoXSqHZE_2qX5AA8hUFaw,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2018-05-30 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-05-24 23:59:00+02:00,7Pklo0YwlJ7vcStG-Bkb3A,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2018-05-21 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-06-06 00:00:00+02:00,M916whZn9aJJiSSArPecEg,289.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R GT,1,MAW,PT1M,2,2018-05-26 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-06-06 00:00:00+02:00,0DIH-Svx9NHR4Ixc8BFtLQ,162.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R ST,1,MAW,PT1M,2,2018-05-26 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-05-22 00:00:00+02:00,0q4ZWUqHG1QKDOrZpfkO-g,162.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R ST,1,MAW,PT1M,2,2018-05-13 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-05-22 00:00:00+02:00,zuORZiVrv75BTNZclkckiw,289.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R GT,1,MAW,PT1M,2,2018-05-13 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-05-28 23:59:00+02:00,QbWvJucOpB0SQoMYJ60LhA,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2018-05-25 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-05-04 00:00:00+02:00,rnpDmM8z6mJOrso5WdZIjg,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,2,2018-04-23 00:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-04-13 00:00:00+02:00,jHC4SfHUTZiRtdStsairSg,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 5 T,1,MAW,PT1M,2,2018-04-03 00:00:00+02:00
25,BE,Planned maintenance,A03,Cancelled,2018-09-22 00:00:00+02:00,todZNi_b2DzXp0bwgn-ywQ,138.0,Fossil Gas,22WINESCO000149P,Belgium,INESCO WKK,INESCO WKK,1,MAW,PT1M,2,2018-09-20 00:00:00+02:00
25,BE,Planned maintenance,A03,Cancelled,2018-10-19 00:00:00+02:00,fJK00vbMzjBc6ho_PtRV2g,138.0,Fossil Gas,22WINESCO000149P,Belgium,INESCO WKK,INESCO WKK,1,MAW,PT1M,2,2018-09-22 00:00:00+02:00
0,BE,Unplanned outage,A03,,2018-01-08 00:57:00+01:00,d2kJlTu_5-Bws4fxrJSChQ,162.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R ST,1,MAW,PT60M,1,2018-01-07 21:57:00+01:00
0,BE,Unplanned outage,A03,,2018-01-08 00:57:00+01:00,q29yOSl9Nx2q9BsX8rpeZA,289.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R GT,1,MAW,PT60M,1,2018-01-07 21:57:00+01:00
0,BE,Unplanned outage,A03,,2018-01-08 09:47:00+01:00,TET79XnxDlIEhyVBap5zKw,289.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R GT,1,MAW,PT60M,1,2018-01-08 07:47:00+01:00
0,BE,Unplanned outage,A03,,2018-01-08 05:59:00+01:00,4LpI7X4gWqZm4iuXXgqE3g,162.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R ST,1,MAW,PT60M,3,2018-01-07 22:59:00+01:00
0,BE,Unplanned outage,A03,,2018-01-08 05:59:00+01:00,DNS9vdVoScVu1r80ZSLYOA,289.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R GT,1,MAW,PT60M,3,2018-01-07 22:59:00+01:00
0,BE,Unplanned outage,A03,,2018-01-08 09:47:00+01:00,nIpgeRoVVmjxghyXRf5qYg,162.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R ST,1,MAW,PT60M,1,2018-01-08 07:47:00+01:00
157,BE,Planned maintenance,A03,Cancelled,2018-06-09 00:00:00+02:00,KvMep_pmsO3_kV7GLaKknA,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT60M,2,2018-01-18 00:00:00+01:00
157,BE,Planned maintenance,A03,Cancelled,2018-01-18 00:00:00+01:00,GS3TbzFHDtAm0Y0G70ynBw,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT60M,2,2018-01-16 19:00:00+01:00
157,BE,Planned maintenance,A03,Cancelled,2018-06-09 00:00:00+02:00,k8nk2yBs7faQhkI_-lXb0g,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT60M,2,2018-01-19 00:00:00+01:00
146.35,BE,Planned maintenance,A03,Cancelled,2018-01-19 00:00:00+01:00,179CmViaEldkZ7g6peDAVw,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT60M,2,2018-01-18 00:00:00+01:00
146.35,BE,Planned maintenance,A03,Cancelled,2018-01-19 00:00:00+01:00,7FjRp4rHMtRYSTgRW24RaA,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT60M,2,2018-01-18 00:00:00+01:00
153.72,BE,Planned maintenance,A03,,2018-01-17 08:00:00+01:00,qJSw_ThiYhkZ2k3w0V0mYw,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT60M,2,2018-01-16 19:00:00+01:00
153.72,BE,Planned maintenance,A03,,2018-01-18 19:00:00+01:00,6VuY5v9rZ1juTXRJduG8gg,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT60M,1,2018-01-18 08:00:00+01:00
0,BE,Unplanned outage,A03,,2018-01-18 10:30:00+01:00,R885wfmm71YTlhPDHi6YIw,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2018-01-18 10:20:00+01:00
0,BE,Unplanned outage,A03,,2018-01-19 20:00:00+01:00,R885wfmm71YTlhPDHi6YIw,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT15M,2,2018-01-18 10:30:00+01:00
0,BE,Unplanned outage,A03,,2018-01-29 14:16:00+01:00,PonAOOR_6cK5Ee5Kl4Lhxw,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT60M,1,2018-01-28 23:16:00+01:00
0,BE,Unplanned outage,A03,,2018-02-01 15:31:00+01:00,9RzGIQbLBkov89DkJ996zA,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT60M,2,2018-02-01 13:31:00+01:00
0,BE,Planned maintenance,A03,,2018-02-01 17:30:00+01:00,iRzTSirqd5Bcz4N-X0pwBg,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT60M,2,2018-02-01 11:30:00+01:00
0,BE,Planned maintenance,A03,Cancelled,2018-03-16 07:45:00+01:00,Yso1oAbRa4JRsjPen-Cxeg,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT15M,3,2018-03-10 01:00:00+01:00
0,BE,Planned maintenance,A03,Cancelled,2018-03-16 07:59:00+01:00,Yso1oAbRa4JRsjPen-Cxeg,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,3,2018-03-16 07:45:00+01:00
0,BE,Planned maintenance,A03,,2018-04-20 07:45:00+02:00,eOOdrQRhA6W5Q9C6e6xH-Q,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT15M,1,2018-04-14 01:00:00+02:00
0,BE,Planned maintenance,A03,,2018-04-20 07:59:00+02:00,eOOdrQRhA6W5Q9C6e6xH-Q,419.8,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,1,2018-04-20 07:45:00+02:00
0,BE,Unplanned outage,A03,,2018-02-08 11:21:00+01:00,ZipGaHQeCRD0xYHtQxbWCA,289.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R GT,1,MAW,PT60M,4,2018-01-17 21:21:00+01:00
0,BE,Unplanned outage,A03,,2018-02-08 11:21:00+01:00,GC9wMhVwZhBQ5L-7jOvWtw,162.0,Fossil Gas,22WAMERCO000010Y,Belgium,Amercoeur 1 R TGV,Amercoeur 1 R ST,1,MAW,PT60M,4,2018-01-17 21:21:00+01:00
0,BE,Planned maintenance,A03,,2018-02-12 13:30:00+01:00,HAO8UXzP543Jndgrh1aDsw,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT60M,1,2018-02-12 12:30:00+01:00
0,BE,Planned maintenance,A03,Cancelled,2018-10-11 17:00:00+02:00,-Ct9q0olh2kst0AJFG6Grw,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 5 T,1,MAW,PT60M,2,2018-10-01 08:00:00+02:00
0,BE,Planned maintenance,A03,Cancelled,2018-09-21 00:00:00+02:00,w3dydZZF2YikmGiCN3BU2w,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT60M,2,2018-05-07 00:00:00+02:00
