00:00 - 01:00,45,,1776,,n/e,n/e,1106,,192,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,329,,706,,n/e,n/e,1402,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,849,
01:00 - 02:00,45,,1628,,n/e,n/e,1102,,191,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,321,,595,,n/e,n/e,1402,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,763,
02:00 - 03:00,45,,1603,,n/e,n/e,1099,,194,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,341,,422,,n/e,n/e,1402,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,714,
03:00 - 04:00,45,,1505,,n/e,n/e,1104,,192,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,353,,419,,n/e,n/e,1402,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,651,
04:00 - 05:00,45,,1573,,n/e,n/e,1110,,193,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,350,,403,,n/e,n/e,1402,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,615,
05:00 - 06:00,40,,1610,,n/e,n/e,1227,,187,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,548,,246,,n/e,n/e,1401,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,546,
06:00 - 07:00,41,,1660,,n/e,n/e,1323,,195,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,552,,197,,n/e,n/e,1401,,n/e,n/e,n/e,n/e,27,,n/e,n/e,n/e,n/e,422,
07:00 - 08:00,41,,1649,,n/e,n/e,1315,,194,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,684,,253,,n/e,n/e,1401,,n/e,n/e,n/e,n/e,182,,n/e,n/e,n/e,n/e,366,
08:00 - 09:00,38,,1594,,n/e,n/e,1319,,187,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,609,,199,,n/e,n/e,1393,,n/e,n/e,n/e,n/e,408,,n/e,n/e,n/e,n/e,527,
09:00 - 10:00,37,,1614,,n/e,n/e,1333,,190,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,456,,141,,n/e,n/e,1363,,n/e,n/e,n/e,n/e,522,,n/e,n/e,n/e,n/e,710,
10:00 - 11:00,39,,1736,,n/e,n/e,1417,,204,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,564,,188,,n/e,n/e,1377,,n/e,n/e,n/e,n/e,562,,n/e,n/e,n/e,n/e,331,
11:00 - 12:00,40,,1734,,n/e,n/e,1413,,204,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,539,,184,,n/e,n/e,1401,,n/e,n/e,n/e,n/e,538,,n/e,n/e,n/e,n/e,426,
12:00 - 13:00,40,,1671,,n/e,n/e,1372,,196,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,546,,166,,n/e,n/e,1403,,n/e,n/e,n/e,n/e,440,,n/e,n/e,n/e,n/e,617,
13:00 - 14:00,40,,1762,,n/e,n/e,1381,,197,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,671,,155,,n/e,n/e,1403,,n/e,n/e,n/e,n/e,222,,n/e,n/e,n/e,n/e,590,
14:00 - 15:00,40,,1815,,n/e,n/e,1387,,194,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,727,,411,,n/e,n/e,1404,,n/e,n/e,n/e,n/e,34,,n/e,n/e,n/e,n/e,492,
15:00 - 16:00,40,,1844,,n/e,n/e,1521,,210,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,966,,825,,n/e,n/e,1404,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,459,
16:00 - 17:00,40,,1784,,n/e,n/e,1512,,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,935,,1023,,n/e,n/e,1404,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,574,
17:00 - 18:00,40,,1792,,n/e,n/e,1508,,193,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,995,,797,,n/e,n/e,1404,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,715,
18:00 - 19:00,40,,1827,,n/e,n/e,1491,,187,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,915,,640,,n/e,n/e,1406,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,839,
19:00 - 20:00,40,,1831,,n/e,n/e,1497,,186,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,734,,482,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1013,
20:00 - 21:00,40,,1779,,n/e,n/e,1316,,186,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,685,,282,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1264,
21:00 - 22:00,40,,1782,,n/e,n/e,1303,,195,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,601,,223,,n/e,n/e,1406,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,912,
22:00 - 23:00,39,,1611,,n/e,n/e,1310,,201,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,517,,119,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,985,
23:00 - 00:00,37,,1387,,n/e,n/e,1314,,186,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,404,,75,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1177,
00:00 - 01:00,37,,1481,,n/e,n/e,1103,,200,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,555,,115,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,755,
01:00 - 02:00,37,,1359,,n/e,n/e,1095,,185,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,376,,68,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,986,
02:00 - 03:00,37,,1366,,n/e,n/e,1091,,187,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,404,,82,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,878,
03:00 - 04:00,37,,1430,,n/e,n/e,1099,,196,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,493,,123,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,813,
04:00 - 05:00,37,,1425,,n/e,n/e,1102,,197,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,468,,94,,n/e,n/e,1406,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1174,
05:00 - 06:00,39,,1387,,n/e,n/e,1199,,191,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,471,,120,,n/e,n/e,1406,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1388,
06:00 - 07:00,42,,1412,,n/e,n/e,1327,,194,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,513,,192,,n/e,n/e,1406,,n/e,n/e,n/e,n/e,9,,n/e,n/e,n/e,n/e,1475,
07:00 - 08:00,43,,1431,,n/e,n/e,1505,,197,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,555,,230,,n/e,n/e,1406,,n/e,n/e,n/e,n/e,61,,n/e,n/e,n/e,n/e,1633,
08:00 - 09:00,43,,1465,,n/e,n/e,1402,,193,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,769,,472,,n/e,n/e,1406,,n/e,n/e,n/e,n/e,163,,n/e,n/e,n/e,n/e,1562,
09:00 - 10:00,43,,1613,,n/e,n/e,1394,,203,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,775,,523,,n/e,n/e,1406,,n/e,n/e,n/e,n/e,251,,n/e,n/e,n/e,n/e,1367,
10:00 - 11:00,43,,1766,,n/e,n/e,1381,,198,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,728,,516,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,307,,n/e,n/e,n/e,n/e,1163,
11:00 - 12:00,43,,1796,,n/e,n/e,1501,,198,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,716,,566,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,307,,n/e,n/e,n/e,n/e,1018,
12:00 - 13:00,43,,1847,,n/e,n/e,1506,,200,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,715,,748,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,242,,n/e,n/e,n/e,n/e,825,
13:00 - 14:00,43,,1845,,n/e,n/e,1508,,195,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,837,,824,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,127,,n/e,n/e,n/e,n/e,816,
14:00 - 15:00,43,,1877,,n/e,n/e,1510,,190,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,882,,984,,n/e,n/e,1405,,n/e,n/e,n/e,n/e,21,,n/e,n/e,n/e,n/e,824,
15:00 - 16:00,43,,1897,,n/e,n/e,1511,,220,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1062,,1576,,n/e,n/e,1404,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,753,
16:00 - 17:00,43,,1853,,n/e,n/e,1503,,212,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,993,,1841,,n/e,n/e,1404,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,708,
17:00 - 18:00,43,,1828,,n/e,n/e,1501,,212,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,843,,1802,,n/e,n/e,1404,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,762,
