00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2295,,n/e,n/e,8211,,1591,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5355,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2076,,n/e,n/e,8210,,1565,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5234,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2039,,n/e,n/e,8207,,1568,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5011,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2086,,n/e,n/e,8207,,1558,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4934,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2349,,n/e,n/e,8208,,1558,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4895,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2382,,n/e,n/e,8206,,1581,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4894,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2726,,n/e,n/e,8206,,1618,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4836,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2972,,n/e,n/e,8207,,1633,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4900,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2885,,n/e,n/e,8205,,1662,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5030,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2878,,n/e,n/e,8204,,1708,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5074,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3014,,n/e,n/e,8205,,1691,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5232,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3115,,n/e,n/e,8206,,1699,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5459,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3172,,n/e,n/e,8206,,1719,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5631,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3007,,n/e,n/e,8207,,1665,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5747,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3391,,n/e,n/e,8207,,1669,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5949,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3652,,n/e,n/e,8207,,1666,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6055,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3915,,n/e,n/e,8208,,1686,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6108,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4035,,n/e,n/e,8209,,1687,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6168,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3940,,n/e,n/e,8203,,1657,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6196,
