,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Ilomantsin pellettitehdas,2.8,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vapo Oy,,
,Imatra,192.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Fortum Power & Heat OY,61.166797,28.774695
,Imatran Energia,10.0,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Imatran Energia Oy,,
,Inkeroinen ve,17.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Isohaara,106.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,PVO Vesivoima Oy,65.79290300000001,24.544698
,Jalasjoki/Niiles,1.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Koskivoima Oy,,
,Joensuu,68.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Fortum Power and Heat Oy,,
,Joutseno,85.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Metsä Fibre Oy,61.130618000000005,28.45412
,Joutseno,3.9,1.0,FI,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,FC Power,61.130618000000005,28.45412
,Jouttikallio,3.1,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vattenfall Sähköntuotanto oy,,
,Juankoski,5.5,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Savon Voima Oyj,,
,Jumisko,26.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,PVO Vesivoima Oy,,
,Juntola,1.8,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Koskivoima Oy,,
,Juotas,3.7,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Keski-Lapin voima Oy,,
,Juva,1.4,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Koskivoima Oy,,
,Jylhämä,55.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,"Fortum Power & Heat , Generation",64.57230600000001,26.781238
,Jämsänkoski bv,43.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM-Kymmene Oyj,,
,Järvelän vaneritehdas,1.6,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskipower Oy,,
,Järvenpää,23.8,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Fortum Power and Heat Oy,,
,Kaaranneskoski,2.8,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Tornionlaakson Voima Oy-,,
,Kaarni,1.2,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Rovakairan Tuotanto Oy,,
,Kaihua,5.4,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Rovakairan Tuotanto Oy,,
,Kaipola,25.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM-Kymmene Oyj,,
,Kaitfors,7.6,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Oy Perhonjoki Ab,,
,Kalajärvi,1.8,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Seinäjoen Energia Oy,,
,Kallioinen,12.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM Energy Oy,,
,Kaltimo,32.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM Energy Oy,,
,Kankaanpää,7.0,1.0,FI,,,,Oil,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vatajankosken Sähkö Oy,,
,Karjalankoski,4.5,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Savon Voima Oyj,,
,Karvetti,1.1,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Naantalin Energia Oy,,
,Kaskinen lv ja vp,0.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Metsä Fibre Oy,,
,Katerma,11.5,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM Energy Oy,,
,Kattilakoski,2.1,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Oy HERRFORS Ab,,
,Kaukopää,134.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Stora Enso Oyj,61.249624,28.861259000000004
,Kauttua,19.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Adven Oy,,
,Kavo,79.2,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kainuun Voima Oy,64.23271700000001,27.687006
,Keljonlahti,190.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Jyväskylän Voima Oy,62.192431000000006,25.738151
,Kellosaari,118.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Helsingin Energia,60.161893000000006,24.908344
,Keltti,19.1,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM Energy Oy,,
,Kelukoski,9.8,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Kemi,75.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Metsä Fibre Oy,65.755324,24.523489
,Kemijärvi,4.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijärven Lämpö ja Vesi Oy,,
,Kerava,3.7,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Keravan Energia Oy,,
,Kerava,19.04,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Keravan Lämpövoima Oy,,
,Kierikki,38.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,PVO Vesivoima Oy,,
,Kiimassuo,13.5,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vapo Oy,,
,Killinkoski,4.5,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Killin Voima Oy,,
,Kiltua,5.6,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Savon Voima Oyj,,
,Kirakkaköngäs,1.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Inergia Oy,,
,Kirkniemi,128.0,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Sappi Finland Oy,60.190917000000006,23.943651000000003
,Kissakoski,1.6,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,SUUR-SAVON SÄHKÖ Oy,,
,Klåsarö,4.5,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Oy Mankala Ab,,
,Koivukoski,1.8,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kolsin Vesivoimantuotanto Oy,,
,Koivukoski 1 ja 2,2.63,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kainuun Voima Oy,,
,Koivukoski 3,24.3,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kainuun Voima Oy,,
,Kokkola,30.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kokkolan Energia Oy,,
,Kokkola,19.5,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kokkolan Voima Oy,,
,Kokkosniva,25.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Kolsi,45.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kolsin Vesivoimantuotanto Oy,,
,Koneharju kt,4.6,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Lahti Energia Oy,,
,Korkeakoski,8.5,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kolsin Vesivoimantuotanto Oy,,
,Koskensaari,1.2,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Helsingin Rauta Oy,,
,Koskenvarsi,0.9,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Alajärven Sähkö Oy,,
,Kotka,72.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kotka Mills Oy,60.467787,26.95737
,Kristiina 1,0.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,PVO-Lämpövoima Oy,,
,Kristiinankaupunki kt,60.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Fingrid Oyj,62.256194,21.329263
,Kuhankoski,3.2,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Oy,,
,Kuhmon Lämpö,4.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kuhmon Lämpö Oy,,
,Kumpuniemi,2.5,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kumpuniemen Voima Oy,,
,Kuokkastenkoski,2.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Pohjois-Karjalan Sähkö Oy,,
,"Kuopio, Savon Sellu",20.5,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Savon Sellu OY,,
,Kurittukoski,15.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Kurkiaska,27.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Kuurna,21.2,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kuurnan Voima Oy,,
,Kuusaanniemi,64.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM-Kymmene Oyj,60.908516000000006,26.66484
,Kuusamo,6.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Adven Oy,,
,Kuusankoski bv,76.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kymin Voima Oy,60.908516000000006,26.66484
,Kuusankoski ve,30.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM Energy Oy,,
,Kymijärvi 2,40.0,1.0,FI,,,,Non-renewable waste,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Lahti Energia Oy,,
,Kyrkösjärvi,7.8,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Seinäjoen Energia Oy,,
,Käenkoski,2.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Killin Voima Oy,,
,Lappeenranta TG9,67.3,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM-Kymmene Oyj,61.065147,28.243317
,"Lappeenranta, Kaukaan tehdas",119.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kaukaan Voima Oy,61.066667,28.244444
,Lapua,4.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kiviristin Lämpö Oy,,
,Leppikoski,24.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,"Fortum Power & Heat , Generation",,
,Lestijärvi,1.3,1.0,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Verkko Korpela Oy,,
,Leuhunkoski,3.2,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vattenfall Sähköntuotanto oy,,
,Lieksa Kevätniemi,7.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vapo Oy,,
,Lieksankoski,18.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Lielahti,142.0,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Tampereen Sähkölaitos,61.510417,23.675233
,Liunankoski,1.2,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Savon Voima Oyj,,
,Loviisa kt,40.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Fingrid Oyj,,
,Långfors,1.2,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Oy HERRFORS Ab,,
,Maalismaa,38.5,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,PVO Vesivoima Oy,,
,Maavesi,1.9,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Savon Voima Oyj,,
,Mankala,30.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Oy Mankala Ab,,
,Martinlaakso,199.1,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vantaan Energia Oy,60.283333,24.836389
,Matarakoski,11.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Melo,70.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,PVO Vesivoima Oy,61.463694,23.43675
,Merikoski,42.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Oulun Energia,,
,Mertaniemi 1 ja 2 ,102.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Lappeenrannan Lämpövoima Oy,61.081336,28.17078
,Montta,47.3,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,"Fortum Power & Heat , Generation",64.82075,26.015535
,Mustio,1.8,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Koskivoima Oy,,
,Myllykoski,1.3,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Koskivoima Oy,,
,Myllykoski ve,25.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Myllykoski Paper Oy,,
,Myllykoski vp,32.8,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM,,
,Mäkipää Diesel,1.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vaasan Sähköverkko Oy,,
,Mänttä lä,12.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Mäntän Energia Oy,,
,Mänttä ve,1.5,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Mäntän Energia Oy,,
,Naantali kt,40.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Fingrid Oyj,,
,Naistenlahti 1,129.0,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Tampereen Sähkölaitos,61.509751,23.777523
,Naistenlahti 2,62.2,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Tampereen Sähkölaitos,61.509751,23.777523
,Nastola kt,4.6,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Lahti Energia Oy,,
,Nikkilä,5.4,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Keravan Energia Oy,,
,Nivala,5.3,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Nivalan Kaukolämpö Oy,,
,Nokia kombi,72.0,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Leppäkosken Sähkö Oy,61.474321,23.496597
,Nuojua,85.2,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,"Fortum Power & Heat , Generation",64.577562,26.713644
,Oksava,3.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Vattenfall Sähköntuotanto oy,,
,Olkiluoto kt,100.5,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Fingrid Oyj,61.239622,21.448376
,Ossauskoski,124.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,66.155661,25.123996
,Oulu,105.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,"Stora Enso Oyj, Oulun tehdas",65.006027,25.437086
,"Oulu, Laanilan Voima",28.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Laanilan Voima Oy,,
,Padinki,1.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Korpelan Voima kuntayhtymä,,
,Pahkakoski,42.1,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,PVO Vesivoima Oy,,
,Palokki,6.8,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Pohjois-Karjalan Sähkö Oy,,
,Pamilo,85.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Pamilo Oy,62.801178,30.426259
,Pankakoski,15.6,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Parantalankoski,0.9,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Oy,,
,Patalankoski,2.4,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM-Kymmene Oyj,,
,Peltokoski,2.3,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Koskivoima Oy,,
,Permantokoski,13.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Petäjäskoski,182.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,66.272077,25.337247
,Pieksämäki,10.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Savon Voima Oyj,,
,Pietarsaari (Wisapower Oy),116.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,UPM-Kymmene Oyj Wisaforest,63.70127900000001,22.71243
,Pihlava,0.0,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Pori Energia Oy,,
,Pirttikoski,152.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,66.340106,27.154137
,Pitkämö,6.3,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Koskienergia Koskivoima Oy,,
,Pori,81.4,1.0,FI,,,,Bioenergy,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Porin Prosessivoima Oy,61.575905000000006,21.55656
,Portimokoski,11.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Tornionlaakson Voima Oy-,,
,Porttipahta,35.0,1.0,FI,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kemijoki Oy,,
,Porvoo,31.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kilpilahden Voimalaitos Oy,60.310398,25.523361
,Porvoo Kilpilahti,27.0,1.0,FI,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Fingrid Oyj,60.310398,25.523361
,Porvoo kt 2,48.0,1.0,FI,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://energiavirasto.fi/toimitusvarmuus,Kilpilahden Voimalaitos Oy,60.310398,25.523361
