Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,MEGALOPOLI_V,811,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AG_NIKOLAOS2,803,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PTOLEMAIDA5,616,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LAVRIO4,550,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMOTINI,476,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KREMASTA,437,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KORINTHOS_POWER,433,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PROTERGIA_CC,432,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERON_CC,422,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALIVERI5,417,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELPEDISON_THISVI,410,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELPEDISON_THESS,400,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LAVRIO5,378,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,POLYFYTO,375,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AG_DIMITRIOS5,342,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALOUMINIO,334,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KASTRAKI,320,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SFIKIA,315,1.0,EL,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,POURNARI1,300,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MELITI,289,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AG_DIMITRIOS4,283,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AG_DIMITRIOS3,283,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AG_DIMITRIOS2,274,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AG_DIMITRIOS1,274,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MEGALOPOLI4,256,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MEGALOPOLI3,255,1.0,EL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P_AOOU,210,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ILARIONAS,154,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STRATOS1,150,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLASTIRAS,130,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THESAVROS1,128,1.0,EL,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THESAVROS2,128,1.0,EL,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
