Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,THESAVROS3,128,1.0,EL,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLATANOVRYSI,116,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ASOMATA,108,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LADONAS,70,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AGRAS,50,1.0,EL,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERON3,49,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERON2,49,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERON1,49,1.0,EL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,POURNARI2,34,1.0,EL,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EDESSAIOS,19,1.0,EL,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
