Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Kvilldal,1240.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tonstad,960.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aurland1,840.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Svartisen,720.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sy-Sima,720.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saurdal,640.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lang Sima,580.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rana,500.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tokke,440.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Naturkraft CCPP,420.0,1.0,NO,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Holen,415.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Øyfjellet Vindkraftverk,,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyin,390.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brokke,379.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lysebotn 2,370.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nedre Rossaga,350.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nedre Vinstra,344.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Evanger,330.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EVM,328.0,1.0,NO,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vinje,309.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kobbelv,300.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skjomen,300.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jostedal,290.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aurland3,290.0,1.0,NO,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kvenndalsfjellet vindpark,288.0,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Storheia Vindpark,288.0,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aura,283.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonna,275.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fortun,270.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nes OEK,260.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauranger,256.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roan Vindpark,256.0,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blafal.V,240.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F.K.F,230.0,1.0,NO,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hol 1,230.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Melkoya,230.0,1.0,NO,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lysebotn,228.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nea,222.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tysso 2,220.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oksla,220.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RKA Nyhamna,215.0,1.0,NO,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vamma,213.0,1.0,NO,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Borgund,212.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tonstad Vindpark,210.0,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nore 1,206.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vemork,204.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solhom,200.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duge,200.0,1.0,NO,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usta Kraftstasjon,196.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saheim,187.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usta,186.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,185.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Geitfjellet vindpark,181.0,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siso,180.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tunnsjodal,171.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Suldal 1,170.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steinsland,170.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TBO RKA,167.0,1.0,NO,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alta krv,165.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Torpa,164.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hylen,160.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roldal,160.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tellenes Vindpark,160.0,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ovre Rossaga,159.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midtfjellet,150.0,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matre,150.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Suldal 2,150.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ana-Sira,150.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dale,144.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Driva,144.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grytten Kraftver,144.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aurland2,143.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Svelgen,140.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ovre Vinstra,140.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Songa,136.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Askara,133.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bratsberg,132.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Straumsmo,130.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trollheim,130.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kolsvik,128.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harbaksfjellet vindpark,126.0,1.0,NO,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lomi,120.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tjorhom,120.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hjartdola,120.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steinsfoss,115.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leirdola,115.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rendal 2,114.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tafjord4,113.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tjodan,113.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blafal.3,113.0,1.0,NO,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
