00:00 - 00:15,0,0,n/e,n/e,n/e,n/e,2338,38,3493,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,488,0,4659,642,n/e,n/e,0,0,129,0,203,0,396,0
00:15 - 00:30,0,0,n/e,n/e,n/e,n/e,2394,36,3566,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4540,661,n/e,n/e,0,0,122,0,207,0,387,0
00:30 - 00:45,0,0,n/e,n/e,n/e,n/e,2341,35,3530,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4614,675,n/e,n/e,0,0,137,0,212,0,391,0
00:45 - 01:00,0,0,n/e,n/e,n/e,n/e,2189,35,3505,4,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4603,679,n/e,n/e,0,0,130,0,211,0,377,0
01:00 - 01:15,0,0,n/e,n/e,n/e,n/e,2088,34,3562,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4545,655,n/e,n/e,0,0,126,0,215,0,373,0
01:15 - 01:30,0,0,n/e,n/e,n/e,n/e,2126,36,3590,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4581,637,n/e,n/e,0,0,119,0,220,0,379,0
01:30 - 01:45,0,0,n/e,n/e,n/e,n/e,2012,39,3562,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4643,649,n/e,n/e,0,0,128,0,220,0,381,0
01:45 - 02:00,0,0,n/e,n/e,n/e,n/e,1963,39,3510,4,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4564,657,n/e,n/e,0,0,124,0,221,0,394,0
02:00 - 02:15,0,0,n/e,n/e,n/e,n/e,2007,39,3523,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,489,0,4432,674,n/e,n/e,0,0,136,0,221,0,380,0
02:15 - 02:30,0,0,n/e,n/e,n/e,n/e,2028,42,3552,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4403,676,n/e,n/e,0,0,129,0,221,0,391,0
02:30 - 02:45,0,0,n/e,n/e,n/e,n/e,1959,41,3523,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4374,687,n/e,n/e,0,0,135,0,220,0,407,0
02:45 - 03:00,0,0,n/e,n/e,n/e,n/e,1930,41,3489,4,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4348,690,n/e,n/e,0,0,133,0,223,0,407,0
03:00 - 03:15,0,0,n/e,n/e,n/e,n/e,1981,39,3466,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4359,694,n/e,n/e,0,0,129,0,223,0,405,0
03:15 - 03:30,0,0,n/e,n/e,n/e,n/e,1967,38,3458,4,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4367,702,n/e,n/e,0,0,132,0,223,0,412,0
03:30 - 03:45,0,0,n/e,n/e,n/e,n/e,1957,38,3446,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,488,0,4342,713,n/e,n/e,0,0,130,0,223,0,411,0
03:45 - 04:00,0,0,n/e,n/e,n/e,n/e,1931,37,3441,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,488,0,4317,716,n/e,n/e,0,0,132,0,223,0,425,0
04:00 - 04:15,0,0,n/e,n/e,n/e,n/e,1834,37,3355,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,488,0,4308,718,n/e,n/e,0,0,131,0,224,0,421,0
04:15 - 04:30,0,0,n/e,n/e,n/e,n/e,1824,38,3307,4,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,488,0,4307,720,n/e,n/e,0,0,135,0,222,0,421,0
04:30 - 04:45,0,0,n/e,n/e,n/e,n/e,1833,39,3315,4,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,488,0,4243,722,n/e,n/e,0,0,133,0,222,0,406,0
04:45 - 05:00,0,0,n/e,n/e,n/e,n/e,1873,37,3360,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4187,717,n/e,n/e,0,0,131,0,220,0,406,0
05:00 - 05:15,0,0,n/e,n/e,n/e,n/e,1796,37,3287,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,488,0,4209,713,n/e,n/e,0,0,134,0,222,0,395,0
05:15 - 05:30,0,0,n/e,n/e,n/e,n/e,1825,38,3277,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4166,697,n/e,n/e,0,0,129,0,223,0,382,0
05:30 - 05:45,0,0,n/e,n/e,n/e,n/e,1837,37,3261,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4221,687,n/e,n/e,0,0,140,0,223,0,355,0
05:45 - 06:00,0,0,n/e,n/e,n/e,n/e,1782,37,3227,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4269,689,n/e,n/e,0,0,145,0,223,0,346,0
06:00 - 06:15,0,0,n/e,n/e,n/e,n/e,1799,38,3187,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4215,710,n/e,n/e,0,0,143,0,222,0,339,0
06:15 - 06:30,0,0,n/e,n/e,n/e,n/e,1816,37,3173,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4182,712,n/e,n/e,0,0,144,0,222,0,350,0
06:30 - 06:45,0,0,n/e,n/e,n/e,n/e,1836,37,3206,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4146,706,n/e,n/e,0,0,147,0,223,0,350,0
06:45 - 07:00,0,0,n/e,n/e,n/e,n/e,1904,37,3284,4,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4136,702,n/e,n/e,0,0,138,0,224,0,356,0
07:00 - 07:15,0,0,n/e,n/e,n/e,n/e,1976,38,3299,5,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,487,0,4240,703,n/e,n/e,0,0,144,0,224,0,359,0
