Year,Month,Day,Hour,Minute,MTU,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023,,,0,0,00:00 - 01:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,72,,2150,,5570,,n/e,n/e,n/e,n/e,0,,67,,n/e,n/e,30,,n/e,n/e,2218,
2023,,,1,0,01:00 - 02:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,71,,2149,,4712,,n/e,n/e,n/e,n/e,0,,67,,n/e,n/e,29,,n/e,n/e,2150,
2023,,,2,0,02:00 - 03:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,66,,2126,,4390,,n/e,n/e,n/e,n/e,0,,63,,n/e,n/e,30,,n/e,n/e,2056,
2023,,,3,0,03:00 - 04:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,67,,2129,,4464,,n/e,n/e,n/e,n/e,0,,62,,n/e,n/e,29,,n/e,n/e,1873,
2023,,,4,0,04:00 - 05:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,65,,2054,,4640,,n/e,n/e,n/e,n/e,0,,59,,n/e,n/e,30,,n/e,n/e,1698,
2023,,,5,0,05:00 - 06:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,65,,2047,,4719,,n/e,n/e,n/e,n/e,0,,57,,n/e,n/e,30,,n/e,n/e,1754,
2023,,,6,0,06:00 - 07:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,66,,2060,,4993,,n/e,n/e,n/e,n/e,0,,53,,n/e,n/e,30,,n/e,n/e,1737,
2023,,,7,0,07:00 - 08:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,66,,2057,,5116,,n/e,n/e,n/e,n/e,0,,55,,n/e,n/e,31,,n/e,n/e,1740,
2023,,,8,0,08:00 - 09:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,66,,2043,,5668,,n/e,n/e,n/e,n/e,0,,57,,n/e,n/e,31,,n/e,n/e,1916,
2023,,,9,0,09:00 - 10:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,72,,2014,,6031,,n/e,n/e,n/e,n/e,0,,62,,n/e,n/e,31,,n/e,n/e,1963,
2023,,,10,0,10:00 - 11:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,75,,2053,,6812,,n/e,n/e,n/e,n/e,0,,72,,n/e,n/e,32,,n/e,n/e,1894,
2023,,,11,0,11:00 - 12:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,2096,,7089,,n/e,n/e,n/e,n/e,0,,62,,n/e,n/e,32,,n/e,n/e,1991,
2023,,,12,0,12:00 - 13:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,2110,,7408,,n/e,n/e,n/e,n/e,0,,58,,n/e,n/e,32,,n/e,n/e,2224,
2023,,,13,0,13:00 - 14:00,0,,n/e,n/e,n/e,n/e,207,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,2108,,7202,,n/e,n/e,n/e,n/e,0,,59,,n/e,n/e,36,,n/e,n/e,2246,
2023,,,14,0,14:00 - 15:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,2149,,8527,,n/e,n/e,n/e,n/e,0,,61,,n/e,n/e,32,,n/e,n/e,2144,
2023,,,15,0,15:00 - 16:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,2210,,10420,,n/e,n/e,n/e,n/e,0,,60,,n/e,n/e,37,,n/e,n/e,1943,
2023,,,16,0,16:00 - 17:00,0,,n/e,n/e,n/e,n/e,203,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,2224,,10559,,n/e,n/e,n/e,n/e,0,,60,,n/e,n/e,34,,n/e,n/e,1860,
2023,,,17,0,17:00 - 18:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,75,,2200,,10098,,n/e,n/e,n/e,n/e,0,,58,,n/e,n/e,33,,n/e,n/e,1781,
2023,,,18,0,18:00 - 19:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,75,,2162,,10033,,n/e,n/e,n/e,n/e,0,,60,,n/e,n/e,38,,n/e,n/e,1872,
2023,,,19,0,19:00 - 20:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,2173,,9949,,n/e,n/e,n/e,n/e,0,,59,,n/e,n/e,37,,n/e,n/e,1845,
2023,,,20,0,20:00 - 21:00,0,,n/e,n/e,n/e,n/e,206,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,2198,,9988,,n/e,n/e,n/e,n/e,0,,61,,n/e,n/e,37,,n/e,n/e,1700,
2023,,,21,0,21:00 - 22:00,0,,n/e,n/e,n/e,n/e,205,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,75,,2190,,9730,,n/e,n/e,n/e,n/e,0,,63,,n/e,n/e,37,,n/e,n/e,1588,
2023,,,22,0,22:00 - 23:00,0,,n/e,n/e,n/e,n/e,205,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,75,,2172,,9526,,n/e,n/e,n/e,n/e,0,,65,,n/e,n/e,37,,n/e,n/e,1411,
