Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
DE1 0 lignite-1970,1722.5572897577886,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-1975,3608.0,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-1975,4079.546814715448,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 oil-1975,359.0,1,DE,,,STUR,OIL,0.35,3.125,3.5,0.0379,0.0379,35280.965,0.0,1.17,0.4,0.41,1.0,0.79,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-1980,1809.0,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0061678631,0.0061678631,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-1980,2380.965161753003,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-1990,283.2,1,DE,,,COMC,GAS,0.58,3.125,3.25,0.06415,0.06415,21.4,0.0,0.375,0.325,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-1995,3038.584,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-1995,1031.19888528119,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 oil-1995,137.5,1,DE,,,STUR,OIL,0.35,3.125,3.5,0.0379,0.0379,35280.965,0.0,1.17,0.4,0.41,1.0,0.79,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-2000,3551.31,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 OCGT-2000,14.0,1,DE,,,GTUR,GAS,0.41,0.55,0.625,0.15415,0.15415,47.26,0.0,0.73,0.35,0.425,0.1,0.65,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-2000,1475.423802790397,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 oil-2000,97.3,1,DE,,,GTUR,OIL,0.35,0.55,0.625,0.15415,0.15415,47.26,1499.446209,0.73,0.35,0.0,0.1,0.8,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-2005,2157.11,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-2005,23.22,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 oil-2005,97.1,1,DE,,,GTUR,OIL,0.35,0.55,0.625,0.15415,0.15415,47.26,1499.446209,0.73,0.35,0.0,0.1,0.8,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-2010,5445.5,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0013141176,0.0013141176,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-2010,97.88188952323983,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 oil-2010,60.0,1,DE,,,GTUR,OIL,0.35,0.0,0.0,0.086206897,0.110862069,3675.461612,1513.279258,0.0,0.137931035,0.11,0.0,0.8,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-2015,1714.99,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0061678631,0.0061678631,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 OCGT-2015,33.15,1,DE,,,GTUR,GAS,0.41,0.0,0.0,0.166666666666667,0.166666666666667,0.0,0.0,0.0,0.2,0.425,0.166666666666667,0.65,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-2015,2140.3,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-2020,1055.5,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.01117,0.01117,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-2025,2344.5,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 PHS,7526.22,1,DE,,,HPHS,WAT,0.8660254037844386,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,42151.31431178902,0.0,,0.8660254037844386,,,,,,,,
DE1 0 hydro,289.5,1,DE,,,HDAM,WAT,0.9,0.0,0.0,0.3157894737,0.3157894737,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,,,,,,,300000.0,0.0,,0.0,,,,,,,,
DE1 0 coal-1960_1,752.3005565555502,1,DE,,,COMC,HRD,0.33,5.0,1.0,0.0146013072,0.0146013072,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 coal-1965_1,1014.1306522194916,1,DE,,,COMC,HRD,0.33,5.0,1.0,0.01117,0.01117,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 coal-1970_1,2531.638882722477,1,DE,,,COMC,HRD,0.33,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 coal-1975_1,92.19369565631744,1,DE,,,GTUR,HRD,0.33,0.55,0.625,0.15415,0.15415,47.26,3006.106511,0.73,0.35,0.13,0.1,0.65,,,,,,,,,,,,,,,,,,,,
DE1 0 coal-1985_1,864.256097861514,1,DE,,,COMC,HRD,0.33,5.0,1.0,0.0129282407,0.0129282407,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 coal-1990_1,281.64036522766725,1,DE,,,STUR,HRD,0.33,9.5,2.25,0.0429,0.0429,81.5,858.2935165,1.65,0.35,0.32,3.7,0.88,,,,,,,,,,,,,,,,,,,,
DE1 0 coal-1995_1,698.8282130748861,1,DE,,,COMC,HRD,0.33,5.0,1.0,0.0163304094,0.0163304094,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 coal-2015_1,2318.9281848495266,1,DE,,,COMC,HRD,0.33,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
Resistive_Heaters_VPP,19005.575551963528,1,DE,,,P2BS,ELE,0.953876906709938,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,113093.48331466956,0.005674574127014506,19005.575551963528,0.0,,,DHW_VPP,0.953876906709938,0.953876906709938,0.0,0.0,0.0
