Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
DE1 0 offwind-ac-2030,5072.310723547594,1,DE,,,WTOF,WIN,1.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 offwind-dc-2030,21136.97537677804,1,DE,,,WTOF,WIN,1.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 onwind-2030,0.098086234581176,1,DE,,,WTON,WIN,1.0,0.0,0.0,0.275,0.275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 ror,2702.87585,1,DE,,,HROR,WAT,0.9,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 solar-2030,0.1129039850332914,1,DE,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 oil,652076.0911668163,1,DE,,,STUR,OIL,1.0,8.0,6.0,0.0025693731,0.0025693731,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,,,,,
DE1 0 solar rooftop-2030,35271.80028286455,1,DE,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  solar-2000,114.0,1,DE,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  onwind-2005,12153.0,1,DE,,,WTON,WIN,1.0,0.0,0.0,0.275,0.275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  solar-2005,1942.0,1,DE,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  onwind-2010,8575.0,1,DE,,,WTON,WIN,1.0,0.0,0.0,0.275,0.275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  solar-2010,15948.0,1,DE,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  onwind-2015,14474.0,1,DE,,,WTON,WIN,1.0,0.0,0.0,0.275,0.275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  solar-2015,21218.0,1,DE,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  onwind-2020,13117.0,1,DE,,,WTON,WIN,1.0,0.0,0.0,0.275,0.275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  solar-2020,14447.0,1,DE,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  onwind-2025,3751.0,1,DE,,,WTON,WIN,1.0,0.0,0.0,0.275,0.275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0  solar-2025,12993.0,1,DE,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 OCGT-2030,38037.94974453639,1,DE,,,GTUR,GAS,0.41,0.55,0.625,0.15415,0.15415,47.26,0.0,0.73,0.35,0.525,0.1,0.65,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-2030,3040.634271242809,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 nuclear-2030,0.0449117930905177,1,DE,,,STUR,NUC,0.326,87.0,26.0,0.05125,0.05125,200000.0,0.0,0.0,0.35,0.405,6.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 H2 Fuel Cell-2030,0.0836358897951445,1,DE,,,ICEN,HYD,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.49,0.0,0.7,,,,,,,,,,,,,,,,,,,,
DE1 0 H2 turbine-2030,0.3096128072772637,1,DE,,,GTUR,HYD,0.397,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.65,,,,,,,,,,,,,,,,,,,,
DE1 0 urban central gas CHP CC-2030,0.1211008036701109,1,DE,,,ICEN,GAS,0.3882199999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.49,0.0,0.7,,,,,,,,,,,,,,,,,,,,
DE1 0 urban central solid biomass CHP-2030,10386.23960119848,1,DE,,,STUR,BIO,0.2699,8.0,6.0,0.0007565441,0.0007565441,2000.0,0.0,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 urban central solid biomass CHP CC-2030,0.0656278974571008,1,DE,,,STUR,BIO,0.2295629999999999,4.0,6.0,0.02,0.02,0.0,0.0,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-1960,1079.0,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.01117,0.01117,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-1960,52.56197297440789,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-1965,575.5,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.0190289608,0.0190289608,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
DE1 0 lignite-1965,3094.7014263528577,1,DE,,,STUR,LIG,0.33,13.5,2.25,0.0429,0.0429,81.5,0.0,1.8,0.4,0.385,5.5,1.15,,,,,,,,,,,,,,,,,,,,
DE1 0 CCGT-1970,33.0,1,DE,,,COMC,GAS,0.58,5.0,1.0,0.2482222222,0.2482222222,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
