index,RoW -> NL,FR -> BE,FR -> NL,NL -> DE,UK -> RoW,RoW -> BE,DE -> RoW,NL -> UK,BE -> FR,BE -> NL,DE -> BE,DE -> NL,UK -> NL,RoW -> FR,UK -> BE,NL -> FR,BE -> UK,BE -> DE,FR -> UK,BE -> RoW,NL -> RoW,DE -> UK,DE -> FR,FR -> RoW,RoW -> DE,UK -> FR,UK -> DE,NL -> BE,FR -> DE,RoW -> UK
2050-01-01 00:00:00,,,,4565.44425537957,,,,,3497.26823047521,,0.0466783412336004,,10825.53608818276,,2460.35944895536,,,,,,,,2441.98077139062,,,66921.88601685941,3444.50667313753,3791.38211247721,,
2050-01-01 01:00:00,,,,4553.32830576574,,,,,3731.98108342152,,0.0460993122489028,,10825.562404405919,,2460.35958816795,,,,,,,,2605.86965399819,,,66921.88855914814,3444.50682841452,3785.5867199926,,
2050-01-01 02:00:00,,,,4536.7647513975,,,,,3754.74637059127,,0.0460025065024551,,10825.57453974112,,2460.36112805619,,,,,,,,2621.76558217647,,,66921.91121155368,3444.50837111385,3771.09193784925,,
2050-01-01 03:00:00,,,,4534.78611263874,,,,,3591.40790831181,,0.0462688292245534,,10825.57457167852,,2460.36115025128,,,,,,,,2507.7140555955,,,66921.91119506487,3444.50836469281,3762.619633374,,
2050-01-01 04:00:00,,,,4450.44133840514,,,,,3498.3633877955,,0.137519476398543,,10825.57555292052,,2460.36285704922,,,,,,,,2442.74482526554,,,66921.91096754518,3444.50833364701,3692.39202980885,,
2050-01-01 05:00:00,,,,4417.42236105874,,,,,3620.26470111183,,0.0613438646226793,,10825.57537607506,,2460.3629407486,,,,,,,,2527.86252263294,,,66921.90895419134,3444.50949887312,3663.80545737907,,
2050-01-01 06:00:00,,,,4341.00647938581,,,,,3726.24122477156,,0.0582735861828295,,10825.57529091556,,2460.36296617522,,,,,,,,2601.8609528773,,,66921.90990967874,3444.50957030703,3602.28519494105,,
2050-01-01 07:00:00,,,,4294.81145590396,,,,,3905.46853148409,,0.0573220852361483,,10825.574925331919,,2460.36291581298,,,,,,,,2727.00697577336,,,66921.91056620746,3444.50954541727,3566.34195399897,,
2050-01-01 08:00:00,,,,4280.99186202526,,,,,4020.01427350357,,0.141899207937493,,10825.57449159378,,2460.36285314931,,,,,,,,2806.98910932688,,,66921.91152781919,3444.50826924699,3555.47032552869,,
2050-01-01 09:00:00,,,,4272.72251635632,,,,,2097.2330555976,,0.137038689218843,,10825.57276921742,,2460.36263180599,,,,,,,,1464.40048169189,,,66921.89146259002,3444.50805048925,3550.24106458947,,
2050-01-01 10:00:00,,,,4198.58556507549,,,,,235.508417785168,,0.0471780777899062,,10825.571854064481,,2460.36079002856,,,,,,,,164.445075307608,,,66921.86955639924,3444.50797692721,3485.47786113581,,
2050-01-01 11:00:00,,,,4261.34475603826,,,,,4284.78339131492,,0.0474295820053881,,10825.57249264468,,2460.36085124838,,,,,,,,2991.86468254581,,,66921.87458876922,3444.50820647756,3540.40967815236,,
2050-01-01 12:00:00,,,,4349.62742075079,,,,,531.858018070013,,0.0448309896673365,,10825.57236520082,,2460.36090749097,,,,,,,,371.372155481808,,,66921.87203870321,3444.50824069242,3612.30019241559,,
2050-01-01 13:00:00,,3026.92469484364,,4347.38355103407,,,,,,,0.0306061596521576,,10825.572686780859,,2460.3609474293,,,,,,,,,,,66921.88274484685,3444.50954386286,3606.56441296538,2113.55965020482,
2050-01-01 14:00:00,,2185.07116825336,,7754.99124220582,,,,,,,0.0125701693263685,,10825.572641554401,,2460.36070245159,,,,,,,,,,,66921.9115968189,3444.51293805671,6466.68991707237,1525.73274471363,
2050-01-01 15:00:00,,,,12450.1521328444,,,,,3357.67730246471,,0.0544442903577375,,10825.60244933506,,2460.36860009748,,,,,,,,2344.50968224049,,,66922.02351621787,3444.51601185,10358.5561072655,,
2050-01-01 16:00:00,,,,12623.8016747275,,,,,4117.33485574936,,1307.77704206435,,10825.60262618278,,2460.36899336793,,,,,,,,2877.44047809305,,,66922.08363703419,3444.51606055669,10490.5095121027,,
2050-01-01 17:00:00,,,,12512.446437627,,,,,4206.9286005887,,1816.64563850273,,10825.60260090594,,2460.3690048343,,,,,,,,2958.0732701878,,,66922.08415225563,3444.51607397562,10405.1200525733,,
2050-01-01 18:00:00,,,,12751.4059562386,,,,,4235.76104427133,,1237.5380137934,,10825.60256389152,,2460.36901541644,,,,,,,,2983.47469948768,,,66922.08432981027,3444.51608441982,10596.7937836752,,
2050-01-01 19:00:00,,,,12679.7445460525,,,,,4256.40000660347,,684.991506299971,,10825.60249402026,,2460.3690184191,,,,,,,,3001.51560772385,,,66922.08435891912,3444.51614063837,10536.0536535781,,
2050-01-01 20:00:00,,,,12642.823209662,,,,,4300.28883238046,,0.241237889493207,,10825.60241393192,,2460.3687831432,,,,,,,,3035.29498204786,,,66922.08438626322,3444.5161701394,10508.9133849913,,
2050-01-01 21:00:00,,,,12393.8912343991,,,,,4354.8667187343,,0.211494164846538,,10825.593882477679,,2460.36830533533,,,,,,,,3090.58711726843,,,66922.08170999824,3444.51553531494,10329.4019602992,,
2050-01-01 22:00:00,,,,12073.1797408575,,,,,4391.57209364829,,0.152643971618608,,10825.59325597452,,2460.3682967829,,,,,,,,3130.29044955568,,,66922.08084452424,3444.51556406695,10091.5871451975,,
2050-01-01 23:00:00,,,,12170.2174183433,,,,,7559.3108002145,,0.255624190609519,,10825.593365386241,,2460.36832606217,,,,,,,,5297.88269237092,,,66922.08089823238,3444.51559521667,10172.4889850444,,
2050-01-02 00:00:00,,,,12552.3678697915,,,,,10326.9452474257,,0.331172203787402,,10825.59396784446,,2460.36837018567,,,,,,,,7183.69553938917,,,66922.08068561304,3444.51557179865,10454.54504501,,
2050-01-02 01:00:00,,,,12019.1868705119,,,,,4362.92348960607,,0.257209956893512,,10825.59448013418,,2460.36826123735,,,,,,,,3108.15760035044,,,66922.0808957791,3444.51562441734,10048.883457497,,
2050-01-02 02:00:00,,,,11961.1949391702,,,,,4336.30695844121,,0.254634893125917,,10825.599024295221,,2460.36823962065,,,,,,,,3082.07513348666,,,66922.08092877927,3444.51564502089,10001.0202808697,,
2050-01-02 03:00:00,,,,11824.4986146125,,,,,4279.36354108578,,0.284379823961032,,10825.5990637162,,2460.3682530975,,,,,,,,3036.72559162056,,,66922.08127673659,3444.51568983458,9885.76647501747,,
2050-01-02 04:00:00,,,,11738.7321581611,,,,,4246.81258183983,,111.78117727323,,10825.59906232942,,2460.36850023654,,,,,,,,3018.24898249007,,,66922.08150217711,3444.5156973153,9814.42431869528,,
2050-01-02 05:00:00,,,,11651.3213552397,,,,,4226.02700769355,,2259.85291873185,,10825.5990551432,,2460.36851418203,,,,,,,,3005.73985033155,,,66922.08174357204,3444.5157062739,9744.45481404845,,
2050-01-02 06:00:00,,,,11527.7842467875,,,,,4146.75219394512,,2460.26157868328,,10825.59904510458,,2460.36876829772,,,,,,,,2940.4460554553,,,66922.08187975381,3444.51570903476,9643.38544950197,,
