index,RoW -> NL,FR -> BE,FR -> NL,NL -> DE,UK -> RoW,RoW -> BE,DE -> RoW,NL -> UK,BE -> FR,BE -> NL,DE -> BE,DE -> NL,UK -> NL,RoW -> FR,UK -> BE,NL -> FR,BE -> UK,BE -> DE,FR -> UK,BE -> RoW,NL -> RoW,DE -> UK,DE -> FR,FR -> RoW,RoW -> DE,UK -> FR,UK -> DE,NL -> BE,FR -> DE,RoW -> UK
2050-01-02 07:00:00,,,,11390.1209704382,,,,,4059.39262395301,,2460.26189272005,,10825.60538444306,,2460.36878711057,,,,,,,,2866.07071638045,,,66922.08185265562,3444.51571516261,9529.59689434405,,
2050-01-02 08:00:00,,,,11362.0959183407,,,,,4019.5749713091,,2460.26154121457,,10825.60543485498,,2460.36877470314,,,,,,,,2837.18401247435,,,66922.08167060753,3444.51573102962,9504.98434937159,,
2050-01-02 09:00:00,,,,9069.12825237414,,,,,3934.83481856765,,2460.25663548651,,10825.604454051201,,2460.3681777852,,,,,,,,2782.25309507385,,,66922.07563779497,3444.5149414996,7573.74497147274,,
2050-01-02 10:00:00,,,,10780.3082527621,,,,,10481.4030610151,,2460.25572230017,,10825.59813754312,,2460.36811687272,,,,,,,,7298.0944260682,,,66922.07435648477,3444.51484668173,9019.64365009101,,
2050-01-02 11:00:00,,,,10738.620010618,,,,,7000.78839606779,,2460.25572457301,,10825.60413961398,,2460.36810940334,,,,,,,,4897.54664470119,,,66922.07167494897,3444.51482919338,8979.84034212852,,
2050-01-02 12:00:00,,,,10951.2954402312,,,,,3743.1433897117,,2460.25636548479,,10825.598386306141,,2460.36814390963,,,,,,,,2658.3286916965,,,66922.05299484545,3444.51482188228,9154.52379389144,,
2050-01-02 13:00:00,,,,11309.9934028182,,,,,4830.34647974516,,0.328619682881014,,10825.60307362686,,2460.36851372694,,,,,,,,3415.1122067762,,,66922.0780250866,3444.51592026302,9452.64530664612,,
2050-01-02 14:00:00,,,,11903.3347897827,,,,,3847.2295766577,,2083.64048350675,,10825.6058327036,,2460.3689542709,,,,,,,,2756.64334984031,,,66922.08092943272,3444.51616633947,9894.18151837566,,
2050-01-02 15:00:00,,,,11966.0111934616,,,,,8906.51843960718,,2460.34978980245,,10825.60584585974,,2460.36987413001,,,,,,,,6184.31686457759,,,66922.09842038243,3444.51618069676,9943.51314144748,,
2050-01-02 16:00:00,,,,12007.2099022894,,,,,8968.02906686543,,2460.34999029562,,10825.60591354652,,2460.36990135436,,,,,,,,6226.93083431088,,,66922.09802491737,3444.51618170432,9976.66137734423,,
2050-01-02 17:00:00,,,,12050.5441673377,,,,,8454.97686693043,,2460.35006620419,,10825.60591350458,,2460.36990814199,,,,,,,,5869.5747530208,,,66922.09761235905,3444.51617248145,10009.9082470185,,
2050-01-02 18:00:00,,,,12114.9295232761,,,,,8446.4278151607,,2460.35013350045,,10825.60587124092,,2460.36991234689,,,,,,,,5863.58370528034,,,66922.0973302652,3444.5161643001,10061.66161552,,
2050-01-02 19:00:00,,,,12134.671613805,,,,,8554.81721833985,,2460.35016343356,,10825.60579078108,,2460.36991259323,,,,,,,,5938.71733135914,,,66922.09710855436,3444.51616122541,10082.9401945645,,
2050-01-02 20:00:00,,,,12065.2485726504,,,,,8894.7650228767,,2460.35022114108,,10825.605719416559,,2460.36992247624,,,,,,,,6174.84861371173,,,66922.09691057458,3444.51616301899,10032.3834382635,,
2050-01-02 21:00:00,,,,12093.048928632,,,,,8508.79949267938,,2460.33098185977,,10825.6056600132,,2460.36956866792,,,,,,,,5907.24607719297,,,66922.09680817282,3444.51617128504,10059.4894098577,,
2050-01-02 22:00:00,,,,12519.4311097212,,,,,10773.4633447128,,2460.33119790736,,10825.6056990961,,2460.36958255788,,,,,,,,7490.66509132848,,,66922.0966900813,3444.51619847034,10414.0309484389,,
2050-01-02 23:00:00,,,,12586.5101092829,,,,,10725.43971845,,2460.3311620166,,10825.605842972,,2460.36959305777,,,,,,,,7459.19217074971,,,66922.09711521478,3444.51624499944,10463.7821336836,,
2050-01-03 00:00:00,,,,12819.9833511352,,,,,10568.736493002,,2460.33116746903,,10825.606082944421,,2460.36961424711,,,,,,,,7351.26821708245,,,66922.09459011993,3444.51629972121,10651.8271674619,,
2050-01-03 01:00:00,,,,12943.8273817407,,,,,10441.2429019101,,2460.33114505451,,10825.60627603566,,2460.36962712565,,,,,,,,7263.25949937344,,,66922.09470812108,3444.51633631275,10746.6823704046,,
2050-01-03 02:00:00,,,,12964.5783626125,,,,,10659.3669538305,,2460.33123021254,,10825.6061816843,,2460.36962223461,,,,,,,,7419.72215014372,,,66922.09458729727,3444.51629990681,10759.8216877897,,
2050-01-03 03:00:00,,,,11790.8170767473,,,,,10901.4860023806,,2460.34947955417,,10825.606045685461,,2460.3696103806,,,,,,,,7591.75319340206,,,66922.09404422458,3444.51560939652,9862.26080709437,,
2050-01-03 04:00:00,,,,11768.3336887659,,,,,11031.4261477316,,2460.34943288476,,10825.605948080381,,2460.36959647666,,,,,,,,7683.90065656294,,,66922.09664949785,3444.51558425607,9844.16140418656,,
2050-01-03 05:00:00,,,,11769.54674768,,,,,11070.8588680167,,2460.35022440267,,10825.60577941842,,2460.36960286533,,,,,,,,7711.74991860707,,,66922.09674967936,3444.51552166008,9844.53809922529,,
2050-01-03 06:00:00,,,,12986.2254549298,,,,,11120.052863491,,2460.35886556157,,10825.60562661896,,2460.37003688282,,,,,,,,7747.74483055297,,,66922.09665174602,3444.51547561421,10775.5689522102,,
2050-01-03 07:00:00,,,,12971.6920123473,,,,,11176.1787364843,,2460.35883180857,,10825.605557544939,,2460.37002239198,,,,,,,,7791.43513675713,,,66922.09670425595,3444.51546861305,10762.0624865531,,
2050-01-03 08:00:00,,,,12864.6883364733,,,,,11135.5337947718,,2460.35880870667,,10825.605497221019,,2460.37001769852,,,,,,,,7762.71441856415,,,66922.0970900353,3444.51549632523,10674.7890511099,,
2050-01-03 09:00:00,,,,11639.4986659735,,,,,11002.5890491372,,2460.35188114204,,10825.60577053788,,2460.36963468535,,,,,,,,7665.6038897586,,,66922.09495279711,3444.51555659216,9733.50961591369,,
2050-01-03 10:00:00,,,,11717.8324705745,,,,,10707.1546195245,,2460.35183785202,,10825.59986545238,,2460.36927041486,,,,,,,,7456.40659891439,,,66922.09305744033,3444.51489983591,9778.81152282501,,
2050-01-03 11:00:00,,,,11368.9936243938,,,,,10619.6692918533,,2460.35183256848,,9061.15283353216,,2460.36569694345,,,,,,,,7387.97930695637,,,66922.0802352205,3444.50440364452,9511.1666257042,,
2050-01-03 12:00:00,,,,10385.119970828,,,,,10631.6579325878,,2460.35193440969,,0.12458634549087319,,2460.35950588218,,,,,,,,7391.25517265413,,,66922.0688600097,3444.29426859294,8681.11390517099,,
2050-01-03 13:00:00,,,,10315.4614633273,,,,,10633.9133557061,,2460.36568124672,,0.091181604738297,,2460.36394448281,,,,,,,,7400.96042151438,,,66922.05659636414,0.030418377773959,8622.02992271985,,
2050-01-03 14:00:00,,,,11491.7953963561,,,,,9567.12121662857,,2460.36696010993,,0.0868656521658928,,2460.36530420471,,,,,,,,6670.08420306551,,,66922.05597506712,0.0278510027982594,9610.56650744398,,
2050-01-03 15:00:00,,,,13431.1588563962,,,,,9013.59983932828,,2460.37402645958,,0.09299671137620161,,2460.37382074379,,,,,,,,6288.00827412141,,,66922.13215952844,0.0278092491507291,11163.2169661176,,
2050-01-03 16:00:00,,,,13445.760667373,,,,,10758.7290950401,,2460.37403471221,,0.12098266297020019,,2460.37382935262,,,,,,,,7490.89034830379,,,66922.13244385814,0.0276853265762977,11177.9011826235,,
2050-01-03 17:00:00,,,,13421.7856297654,,,,,10839.1540402687,,2460.37403711753,,0.29370126584149203,,2460.3738307578,,,,,,,,7548.87599605238,,,66922.13237272628,0.0272973215697192,11164.2473127854,,
2050-01-03 18:00:00,,,,13375.0571554901,,,,,10977.7480952281,,2460.37403782429,,0.2753189411100432,,2460.37383073314,,,,,,,,7648.1686648933,,,66922.13232208663,0.0253439559118673,11127.8211955847,,
2050-01-03 19:00:00,,,,13280.6164184873,,,,,10991.6794180659,,2460.37403416813,,0.2557878163234636,,2460.37383041037,,,,,,,,7659.19568569786,,,66922.13230010796,0.0502025556182522,11046.6823452273,,
2050-01-03 20:00:00,,,,13159.9334120862,,,,,10993.2891951969,,2460.37403386935,,3555.763170250295,,2460.37383214868,,,,,,,,7660.28723904847,,,66922.13233014198,0.176762022394183,10941.6919613946,,
2050-01-03 21:00:00,,,,13124.8817422674,,,,,11045.2738324075,,2460.3740126387,,10825.41906988436,,2460.3738141581,,,,,,,,7695.71786078699,,,66922.13239241768,3444.41436516252,10913.0959865753,,
2050-01-03 22:00:00,,,,13082.8053388756,,,,,11082.1855837066,,2460.37401201256,,10824.95499130546,,2460.37381114908,,,,,,,,7723.62517357645,,,66922.13230935423,3443.0938824171,10881.5595210344,,
2050-01-03 23:00:00,,,,13141.3661593437,,,,,10902.6131973689,,2460.37401168836,,10825.4199769724,,2460.3738136889,,,,,,,,7596.61978087618,,,66922.13183711498,3444.40895836283,10931.990719617,,
2050-01-04 00:00:00,,,,13027.234530631,,,,,10835.6391771006,,2460.37401129512,,10825.420308993402,,2460.37381419582,,,,,,,,7549.5786984168,,,66922.13192804698,3444.40990194561,10838.5130091041,,
2050-01-04 01:00:00,,,,12953.5611499214,,,,,10871.3834089514,,2460.37401094925,,10825.42011539692,,2460.37381354628,,,,,,,,7575.81417975832,,,66922.1319072129,3444.41031284233,10773.4014510094,,
2050-01-04 02:00:00,,,,12998.0468214577,,,,,10814.3585951601,,2460.37401063128,,10780.094485277,,2460.37381301507,,,,,,,,7535.06919412,,,66922.13188698918,3444.41165691099,10815.1991904518,,
2050-01-04 03:00:00,,,,13079.2345102181,,,,,10728.3175241769,,2460.37401032291,,3259.031852456998,,2460.3738130864,,,,,,,,7473.44750802183,,,66922.13189281884,3444.40799229781,10882.7469250242,,
2050-01-04 04:00:00,,,,13095.5286181565,,,,,10439.9291525449,,2460.37400913449,,3149.0673368163725,,2460.37381118471,,,,,,,,7269.62939665079,,,66922.13188382064,3444.43230708578,10895.2240008337,,
2050-01-04 05:00:00,,,,13055.3561848405,,,,,10209.7431140009,,2460.37399361721,,10825.615637683059,,2460.3738253635,,,,,,,,7109.76918690127,,,66922.13213941587,3444.51590923704,10858.613592471,,
2050-01-04 06:00:00,,,,13090.1151449018,,,,,7497.69516153937,,2460.3739735107,,0.09255676133721,,2460.37377664358,,,,,,,,5239.54973738255,,,66922.13119407013,679.417068584618,10878.8693792886,,
2050-01-04 07:00:00,,,,13072.1883571715,,,,,5244.0125741069,,2460.37398001762,,0.0784607112207846,,2460.37377771892,,,,,,,,3676.51649432056,,,66922.13107614809,0.0372295393018441,10850.1539235252,,
2050-01-04 08:00:00,,,,13054.5617117141,,,,,10440.5605421466,,2460.37398636389,,0.07827818480858059,,2460.3737835293,,,,,,,,7280.94615460135,,,66922.13112828652,0.0339841128308321,10836.8073800434,,
2050-01-04 09:00:00,,,,13010.9835583407,,,,,4057.44562218744,,2460.37396444697,,0.0780387704961304,,2460.37375608154,,,,,,,,2847.84352380095,,,66922.13052456384,0.021653605413094,10799.8561309182,,
2050-01-04 10:00:00,,,,12859.7496038655,,,,,3810.50422716888,,2460.37396108845,,0.0770623697368262,,2460.37375635735,,,,,,,,2698.27371411994,,,66922.13047106609,0.0338508649225514,10680.7311448882,,
2050-01-04 11:00:00,,,,12998.0762701119,,,,,3801.93899426056,,2460.37396189417,,0.07732276674263741,,2460.37375624103,,,,,,,,2692.1892072884,,,66922.13047895524,0.0340583970815316,10793.3610308145,,
2050-01-04 12:00:00,,,,12841.2748376768,,,,,3819.3225461615,,2460.37396931877,,0.1504521686342768,,2460.37375643481,,,,,,,,2712.2629191268,,,66922.13049403254,0.0182127805145444,10661.4869231553,,
2050-01-04 13:00:00,,,,12871.3435349355,,,,,3809.34091623212,,2460.37397029444,,0.076900581744589,,2460.37375717581,,,,,,,,2699.87291917944,,,66922.13041872914,0.0178183213581221,10685.8006085104,,
2050-01-04 14:00:00,,,,12785.5119834118,,,,,3745.74786225586,,2460.37401330637,,0.0767533827496572,,2460.37379903421,,,,,,,,2652.19058937229,,,66922.13025537081,0.0139108646752812,10610.3310532667,,
2050-01-04 15:00:00,,,,12789.3925107692,,,,,3731.28732855776,,2460.37401764644,,0.1490849651732662,,2460.37380514991,,,,,,,,2636.11472357314,,,66922.13137747512,0.0139807166385878,10611.6182739413,,
2050-01-04 16:00:00,,,,12828.8436104957,,,,,10053.5654022985,,2460.37401876085,,0.1504181368471558,,2460.37380784136,,,,,,,,7005.15774098917,,,66922.13138468454,0.014150928247336,10640.100410387,,
2050-01-04 17:00:00,,,,12938.2584598037,,,,,9947.37171258497,,2460.37401899094,,0.0769982630561986,,2460.37380870587,,,,,,,,6928.97298242557,,,66922.13137278146,0.014210175798745,10731.1274780735,,
2050-01-04 18:00:00,,,,13033.6218629712,,,,,3731.74690678844,,2460.37401859787,,0.1497972391742274,,2460.37380833259,,,,,,,,2633.09555413441,,,66922.13134347604,0.0141766560641877,10815.9400463838,,
2050-01-04 19:00:00,,,,13060.7622998541,,,,,4542.59272427272,,2460.37401380411,,0.1502116296394048,,2460.37380518956,,,,,,,,3190.0672096662,,,66922.13135168626,0.0142696491534616,10844.0752443709,,
2050-01-04 20:00:00,,,,13150.7405498802,,,,,5981.14618224565,,2460.3740135714,,0.151871037911315,,2460.37380634383,,,,,,,,4184.96101969561,,,66922.13135314426,0.0143168369534792,10924.4745023122,,
2050-01-04 21:00:00,,,,13052.3551014609,,,,,6413.44855828753,,2460.37401489882,,0.1526469975441856,,2460.37380776101,,,,,,,,4481.84855945298,,,66922.13134254844,0.0139666715655433,10839.5087180343,,
2050-01-04 22:00:00,,,,12657.9626729682,,,,,10297.0670402834,,2460.37401667002,,0.1516970251210666,,2460.37381074678,,,,,,,,7192.9352794459,,,66922.13135249223,0.0144037194602927,10512.6526141087,,
2050-01-04 23:00:00,,,,12587.9892311724,,,,,10319.872863378,,2460.3740164208,,0.14877825211908557,,2460.37381059556,,,,,,,,7204.50241534622,,,66922.13135184575,0.0144839430031735,10454.5353725142,,
2050-01-05 00:00:00,,,,12596.5144245419,,,,,8011.2514433211,,2460.37401624817,,0.1469175857034244,,2460.37381030543,,,,,,,,5593.94770698038,,,66922.13134376064,0.0140711796150568,10469.9235030924,,
2050-01-05 01:00:00,,,,12505.3752481746,,,,,5545.51768624569,,2460.3739914177,,0.1464823797742414,,2460.37378563497,,,,,,,,3872.11760365255,,,66922.13087869043,0.0145686996932637,10389.5773398659,,
2050-01-05 02:00:00,,,,12521.6528630582,,,,,3686.8261660324,,2460.37399085484,,0.14220054398610082,,2460.3737857275,,,,,,,,2563.32641396036,,,66922.13076616028,0.0145839940057032,10397.5358011118,,
2050-01-05 03:00:00,,,,12701.6767748266,,,,,7989.77418816742,,2460.37399304444,,701.571631990523,,2460.37378731062,,,,,,,,5580.21432311756,,,66922.1307692425,0.0133872726315007,10552.8902031331,,
2050-01-05 04:00:00,,,,12648.9469414295,,,,,3629.39061850343,,2460.37398232967,,10825.633736319542,,2460.37378743146,,,,,,,,2528.32376961692,,,66922.13077939523,0.0332744866218923,10513.7112805992,,
2050-01-05 05:00:00,,,,9177.44952890616,,,,,3962.09719923295,,2460.37400092213,,10825.63957311536,,2460.37380434514,,,,,,,,2774.84350145752,,,66922.13134878497,0.040639531853463,7665.17049801654,,
2050-01-05 06:00:00,,,,5928.41120529535,,,,,3718.83721309895,,2460.37401211648,,10825.639866466521,,2460.37381280553,,,,,,,,2618.56310027876,,,66922.13134045759,0.0444905345824372,4933.95644633013,,
2050-01-05 07:00:00,,,,4075.60905078423,,,,,3720.44767815436,,2460.37388487108,,10825.6412988844,,2460.37381279336,,,,,,,,2625.22721621435,,,66922.13133989323,3444.52054175009,3375.37262563067,,
2050-01-05 08:00:00,,,,2094.67331383569,,,,,3707.04376215771,,2460.37389774167,,10825.6419022889,,2460.37381333019,,,,,,,,2609.3557314254,,,66922.1307664426,3444.52031726235,1747.0199651154,,
2050-01-05 09:00:00,,,,2161.32317419573,,,,,3685.76410677058,,2460.37380124357,,10825.642196906621,,2460.37381233676,,,,,,,,2591.63804540331,,,66922.1308143143,3444.52154239068,1802.60790388975,,
2050-01-05 10:00:00,,2636.86555139135,,3947.40923467849,,,,,,,2460.37259430242,,10825.64242980776,,2460.3737900244,,,,,,,,,,,66922.13078649573,3444.52257357809,3275.77088624703,1841.20000193543,
2050-01-05 11:00:00,,2821.1842179918,,3975.193498263,,,,,,,2460.37257871289,,10825.64242279254,,2460.37378772786,,,,,,,,,,,66922.13079306897,3444.52258262096,3299.6156121845,1969.90112825882,
2050-01-05 12:00:00,,2977.09243775719,,3914.45770106053,,,,,,,2460.37256321391,,10825.64240940714,,2460.37378389793,,,,,,,,,,,66922.13074188275,3444.52259079616,3246.99287848994,2078.764559178,
2050-01-05 13:00:00,,3268.49356761013,,3906.80363773289,,,,,,,2460.37283564194,,10825.6424033425,,2460.37380409837,,,,,,,,,,,66922.1307016418,3444.52258742765,3239.05078485482,2282.23630136351,
2050-01-05 14:00:00,,3170.83195076824,,5842.57875865239,,,,,,,2460.37281757346,,10825.64241725668,,2460.37380605549,,,,,,,,,,,66922.13075198465,3444.52258100408,4864.51620496012,2214.04375266155,
2050-01-05 15:00:00,,,,5443.21259160336,,,,,3092.02318197077,,2460.37279763524,,10825.64243177466,,2460.37380624219,,,,,,,,2159.01551193381,,,66922.13129590584,3444.52257528777,4532.89875810173,,
2050-01-05 16:00:00,,,,5306.40374634477,,,,,3027.52691871961,,2460.37279505554,,10825.64242868108,,2460.37380480469,,,,,,,,2113.98072110621,,,66922.13116877215,3444.52257196208,4417.07783095374,,
2050-01-05 17:00:00,,,,6333.54984727258,,,,,3126.13784162605,,2460.37279531723,,10825.642416981,,2460.37380364301,,,,,,,,2182.83619036764,,,66922.1311200808,3444.52256855374,5278.58598761268,,
2050-01-05 18:00:00,,,,10068.8575694239,,,,,3123.42947332798,,2460.37279813722,,10825.6423996244,,2460.37380130281,,,,,,,,2180.94506533498,,,66922.1310797587,3444.52256385145,8414.11301683927,,
2050-01-05 19:00:00,,,,10796.5498972316,,,,,3049.61410025314,,2460.37282804427,,10825.64210480476,,2460.37380274084,,,,,,,,2129.40323204974,,,66922.13105150912,3444.52256451721,8985.66590817266,,
2050-01-05 20:00:00,,,,12206.5862253555,,,,,3007.93293549485,,2460.37242621849,,10825.6411081237,,2460.37377506205,,,,,,,,2100.29936842481,,,66922.13103578634,3444.52256654891,10163.746805791,,
2050-01-05 21:00:00,,,,12716.8381755456,,,,,2976.12917558864,,2460.37242736232,,10825.634145,,2460.37377700792,,,,,,,,2078.09229752048,,,66922.13108360326,3444.52257178639,10590.1383355743,,
2050-01-05 22:00:00,,,,12223.373435386,,,,,3124.12209153825,,2460.37242827398,,7136.0340215258,,2460.37378184,,,,,,,,2181.42881658308,,,66922.1311552616,3444.52257676434,10150.2825730893,,
2050-01-05 23:00:00,,,,12326.2482983189,,,,,3209.81186282009,,2460.3724277655,,6358.348304837224,,2460.37378302376,,,,,,,,2241.26196824782,,,66922.13117612715,3444.52258144575,10263.1190697692,,
2050-01-06 00:00:00,,,,12433.9853831902,,,,,3259.82875996245,,2460.372420713,,5621.458088868094,,2460.37378448696,,,,,,,,2276.18636851904,,,66922.13107141107,3444.52258896483,10360.8735819391,,
2050-01-06 01:00:00,,,,12636.7095600839,,,,,3210.80038452335,,2460.37275365558,,29.814275591750558,,2460.37378560627,,,,,,,,2241.95221150681,,,66922.13101167615,3444.52255801145,10529.9306616701,,
2050-01-06 02:00:00,,,,12759.5004493456,,,,,3254.30309421106,,2460.37271925071,,29.0359086607241,,2460.3737854699,,,,,,,,2272.32800696808,,,66922.13066393537,3444.52256221946,10627.4654438369,,
2050-01-06 03:00:00,,,,12651.1324539854,,,,,3239.09161059229,,2460.37271580623,,5789.683799037915,,2460.37378642686,,,,,,,,2261.70653974905,,,66922.13069154814,3444.52256583154,10526.1224532137,,
2050-01-06 04:00:00,,,,12696.9992998174,,,,,3266.9730973413,,2460.37271592171,,5908.940635070634,,2460.3737870216,,,,,,,,2281.17488119436,,,66922.13072773803,3444.52256938837,10563.7759407332,,
2050-01-06 05:00:00,,,,13055.0749041295,,,,,3355.36346659585,,2460.37271535482,,0.1889768330137402,,2460.37378232466,,,,,,,,2342.89374818055,,,66922.13061170612,3444.52256431512,10865.2473845704,,
2050-01-06 06:00:00,,,,12968.580525639,,,,,3414.60600623746,,2460.37271495249,,0.060553103885992,,2460.37377410491,,,,,,,,2384.26017197007,,,66922.13082366521,3444.52255082804,10790.9100939653,,
