index,DE -> BE,RoW -> DE,RoW -> FR,FR -> BE,UK -> NL,DE -> NL,NL -> FR,UK -> DE,BE -> FR,DE -> FR,RoW -> UK,NL -> RoW,DE -> RoW,BE -> DE,RoW -> BE,BE -> RoW,UK -> FR,BE -> UK,FR -> DE,UK -> BE,FR -> UK,FR -> RoW,DE -> UK,RoW -> NL,NL -> BE,NL -> DE,FR -> NL,UK -> RoW,BE -> NL,NL -> UK
2040-01-01 00:00:00,0.0123752502001517,,,,1560.8515025793458,,,2551.4845520357,3328.80304662677,2367.2922737503,,,,,,,49571.71742056402,,,1822.44520039421,,,,,8063.29669496019,9688.24261946261,,,,
2040-01-01 01:00:00,0.0123669933979466,,,,8018.1584535457205,,,2551.48454009646,3283.42485098169,2318.09342124555,,,,,,,49571.717228948735,,,1822.44522025658,,,,,7950.06275107437,9538.95718045108,,,,
2040-01-01 02:00:00,0.0123652129925072,,,,7795.6358637948,,,2551.48452685902,3186.78760526845,2240.67756191388,,,,,,,49571.71781057084,,,1822.44532707649,,,,,8018.73670624848,9630.49772040393,,,,
2040-01-01 03:00:00,0.0122758275982624,,,,8018.80204671754,,,2551.48452327833,3134.23753999627,2209.89939163358,,,,,,,49571.71769222853,,,1822.4450257909,,,,,6723.14541525641,8053.39567702976,,,,
2040-01-01 04:00:00,0.0147125056029483,,,,8018.86236248666,,,2551.48450706456,2895.75817358719,2029.40758376321,,,,,,,49571.71770615774,,,1822.46861871747,,,,,2738.96974866741,3296.7893699181,,,,
2040-01-01 05:00:00,0.0165789434182725,,,,8018.86062492008,,,2551.48444932626,2902.928850739,2026.99160844509,,,,,,,49571.71550893573,,,1822.47446148699,,,,,2719.46385496673,3274.08219943073,,,,
2040-01-01 06:00:00,0.0165097735591713,,,,8018.86046067572,,,2551.48440553293,2987.89164683619,2086.31567072501,,,,,,,49571.71526177884,,,1822.47433425218,,,,,2765.76213547886,3327.6701605337,,,,
2040-01-01 07:00:00,0.0165744464498455,,,,8018.86040730628,,,2551.48435488594,3198.46013669649,2239.45638869037,,,,,,,49571.748098757766,,,1822.47433297617,,,,,7224.26871695027,8652.19119522174,,,,
2040-01-01 08:00:00,0.0159778223234669,,,,8018.860458438139,,,2551.48455684965,3223.24755305632,2250.65144191557,,,,,,,49571.71624049894,,,1822.47391803532,,,,,6852.45270845168,8208.29259643318,,,,
2040-01-01 09:00:00,0.0158398936358581,,,,8018.877920950899,,,2551.48525589681,3330.78476728594,2325.72976396371,,,,,,,49571.72904830556,,,1822.47572328095,,,,,3553.35102986501,4265.82190050481,,,,
2040-01-01 10:00:00,0.0151635585510765,,,,8018.87789846596,,,2551.48527523678,3270.58709213959,2283.69603642984,,,,,,,49571.72947495477,,,1822.47415725771,,,,,3026.36879494265,3637.26014250127,,,,
2040-01-01 11:00:00,0.013795481799299,,,,8018.87772714588,,,2551.48527686909,3274.33493480892,2286.3116673014,,,,,,,49571.73005381991,,,1822.46930964159,,,,,2625.31677394177,3156.7519666615,,,,
2040-01-01 12:00:00,0.0139248905676151,,,,8018.877617698659,,,2551.48517572783,3250.27752727929,2269.51343074908,,,,,,,49571.72733943069,,,1822.46931231447,,,,,2678.87914591532,3222.11775005919,,,,
2040-01-01 13:00:00,0.0145299929727688,,,,8018.86081250134,,,2551.48485893306,3209.12841180496,2240.78087437733,,,,,,,49571.72701505436,,,1822.46919079105,,,,,3738.3718268048,4489.27064350061,,,,
2040-01-01 14:00:00,0.0062155861453338,,,,8018.87545691416,,,2551.49163909089,3158.06909489495,2205.13133649234,,,,,,,49571.76504662144,,,1822.46877210926,,,,,7669.54563664439,9211.5267341182,,,,
2040-01-01 15:00:00,0.0494011045499549,,,,8018.856873094221,,,2551.49146934999,3120.92259613864,2179.19374607247,,,,,,,49571.84035262988,,,1822.49258604819,,,,,8866.26351819656,10639.2069230986,,,,
2040-01-01 16:00:00,0.104310536448624,,,,8018.857095076661,,,2551.49148508272,3302.65881074654,2293.26980534434,,,,,,,49571.87166067892,,,1822.4922422277,,,,,8793.30278516341,10557.6602144499,,,,
