Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Plavinas HPP,894,1.0,LV,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RTEC2-1,441,1.0,LV,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RTEC2-2,440,1.0,LV,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Riga HPP,402,1.0,LV,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kegums HPP,240,1.0,LV,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RTEC1,144,1.0,LV,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
