electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,county,commissioning_date,site_name,se_vindbrukskollen_id,manufacturer
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE33,SE331,19.2497820295098,63.5319589529383,Nordmaling,Västerbottens län,2011-03-22,Gabrielsberget,2401-V-003,Enercon
0.8,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.5094669444806,58.1008551691376,Falköping,Västra Götalands län,2011-03-23,Mönarp,1499-V-018,Enercon
0.8,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.5050776660209,58.1031573730567,Falköping,Västra Götalands län,2011-03-23,Mönarp,1499-V-018,Enercon
0.8,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.5002219853937,58.1011958736079,Falköping,Västra Götalands län,2011-03-23,Mönarp,1499-V-018,Enercon
0.8,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.4990576812342,58.1034639173471,Falköping,Västra Götalands län,2011-03-23,Mönarp,1499-V-018,Enercon
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.834799542525,58.8420581321175,Dals-Ed,Västra Götalands län,2011-03-24,Töftedalsfjället,1438-V-001,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8578081854593,58.8412903469513,Dals-Ed,Västra Götalands län,2011-03-24,Töftedalsfjället,1438-V-001,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8423681478979,58.8509072232844,Dals-Ed,Västra Götalands län,2011-03-26,Töftedalsfjället,1438-V-001,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8600806341345,58.8537209445843,Dals-Ed,Västra Götalands län,2011-03-29,Töftedalsfjället,1438-V-001,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE33,SE331,19.2385622069341,63.537466376949,Nordmaling,Västerbottens län,2011-03-29,Gabrielsberget,2401-V-003,Enercon
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8518475411569,58.8555694660784,Dals-Ed,Västra Götalands län,2011-03-29,Töftedalsfjället,1438-V-001,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8620630748462,58.8498327972212,Dals-Ed,Västra Götalands län,2011-03-29,Töftedalsfjället,1438-V-001,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6306504413148,60.889558556998,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6286516930708,60.8948231208071,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6191807579168,60.8947072401758,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6192231854978,60.8976866876091,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.1188798049675,58.2159621835709,Vara,Västra Götalands län,2011-04-01,Längjum,1470-V-055,Enercon
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,14.0484147625671,58.92716928974,Gullspång,Västra Götalands län,2011-04-01,Gunnarstorp,1447-V-002,Nordex
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,14.0445174273889,58.9236288615685,Gullspång,Västra Götalands län,2011-04-01,Gunnarstorp,1447-V-002,Nordex
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6225155857562,60.8872720659905,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.112016181883,58.2146478710538,Vara,Västra Götalands län,2011-04-01,Längjum,1470-V-055,Enercon
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6153038858018,60.891329391435,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6140235421878,60.8882514384676,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6144539003306,60.8847438316966,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6131898545281,60.8816886615387,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE312,13.6126418781955,60.8781335238869,Mora,Dalarnas län,2011-04-01,Kyrkberget,2062-V-003,Siemens
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.1154086792018,58.2101000222326,Vara,Västra Götalands län,2011-04-01,Längjum,1470-V-055,Enercon
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,14.052207838189,58.9313734484561,Gullspång,Västra Götalands län,2011-04-01,Gunnarstorp,1447-V-002,Nordex
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE33,SE331,19.2294572404535,63.5352022469873,Nordmaling,Västerbottens län,2011-04-02,Gabrielsberget,2401-V-003,Enercon
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8507189062676,58.8487116869242,Dals-Ed,Västra Götalands län,2011-04-02,Töftedalsfjället,1438-V-001,Siemens
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.719814164787,58.3703664381651,Uddevalla,Västra Götalands län,2011-04-04,RÅLANDA,1485-V-017,Enercon
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE33,SE331,19.2430480311459,63.5407149867793,Nordmaling,Västerbottens län,2011-04-08,Gabrielsberget,2401-V-003,Enercon
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE33,SE331,19.2285164428572,63.5386746769816,Nordmaling,Västerbottens län,2011-04-09,Gabrielsberget,2401-V-003,Enercon
0.04,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,16.3960777553113,58.5457914829497,Norrköping,Östergötlands län,2011-04-10,Kuddby-Åby,0581-V-006,WindEn
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8159116652704,58.8475969768131,Dals-Ed,Västra Götalands län,2011-04-11,Töftedalsfjället,1438-V-001,Siemens
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8199346131918,58.8515696947277,Dals-Ed,Västra Götalands län,2011-04-11,Töftedalsfjället,1438-V-001,Siemens
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.6296824474736,58.308879663113,Uddevalla,Västra Götalands län,2011-04-13,LEJDEBERGEN,1485-V-028,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.6338154687311,58.3077204017847,Uddevalla,Västra Götalands län,2011-04-16,LEJDEBERGEN,1485-V-028,Enercon
2.3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE33,SE331,19.2490781667388,63.5358510057401,Nordmaling,Västerbottens län,2011-04-16,Gabrielsberget,2401-V-003,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.1245285100666,55.7007491215722,Staffanstorp,Skåne län,2011-04-18,Trolleberg,1230-V-007,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.1289171228864,55.7005574343809,Staffanstorp,Skåne län,2011-04-18,Trolleberg,1230-V-007,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.7282244793613,58.3671123757291,Uddevalla,Västra Götalands län,2011-04-19,RÅLANDA,1485-V-017,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE221,14.680511689791,56.0757254116403,Sölvesborg,Blekinge län,2011-05-01,Lörby-Ysane,1083-V-017,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE221,14.6685556604206,56.0756846393837,Sölvesborg,Blekinge län,2011-05-01,Lörby-Ysane,1083-V-017,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE221,14.6745443748569,56.0757218654173,Sölvesborg,Blekinge län,2011-05-01,Lörby-Ysane,1083-V-017,Enercon
0.2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE321,18.1392671431829,62.707144839116,Härnösand,Västernorrland län,2011-05-01,Kläfsön,2280-V-003,
0.04,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE211,14.6671434377041,57.6295786437763,Nässjö,Jönköpings län,2011-05-05,Rävsnäs,0682-V-022,
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.0918197432588,55.5151710156624,Tomelilla,Skåne län,2011-05-15,Ingelstadgården,1270-V-023,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.0928408106927,55.512077041733,Tomelilla,Skåne län,2011-05-15,Ingelstadgården,1270-V-023,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.0907988785623,55.5182559956181,Tomelilla,Skåne län,2011-05-15,Ingelstadgården,1270-V-023,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.0897616511645,55.5213497407832,Tomelilla,Skåne län,2011-05-15,Ingelstadgården,1270-V-023,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.9917262783264,55.5901431987356,Tomelilla,Skåne län,2011-05-15,Appeltorp,1270-V-026,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.0480942227378,55.9561092214753,Svalöv,Skåne län,2011-06-15,Halmstadgården,1214-V-026,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.0529235075279,55.9494513553958,Svalöv,Skåne län,2011-06-15,Halmstadgården,1214-V-026,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.0505093008308,55.9527758245444,Svalöv,Skåne län,2011-06-15,Halmstadgården,1214-V-026,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.7766862677477,55.8223981198626,Hörby,Skåne län,2011-06-20,Huggelseke-Bessinge,1266-V-021,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.7774605406691,55.8179460849058,Hörby,Skåne län,2011-06-20,Huggelseke-Bessinge,1266-V-021,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.770101322786,55.819845766844,Hörby,Skåne län,2011-06-20,Huggelseke-Bessinge,1266-V-021,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.3838945952795,58.3934468098414,Skara,Västra Götalands län,2011-06-27,HORSHAGA / 7309,1495-V-022,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.3845160342207,58.3899602197301,Skara,Västra Götalands län,2011-06-27,HORSHAGA / 7309,1495-V-022,Enercon
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.5225453426126,58.5375226917712,Mellerud,Västra Götalands län,2011-07-01,Vänervind,1461-V-001,Kenersys
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE124,14.3615099699006,59.0341882813128,Degerfors,Örebro län,2011-07-01,Vindkraftanläggning Norrboda,1862-V-001,Kenersys
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.8752290066567,55.4863880605187,Ystad,Skåne län,2011-07-01,St. Herrestad,1286-V-031,Enercon
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE124,14.3606889559474,59.0286699839571,Degerfors,Örebro län,2011-07-01,Vindkraftanläggning Norrboda,1862-V-001,Kenersys
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.0553490682474,58.3475811506294,Lidköping,Västra Götalands län,2011-07-01,Härjevad,1494-V-026,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.049634530296,58.3495694687072,Lidköping,Västra Götalands län,2011-07-01,Härjevad,1494-V-026,Vestas
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.5298487450439,58.5367828851175,Mellerud,Västra Götalands län,2011-07-19,Vänervind,1461-V-001,Kenersys
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.5263748630703,58.5331668785355,Mellerud,Västra Götalands län,2011-07-19,Vänervind,1461-V-001,Kenersys
0.04,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.5220966292361,58.3021093780876,Trollhättan,Västra Götalands län,2011-07-20,Vittene,1488-V-010,
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.6557111444419,55.8249236516433,Hörby,Skåne län,2011-07-31,He,1266-V-020,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,15.0345244045301,58.3414142655238,Mjölby,Östergötlands län,2011-08-22,Hogstad,0586-V-078,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.7747859649773,58.289425478738,Grästorp,Västra Götalands län,2011-08-24,Eolus Vind,1444-V-006,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.7768246077147,58.2939173450298,Grästorp,Västra Götalands län,2011-08-24,Eolus Vind,1444-V-006,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.0733515550175,58.1047493308369,LillaEdet,Västra Götalands län,2011-08-29,Sannersby,1462-V-004,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.0803344256225,58.1091659453566,LillaEdet,Västra Götalands län,2011-08-29,Sannersby,1462-V-004,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.6897024880619,56.8463656897013,Borgholm,Kalmar län,2011-08-30,Räpplinge,0885-V-019,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.6886332661665,56.8427182049367,Borgholm,Kalmar län,2011-08-30,Räpplinge,0885-V-019,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.686496105909,56.8354410702619,Borgholm,Kalmar län,2011-08-30,Räpplinge,0885-V-019,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2031051686895,57.0754204480532,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6698995832457,56.832213489419,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6605090660942,56.8345098721202,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6650511542439,56.8130925553865,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2026767895917,57.0700568956883,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2024425064297,57.0673624633871,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2023172701434,57.064642408432,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2099422154648,57.0747864507318,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2091156545065,57.0639274340992,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2028991156608,57.0727385090149,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6605506562045,56.8286522823655,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2093449513652,57.0666505751656,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6522869419944,56.825508487188,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2097179704518,57.0720868237746,Gotland,Gotlands län,2011-09-01,Stugylparken S1,0980-V-010,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6547422745391,56.8311058551454,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6721091360119,56.807256648887,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.676957430058,56.8028192012241,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6557693854687,56.8159846495298,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.6534227248979,56.8212800779669,Nybro,Kalmar län,2011-09-01,Stengårdsholma,0881-V-002,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.1289500730188,55.8279060171905,Kävlinge,Skåne län,2011-09-15,Södervidinge,1261-V-012,Vestas
2.05,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.2735265985468,55.6078467842859,Svedala,Skåne län,2011-09-15,Klågerup,1263-V-003,Senvion
2.05,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.2704320041881,55.6105412434622,Svedala,Skåne län,2011-09-15,Klågerup,1263-V-003,Senvion
2.05,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.2673371457877,55.6132355330159,Svedala,Skåne län,2011-09-15,Klågerup,1263-V-003,Senvion
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.1400656464555,55.824562519773,Kävlinge,Skåne län,2011-09-15,Södervidinge,1261-V-012,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.1345078812252,55.8262388861615,Kävlinge,Skåne län,2011-09-15,Södervidinge,1261-V-012,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,14.9601799821485,58.3598522275095,Mjölby,Östergötlands län,2011-09-19,Appuna,0586-V-063,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,14.9572194620306,58.3641607068198,Mjölby,Östergötlands län,2011-09-19,Appuna,0586-V-063,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.9097628015672,56.374742772301,Torsås,Kalmar län,2011-10-01,Gettnabo 1,0834-V-020,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.9224495434025,56.379455388501,Torsås,Kalmar län,2011-10-01,Gettnabo 1,0834-V-020,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2183693453542,57.0914827057669,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.9317173842872,56.3822484000827,Torsås,Kalmar län,2011-10-01,Gettnabo 1,0834-V-020,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2117317152791,57.0950541508985,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2114977774242,57.0920991267813,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2110739857935,57.0892202539999,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.919614422505,56.3840831505862,Torsås,Kalmar län,2011-10-01,Gettnabo 1,0834-V-020,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE322,15.0776408899053,63.6129895307638,Strömsund,Jämtlands län,2011-10-01,Ollebacken etapp 1,2313-V-004,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE322,15.068301362048,63.6121156680139,Strömsund,Jämtlands län,2011-10-01,Ollebacken etapp 1,2313-V-004,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE322,15.0521912020084,63.6139033229531,Strömsund,Jämtlands län,2011-10-01,Ollebacken etapp 1,2313-V-004,Enercon
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2108554023186,57.0863479839788,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE322,15.0463138399675,63.6090138697313,Strömsund,Jämtlands län,2011-10-01,Ollebacken etapp 1,2313-V-004,Enercon
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2106612903149,57.083439398793,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE322,15.0417873565228,63.6146665958611,Strömsund,Jämtlands län,2011-10-01,Ollebacken etapp 1,2313-V-004,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE322,15.0375129990792,63.6103461900748,Strömsund,Jämtlands län,2011-10-01,Ollebacken etapp 1,2313-V-004,Enercon
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.217454646832,57.0799233933612,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2176197270898,57.0827864285739,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2178537763155,57.0856295326321,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.9501378797845,56.3905894345692,Torsås,Kalmar län,2011-10-01,Gettnabo 1,0834-V-020,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2181141845372,57.0885400065413,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.210403747041,57.0804611552304,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,15.9425483930193,56.3872122605574,Torsås,Kalmar län,2011-10-01,Gettnabo 1,0834-V-020,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE322,16.5097527940197,63.7606537146642,Strömsund,Jämtlands län,2011-10-01,Betåsberget,2313-V-005,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE322,16.5026052548788,63.7625365071354,Strömsund,Jämtlands län,2011-10-01,Betåsberget,2313-V-005,Vestas
3,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2185673630592,57.0945218881538,Gotland,Gotlands län,2011-10-01,Näsudden Väst N1,0980-V-009,Vestas
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.3732601648988,58.5772315023119,Vänersborg,Västra Götalands län,2011-10-25,Brålanda-Torp,1487-V-005,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.3647731674473,58.5769395205903,Vänersborg,Västra Götalands län,2011-10-25,Holm,1487-V-012,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.4837287804032,58.5832841729387,Mellerud,Västra Götalands län,2011-10-25,Bolstads-Prästgård 1,1461-V-017,Enercon
2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.4917135470219,58.5820655729927,Mellerud,Västra Götalands län,2011-10-25,Bolstads-Prästgård 1,1461-V-017,Enercon
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,15.133336722041,58.2609780931781,Boxholm,Östergötlands län,2011-11-01,Örbacken,0560-V-001,GE Wind Energy
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,15.121688634834,58.2635045860571,Boxholm,Östergötlands län,2011-11-01,Örbacken,0560-V-001,GE Wind Energy
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,15.1340659481381,58.2645430626558,Boxholm,Östergötlands län,2011-11-01,Örbacken,0560-V-001,GE Wind Energy
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,15.1496540353805,58.2709835990999,Mjölby,Östergötlands län,2011-11-01,Näsby/Överberg,0586-V-044,GE Wind Energy
2.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,15.1626868877681,58.2729616137978,Mjölby,Östergötlands län,2011-11-01,Näsby/Överberg,0586-V-044,GE Wind Energy
